,Date,Symbol,High,Adj_Close,Volume,Open,Close,Low
0,2016-07-27,SDY.L,35.00,35.00,303600,34.25,35.00,33.25
1,2016-07-26,SDY.L,34.25,34.00,189800,34.25,34.00,33.75
2,2016-07-25,SDY.L,34.00,33.50,538500,33.25,33.50,33.14
3,2016-07-22,SDY.L,33.75,33.00,85700,33.00,33.00,33.00
4,2016-07-21,SDY.L,33.78,33.50,3700,33.75,33.50,33.063
5,2016-07-20,SDY.L,33.75,33.75,32200,33.00,33.75,32.625
6,2016-07-19,SDY.L,34.132,33.00,341600,33.50,33.00,32.61
7,2016-07-18,SDY.L,34.075,33.50,19900,33.75,33.50,33.50
8,2016-07-15,SDY.L,34.50,33.25,80100,34.50,33.25,33.25
9,2016-07-14,SDY.L,34.37,33.75,106100,33.75,33.75,33.75
10,2016-07-13,SDY.L,35.00,33.50,1253200,35.00,33.50,32.95
11,2016-07-12,SDY.L,32.625,31.25,453800,30.75,31.25,29.80
12,2016-07-11,SDY.L,31.50,31.50,98900,30.00,31.50,29.50
13,2016-07-08,SDY.L,31.00,30.00,442300,31.00,30.00,29.50
14,2016-07-07,SDY.L,31.00,30.00,105500,31.00,30.00,29.75
15,2016-07-06,SDY.L,31.65,29.60,224000,31.00,30.00,29.83
16,2016-07-05,SDY.L,33.00,31.573,223400,32.75,32.00,31.50
17,2016-07-04,SDY.L,33.25,32.067,160100,33.00,32.50,32.00
18,2016-07-01,SDY.L,34.125,32.56,371000,33.50,33.00,32.50
19,2016-06-30,SDY.L,35.75,32.807,106300,35.75,33.25,33.25
20,2016-06-29,SDY.L,35.475,33.547,135800,34.75,34.00,34.00
21,2016-06-28,SDY.L,36.00,34.287,212800,34.50,34.75,32.71
22,2016-06-27,SDY.L,35.185,32.313,470700,35.00,32.75,32.75
23,2016-06-24,SDY.L,36.00,34.04,849300,32.50,34.50,32.438
24,2016-06-23,SDY.L,36.00,35.52,114200,35.00,36.00,34.50
25,2016-06-22,SDY.L,36.35,35.027,159100,35.50,35.50,35.00
26,2016-06-21,SDY.L,36.50,35.767,177200,36.50,36.25,35.00
27,2016-06-20,SDY.L,36.50,36.013,156100,35.25,36.50,34.50
28,2016-06-17,SDY.L,36.00,33.30,660000,35.75,33.75,33.50
29,2016-06-16,SDY.L,37.48,34.78,206400,36.25,35.25,35.25
30,2016-06-15,SDY.L,38.00,36.507,157800,36.75,37.00,36.00
31,2016-06-14,SDY.L,38.50,36.013,419500,38.50,36.50,36.00
32,2016-06-13,SDY.L,40.00,37.987,913200,39.25,38.50,38.50
33,2016-06-10,SDY.L,39.50,38.48,248300,39.00,39.00,39.00
34,2016-06-09,SDY.L,40.00,38.727,30800,39.25,39.25,39.25
35,2016-06-08,SDY.L,39.50,38.973,91300,39.25,39.50,39.25
36,2016-06-07,SDY.L,39.50,38.973,212500,39.25,39.50,39.00
37,2016-06-06,SDY.L,40.00,38.48,131200,40.00,39.00,39.00
38,2016-06-03,SDY.L,39.764,38.48,138200,39.50,39.00,39.00
39,2016-06-02,SDY.L,39.50,38.973,297300,39.00,39.50,39.00
40,2016-06-01,SDY.L,39.75,38.727,244100,39.75,39.25,39.00
41,2016-05-31,SDY.L,40.00,38.727,1180700,39.25,39.25,39.00
42,2016-05-30,SDY.L,39.25,38.727,000,39.25,39.25,39.25
43,2016-05-27,SDY.L,40.00,38.727,38300,40.00,39.25,39.25
44,2016-05-26,SDY.L,39.50,38.48,55600,39.00,39.00,39.00
45,2016-05-25,SDY.L,39.75,38.727,264200,39.00,39.25,39.00
46,2016-05-24,SDY.L,39.75,38.48,183300,38.75,39.00,38.75
47,2016-05-23,SDY.L,39.843,39.22,114500,39.75,39.75,39.00
48,2016-05-20,SDY.L,39.75,39.22,16900,39.00,39.75,39.00
49,2016-05-19,SDY.L,40.50,38.48,2669500,40.50,39.00,39.00
50,2016-05-18,SDY.L,40.50,39.96,678100,39.50,40.50,38.60
51,2016-05-17,SDY.L,40.00,37.987,7610700,37.00,38.50,37.00
52,2016-05-16,SDY.L,37.50,36.013,220700,37.50,36.50,36.50
53,2016-05-13,SDY.L,37.50,36.26,53400,37.50,36.75,36.375
54,2016-05-12,SDY.L,37.125,36.013,9748700,36.75,36.50,36.25
55,2016-05-11,SDY.L,37.00,35.52,1742900,36.75,36.00,36.00
56,2016-05-10,SDY.L,37.50,35.52,60100,36.00,36.00,36.00
57,2016-05-09,SDY.L,37.50,35.767,41200,37.50,36.25,36.15
58,2016-05-06,SDY.L,38.00,36.753,232000,37.00,37.25,36.60
59,2016-05-05,SDY.L,36.75,36.013,103900,36.00,36.50,36.00
60,2016-05-04,SDY.L,38.00,36.013,284500,36.75,36.50,35.75
61,2016-05-03,SDY.L,37.125,36.26,435900,37.00,36.75,36.00
62,2016-04-29,SDY.L,37.25,36.26,184100,36.00,36.75,35.00
63,2016-04-28,SDY.L,37.00,35.027,207300,37.00,35.50,35.50
64,2016-04-27,SDY.L,36.55,35.767,6321400,36.00,36.25,35.75
65,2016-04-26,SDY.L,37.00,35.767,200500,37.00,36.25,35.65
66,2016-04-25,SDY.L,37.00,35.273,156800,35.50,35.75,35.50
67,2016-04-22,SDY.L,37.00,35.767,3072700,37.00,36.25,36.00
68,2016-04-21,SDY.L,36.75,36.013,4793800,35.75,36.50,35.75
69,2016-04-20,SDY.L,37.00,36.26,115900,36.50,36.75,36.00
70,2016-04-19,SDY.L,37.00,36.013,135000,37.00,36.50,35.79
71,2016-04-18,SDY.L,37.00,36.013,196800,37.00,36.50,35.50
72,2016-04-15,SDY.L,37.00,36.013,79400,37.00,36.50,36.00
73,2016-04-14,SDY.L,37.00,35.767,229100,36.75,36.25,35.60
74,2016-04-13,SDY.L,37.00,36.507,62600,36.50,37.00,36.00
75,2016-04-12,SDY.L,37.00,36.507,131400,37.00,37.00,36.25
76,2016-04-11,SDY.L,37.00,36.013,119200,37.00,36.50,36.052
77,2016-04-08,SDY.L,37.25,36.507,982100,37.25,37.00,36.50
78,2016-04-07,SDY.L,38.00,36.753,385800,38.00,37.25,36.75
79,2016-04-06,SDY.L,38.00,37.247,124300,38.00,37.75,36.53
80,2016-04-05,SDY.L,38.50,36.507,366200,38.50,37.00,36.50
81,2016-04-04,SDY.L,38.50,37.00,149300,38.50,37.50,37.00
82,2016-04-01,SDY.L,38.813,37.493,447700,37.50,38.00,36.75
83,2016-03-31,SDY.L,39.00,38.48,1125100,38.00,39.00,35.125
84,2016-03-30,SDY.L,40.00,37.74,248700,40.00,38.25,37.50
85,2016-03-29,SDY.L,39.50,37.987,204900,38.50,38.50,37.952
86,2016-03-28,SDY.L,39.50,38.973,000,39.50,39.50,39.50
87,2016-03-24,SDY.L,40.00,38.973,466500,39.75,39.50,39.041
88,2016-03-23,SDY.L,39.50,38.973,393000,39.00,39.50,38.50
89,2016-03-22,SDY.L,39.74,37.987,366500,39.25,38.50,38.00
90,2016-03-21,SDY.L,40.30,38.727,347800,40.00,39.25,39.25
91,2016-03-18,SDY.L,40.50,39.96,441600,36.75,40.50,36.75
92,2016-03-17,SDY.L,37.25,36.753,192500,36.00,37.25,36.00
93,2016-03-16,SDY.L,36.00,34.533,595000,35.00,35.00,34.25
94,2016-03-15,SDY.L,35.00,33.793,111100,35.00,34.25,33.75
95,2016-03-14,SDY.L,35.30,33.547,75300,34.50,34.00,33.75
96,2016-03-11,SDY.L,34.50,33.793,68700,33.50,34.25,33.50
97,2016-03-10,SDY.L,34.50,33.793,89800,33.75,34.25,33.75
98,2016-03-09,SDY.L,35.00,33.793,119500,35.00,34.25,33.75
99,2016-03-08,SDY.L,34.75,34.287,218100,34.00,34.75,33.75
100,2016-03-07,SDY.L,35.00,33.547,227100,35.00,34.00,33.25
101,2016-03-04,SDY.L,34.75,33.547,620700,34.00,34.00,33.25
102,2016-03-03,SDY.L,35.50,33.547,536000,35.50,34.00,33.10
103,2016-03-02,SDY.L,35.00,33.793,136300,34.75,34.25,33.20
104,2016-03-01,SDY.L,35.00,34.287,81700,35.00,34.75,33.913
105,2016-02-29,SDY.L,35.75,33.547,261700,33.00,34.00,33.00
106,2016-02-26,SDY.L,34.375,33.793,79600,34.00,34.25,33.30
107,2016-02-25,SDY.L,34.75,33.547,315800,34.25,34.00,33.25
108,2016-02-24,SDY.L,35.00,34.287,98800,35.00,34.75,33.206
109,2016-02-23,SDY.L,34.75,32.56,159700,33.00,33.00,33.00
110,2016-02-22,SDY.L,35.00,33.547,217300,35.00,34.00,33.00
111,2016-02-19,SDY.L,36.00,34.287,127300,36.00,34.75,33.625
112,2016-02-18,SDY.L,35.50,34.533,119400,34.00,35.00,33.50
113,2016-02-17,SDY.L,35.25,34.287,109800,34.25,34.75,33.50
114,2016-02-16,SDY.L,34.125,33.053,2201100,34.00,33.50,33.00
115,2016-02-15,SDY.L,35.075,32.807,199000,33.50,33.25,33.00
116,2016-02-12,SDY.L,35.00,33.053,249800,33.50,33.50,33.50
117,2016-02-11,SDY.L,35.75,33.30,258900,35.75,33.75,33.75
118,2016-02-10,SDY.L,38.00,34.78,380100,38.00,35.25,35.168
119,2016-02-09,SDY.L,38.85,36.013,328600,37.50,36.50,36.50
120,2016-02-08,SDY.L,39.75,37.74,359500,39.00,38.25,37.50
121,2016-02-05,SDY.L,38.00,36.26,151600,38.00,36.75,36.75
122,2016-02-04,SDY.L,39.20,36.26,288400,39.00,36.75,36.75
123,2016-02-03,SDY.L,40.75,37.987,1036600,39.50,38.50,38.50
124,2016-02-02,SDY.L,41.00,38.973,102700,41.00,39.50,39.50
125,2016-02-01,SDY.L,41.83,38.973,1136600,41.00,39.50,39.50
126,2016-01-29,SDY.L,42.25,40.453,225700,39.50,41.00,39.50
127,2016-01-28,SDY.L,40.50,39.467,223800,39.75,40.00,39.50
128,2016-01-27,SDY.L,41.50,39.22,465200,40.25,39.75,39.75
129,2016-01-26,SDY.L,42.50,39.467,171700,42.50,40.00,39.50
130,2016-01-25,SDY.L,42.25,41.687,282800,40.50,42.25,40.50
131,2016-01-22,SDY.L,42.25,40.207,299100,41.00,40.75,40.00
132,2016-01-21,SDY.L,41.00,39.467,253400,41.00,40.00,39.50
133,2016-01-20,SDY.L,40.25,38.973,815400,39.00,39.50,38.75
134,2016-01-19,SDY.L,41.50,39.713,408700,41.50,40.25,40.00
135,2016-01-18,SDY.L,42.00,39.467,642400,42.00,40.00,39.50
136,2016-01-15,SDY.L,43.00,40.453,95200,43.00,41.00,40.00
137,2016-01-14,SDY.L,43.50,41.44,137500,43.50,42.00,41.898
138,2016-01-13,SDY.L,43.50,42.92,234900,42.50,43.50,40.203
139,2016-01-12,SDY.L,42.00,40.947,161100,42.00,41.50,40.875
140,2016-01-11,SDY.L,42.00,39.96,433900,42.00,40.50,40.25
141,2016-01-08,SDY.L,41.625,40.207,184000,40.50,40.75,40.25
142,2016-01-07,SDY.L,41.50,39.713,236600,41.50,40.25,39.438
143,2016-01-06,SDY.L,41.75,40.453,1475700,41.75,41.00,39.765
144,2016-01-05,SDY.L,41.00,39.22,244300,40.00,39.75,39.915
145,2016-01-04,SDY.L,43.00,39.22,271800,43.00,39.75,39.75
146,2015-12-31,SDY.L,43.00,41.193,159200,42.75,41.75,41.75
147,2015-12-30,SDY.L,42.75,41.44,116500,42.00,42.00,41.25
148,2015-12-29,SDY.L,42.00,41.44,450500,40.00,42.00,39.563
149,2015-12-28,SDY.L,38.875,38.357,000,38.875,38.875,38.875
150,2015-12-25,SDY.L,38.875,38.357,000,38.875,38.875,38.875
151,2015-12-24,SDY.L,39.65,38.357,51700,39.05,38.875,38.813
152,2015-12-23,SDY.L,40.00,38.727,365200,40.00,39.25,39.19
153,2015-12-22,SDY.L,40.00,39.467,118700,39.75,40.00,38.71
154,2015-12-21,SDY.L,39.75,39.22,189800,39.25,39.75,38.875
155,2015-12-18,SDY.L,38.50,37.987,624700,38.25,38.50,37.00
156,2015-12-17,SDY.L,39.50,37.247,1207500,36.00,37.75,35.75
157,2015-12-16,SDY.L,35.50,34.237,21937800,33.50,35.00,33.50
158,2015-12-15,SDY.L,34.188,32.77,54500,33.50,33.50,33.25
159,2015-12-14,SDY.L,34.25,32.77,45200,33.50,33.50,33.50
160,2015-12-11,SDY.L,35.00,33.015,204900,34.75,33.75,33.75
161,2015-12-10,SDY.L,35.25,33.993,277500,34.75,34.75,34.25
162,2015-12-09,SDY.L,35.375,34.482,180600,34.25,35.25,34.25
163,2015-12-08,SDY.L,36.50,34.726,272200,34.25,35.50,34.25
164,2015-12-07,SDY.L,35.40,34.237,21274600,34.50,35.00,34.25
165,2015-12-04,SDY.L,35.50,34.237,90700,35.50,35.00,35.00
166,2015-12-03,SDY.L,36.25,34.482,1105600,36.25,35.25,34.25
167,2015-12-02,SDY.L,35.68,33.993,200900,35.25,34.75,34.25
168,2015-12-01,SDY.L,36.00,34.482,190900,35.25,35.25,35.00
169,2015-11-30,SDY.L,36.25,34.237,1399100,33.00,35.00,33.00
170,2015-11-27,SDY.L,34.75,33.259,4164000,34.00,34.00,33.25
171,2015-11-26,SDY.L,34.00,32.281,1031700,33.50,33.00,32.50
172,2015-11-25,SDY.L,33.50,32.77,381000,33.25,33.50,32.75
173,2015-11-24,SDY.L,34.50,32.525,1347600,34.50,33.25,30.75
174,2015-11-23,SDY.L,34.50,33.504,1739700,33.75,34.25,33.04
