,High,Low,Close,Symbol,Adj_Close,Date,Open,Volume
0,80.30,79.88,80.18,MISH.TA,80.18,2016-07-27,80.22,3900
1,80.75,80.20,80.23,MISH.TA,80.23,2016-07-26,80.75,1900
2,80.74,79.75,80.49,MISH.TA,80.49,2016-07-25,79.75,4800
3,80.28,78.36,79.89,MISH.TA,79.89,2016-07-21,78.36,2500
4,80.32,79.00,80.17,MISH.TA,80.17,2016-07-20,79.81,5700
5,79.96,78.90,79.86,MISH.TA,79.86,2016-07-19,78.90,1700
6,80.43,78.60,80.29,MISH.TA,80.29,2016-07-18,78.60,1400
7,80.99,78.50,80.39,MISH.TA,80.39,2016-07-14,78.50,3500
8,80.70,78.00,80.42,MISH.TA,80.42,2016-07-13,78.00,1800
9,81.29,80.14,80.94,MISH.TA,80.94,2016-07-12,80.40,15600
10,80.65,78.67,80.40,MISH.TA,80.40,2016-07-11,78.68,81500
11,77.59,76.50,77.36,MISH.TA,77.36,2016-07-07,77.09,6000
12,77.79,76.93,77.09,MISH.TA,77.09,2016-07-06,77.90,5800
13,78.17,77.70,77.90,MISH.TA,77.90,2016-07-05,78.01,4600
14,78.30,77.02,78.01,MISH.TA,78.01,2016-07-04,77.02,5700
15,76.86,76.50,76.62,MISH.TA,76.62,2016-06-30,76.50,6200
16,76.48,75.80,76.46,MISH.TA,76.46,2016-06-29,75.89,2300
17,76.94,75.70,75.89,MISH.TA,75.89,2016-06-28,76.00,8900
18,76.62,75.32,76.00,MISH.TA,76.00,2016-06-27,75.32,2700
19,78.89,77.60,78.01,MISH.TA,78.01,2016-06-23,78.89,4100
20,78.47,77.51,78.22,MISH.TA,78.22,2016-06-22,77.51,5100
21,78.60,77.54,78.43,MISH.TA,78.43,2016-06-21,78.50,3700
22,78.70,77.20,78.50,MISH.TA,78.50,2016-06-20,77.20,3600
23,78.55,77.10,78.21,MISH.TA,78.21,2016-06-16,77.10,2800
24,78.70,77.12,78.15,MISH.TA,78.15,2016-06-15,77.12,4200
25,77.53,77.04,77.50,MISH.TA,77.50,2016-06-14,77.71,31600
26,77.79,77.10,77.71,MISH.TA,77.71,2016-06-13,78.28,5700
27,78.79,77.77,78.28,MISH.TA,78.28,2016-06-09,78.35,6300
28,78.76,78.12,78.35,MISH.TA,78.35,2016-06-08,78.82,1600
29,79.06,78.50,78.82,MISH.TA,78.82,2016-06-07,78.50,3900
30,79.29,78.24,78.79,MISH.TA,78.79,2016-06-06,79.05,3000
31,79.91,78.61,79.58,MISH.TA,79.58,2016-06-01,79.95,2900
32,80.02,79.49,79.95,MISH.TA,79.95,2016-05-31,79.84,3300
33,79.85,78.58,79.84,MISH.TA,79.84,2016-05-30,78.83,3600
34,79.88,79.18,79.22,MISH.TA,79.22,2016-05-26,79.88,3600
35,79.85,79.24,79.79,MISH.TA,79.79,2016-05-25,79.24,50200
36,79.80,78.59,79.24,MISH.TA,79.24,2016-05-24,78.42,8200
37,78.74,77.75,78.42,MISH.TA,78.42,2016-05-23,78.01,2600
38,78.62,78.00,78.02,MISH.TA,78.02,2016-05-19,78.58,3100
39,79.62,78.48,78.58,MISH.TA,78.58,2016-05-18,78.42,400
40,79.88,78.09,78.42,MISH.TA,78.42,2016-05-17,79.88,3000
41,78.39,78.01,78.09,MISH.TA,78.09,2016-05-16,77.97,2000
42,78.87,78.87,78.87,MISH.TA,78.87,2016-05-12,78.87,000
43,78.87,78.87,78.87,MISH.TA,78.87,2016-05-11,78.87,000
44,79.05,78.12,78.87,MISH.TA,78.87,2016-05-10,78.69,3100
45,78.77,78.37,78.69,MISH.TA,78.69,2016-05-09,78.77,2600
46,79.18,78.45,78.56,MISH.TA,78.56,2016-05-05,78.45,5000
47,78.50,78.19,78.45,MISH.TA,78.45,2016-05-04,78.00,3600
48,78.22,77.48,78.00,MISH.TA,78.00,2016-05-03,77.99,31500
49,78.22,76.00,77.99,MISH.TA,77.99,2016-05-02,78.22,5100
50,78.75,78.75,78.75,MISH.TA,78.75,2016-04-28,78.75,000
51,81.00,78.37,78.75,MISH.TA,78.75,2016-04-27,81.00,4500
52,80.92,79.19,79.48,MISH.TA,79.48,2016-04-26,79.99,8200
53,80.34,78.01,79.99,MISH.TA,79.99,2016-04-25,78.01,300
54,79.67,78.50,79.06,MISH.TA,79.06,2016-04-21,79.00,6300
