,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_50_H_0_poly_7__1.0_0
0,2000-01-01 00:00:00,0,0.42857142857142855,0.0,-0.07770456650883938,2.834856730743419,2.834856730743419
1,2000-01-01 01:00:00,0,0.14285714285714285,0.0,1.0896301649283022,3.7164771764662747,3.7164771764662747
2,2000-01-01 02:00:00,0,0.42857142857142855,0.011342595463488637,0.09654266759327351,3.0204465603090203,3.0204465603090203
3,2000-01-01 03:00:00,0,0.7142857142857143,0.025777820976973287,1.4186671084676297,4.642720512411147,4.642720512411147
4,2000-01-01 04:00:00,0,0.2857142857142857,0.04169028798612081,1.1682731374280053,3.9796675798092416,3.9796675798092416
5,2000-01-01 05:00:00,0,0.5714285714285714,0.058802524342895277,0.9471859464018728,4.061406910854169,4.061406910854169
6,2000-01-01 06:00:00,0,0.8571428571428571,0.07649062259864596,1.0854870347559817,4.503110383178314,4.503110383178314
7,2000-01-01 07:00:00,0,0.42857142857142855,0.09440491065296824,2.3822244479133983,5.389190655818624,5.389190655818624
8,2000-01-01 08:00:00,0,0.14285714285714285,0.11250831119440513,-0.40602373632291733,2.33333158640946,2.33333158640946
9,2000-01-01 09:00:00,0,0.42857142857142855,0.1306755175628814,0.2664453411788736,3.309682155994013,3.309682155994013
10,2000-01-01 10:00:00,0,0.7142857142857143,0.14888408107371745,-1.3557137239186656,1.9914459401215956,1.9914459401215956
11,2000-01-01 11:00:00,0,0.2857142857142857,0.16710787400233967,-0.11410253188685747,2.8227094965105977,2.8227094965105977
12,2000-01-01 12:00:00,0,0.5714285714285714,0.1853462438467636,-0.844230864581227,2.3965338193749375,2.3965338193749375
13,2000-01-01 13:00:00,0,0.8571428571428571,0.2035866595726963,0.7056408100507655,4.250360195447149,4.250360195447149
14,2000-01-01 14:00:00,0,0.42857142857142855,0.22182707529862894,-0.39878617335193706,2.73560219919895,2.73560219919895
15,2000-01-01 15:00:00,0,0.14285714285714285,0.24006749102456162,-0.8271965334869942,2.03971796907554,2.03971796907554
16,2000-01-01 16:00:00,0,0.42857142857142855,0.2583079067504943,-0.41574470158503485,2.7551245024177176,2.7551245024177176
