,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_50_D_0_PolyTrend_0__1.0_10
0,2000-01-01,0.20552675214328775,0,0.0,0.48431215412066475,1.5395467377301202
1,2000-01-02,0.21417337760132638,0,0.0,0.5791404787067285,1.6430216877742225
2,2000-01-03,0.22289810466564874,0,0.10897663659937938,-0.18158257273119596,1.0
3,2000-01-04,0.23170093333625483,0,0.26412174830989754,1.4102046311312142,2.7557351442435345
4,2000-01-05,0.24058186361314463,0,0.44908680630396475,-0.3744716909802062,1.164904810403071
5,2000-01-06,0.24954089549631814,0,0.6471006914322535,0.27519831557632024,2.02154773397106
6,2000-01-07,0.25857802898577537,0,0.8567511682907134,-0.9607546117337881,1.0042824170088684
7,2000-01-08,0.26769326408151634,0,1.0776153952586938,0.37692697499528294,2.571943465801661
8,2000-01-09,0.276886600783541,0,1.3027794396004013,0.033438928508628576,2.462812800358739
9,2000-01-10,0.2861580390918494,0,1.5313477570160718,0.6805672443551206,3.34778087192921
10,2000-01-11,0.29550757900644153,0,1.7617165771660122,-1.563496690099942,1.3434352975386794
11,2000-01-12,0.30493522052731736,0,1.9931081631013903,-0.5666976204319573,2.5810535946629183
12,2000-01-13,0.31444096365447693,0,2.2254464176095294,-0.24214951424260323,3.147445698487571
13,2000-01-14,0.3240248083879202,0,2.457851919721497,1.5143912837240117,5.145975843299596
14,2000-01-15,0.3336867547276472,0,2.6902574218334654,-0.3330574014413246,3.5405946065859557
15,2000-01-16,0.3434268026736579,0,2.922662923945433,0.0473648172902994,4.163162375375558
16,2000-01-17,0.3532449522259523,0,3.1550684260574013,1.4627404474484047,5.8207616571979255
17,2000-01-18,0.3631412033845305,0,3.3874739281693684,1.5350291291191829,6.135352092139249
18,2000-01-19,0.37311555614939235,0,3.619879430281337,0.5664400380293182,5.4091428559262145
19,2000-01-20,0.38316801052053795,0,3.852284932393304,0.1492650917123343,5.2344258660923435
20,2000-01-21,0.39329856649796724,0,4.084690434505271,-1.0782780025830905,4.2494188298863165
21,2000-01-22,0.40350722408168027,0,4.317095936617241,1.3954722703060645,6.965783262471153
22,2000-01-23,0.41379398327167705,0,4.549501438729208,1.7874840455630026,7.600487299030054
23,2000-01-24,0.42415884406795756,0,4.781906940841176,-0.5695172638907428,5.486256352484559
24,2000-01-25,0.4346018064705217,0,5.014312442953145,0.17538653266921242,6.474008613559046
25,2000-01-26,0.4451228704793696,0,5.246717945065112,-0.4625055394360726,6.079043107574576
26,2000-01-27,0.45572203609450124,0,5.479123447177081,-1.085800595475628,5.698752719262122
27,2000-01-28,0.4663993033159166,0,5.711528949289048,0.6397359949354733,7.667372079006605
28,2000-01-29,0.4771546721436157,0,5.943934451401016,-0.38586333644309273,6.884933618567707
29,2000-01-30,0.4879881425775984,0,6.176339953512984,-0.7757623533740768,6.7382735741826725
30,2000-01-31,0.4988997146178649,0,6.408745455624953,0.9957113486470573,8.753064350356041
31,2000-02-01,0.5098893882644152,0,6.641150957736918,-1.9332047794071159,6.067543398060385
32,2000-02-02,0.5209571635172492,0,6.873556459848887,0.24853062742969095,8.492752082261994
33,2000-02-03,0.5321030403763668,0,7.105961961960856,-0.03124533542395122,8.456527498379439
34,2000-02-04,0.5433270188417682,0,7.3383674640728245,-0.13947396248967217,8.591928351891088
35,2000-02-05,0.5546290989134532,0,7.570772966184791,-0.19065597921264138,8.78445391735177
36,2000-02-06,0.5660092805914221,0,7.803178468296759,0.44863752749053837,9.667533107844886
37,2000-02-07,0.5774675638756747,0,8.035583970408727,-0.992429771658585,8.470329594091984
38,2000-02-08,0.5890039487662109,0,8.267989472520696,-0.22593965569142896,9.480761597061646
39,2000-02-09,0.6006184352630308,0,8.50039497463266,-1.6545707665122271,8.296150474849632
40,2000-02-10,0.6123110233661346,0,8.732800476744632,-0.6397226377122045,9.55509669386473
41,2000-02-11,0.6240817130755221,0,8.965205978856597,-0.47941980121364003,9.959575722184647
42,2000-02-12,0.6359305043911931,0,9.197611480968567,0.3113635032767906,10.994613320102719
43,2000-02-13,0.6478573973131481,0,9.430016983080533,-0.7760204669235409,10.151561744936307
44,2000-02-14,0.6598623918413866,0,9.662422485192502,-0.30736481038200775,10.864627898118048
45,2000-02-15,0.6719454879759089,0,9.89482798730447,-0.36652394095310614,11.049957365793441
46,2000-02-16,0.684106685716715,0,10.127233489416438,1.1197119621889602,12.780759968788281
47,2000-02-17,0.6963459850638046,0,10.359638991528406,-0.4579224204039029,11.447770387654474
48,2000-02-18,0.7086633860171782,0,10.592044493640373,0.42539339846964996,12.575809109593369
49,2000-02-19,0.7210588885768353,0,10.82444999575234,-0.027971183469780222,12.367245532325562
