,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_50_D_0_PolyTrend_7_exp_1.0_0
0,2000-01-01,0.20552675214328775,0.42857142857142855,0.0,-0.07770456650883938,0.08326271875332127
1,2000-01-02,0.21417337760132638,0.14285714285714285,0.0,1.0896301649283022,0.03418318388336473
2,2000-01-03,0.22289810466564874,0.42857142857142855,0.011342595463488637,0.09654266759327351,0.06796818397205541
3,2000-01-04,0.23170093333625483,0.7142857142857143,0.025777820976973287,1.4186671084676297,0.013302645592133741
4,2000-01-05,0.24058186361314463,0.2857142857142857,0.04169028798612081,1.1682731374280053,0.025588292802224633
5,2000-01-06,0.24954089549631814,0.5714285714285714,0.058802524342895277,0.9471859464018728,0.02336961259858864
6,2000-01-07,0.25857802898577537,0.8571428571428571,0.07649062259864596,1.0854870347559817,0.014890091112718594
7,2000-01-08,0.26769326408151634,0.42857142857142855,0.09440491065296824,2.3822244479133983,0.0060830149803602525
8,2000-01-09,0.276886600783541,0.14285714285714285,0.11250831119440513,-0.40602373632291733,0.12801739981074375
9,2000-01-10,0.2861580390918494,0.42857142857142855,0.1306755175628814,0.2664453411788736,0.047776991909472745
10,2000-01-11,0.29550757900644153,0.7142857142857143,0.14888408107371745,-1.3557137239186656,0.176872805060322
11,2000-01-12,0.30493522052731736,0.2857142857142857,0.16710787400233967,-0.11410253188685747,0.07630509110172605
12,2000-01-13,0.31444096365447693,0.5714285714285714,0.1853462438467636,-0.844230864581227,0.11574732642578296
13,2000-01-14,0.3240248083879202,0.8571428571428571,0.2035866595726963,0.7056408100507655,0.017957347704770966
14,2000-01-15,0.3336867547276472,0.42857142857142855,0.22182707529862894,-0.39878617335193706,0.08089042199930715
15,2000-01-16,0.3434268026736579,0.14285714285714285,0.24006749102456162,-0.8271965334869942,0.16065185079256505
16,2000-01-17,0.3532449522259523,0.42857142857142855,0.2583079067504943,-0.41574470158503485,0.07779015830539666
17,2000-01-18,0.3631412033845305,0.7142857142857143,0.2765483224764271,-0.5245121937314283,0.063366254909709
18,2000-01-19,0.37311555614939235,0.2857142857142857,0.2947887382023596,0.8131012718382519,0.024820617468074648
19,2000-01-20,0.38316801052053795,0.5714285714285714,0.3130291539282924,-0.2292506291606075,0.051419598959512605
20,2000-01-21,0.39329856649796724,0.8571428571428571,0.33126956965422505,2.161717373494259,0.0034382621075187813
21,2000-01-22,0.40350722408168027,0.42857142857142855,0.34950998538015765,-0.9569314292805337,0.11601706594050593
22,2000-01-23,0.41379398327167705,0.14285714285714285,0.3677504011060904,0.06731083219488099,0.05387584052988367
23,2000-01-24,0.42415884406795756,0.42857142857142855,0.38599081683202313,0.20649883721106427,0.03423246909861128
24,2000-01-25,0.4346018064705217,0.7142857142857143,0.4042312325579558,-0.45688132622556726,0.048528782820212606
25,2000-01-26,0.4451228704793696,0.2857142857142857,0.42247164828388845,-1.0599757640207523,0.13229859731481886
26,2000-01-27,0.45572203609450124,0.5714285714285714,0.4407120640098212,0.6149573156935568,0.01809389379549355
27,2000-01-28,0.4663993033159166,0.8571428571428571,0.45895247973575387,1.4296607664750955,0.005848815151617753
28,2000-01-29,0.4771546721436157,0.42857142857142855,0.4771928954616865,-0.21195225635208395,0.04503445076344297
29,2000-01-30,0.4879881425775984,0.14285714285714285,0.4954333111876192,-0.08033725576207178,0.05103201436116301
30,2000-01-31,0.4988997146178649,0.42857142857142855,0.513673726913552,0.4053977840180792,0.022916378083833528
31,2000-02-01,0.5098893882644152,0.7142857142857143,0.5319141426394847,0.11860658523361353,0.022280206396914984
32,2000-02-02,0.5209571635172492,0.2857142857142857,0.5501545583654172,1.2544140683375582,0.010666995409317849
33,2000-02-03,0.5321030403763668,0.5714285714285714,0.56839497409135,1.419102040788718,0.006601955430700415
34,2000-02-04,0.5433270188417682,0.8571428571428571,0.5866353898172825,-0.7438560828698322,0.041894113436500124
35,2000-02-05,0.5546290989134532,0.42857142857142855,0.6048758055432155,-2.5174371027954736,0.36787944117144233
36,2000-02-06,0.5660092805914221,0.14285714285714285,0.6231162212691479,-1.5070960235350006,0.17303742282844067
37,2000-02-07,0.5774675638756747,0.42857142857142855,0.6413566369950807,1.149076125381565,0.008863331895737951
38,2000-02-08,0.5890039487662109,0.7142857142857143,0.6595970527210134,-1.193578251944493,0.06729500711312468
39,2000-02-09,0.6006184352630308,0.2857142857142857,0.6778374684469459,1.1410424458433976,0.009710248498041675
40,2000-02-10,0.6123110233661346,0.5714285714285714,0.6960778841728787,1.5094450822654228,0.004899494066160432
41,2000-02-11,0.6240817130755221,0.8571428571428571,0.7143182998988115,1.0677751294644207,0.005557100667830436
42,2000-02-12,0.6359305043911931,0.42857142857142855,0.732558715624744,-0.6865894771933623,0.047842929245729034
43,2000-02-13,0.6478573973131481,0.14285714285714285,0.7507991313506768,0.01487331605783535,0.030630845423903843
44,2000-02-14,0.6598623918413866,0.42857142857142855,0.7690395470766094,-0.37566589616476365,0.033002622826204496
45,2000-02-15,0.6719454879759089,0.7142857142857143,0.7872799628025421,-0.03822363744467267,0.01716902660338943
46,2000-02-16,0.684106685716715,0.2857142857142857,0.8055203785284747,0.36797447414967926,0.01703174039196428
47,2000-02-17,0.6963459850638046,0.5714285714285714,0.8237607942544076,-0.04472370024755386,0.018757297162702264
48,2000-02-18,0.7086633860171782,0.8571428571428571,0.8420012099803399,-0.3023751325193162,0.017689339828984053
49,2000-02-19,0.7210588885768353,0.42857142857142855,0.8602416257062727,-2.2244036022124187,0.1799944772675634
