,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_50_H_0_ConstantTrend_0__1.0_0
0,2000-01-01 00:00:00,0.0976270078546495,0,0.0,0.48431215412066475,1.5883155975637395
1,2000-01-01 01:00:00,0.0976270078546495,0,0.0,0.5791404787067285,1.683143922149803
2,2000-01-01 02:00:00,0.0976270078546495,0,0.10897663659937938,-0.18158257273119596,1.031397507311258
3,2000-01-01 03:00:00,0.0976270078546495,0,0.26412174830989754,1.4102046311312142,2.7783298228841864
4,2000-01-01 04:00:00,0.0976270078546495,0,0.44908680630396475,-0.3744716909802062,1.1786185587668332
5,2000-01-01 05:00:00,0.0976270078546495,0,0.6471006914322535,0.27519831557632024,2.0263024504516483
6,2000-01-01 06:00:00,0.0976270078546495,0,0.8567511682907134,-0.9607546117337881,1.0
7,2000-01-01 07:00:00,0.0976270078546495,0,1.0776153952586938,0.37692697499528294,2.5585458136970516
8,2000-01-01 08:00:00,0.0976270078546495,0,1.3027794396004013,0.033438928508628576,2.4402218115521044
9,2000-01-01 09:00:00,0.0976270078546495,0,1.5313477570160718,0.6805672443551206,3.315918444814267
10,2000-01-01 10:00:00,0.0976270078546495,0,1.7617165771660122,-1.563496690099942,1.3022233305091446
11,2000-01-01 11:00:00,0.0976270078546495,0,1.9931081631013903,-0.5666976204319573,2.530413986112508
12,2000-01-01 12:00:00,0.0976270078546495,0,2.2254464176095294,-0.24214951424260323,3.087300346810001
13,2000-01-01 13:00:00,0.0976270078546495,0,2.457851919721497,1.5143912837240117,5.076246646888583
14,2000-01-01 14:00:00,0.0976270078546495,0,2.6902574218334654,-0.3330574014413246,3.4612034638352154
15,2000-01-01 15:00:00,0.0976270078546495,0,2.922662923945433,0.0473648172902994,4.074031184678807
16,2000-01-01 16:00:00,0.0976270078546495,0,3.1550684260574013,1.4627404474484047,5.721812316948881
17,2000-01-01 17:00:00,0.0976270078546495,0,3.3874739281693684,1.5350291291191829,6.026506500731626
18,2000-01-01 18:00:00,0.0976270078546495,0,3.619879430281337,0.5664400380293182,5.29032291175373
19,2000-01-01 19:00:00,0.0976270078546495,0,3.852284932393304,0.1492650917123343,5.105553467548713
20,2000-01-01 20:00:00,0.0976270078546495,0,4.084690434505271,-1.0782780025830905,4.1104158753652555
21,2000-01-01 21:00:00,0.0976270078546495,0,4.317095936617241,1.3954722703060645,6.81657165036638
22,2000-01-01 22:00:00,0.0976270078546495,0,4.549501438729208,1.7874840455630026,7.440988927735285
23,2000-01-01 23:00:00,0.0976270078546495,0,4.781906940841176,-0.5695172638907428,5.316393120393508
24,2000-01-02 00:00:00,0.0976270078546495,0,5.014312442953145,0.17538653266921242,6.293702419065432
25,2000-01-02 01:00:00,0.0976270078546495,0,5.246717945065112,-0.4625055394360726,5.888215849072114
26,2000-01-02 02:00:00,0.0976270078546495,0,5.479123447177081,-1.085800595475628,5.497326295144528
27,2000-01-02 03:00:00,0.0976270078546495,0,5.711528949289048,0.6397359949354733,7.455268387667596
28,2000-01-02 04:00:00,0.0976270078546495,0,5.943934451401016,-0.38586333644309273,6.662074558400998
29,2000-01-02 05:00:00,0.0976270078546495,0,6.176339953512984,-0.7757623533740768,6.5045810435819815
30,2000-01-02 06:00:00,0.0976270078546495,0,6.408745455624953,0.9957113486470573,8.508460247715085
31,2000-01-02 07:00:00,0.0976270078546495,0,6.641150957736918,-1.9332047794071159,5.811949621772877
32,2000-01-02 08:00:00,0.0976270078546495,0,6.873556459848887,0.24853062742969095,8.226090530721653
33,2000-01-02 09:00:00,0.0976270078546495,0,7.105961961960856,-0.03124533542395122,8.17872006997998
34,2000-01-02 10:00:00,0.0976270078546495,0,7.3383674640728245,-0.13947396248967217,8.302896945026227
35,2000-01-02 11:00:00,0.0976270078546495,0,7.570772966184791,-0.19065597921264138,8.484120430415224
36,2000-01-02 12:00:00,0.0976270078546495,0,7.803178468296759,0.44863752749053837,9.355819439230372
37,2000-01-02 13:00:00,0.0976270078546495,0,8.035583970408727,-0.992429771658585,8.147157642193216
38,2000-01-02 14:00:00,0.0976270078546495,0,8.267989472520696,-0.22593965569142896,9.146053260272343
39,2000-01-02 15:00:00,0.0976270078546495,0,8.50039497463266,-1.6545707665122271,7.949827651563508
40,2000-01-02 16:00:00,0.0976270078546495,0,8.732800476744632,-0.6397226377122045,9.197081282475503
41,2000-01-02 17:00:00,0.0976270078546495,0,8.965205978856597,-0.47941980121364003,9.589789621086032
42,2000-01-02 18:00:00,0.0976270078546495,0,9.197611480968567,0.3113635032767906,10.612978427688432
43,2000-01-02 19:00:00,0.0976270078546495,0,9.430016983080533,-0.7760204669235409,9.757999959600067
44,2000-01-02 20:00:00,0.0976270078546495,0,9.662422485192502,-0.30736481038200775,10.459061118253569
45,2000-01-02 21:00:00,0.0976270078546495,0,9.89482798730447,-0.36652394095310614,10.632307489794439
46,2000-01-02 22:00:00,0.0976270078546495,0,10.127233489416438,1.1197119621889602,12.350948895048473
47,2000-01-02 23:00:00,0.0976270078546495,0,10.359638991528406,-0.4579224204039029,11.005720014567578
48,2000-01-03 00:00:00,0.0976270078546495,0,10.592044493640373,0.42539339846964996,12.121441335553097
49,2000-01-03 01:00:00,0.0976270078546495,0,10.82444999575234,-0.027971183469780222,11.900482255725635
