,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_4000_H_0_linear_7__1.0_10
0,2000-01-01 00:00:00,0,0.42857142857142855,0.0,-0.07770456650883938,4.360708936565393,4.360708936565393
1,2000-01-01 01:00:00,0,0.14285714285714285,0.0,1.0896301649283022,5.242329382288249,5.242329382288249
2,2000-01-01 02:00:00,0,0.42857142857142855,0.00014178244329360795,0.09654266759327351,4.5350979531107996,4.5350979531107996
3,2000-01-01 03:00:00,0,0.7142857142857143,0.00032222276221216604,1.4186671084676297,6.14311712001836,6.14311712001836
4,2000-01-01 04:00:00,0,0.2857142857142857,0.0005211285998265101,1.1682731374280053,5.464350626244921,5.464350626244921
5,2000-01-01 05:00:00,0,0.5714285714285714,0.0007350315542861909,0.9471859464018728,5.5291916238875345,5.5291916238875345
6,2000-01-01 06:00:00,0,0.8571428571428571,0.0009561327824830746,1.0854870347559817,5.9534280991841255,5.9534280991841255
7,2000-01-01 07:00:00,0,0.42857142857142855,0.0011800613831621034,2.3822244479133983,6.821818012370793,6.821818012370793
8,2000-01-01 08:00:00,0,0.14285714285714285,0.0014063538899300638,-0.40602373632291733,3.7480818349269596,3.7480818349269596
9,2000-01-01 09:00:00,0,0.42857142857142855,0.001633443969536017,0.2664453411788736,4.706492288222642,4.706492288222642
10,2000-01-01 10:00:00,0,0.7142857142857143,0.001861051013421469,-1.3557137239186656,3.370275115883274,3.370275115883274
11,2000-01-01 11:00:00,0,0.2857142857142857,0.0020888484250292452,-0.11410253188685747,4.183542676755261,4.183542676755261
12,2000-01-01 12:00:00,0,0.5714285714285714,0.002316828048084545,-0.844230864581227,3.7393566093982327,3.7393566093982327
13,2000-01-01 13:00:00,0,0.8571428571428571,0.002544833244658703,0.7056408100507655,5.575170574941085,5.575170574941085
14,2000-01-01 14:00:00,0,0.42857142857142855,0.002772838441232862,-0.39878617335193706,4.042400168163528,4.042400168163528
15,2000-01-01 15:00:00,0,0.14285714285714285,0.0030008436378070203,-0.8271965334869942,3.3285035275107595,3.3285035275107595
