,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_4000_H_0_PolyTrend_24_exp_1.0_0
0,2000-01-01 00:00:00,0.20552675214328775,0.125,0.0,-1.3557137239186656,0.1476547638845185
1,2000-01-01 01:00:00,0.20563435292816196,0.2916666666666667,0.0,-0.11410253188685747,0.03610716827843664
2,2000-01-01 02:00:00,0.20574196591641214,0.375,0.002392887897382616,-0.844230864581227,0.06877125905545929
3,2000-01-01 03:00:00,0.2058495911080383,0.7916666666666666,0.005121619478602855,0.7056408100507655,0.009596622496618667
4,2000-01-01 04:00:00,0.20595722850304043,0.875,0.00814256436993037,-0.39878617335193706,0.026559202055972713
5,2000-01-01 05:00:00,0.20606487810141857,0.75,0.011301903835860752,-0.8271965334869942,0.0460404175064564
6,2000-01-01 06:00:00,0.2061725399031727,0.16666666666666666,0.014572085004606222,-0.41574470158503485,0.05449033304500016
7,2000-01-01 07:00:00,0.20628021390830278,0.9583333333333334,0.01789995678346205,-0.5245121937314283,0.027431406793538674
8,2000-01-01 08:00:00,0.20638790011680885,0.25,0.021266993536601872,0.8131012718382519,0.014569550011127568
9,2000-01-01 09:00:00,0.2064955985286909,0.5,0.024662253849132246,-0.2292506291606075,0.03206556386114021
10,2000-01-01 10:00:00,0.20660330914394895,0.041666666666666664,0.028073940831830728,2.161717373494259,0.004625704161303166
11,2000-01-01 11:00:00,0.20671103196258295,0.25,0.03149445506732653,-0.9569314292805337,0.08464075116177398
12,2000-01-01 12:00:00,0.20681876698459295,0.2916666666666667,0.03492166579471422,0.06731083219488099,0.029048648790019182
13,2000-01-01 13:00:00,0.20692651420997893,0.9583333333333334,0.03834958573153476,0.20649883721106427,0.012930406491130647
14,2000-01-01 14:00:00,0.2070342736387409,0.5833333333333334,0.041777505668355294,-0.45688132622556726,0.036394807529903
15,2000-01-01 15:00:00,0.20714204527087884,0.7083333333333334,0.04520542560517583,-1.0599757640207523,0.05849754926276055
16,2000-01-01 16:00:00,0.20724982910639278,0.20833333333333334,0.048633345541996345,0.6149573156935568,0.018002597930058557
17,2000-01-01 17:00:00,0.2073576251452827,0.5416666666666666,0.052061265478816884,1.4296607664750955,0.005691327795206454
18,2000-01-01 18:00:00,0.20746543338754858,0.3333333333333333,0.05548918541563742,-0.21195225635208395,0.03606613025386132
19,2000-01-01 19:00:00,0.20757325383319045,0.375,0.05891710535245794,-0.08033725576207178,0.030220992451264504
20,2000-01-01 20:00:00,0.20768108648220832,0.8333333333333334,0.062345025289278475,0.4053977840180792,0.01171573337635438
21,2000-01-01 21:00:00,0.20778893133460216,0.7916666666666666,0.06577294522609901,0.11860658523361353,0.016213670949583106
22,2000-01-01 22:00:00,0.20789678839037196,0.6666666666666666,0.06920086516291953,1.2544140683375582,0.005879733936822896
23,2000-01-01 23:00:00,0.20800465764951775,0.7916666666666666,0.07262878509974004,1.419102040788718,0.004385430297376174
24,2000-01-02 00:00:00,0.20811253911203956,0.125,0.0760567050365606,-0.7438560828698322,0.0740230654069422
25,2000-01-02 01:00:00,0.2082204327779373,0.2916666666666667,0.0794846249733811,-2.5174371027954736,0.36787944117144233
26,2000-01-02 02:00:00,0.20832833864721106,0.375,0.08291254491020164,-1.5070960235350006,0.122798529462742
27,2000-01-02 03:00:00,0.2084362567198608,0.7916666666666666,0.08634046484702221,1.149076125381565,0.005664226737845919
28,2000-01-02 04:00:00,0.2085441869958865,0.875,0.08976838478384269,-1.193578251944493,0.054052488340057776
29,2000-01-02 05:00:00,0.2086521294752882,0.75,0.09319630472066325,1.1410424458433976,0.005910905417208774
30,2000-01-02 06:00:00,0.20876008415806588,0.16666666666666666,0.09662422465748377,1.5094450822654228,0.007302332683949685
31,2000-01-02 07:00:00,0.20886805104421952,0.9583333333333334,0.10005214459430428,1.0677751294644207,0.00512772064724569
32,2000-01-02 08:00:00,0.20897603013374916,0.25,0.10348006453112484,-0.6865894771933623,0.05996873140520252
33,2000-01-02 09:00:00,0.20908402142665478,0.5,0.10690798446794536,0.01487331605783535,0.02307672603447697
34,2000-01-02 10:00:00,0.20919202492293637,0.041666666666666664,0.11033590440476589,-0.37566589616476365,0.05374019333471067
35,2000-01-02 11:00:00,0.20930004062259397,0.25,0.1137638243415864,-0.03822363744467267,0.031026748059622543
36,2000-01-02 12:00:00,0.20940806852562752,0.2916666666666667,0.11719174427840696,0.36797447414967926,0.01975583611094695
37,2000-01-02 13:00:00,0.20951610863203707,0.9583333333333334,0.12061966421522749,-0.04472370024755386,0.015270830335559765
38,2000-01-02 14:00:00,0.2096241609418226,0.5833333333333334,0.12404758415204799,-0.3023751325193162,0.02864732168070468
39,2000-01-02 15:00:00,0.2097322254549841,0.7083333333333334,0.12747550408886854,-2.2244036022124187,0.17218206595029462
40,2000-01-02 16:00:00,0.2098403021715216,0.20833333333333334,0.13090342402568905,0.7240063590423036,0.014829322668297847
41,2000-01-02 17:00:00,0.20994839109143507,0.5416666666666666,0.13433134396250956,0.35900276446988677,0.015252458976477869
42,2000-01-02 18:00:00,0.21005649221472453,0.3333333333333333,0.1377592638993301,1.076121037518773,0.009137801072450597
43,2000-01-02 19:00:00,0.21016460554138996,0.375,0.14118718383615067,0.1921408343855315,0.02114064047558711
44,2000-01-02 20:00:00,0.21027273107143138,0.8333333333333334,0.14461510377297118,0.8529259575013671,0.0068794779859091045
45,2000-01-02 21:00:00,0.2103808688048488,0.7916666666666666,0.14804302370979172,0.018357182609979702,0.01646508632597488
46,2000-01-02 22:00:00,0.21048901874164216,0.6666666666666666,0.15147094364661226,0.42830356650802287,0.012338934938170702
47,2000-01-02 23:00:00,0.21059718088181154,0.7916666666666666,0.15489886358343274,0.9962778345476014,0.006148753355974666
48,2000-01-03 00:00:00,0.21070535522535688,0.125,0.15832678352025326,-0.49114965590076143,0.05281564310495343
49,2000-01-03 01:00:00,0.2108135417722782,0.2916666666666667,0.16175470345707385,0.7126781657427828,0.013366837457954276
50,2000-01-03 02:00:00,0.21092174052257553,0.375,0.16518262339389433,1.1133403496205336,0.008209115531828725
51,2000-01-03 03:00:00,0.2110299514762488,0.7916666666666666,0.1686105433307149,-2.1536745863577726,0.14146570574586545
52,2000-01-03 04:00:00,0.2111381746332981,0.875,0.17203846326753539,-0.41611148243284046,0.02281971248584745
53,2000-01-03 05:00:00,0.21124640999372335,0.75,0.1754663832043559,-1.070896991488979,0.04959421029010443
54,2000-01-03 06:00:00,0.21135465755752458,0.16666666666666666,0.1788943031411765,0.22113880512865922,0.02432818289215812
55,2000-01-03 07:00:00,0.2114629173247018,0.9583333333333334,0.182322223077997,-1.1230571153785116,0.04212445884780606
56,2000-01-03 08:00:00,0.211571189295255,0.25,0.18575014301481757,-1.0507579569860566,0.07929115034737322
57,2000-01-03 09:00:00,0.2116794734691842,0.5,0.18917806295163805,1.012079053328375,0.00782053769273684
58,2000-01-03 10:00:00,0.21178776984648937,0.041666666666666664,0.1926059828884586,1.5437164304718984,0.007242113261331284
59,2000-01-03 11:00:00,0.2118960784271705,0.25,0.19603390282527913,-0.4021148892000868,0.04101241429483555
60,2000-01-03 12:00:00,0.21200439921122763,0.2916666666666667,0.19946182276209967,0.8647491011362722,0.011043123326299741
61,2000-01-03 13:00:00,0.21211273219866075,0.9583333333333334,0.20288974269892018,-0.22686922724655495,0.01683101507176768
62,2000-01-03 14:00:00,0.21222107738946983,0.5833333333333334,0.20631766263574067,0.8111602704819924,0.008642203255786476
63,2000-01-03 15:00:00,0.2123294347836549,0.7083333333333334,0.20974558257256123,0.2877946131063574,0.012826161301842906
64,2000-01-03 16:00:00,0.21243780438121596,0.20833333333333334,0.21317350250938175,-0.5384681601851071,0.04814481367312392
65,2000-01-03 17:00:00,0.212546186182153,0.5416666666666666,0.21660142244620229,1.9084621003056945,0.002975504263600463
66,2000-01-03 18:00:00,0.21265458018646602,0.3333333333333333,0.22002934238302285,-0.47577600081625504,0.03962454088049006
67,2000-01-03 19:00:00,0.21276298639415503,0.375,0.22345726231984336,1.4407311183181257,0.005571913510164732
68,2000-01-03 20:00:00,0.21287140480522002,0.8333333333333334,0.2268851822566639,-1.1490756810169487,0.046790288056421526
69,2000-01-03 21:00:00,0.21297983541966098,0.7916666666666666,0.23031310219348444,0.8057145521509493,0.00688273253703171
70,2000-01-03 22:00:00,0.21308827823747792,0.6666666666666666,0.23374102213030493,1.7561070301576873,0.0030044271075700293
71,2000-01-03 23:00:00,0.21319673325867083,0.7916666666666666,0.23716894206712547,0.972979913805314,0.005781583717998009
72,2000-01-04 00:00:00,0.21330520048323975,0.125,0.24059686200394603,-1.5511191116398637,0.14003703869937786
73,2000-01-04 01:00:00,0.21341367991118465,0.2916666666666667,0.24402478194076657,0.19114347793667044,0.020685672154191863
74,2000-01-04 02:00:00,0.21352217154250552,0.375,0.24745270187758708,1.604776070725722,0.004613279334293998
75,2000-01-04 03:00:00,0.21363067537720237,0.7916666666666666,0.25088062181440757,-1.4200259278431961,0.06239828959040716
76,2000-01-04 04:00:00,0.21373919141527523,0.875,0.25430854175122813,-2.4437826838452152,0.15924196712795416
