,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_4000_D_0_LinearTrend_0__1.0_0
0,2000-01-01,0.43037873274483895,0,0.0,0.48431215412066475,4.370426828664448
1,2000-01-02,0.4304031394968026,0,0.0,0.5791404787067285,4.465279560002475
2,2000-01-03,0.4304275462487663,0,0.0013622079574922422,-0.18158257273119596,3.705943123274007
3,2000-01-04,0.4304519530007299,0,0.0033015218538737195,1.4102046311312142,5.2996940477847625
4,2000-01-05,0.4304763597526936,0,0.005613585078799559,-0.3744716909802062,3.517354195650231
5,2000-01-06,0.43050076650465724,0,0.008088758642903168,0.27519831557632024,4.169523782522825
6,2000-01-07,0.43052517325662093,0,0.010709389603633917,-0.9607546117337881,2.936215892925411
7,2000-01-08,0.43054958000858456,0,0.01347019244073367,0.37692697499528294,4.276682689243545
8,2000-01-09,0.43057398676054826,0,0.016284742995005014,0.033438928508628576,3.9360336000631264
9,2000-01-10,0.4305983935125119,0,0.0191418469627009,0.6805672443551206,4.586043426629278
10,2000-01-11,0.4306228002644756,0,0.02202145721457515,-1.563496690099942,2.344883509178053
11,2000-01-12,0.4306472070164392,0,0.024913852038767375,-0.5666976204319573,3.344599380422194
12,2000-01-13,0.4306716137684029,0,0.027818080220119105,-0.24214951424260323,3.672076121544863
13,2000-01-14,0.43069602052036654,0,0.030723148996518717,1.5143912837240117,5.431546395039842
14,2000-01-15,0.43072042727233023,0,0.033628217772918315,-0.3330574014413246,3.587027185402868
15,2000-01-16,0.43074483402429387,0,0.03653328654931791,0.0473648172902994,3.9703788796628556
16,2000-01-17,0.43076924077625756,0,0.03943835532571752,1.4627404474484047,5.388683985349324
17,2000-01-18,0.4307936475282212,0,0.04234342410211711,1.5350291291191829,5.4639021425484655
18,2000-01-19,0.4308180542801849,0,0.04524849287851671,0.5664400380293182,4.498242526986964
19,2000-01-20,0.4308424610321485,0,0.0481535616549163,0.1492650917123343,4.083997056198344
20,2000-01-21,0.4308668677841122,0,0.05105863043131591,-1.0782780025830905,2.859383437431282
21,2000-01-22,0.43089127453607584,0,0.05396369920771551,1.3954722703060645,5.336063185848801
22,2000-01-23,0.43091568128803953,0,0.05686876798411511,1.7874840455630026,5.731004436634102
23,2000-01-24,0.43094008804000317,0,0.0597738367605147,-0.5695172638907428,3.3769326027087194
24,2000-01-25,0.43096449479196686,0,0.0626789055369143,0.17538653266921242,4.124765874797038
25,2000-01-26,0.4309889015439305,0,0.0655839743133139,-0.4625055394360726,3.489803278220116
26,2000-01-27,0.4310133082958942,0,0.06848904308971351,-1.085800595475628,2.869437697708924
27,2000-01-28,0.4310377150478578,0,0.0713941118661131,0.6397359949354733,4.597903763648389
28,2000-01-29,0.4310621217998215,0,0.07429918064251267,-0.38586333644309273,3.575233907798186
