,exog_1,exog_2,exog_3,exog_4,exog_5,exog_6,exog_7,exog_8,exog_9,exog_10,Date
0,0,0,0,0,0,0,0,0,0,0,2000-01-01
1,0,AD,0,0,0,0,0,0,0,0,2000-01-02
2,0,0,0,0,0,0,0,0,0,0,2000-01-03
3,0,0,0,0,0,0,0,0,0,0,2000-01-04
4,0,0,0,0,0,0,0,0,0,0,2000-01-05
5,AD,0,0,0,0,0,0,0,0,0,2000-01-06
6,AD,0,0,0,0,0,0,0,0,0,2000-01-07
7,AD,0,0,0,0,0,0,0,0,0,2000-01-08
8,AE,AE,0,0,0,0,0,0,0,0,2000-01-09
9,AD,0,0,0,0,0,0,0,0,0,2000-01-10
10,AE,AE,0,0,0,0,0,0,0,0,2000-01-11
11,AC,0,0,0,0,0,0,0,0,0,2000-01-12
12,0,0,0,0,0,0,0,0,0,0,2000-01-13
13,0,0,0,0,0,0,0,0,0,0,2000-01-14
14,0,0,0,0,0,0,0,0,0,0,2000-01-15
15,AD,0,0,0,0,0,0,0,0,0,2000-01-16
16,0,AD,0,0,0,0,0,0,0,0,2000-01-17
17,0,0,AE,0,0,0,0,0,0,0,2000-01-18
18,0,AD,0,0,0,0,0,0,0,0,2000-01-19
19,AD,AD,0,0,0,0,0,0,0,0,2000-01-20
20,0,AE,0,0,0,0,0,0,0,0,2000-01-21
21,0,0,0,0,0,0,0,0,0,0,2000-01-22
22,AE,AE,0,0,0,0,0,0,0,0,2000-01-23
23,0,AE,AE,0,0,0,0,0,0,0,2000-01-24
24,AD,0,0,0,0,0,0,0,0,0,2000-01-25
25,0,0,0,0,0,0,0,0,0,0,2000-01-26
26,0,0,0,0,0,0,0,0,0,0,2000-01-27
27,0,0,AE,0,0,0,0,0,0,0,2000-01-28
28,AD,AD,0,0,0,0,0,0,0,0,2000-01-29
29,0,0,0,0,0,0,0,0,0,0,2000-01-30
30,0,0,AE,0,0,0,0,0,0,0,2000-01-31
31,0,0,AE,0,0,0,0,0,0,0,2000-02-01
32,0,0,0,0,0,0,0,0,0,0,2000-02-02
33,0,0,0,0,0,0,0,0,0,0,2000-02-03
