,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_4000_H_0_poly_7_exp_1.0_10
0,2000-01-01 00:00:00,0,0.42857142857142855,0.0,-0.07770456650883938,0.012769331793677199,0.012769331793677199
1,2000-01-01 01:00:00,0,0.14285714285714285,0.0,1.0896301649283022,0.005287924879969706,0.005287924879969706
2,2000-01-01 02:00:00,0,0.42857142857142855,0.00014178244329360795,0.09654266759327351,0.01072585654404088,0.01072585654404088
3,2000-01-01 03:00:00,0,0.7142857142857143,0.00032222276221216604,1.4186671084676297,0.0021482169209696643,0.0021482169209696643
4,2000-01-01 04:00:00,0,0.2857142857142857,0.0005211285998265101,1.1682731374280053,0.004235090310784512,0.004235090310784512
5,2000-01-01 05:00:00,0,0.5714285714285714,0.0007350315542861909,0.9471859464018728,0.00396919639611352,0.00396919639611352
6,2000-01-01 06:00:00,0,0.8571428571428571,0.0009561327824830746,1.0854870347559817,0.002596922732913353,0.002596922732913353
7,2000-01-01 07:00:00,0,0.42857142857142855,0.0011800613831621034,2.3822244479133983,0.0010897379632055853,0.0010897379632055853
8,2000-01-01 08:00:00,0,0.14285714285714285,0.0014063538899300638,-0.40602373632291733,0.023562900067477546,0.023562900067477546
9,2000-01-01 09:00:00,0,0.42857142857142855,0.001633443969536017,0.2664453411788736,0.009036419209225112,0.009036419209225112
10,2000-01-01 10:00:00,0,0.7142857142857143,0.001861051013421469,-1.3557137239186656,0.034380177509354466,0.034380177509354466
11,2000-01-01 11:00:00,0,0.2857142857142857,0.0020888484250292452,-0.11410253188685747,0.015244405788718326,0.015244405788718326
12,2000-01-01 12:00:00,0,0.5714285714285714,0.002316828048084545,-0.844230864581227,0.02376939121559059,0.02376939121559059
13,2000-01-01 13:00:00,0,0.8571428571428571,0.002544833244658703,0.7056408100507655,0.00379082890657945,0.00379082890657945
14,2000-01-01 14:00:00,0,0.42857142857142855,0.002772838441232862,-0.39878617335193706,0.017555286169867082,0.017555286169867082
15,2000-01-01 15:00:00,0,0.14285714285714285,0.0030008436378070203,-0.8271965334869942,0.03584670856276798,0.03584670856276798
16,2000-01-01 16:00:00,0,0.42857142857142855,0.0032288488343811786,-0.41574470158503485,0.017847396239649784,0.017847396239649784
17,2000-01-01 17:00:00,0,0.7142857142857143,0.003456854030955337,-0.5245121937314283,0.014949574380416782,0.014949574380416782
18,2000-01-01 18:00:00,0,0.2857142857142857,0.003684859227529496,0.8131012718382519,0.00602195999983927,0.00602195999983927
19,2000-01-01 19:00:00,0,0.5714285714285714,0.003912864424103655,-0.2292506291606075,0.012830464700234696,0.012830464700234696
20,2000-01-01 20:00:00,0,0.8571428571428571,0.004140869620677812,2.161717373494259,0.0008824193382411927,0.0008824193382411927
21,2000-01-01 21:00:00,0,0.42857142857142855,0.004368874817251971,-0.9569314292805337,0.030627684751303244,0.030627684751303244
22,2000-01-01 22:00:00,0,0.14285714285714285,0.004596880013826131,0.06731083219488099,0.01463108462620417,0.01463108462620417
23,2000-01-01 23:00:00,0,0.42857142857142855,0.004824885210400289,0.20649883721106427,0.009564114805896478,0.009564114805896478
24,2000-01-02 00:00:00,0,0.7142857142857143,0.005052890406974446,-0.45688132622556726,0.0139496710314194,0.0139496710314194
25,2000-01-02 01:00:00,0,0.2857142857142857,0.005280895603548604,-1.0599757640207523,0.03913017025343245,0.03913017025343245
26,2000-01-02 02:00:00,0,0.5714285714285714,0.0055089008001227655,0.6149573156935568,0.005506991223372991,0.005506991223372991
27,2000-01-02 03:00:00,0,0.8571428571428571,0.005736905996696924,1.4296607664750955,0.001831934797738875,0.001831934797738875
28,2000-01-02 04:00:00,0,0.42857142857142855,0.00596491119327108,-0.21195225635208395,0.014517126945730709,0.014517126945730709
29,2000-01-02 05:00:00,0,0.14285714285714285,0.006192916389845241,-0.08033725576207178,0.01693191666658581,0.01693191666658581
30,2000-01-02 06:00:00,0,0.42857142857142855,0.0064209215864194,0.4053977840180792,0.007826559943058586,0.007826559943058586
31,2000-01-02 07:00:00,0,0.7142857142857143,0.006648926782993557,0.11860658523361353,0.007833206792299659,0.007833206792299659
32,2000-01-02 08:00:00,0,0.2857142857142857,0.0068769319795677145,1.2544140683375582,0.0038609293488476595,0.0038609293488476595
33,2000-01-02 09:00:00,0,0.5714285714285714,0.007104937176141874,1.419102040788718,0.0024602861272871243,0.0024602861272871243
34,2000-01-02 10:00:00,0,0.8571428571428571,0.007332942372716033,-0.7438560828698322,0.01607545360608663,0.01607545360608663
35,2000-01-02 11:00:00,0,0.42857142857142855,0.007560947569290192,-2.5174371027954736,0.145360655145708,0.145360655145708
36,2000-01-02 12:00:00,0,0.14285714285714285,0.007788952765864349,-1.5070960235350006,0.07041195980937706,0.07041195980937706
37,2000-01-02 13:00:00,0,0.42857142857142855,0.00801695796243851,1.149076125381565,0.003714517134857812,0.003714517134857812
38,2000-01-02 14:00:00,0,0.7142857142857143,0.008244963159012665,-1.193578251944493,0.029048323737902493,0.029048323737902493
39,2000-01-02 15:00:00,0,0.2857142857142857,0.008472968355586825,1.1410424458433976,0.004317530108309386,0.004317530108309386
40,2000-01-02 16:00:00,0,0.5714285714285714,0.008700973552160983,1.5094450822654228,0.0022441763619312155,0.0022441763619312155
41,2000-01-02 17:00:00,0,0.8571428571428571,0.008928978748735142,1.0677751294644207,0.002622337876383769,0.002622337876383769
42,2000-01-02 18:00:00,0,0.42857142857142855,0.009156983945309302,-0.6865894771933623,0.02326090999704248,0.02326090999704248
43,2000-01-02 19:00:00,0,0.14285714285714285,0.00938498914188346,0.01487331605783535,0.015345123809342064,0.015345123809342064
44,2000-01-02 20:00:00,0,0.42857142857142855,0.009612994338457621,-0.37566589616476365,0.017037123146791084,0.017037123146791084
45,2000-01-02 21:00:00,0,0.7142857142857143,0.009840999535031777,-0.03822363744467267,0.009134058579639542,0.009134058579639542
46,2000-01-02 22:00:00,0,0.2857142857142857,0.010069004731605935,0.36797447414967926,0.009338591518796582,0.009338591518796582
47,2000-01-02 23:00:00,0,0.5714285714285714,0.010297009928180093,-0.04472370024755386,0.010600607633287702,0.010600607633287702
48,2000-01-03 00:00:00,0,0.8571428571428571,0.01052501512475425,-0.3023751325193162,0.01030490983564914,0.01030490983564914
49,2000-01-03 01:00:00,0,0.42857142857142855,0.01075302032132841,-2.2244036022124187,0.1080930421678585,0.1080930421678585
50,2000-01-03 02:00:00,0,0.14285714285714285,0.010981025517902566,0.7240063590423036,0.007538842661448454,0.007538842661448454
51,2000-01-03 03:00:00,0,0.42857142857142855,0.011209030714476728,0.35900276446988677,0.008159068277056728,0.008159068277056728
52,2000-01-03 04:00:00,0,0.7142857142857143,0.011437035911050887,1.076121037518773,0.002992381075367207,0.002992381075367207
53,2000-01-03 05:00:00,0,0.2857142857142857,0.011665041107625049,0.1921408343855315,0.011116083719264666,0.011116083719264666
54,2000-01-03 06:00:00,0,0.5714285714285714,0.011893046304199201,0.8529259575013671,0.004313137636838432,0.004313137636838432
55,2000-01-03 07:00:00,0,0.8571428571428571,0.012121051500773361,0.018357182609979702,0.007465497799478066,0.007465497799478066
56,2000-01-03 08:00:00,0,0.42857142857142855,0.01234905669734752,0.42830356650802287,0.007604111993117298,0.007604111993117298
57,2000-01-03 09:00:00,0,0.14285714285714285,0.01257706189392168,0.9962778345476014,0.0057327833612148766,0.0057327833612148766
58,2000-01-03 10:00:00,0,0.42857142857142855,0.012805067090495838,-0.49114965590076143,0.019061800616387313,0.019061800616387313
59,2000-01-03 11:00:00,0,0.7142857142857143,0.013033072287069996,0.7126781657427828,0.004296996336254356,0.004296996336254356
60,2000-01-03 12:00:00,0,0.2857142857142857,0.013261077483644154,1.1133403496205336,0.004417604106015844,0.004417604106015844
61,2000-01-03 13:00:00,0,0.5714285714285714,0.013489082680218312,-2.1536745863577726,0.08706632083804414,0.08706632083804414
62,2000-01-03 14:00:00,0,0.8571428571428571,0.013717087876792471,-0.41611148243284046,0.011509407470769097,0.011509407470769097
63,2000-01-03 15:00:00,0,0.42857142857142855,0.01394509307336663,-1.070896991488979,0.03399772716602075,0.03399772716602075
64,2000-01-03 16:00:00,0,0.14285714285714285,0.014173098269940789,0.22113880512865922,0.012425417316051155,0.012425417316051155
65,2000-01-03 17:00:00,0,0.42857142857142855,0.014401103466514947,-1.1230571153785116,0.03580178626455618,0.03580178626455618
66,2000-01-03 18:00:00,0,0.7142857142857143,0.014629108663089106,-1.0507579569860566,0.025022022535358273,0.025022022535358273
67,2000-01-03 19:00:00,0,0.2857142857142857,0.014857113859663268,1.012079053328375,0.004880573588461088,0.004880573588461088
68,2000-01-03 20:00:00,0,0.5714285714285714,0.015085119056237424,1.5437164304718984,0.0021547680482125733,0.0021547680482125733
69,2000-01-03 21:00:00,0,0.8571428571428571,0.015313124252811582,-0.4021148892000868,0.011331337440905039,0.011331337440905039
70,2000-01-03 22:00:00,0,0.42857142857142855,0.015541129449385741,0.8647491011362722,0.004899100149643457,0.004899100149643457
71,2000-01-03 23:00:00,0,0.14285714285714285,0.015769134645959897,-0.22686922724655495,0.019417139476898614,0.019417139476898614
72,2000-01-04 00:00:00,0,0.42857142857142855,0.015997139842534057,0.8111602704819924,0.005166442594878145,0.005166442594878145
73,2000-01-04 01:00:00,0,0.7142857142857143,0.016225145039108213,0.2877946131063574,0.0065509346364029985,0.0065509346364029985
