,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_4000_D_0_PolyTrend_7_exp_1.0_10
0,2000-01-01,0.20552675214328775,0.42857142857142855,0.0,-0.07770456650883938,0.013503349157347645
1,2000-01-02,0.20563435292816196,0.14285714285714285,0.0,1.0896301649283022,0.005591288122016165
2,2000-01-03,0.20574196591641214,0.42857142857142855,0.00014178244329360795,0.09654266759327351,0.011339968381714626
3,2000-01-04,0.2058495911080383,0.7142857142857143,0.00032222276221216604,1.4186671084676297,0.0022709692392056642
4,2000-01-05,0.20595722850304043,0.2857142857142857,0.0005211285998265101,1.1682731374280053,0.0044766078100756486
5,2000-01-06,0.20606487810141857,0.5714285714285714,0.0007350315542861909,0.9471859464018728,0.004195098949497069
6,2000-01-07,0.2061725399031727,0.8571428571428571,0.0009561327824830746,1.0854870347559817,0.0027444283173934424
7,2000-01-08,0.20628021390830278,0.42857142857142855,0.0011800613831621034,2.3822244479133983,0.0011515112416388507
8,2000-01-09,0.20638790011680885,0.14285714285714285,0.0014063538899300638,-0.40602373632291733,0.024895914011221616
9,2000-01-10,0.2064955985286909,0.42857142857142855,0.001633443969536017,0.2664453411788736,0.009546604507936918
10,2000-01-11,0.20660330914394895,0.7142857142857143,0.001861051013421469,-1.3557137239186656,0.03631732877509335
11,2000-01-12,0.20671103196258295,0.2857142857142857,0.0020888484250292452,-0.11410253188685747,0.016101617300564208
12,2000-01-13,0.20681876698459295,0.5714285714285714,0.002316828048084545,-0.844230864581227,0.025103268398282773
13,2000-01-14,0.20692651420997893,0.8571428571428571,0.002544833244658703,0.7056408100507655,0.0040031291386742225
14,2000-01-15,0.2070342736387409,0.42857142857142855,0.002772838441232862,-0.39878617335193706,0.01853644858000139
15,2000-01-16,0.20714204527087884,0.14285714285714285,0.0030008436378070203,-0.8271965334869942,0.0378460969748544
16,2000-01-17,0.20724982910639278,0.42857142857142855,0.0032288488343811786,-0.41574470158503485,0.01884082295927469
17,2000-01-18,0.2073576251452827,0.7142857142857143,0.003456854030955337,-0.5245121937314283,0.0157800006227307
18,2000-01-19,0.20746543338754858,0.2857142857142857,0.003684859227529496,0.8131012718382519,0.00635578552528932
19,2000-01-20,0.20757325383319045,0.5714285714285714,0.003912864424103655,-0.2292506291606075,0.013540257622643988
20,2000-01-21,0.20768108648220832,0.8571428571428571,0.004140869620677812,2.161717373494259,0.0009311351626863399
