,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_4000_D_0_LinearTrend_7__1.0_0
0,2000-01-01,0.43037873274483895,0.42857142857142855,0.0,-0.07770456650883938,4.348383526823744
1,2000-01-02,0.4304031394968026,0.14285714285714285,0.0,1.0896301649283022,5.230028379298563
2,2000-01-03,0.4304275462487663,0.42857142857142855,0.00014178244329360795,0.09654266759327351,4.522821356873077
3,2000-01-04,0.4304519530007299,0.7142857142857143,0.00032222276221216604,1.4186671084676297,6.130864930532601
4,2000-01-05,0.4304763597526936,0.2857142857142857,0.0005211285998265101,1.1682731374280053,5.452122843511127
5,2000-01-06,0.43050076650465724,0.5714285714285714,0.0007350315542861909,0.9471859464018728,5.516988247905703
6,2000-01-07,0.43052517325662093,0.8571428571428571,0.0009561327824830746,1.0854870347559817,5.941249129954258
7,2000-01-08,0.43054958000858456,0.42857142857142855,0.0011800613831621034,2.3822244479133983,6.809663449892889
8,2000-01-09,0.43057398676054826,0.14285714285714285,0.0014063538899300638,-0.40602373632291733,3.735951679201019
9,2000-01-10,0.4305983935125119,0.42857142857142855,0.001633443969536017,0.2664453411788736,4.694386539248665
10,2000-01-11,0.4306228002644756,0.7142857142857143,0.001861051013421469,-1.3557137239186656,3.3581937736612613
11,2000-01-12,0.4306472070164392,0.2857142857142857,0.0020888484250292452,-0.11410253188685747,4.1714857412852115
12,2000-01-13,0.4306716137684029,0.5714285714285714,0.002316828048084545,-0.844230864581227,3.7273240806801473
13,2000-01-14,0.43069602052036654,0.8571428571428571,0.002544833244658703,0.7056408100507655,5.5631624529749635
14,2000-01-15,0.43072042727233023,0.42857142857142855,0.002772838441232862,-0.39878617335193706,4.03041645294937
15,2000-01-16,0.43074483402429387,0.14285714285714285,0.0030008436378070203,-0.8271965334869942,3.316544219048565
16,2000-01-17,0.43076924077625756,0.42857142857142855,0.0032288488343811786,-0.41574470158503485,4.0139627486133485
17,2000-01-18,0.4307936475282212,0.7142857142857143,0.003456854030955337,-0.5245121937314283,4.191161954129778
18,2000-01-19,0.4308180542801849,0.2857142857142857,0.003684859227529496,0.8131012718382519,5.100456403076567
19,2000-01-20,0.4308424610321485,0.5714285714285714,0.003912864424103655,-0.2292506291606075,4.344071199740531
20,2000-01-21,0.4308668677841122,0.8571428571428571,0.004140869620677812,2.161717373494259,7.0210059000582214
21,2000-01-22,0.43089127453607584,0.42857142857142855,0.004368874817251971,-0.9569314292805337,3.474038080660538
22,2000-01-23,0.43091568128803953,0.14285714285714285,0.004596880013826131,0.06731083219488099,4.212818468370205
23,2000-01-24,0.43094008804000317,0.42857142857142855,0.004824885210400289,0.20649883721106427,4.637973171049212
24,2000-01-25,0.43096449479196686,0.7142857142857143,0.005052890406974446,-0.45688132622556726,4.260559705275404
25,2000-01-26,0.4309889015439305,0.2857142857142857,0.005280895603548604,-1.0599757640207523,3.229146250857328
26,2000-01-27,0.4310133082958942,0.5714285714285714,0.0055089008001227655,0.6149573156935568,5.190046028234461
27,2000-01-28,0.4310377150478578,0.8571428571428571,0.005736905996696924,1.4296607664750955,6.290716176678822
28,2000-01-29,0.4310621217998215,0.42857142857142855,0.00596491119327108,-0.21195225635208395,4.220784137228753
29,2000-01-30,0.43108652855178514,0.14285714285714285,0.006192916389845241,-0.08033725576207178,4.066937264053017
30,2000-01-31,0.43111093530374883,0.42857142857142855,0.0064209215864194,0.4053977840180792,4.8386390014959915
31,2000-02-01,0.43113534205571247,0.7142857142857143,0.006648926782993557,0.11860658523361353,4.83781450037435
32,2000-02-02,0.43115974880767616,0.2857142857142857,0.0068769319795677145,1.2544140683375582,5.545302966855403
33,2000-02-03,0.4311841555596398,0.5714285714285714,0.007104937176141874,1.419102040788718,5.995957636969386
34,2000-02-04,0.4312085623116035,0.8571428571428571,0.007332942372716033,-0.7438560828698322,4.11896621097366
35,2000-02-05,0.4312329690635671,0.42857142857142855,0.007560947569290192,-2.5174371027954736,1.9170661744251276
36,2000-02-06,0.4312573758155308,0.14285714285714285,0.007788952765864349,-1.5070960235350006,2.6419453799198527
37,2000-02-07,0.43128178256749444,0.42857142857142855,0.00801695796243851,1.149076125381565,5.584084226499241
38,2000-02-08,0.43130618931945813,0.7142857142857143,0.008244963159012665,-1.193578251944493,3.5273965468360076
