,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_4000_D_0_LinearTrend_24_exp_1.0_0
0,2000-01-01,0.43037873274483895,0.125,0.0,-1.3557137239186656,0.14734744370018288
1,2000-01-02,0.4304031394968026,0.2916666666666667,0.0,-0.11410253188685747,0.03603501465607261
2,2000-01-03,0.4304275462487663,0.375,0.002392887897382616,-0.844230864581227,0.0686395431766497
3,2000-01-04,0.4304519530007299,0.7916666666666666,0.005121619478602855,0.7056408100507655,0.00957903944422995
4,2000-01-05,0.4304763597526936,0.875,0.00814256436993037,-0.39878617335193706,0.02651274653317267
5,2000-01-06,0.43050076650465724,0.75,0.011301903835860752,-0.8271965334869942,0.04596371277745663
6,2000-01-07,0.43052517325662093,0.16666666666666666,0.014572085004606222,-0.41574470158503485,0.05440407972679604
7,2000-01-08,0.43054958000858456,0.9583333333333334,0.01789995678346205,-0.5245121937314283,0.0273902659500208
8,2000-01-09,0.43057398676054826,0.25,0.021266993536601872,0.8131012718382519,0.014548910589424155
9,2000-01-10,0.4305983935125119,0.5,0.024662253849132246,-0.2292506291606075,0.032022806471088
10,2000-01-11,0.4306228002644756,0.041666666666666664,0.028073940831830728,2.161717373494259,0.0046199209202281094
11,2000-01-12,0.4306472070164392,0.25,0.03149445506732653,-0.9569314292805337,0.08454197330741767
12,2000-01-13,0.4306716137684029,0.2916666666666667,0.03492166579471422,0.06731083219488099,0.029017166146452292
13,2000-01-14,0.43069602052036654,0.9583333333333334,0.03834958573153476,0.20649883721106427,0.012917469145233573
14,2000-01-15,0.43072042727233023,0.5833333333333334,0.041777505668355294,-0.45688132622556726,0.03636142388594899
15,2000-01-16,0.43074483402429387,0.7083333333333334,0.04520542560517583,-1.0599757640207523,0.05844876394230931
16,2000-01-17,0.43076924077625756,0.20833333333333334,0.048633345541996345,0.6149573156935568,0.017989084081591073
17,2000-01-18,0.4307936475282212,0.5416666666666666,0.052061265478816884,1.4296607664750955,0.005687529796576446
18,2000-01-19,0.4308180542801849,0.3333333333333333,0.05548918541563742,-0.21195225635208395,0.03604506829946538
19,2000-01-20,0.4308424610321485,0.375,0.05891710535245794,-0.08033725576207178,0.030205863427019884
20,2000-01-21,0.4308668677841122,0.8333333333333334,0.062345025289278475,0.4053977840180792,0.011710845273953186
