,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_4000_D_0_linear_0__1.0_0
0,2000-01-01,0,0,0.0,0.48431215412066475,4.375723093840563,4.375723093840563
1,2000-01-02,0,0,0.0,0.5791404787067285,4.470551418426627,4.470551418426627
2,2000-01-03,0,0,0.0013622079574922422,-0.18158257273119596,3.711190574946195,3.711190574946195
3,2000-01-04,0,0,0.0033015218538737195,1.4102046311312142,5.3049170927049865,5.3049170927049865
4,2000-01-05,0,0,0.005613585078799559,-0.3744716909802062,3.5225528338184917,3.5225528338184917
5,2000-01-06,0,0,0.008088758642903168,0.27519831557632024,4.174698013939121,4.174698013939121
6,2000-01-07,0,0,0.010709389603633917,-0.9607546117337881,2.9413657175897443,2.9413657175897443
7,2000-01-08,0,0,0.01347019244073367,0.37692697499528294,4.281808107155915,4.281808107155915
8,2000-01-09,0,0,0.016284742995005014,0.033438928508628576,3.941134611223532,3.941134611223532
9,2000-01-10,0,0,0.0191418469627009,0.6805672443551206,4.59112003103772,4.59112003103772
10,2000-01-11,0,0,0.02202145721457515,-1.563496690099942,2.3499357068345317,2.3499357068345317
11,2000-01-12,0,0,0.024913852038767375,-0.5666976204319573,3.3496271713267083,3.3496271713267083
12,2000-01-13,0,0,0.027818080220119105,-0.24214951424260323,3.677079505697414,3.677079505697414
13,2000-01-14,0,0,0.030723148996518717,1.5143912837240117,5.436525372440428,5.436525372440428
14,2000-01-15,0,0,0.033628217772918315,-0.3330574014413246,3.591981756051492,3.591981756051492
15,2000-01-16,0,0,0.03653328654931791,0.0473648172902994,3.9753090435595158,3.9753090435595158
16,2000-01-17,0,0,0.03943835532571752,1.4627404474484047,5.3935897424940205,5.3935897424940205
17,2000-01-18,0,0,0.04234342410211711,1.5350291291191829,5.468783492941198,5.468783492941198
18,2000-01-19,0,0,0.04524849287851671,0.5664400380293182,4.503099470627733,4.503099470627733
19,2000-01-20,0,0,0.0481535616549163,0.1492650917123343,4.088829593087149,4.088829593087149
20,2000-01-21,0,0,0.05105863043131591,-1.0782780025830905,2.864191567568124,2.864191567568124
21,2000-01-22,0,0,0.05396369920771551,1.3954722703060645,5.3408469092336786,5.3408469092336786
22,2000-01-23,0,0,0.05686876798411511,1.7874840455630026,5.735763753267016,5.735763753267016
23,2000-01-24,0,0,0.0597738367605147,-0.5695172638907428,3.3816675125896705,3.3816675125896705
24,2000-01-25,0,0,0.0626789055369143,0.17538653266921242,4.129476377926025,4.129476377926025
25,2000-01-26,0,0,0.0655839743133139,-0.4625055394360726,3.4944893745971397,3.4944893745971397
26,2000-01-27,0,0,0.06848904308971351,-1.085800595475628,2.8740993873339837,2.8740993873339837
27,2000-01-28,0,0,0.0713941118661131,0.6397359949354733,4.602541046521485,4.602541046521485
28,2000-01-29,0,0,0.07429918064251267,-0.38586333644309273,3.579846783919318,3.579846783919318
29,2000-01-30,0,0,0.07720424941891231,-0.7757623533740768,3.192852835764734,3.192852835764734
30,2000-01-31,0,0,0.0801093181953119,0.9957113486470573,4.967231606562268,4.967231606562268
31,2000-02-01,0,0,0.0830143869717115,-1.9332047794071159,2.041220547284494,2.041220547284494
32,2000-02-02,0,0,0.08591945574811109,0.24853062742969095,4.2258610228977,4.2258610228977
33,2000-02-03,0,0,0.08882452452451067,-0.03124533542395122,3.9489901288204576,3.9489901288204576
34,2000-02-04,0,0,0.0917295933009103,-0.13947396248967217,3.8436665705311364,3.8436665705311364
35,2000-02-05,0,0,0.09463466207730988,-0.19065597921264138,3.7953896225845667,3.7953896225845667
36,2000-02-06,0,0,0.09753973085370947,0.44863752749053837,4.437588198064146,4.437588198064146
37,2000-02-07,0,0,0.10044479963010908,-0.992429771658585,2.9994259676914226,2.9994259676914226
38,2000-02-08,0,0,0.10334986840650866,-0.22593965569142896,3.768821152434978,3.768821152434978
39,2000-02-09,0,0,0.10625493718290828,-1.6545707665122271,2.3430951103905793,2.3430951103905793
40,2000-02-10,0,0,0.10916000595930789,-0.6397226377122045,3.360848307967002,3.360848307967002
41,2000-02-11,0,0,0.1120650747357075,-0.47941980121364003,3.5240562132419657,3.5240562132419657
42,2000-02-12,0,0,0.11497014351210706,0.3113635032767906,4.3177445865087964,4.3177445865087964
43,2000-02-13,0,0,0.1178752122885067,-0.7760204669235409,3.2332656850848642,3.2332656850848642
44,2000-02-14,0,0,0.12078028106490625,-0.30736481038200775,3.704826410402797,3.704826410402797
45,2000-02-15,0,0,0.12368534984130584,-0.36652394095310614,3.648572348608098,3.648572348608098
46,2000-02-16,0,0,0.12659041861770545,1.1197119621889602,5.137713320526564,5.137713320526564
47,2000-02-17,0,0,0.12949548739410507,-0.4579224204039029,3.5629840067101006,3.5629840067101006
48,2000-02-18,0,0,0.1324005561705047,0.42539339846964996,4.449204894360053,4.449204894360053
49,2000-02-19,0,0,0.13530562494690426,-0.027971183469780222,3.9987453811970224,3.9987453811970224
50,2000-02-20,0,0,0.13821069372330386,1.4759898324822718,5.505611465925474,5.505611465925474
51,2000-02-21,0,0,0.14111576249970348,0.6467800971387857,4.679306799358388,4.679306799358388
52,2000-02-22,0,0,0.14402083127610305,-0.3643343119343121,3.671097459061689,3.671097459061689
53,2000-02-23,0,0,0.14692590005250264,-0.6787773894547808,3.35955945031762,3.35955945031762
54,2000-02-24,0,0,0.14983096882890223,-0.3536278564808815,3.6876140520679193,3.6876140520679193
55,2000-02-25,0,0,0.15273603760530188,-0.7407474706616464,3.303399506663554,3.303399506663554
56,2000-02-26,0,0,0.15564110638170145,-0.6750218315624023,3.3720302145391976,3.3720302145391976
57,2000-02-27,0,0,0.15854617515810104,-0.13278425612003888,3.9171728587579606,3.9171728587579606
58,2000-02-28,0,0,0.1614512439345007,0.6198010633228139,4.672663246977213,4.672663246977213
59,2000-02-29,0,0,0.1643563127109003,1.7911684612099155,5.846935713640714,5.846935713640714
60,2000-03-01,0,0,0.16726138148729985,0.17100043816579447,4.229672759372993,4.229672759372993
61,2000-03-02,0,0,0.17016645026369942,-1.7256713515873643,2.3359060383962333,2.3359060383962333
62,2000-03-03,0,0,0.17307151904009904,0.16065854034812202,4.2251409991081195,4.2251409991081195
63,2000-03-04,0,0,0.17597658781649866,-0.858985320630042,3.208402206906355,3.208402206906355
64,2000-03-05,0,0,0.17888165659289826,-0.20642094232547897,3.8638716539873177,3.8638716539873177
65,2000-03-06,0,0,0.18178672536929788,0.4884264674526133,4.56162413254181,4.56162413254181
66,2000-03-07,0,0,0.1846917941456974,-0.8383309655321101,3.2377717683334857,3.2377717683334857
67,2000-03-08,0,0,0.18759686292209704,0.38116374443537404,4.460171547077369,4.460171547077369
68,2000-03-09,0,0,0.1905019316984966,-0.9909032821575836,3.0910095892608114,3.0910095892608114
69,2000-03-10,0,0,0.19340700047489623,1.0178800497172846,5.1026979899120795,5.1026979899120795
70,2000-03-11,0,0,0.19631206925129582,0.34158739594413723,4.429310404915332,4.429310404915332
71,2000-03-12,0,0,0.19921713802769545,-1.250886216057312,2.839741861690282,2.839741861690282
72,2000-03-13,0,0,0.20212220680409504,0.9252507517503312,5.018783898274325,5.018783898274325
