"Index","x"
1969,1687
1969.08333333333,1508
1969.16666666667,1507
1969.25,1385
1969.33333333333,1632
1969.41666666667,1511
1969.5,1559
1969.58333333333,1630
1969.66666666667,1579
1969.75,1653
1969.83333333333,2152
1969.91666666667,2148
1970,1752
1970.08333333333,1765
1970.16666666667,1717
1970.25,1558
1970.33333333333,1575
1970.41666666667,1520
1970.5,1805
1970.58333333333,1800
1970.66666666667,1719
1970.75,2008
1970.83333333333,2242
1970.91666666667,2478
1971,2030
1971.08333333333,1655
1971.16666666667,1693
1971.25,1623
1971.33333333333,1805
1971.41666666667,1746
1971.5,1795
1971.58333333333,1926
1971.66666666667,1619
1971.75,1992
1971.83333333333,2233
1971.91666666667,2192
1972,2080
1972.08333333333,1768
1972.16666666667,1835
1972.25,1569
1972.33333333333,1976
1972.41666666667,1853
1972.5,1965
1972.58333333333,1689
1972.66666666667,1778
1972.75,1976
1972.83333333333,2397
1972.91666666667,2654
1973,2097
1973.08333333333,1963
1973.16666666667,1677
1973.25,1941
1973.33333333333,2003
1973.41666666667,1813
1973.5,2012
1973.58333333333,1912
1973.66666666667,2084
1973.75,2080
1973.83333333333,2118
1973.91666666667,2150
1974,1608
1974.08333333333,1503
1974.16666666667,1548
1974.25,1382
1974.33333333333,1731
1974.41666666667,1798
1974.5,1779
1974.58333333333,1887
1974.66666666667,2004
1974.75,2077
1974.83333333333,2092
1974.91666666667,2051
1975,1577
1975.08333333333,1356
1975.16666666667,1652
1975.25,1382
1975.33333333333,1519
1975.41666666667,1421
1975.5,1442
1975.58333333333,1543
1975.66666666667,1656
1975.75,1561
1975.83333333333,1905
1975.91666666667,2199
1976,1473
1976.08333333333,1655
1976.16666666667,1407
1976.25,1395
1976.33333333333,1530
1976.41666666667,1309
1976.5,1526
1976.58333333333,1327
1976.66666666667,1627
1976.75,1748
1976.83333333333,1958
1976.91666666667,2274
1977,1648
1977.08333333333,1401
1977.16666666667,1411
1977.25,1403
1977.33333333333,1394
1977.41666666667,1520
1977.5,1528
1977.58333333333,1643
1977.66666666667,1515
1977.75,1685
1977.83333333333,2000
1977.91666666667,2215
1978,1956
1978.08333333333,1462
1978.16666666667,1563
1978.25,1459
1978.33333333333,1446
1978.41666666667,1622
1978.5,1657
1978.58333333333,1638
1978.66666666667,1643
1978.75,1683
1978.83333333333,2050
1978.91666666667,2262
1979,1813
1979.08333333333,1445
1979.16666666667,1762
1979.25,1461
1979.33333333333,1556
1979.41666666667,1431
1979.5,1427
1979.58333333333,1554
1979.66666666667,1645
1979.75,1653
1979.83333333333,2016
1979.91666666667,2207
1980,1665
1980.08333333333,1361
1980.16666666667,1506
1980.25,1360
1980.33333333333,1453
1980.41666666667,1522
1980.5,1460
1980.58333333333,1552
1980.66666666667,1548
1980.75,1827
1980.83333333333,1737
1980.91666666667,1941
1981,1474
1981.08333333333,1458
1981.16666666667,1542
1981.25,1404
1981.33333333333,1522
1981.41666666667,1385
1981.5,1641
1981.58333333333,1510
1981.66666666667,1681
1981.75,1938
1981.83333333333,1868
1981.91666666667,1726
1982,1456
1982.08333333333,1445
1982.16666666667,1456
1982.25,1365
1982.33333333333,1487
1982.41666666667,1558
1982.5,1488
1982.58333333333,1684
1982.66666666667,1594
1982.75,1850
1982.83333333333,1998
1982.91666666667,2079
1983,1494
1983.08333333333,1057
1983.16666666667,1218
1983.25,1168
1983.33333333333,1236
1983.41666666667,1076
1983.5,1174
1983.58333333333,1139
1983.66666666667,1427
1983.75,1487
1983.83333333333,1483
1983.91666666667,1513
1984,1357
1984.08333333333,1165
1984.16666666667,1282
1984.25,1110
1984.33333333333,1297
1984.41666666667,1185
1984.5,1222
1984.58333333333,1284
1984.66666666667,1444
1984.75,1575
1984.83333333333,1737
1984.91666666667,1763
