,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_100_D_0_ConstantTrend_0_exp_1.0_0
0,2000-01-01,0.0976270078546495,0,0.0,0.48431215412066475,0.1145263266162359
1,2000-01-02,0.0976270078546495,0,0.0,0.5791404787067285,0.10416502274736016
2,2000-01-03,0.0976270078546495,0,0.05448831829968969,-0.18158257273119596,0.21107449581443405
3,2000-01-04,0.0976270078546495,0,0.13206087415494877,1.4102046311312142,0.03975960201992466
4,2000-01-05,0.0976270078546495,0,0.22454340315198237,-0.3744716909802062,0.21594962551856073
5,2000-01-06,0.0976270078546495,0,0.32355034571612673,0.27519831557632024,0.10214243044544163
6,2000-01-07,0.0976270078546495,0,0.4283755841453567,-0.9607546117337881,0.3165546527061927
7,2000-01-08,0.0976270078546495,0,0.5388076976293469,0.37692697499528294,0.07439451416957028
8,2000-01-09,0.0976270078546495,0,0.6513897198002007,0.033438928508628576,0.09371780843185677
9,2000-01-10,0.0976270078546495,0,0.7656738785080359,0.6805672443551206,0.04376680943207695
10,2000-01-11,0.0976270078546495,0,0.8808582885830061,-1.563496690099942,0.36787944117144233
11,2000-01-12,0.0976270078546495,0,0.9965540815506951,-0.5666976204319573,0.12093587136045206
12,2000-01-13,0.0976270078546495,0,1.1127232088047647,-0.24214951424260323,0.07783126256318813
13,2000-01-14,0.0976270078546495,0,1.2289259598607485,1.5143912837240117,0.011962773670455494
14,2000-01-15,0.0976270078546495,0,1.3451287109167327,-0.3330574014413246,0.0675619914313007
15,2000-01-16,0.0976270078546495,0,1.4613314619727165,0.0473648172902994,0.04111695628916654
16,2000-01-17,0.0976270078546495,0,1.5775342130287007,1.4627404474484047,0.008889245870727496
17,2000-01-18,0.0976270078546495,0,1.6937369640846842,1.5350291291191829,0.007362140978529579
18,2000-01-19,0.0976270078546495,0,1.8099397151406684,0.5664400380293182,0.0172659633008432
19,2000-01-20,0.0976270078546495,0,1.926142466196652,0.1492650917123343,0.023329282229130395
20,2000-01-21,0.0976270078546495,0,2.0423452172526355,-1.0782780025830905,0.07088434908205796
21,2000-01-22,0.0976270078546495,0,2.1585479683086204,1.3954722703060645,0.005317996522187019
22,2000-01-23,0.0976270078546495,0,2.274750719364604,1.7874840455630026,0.0031991402842489326
23,2000-01-24,0.0976270078546495,0,2.390953470420588,-0.5695172638907428,0.03007459125569661
24,2000-01-25,0.0976270078546495,0,2.5071562214765724,0.17538653266921242,0.012712352052083396
25,2000-01-26,0.0976270078546495,0,2.623358972532556,-0.4625055394360726,0.021418680126324197
26,2000-01-27,0.0976270078546495,0,2.7395617235885403,-1.085800595475628,0.03556477740529419
27,2000-01-28,0.0976270078546495,0,2.855764474644524,0.6397359949354733,0.005638490613004815
28,2000-01-29,0.0976270078546495,0,2.971967225700508,-0.38586333644309273,0.013999379234058293
29,2000-01-30,0.0976270078546495,0,3.088169976756492,-0.7757623533740768,0.018406599229344726
30,2000-01-31,0.0976270078546495,0,3.2043727278124763,0.9957113486470573,0.002787186881599192
31,2000-02-01,0.0976270078546495,0,3.320575478868459,-1.9332047794071159,0.046420732381431705
32,2000-02-02,0.0976270078546495,0,3.4367782299244434,0.24853062742969095,0.004663694849420199
33,2000-02-03,0.0976270078546495,0,3.552980980980428,-0.03124533542395122,0.005492487403691229
34,2000-02-04,0.0976270078546495,0,3.6691837320364122,-0.13947396248967217,0.005448863789330541
35,2000-02-05,0.0976270078546495,0,3.7853864830923953,-0.19065597921264138,0.005105847101925283
36,2000-02-06,0.0976270078546495,0,3.9015892341483793,0.44863752749053837,0.002398611710019689
37,2000-02-07,0.0976270078546495,0,4.017791985204363,-0.992429771658585,0.009022799609579652
38,2000-02-08,0.0976270078546495,0,4.133994736260348,-0.22593965569142896,0.0037324385876861114
39,2000-02-09,0.0976270078546495,0,4.25019748731633,-1.6545707665122271,0.013866698255828902
40,2000-02-10,0.0976270078546495,0,4.366400238372316,-0.6397226377122045,0.004474699849791651
41,2000-02-11,0.0976270078546495,0,4.482602989428298,-0.47941980121364003,0.0033937438388236298
42,2000-02-12,0.0976270078546495,0,4.598805740484283,0.3113635032767906,0.0013701875574312456
43,2000-02-13,0.0976270078546495,0,4.715008491540266,-0.7760204669235409,0.0036187506894056203
44,2000-02-14,0.0976270078546495,0,4.831211242596251,-0.30736481038200775,0.0020163126958525008
45,2000-02-15,0.0976270078546495,0,4.947413993652235,-0.36652394095310614,0.001904513936857373
46,2000-02-16,0.0976270078546495,0,5.063616744708219,1.1197119621889602,0.00038357817628989894
47,2000-02-17,0.0976270078546495,0,5.179819495764203,-0.4579224204039029,0.0016540383823479645
