,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_100_H_0_ConstantTrend_7_exp_1.0_0
0,2000-01-01 00:00:00,0.0976270078546495,0.42857142857142855,0.0,-0.07770456650883938,0.043400052269288086
1,2000-01-01 01:00:00,0.0976270078546495,0.14285714285714285,0.0,1.0896301649283022,0.017972453053525517
2,2000-01-01 02:00:00,0.0976270078546495,0.42857142857142855,0.005671297731744318,0.09654266759327351,0.03625372423835222
3,2000-01-01 03:00:00,0.0976270078546495,0.7142857142857143,0.012888910488486643,1.4186671084676297,0.007210121294785456
4,2000-01-01 04:00:00,0.0976270078546495,0.2857142857142857,0.020845143993060405,1.1682731374280053,0.0141045147390867
5,2000-01-01 05:00:00,0.0976270078546495,0.5714285714285714,0.029401262171447638,0.9471859464018728,0.013109166620540678
6,2000-01-01 06:00:00,0.0976270078546495,0.8571428571428571,0.03824531129932298,1.0854870347559817,0.008503282830876507
7,2000-01-01 07:00:00,0.0976270078546495,0.42857142857142855,0.04720245532648412,2.3822244479133983,0.0035371777935243754
8,2000-01-01 08:00:00,0.0976270078546495,0.14285714285714285,0.056254155597202565,-0.40602373632291733,0.07581073803896432
9,2000-01-01 09:00:00,0.0976270078546495,0.42857142857142855,0.0653377587814407,0.2664453411788736,0.028817215788949736
10,2000-01-01 10:00:00,0.0976270078546495,0.7142857142857143,0.07444204053685873,-1.3557137239186656,0.1086697510971957
11,2000-01-01 11:00:00,0.0976270078546495,0.2857142857142857,0.08355393700116984,-0.11410253188685747,0.04775872709913921
12,2000-01-01 12:00:00,0.0976270078546495,0.5714285714285714,0.0926731219233818,-0.844230864581227,0.073807228853875
13,2000-01-01 13:00:00,0.0976270078546495,0.8571428571428571,0.10179332978634816,0.7056408100507655,0.01166683860809863
14,2000-01-01 14:00:00,0.0976270078546495,0.42857142857142855,0.11091353764931447,-0.39878617335193706,0.053550691750898056
15,2000-01-01 15:00:00,0.0976270078546495,0.14285714285714285,0.12003374551228081,-0.8271965334869942,0.10837887095823907
16,2000-01-01 16:00:00,0.0976270078546495,0.42857142857142855,0.12915395337524715,-0.41574470158503485,0.053482089768315755
17,2000-01-01 17:00:00,0.0976270078546495,0.7142857142857143,0.13827416123821354,-0.5245121937314283,0.04440179185583263
18,2000-01-01 18:00:00,0.0976270078546495,0.2857142857142857,0.1473943691011798,0.8131012718382519,0.017727508414891128
19,2000-01-01 19:00:00,0.0976270078546495,0.5714285714285714,0.1565145769641462,-0.2292506291606075,0.03743608161066552
20,2000-01-01 20:00:00,0.0976270078546495,0.8571428571428571,0.16563478482711252,2.161717373494259,0.002551885485608977
21,2000-01-01 21:00:00,0.0976270078546495,0.42857142857142855,0.17475499269007883,-0.9569314292805337,0.08778867583923178
22,2000-01-01 22:00:00,0.0976270078546495,0.14285714285714285,0.1838752005530452,0.06731083219488099,0.04156607509020026
23,2000-01-01 23:00:00,0.0976270078546495,0.42857142857142855,0.19299540841601157,0.20649883721106427,0.026930563556748655
24,2000-01-02 00:00:00,0.0976270078546495,0.7142857142857143,0.2021156162789779,-0.45688132622556726,0.03893164839214796
25,2000-01-02 01:00:00,0.0976270078546495,0.2857142857142857,0.21123582414194422,-1.0599757640207523,0.1082402357287588
26,2000-01-02 02:00:00,0.0976270078546495,0.5714285714285714,0.2203560320049106,0.6149573156935568,0.015098351843139183
27,2000-01-02 03:00:00,0.0976270078546495,0.8571428571428571,0.22947623986787694,1.4296607664750955,0.004978096773750824
28,2000-01-02 04:00:00,0.0976270078546495,0.42857142857142855,0.23859644773084324,-0.21195225635208395,0.0390995863471864
29,2000-01-02 05:00:00,0.0976270078546495,0.14285714285714285,0.2477166555938096,-0.08033725576207178,0.04519972328656606
30,2000-01-02 06:00:00,0.0976270078546495,0.42857142857142855,0.256836863456776,0.4053977840180792,0.02070802759226379
31,2000-01-02 07:00:00,0.0976270078546495,0.7142857142857143,0.26595707131974233,0.11860658523361353,0.02054213487812642
32,2000-01-02 08:00:00,0.0976270078546495,0.2857142857142857,0.2750772791827086,1.2544140683375582,0.010035430430921068
33,2000-01-02 09:00:00,0.0976270078546495,0.5714285714285714,0.284197487045675,1.419102040788718,0.006338229103814048
34,2000-01-02 10:00:00,0.0976270078546495,0.8571428571428571,0.29331769490864124,-0.7438560828698322,0.04104721700489712
35,2000-01-02 11:00:00,0.0976270078546495,0.42857142857142855,0.30243790277160776,-2.5174371027954736,0.36787944117144233
36,2000-01-02 12:00:00,0.0976270078546495,0.14285714285714285,0.31155811063457395,-1.5070960235350006,0.1766213680212177
37,2000-01-02 13:00:00,0.0976270078546495,0.42857142857142855,0.32067831849754036,1.149076125381565,0.009235009432892056
38,2000-01-02 14:00:00,0.0976270078546495,0.7142857142857143,0.3297985263605067,-1.193578251944493,0.07158041613083037
39,2000-01-02 15:00:00,0.0976270078546495,0.2857142857142857,0.33891873422347296,1.1410424458433976,0.010545002402339035
40,2000-01-02 16:00:00,0.0976270078546495,0.5714285714285714,0.3480389420864394,1.5094450822654228,0.005432584088149727
41,2000-01-02 17:00:00,0.0976270078546495,0.8571428571428571,0.35715914994940573,1.0677751294644207,0.006291819961884625
42,2000-01-02 18:00:00,0.0976270078546495,0.42857142857142855,0.366279357812372,-0.6865894771933623,0.055316221305202265
43,2000-01-02 19:00:00,0.0976270078546495,0.14285714285714285,0.3753995656753384,0.01487331605783535,0.0361688222145756
44,2000-01-02 20:00:00,0.0976270078546495,0.42857142857142855,0.3845197735383047,-0.37566589616476365,0.039801404538697106
45,2000-01-02 21:00:00,0.0976270078546495,0.7142857142857143,0.39363998140127104,-0.03822363744467267,0.02114969425347634
46,2000-01-02 22:00:00,0.0976270078546495,0.2857142857142857,0.40276018926423734,0.36797447414967926,0.021431859109906852
47,2000-01-02 23:00:00,0.0976270078546495,0.5714285714285714,0.4118803971272038,-0.04472370024755386,0.024112785999808598
48,2000-01-03 00:00:00,0.0976270078546495,0.8571428571428571,0.42100060499016995,-0.3023751325193162,0.023232663033865567
49,2000-01-03 01:00:00,0.0976270078546495,0.42857142857142855,0.43012081285313636,-2.2244036022124187,0.24154091241190545
50,2000-01-03 02:00:00,0.0976270078546495,0.14285714285714285,0.43924102071610277,0.7240063590423036,0.016696898521741756
51,2000-01-03 03:00:00,0.0976270078546495,0.42857142857142855,0.4483612285790691,0.35900276446988677,0.017910588708450522
52,2000-01-03 04:00:00,0.0976270078546495,0.7142857142857143,0.4574814364420355,1.076121037518773,0.006510650141000169
53,2000-01-03 05:00:00,0.0976270078546495,0.2857142857142857,0.46660164430500173,0.1921408343855315,0.023971622696369092
54,2000-01-03 06:00:00,0.0976270078546495,0.5714285714285714,0.4757218521679681,0.8529259575013671,0.009218857610098424
55,2000-01-03 07:00:00,0.0976270078546495,0.8571428571428571,0.4848420600309345,0.018357182609979702,0.015815419909454707
56,2000-01-03 08:00:00,0.0976270078546495,0.42857142857142855,0.4939622678939008,0.42830356650802287,0.015966459561304356
57,2000-01-03 09:00:00,0.0976270078546495,0.14285714285714285,0.5030824757568672,0.9962778345476014,0.011930642069098451
