,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_100_H_0_LinearTrend_7__1.0_0
0,2000-01-01 00:00:00,0.43037873274483895,0.42857142857142855,0.0,-0.07770456650883938,3.1031251807658995
1,2000-01-01 01:00:00,0.43135500282338546,0.14285714285714285,0.0,1.0896301649283022,3.9857218965673016
2,2000-01-01 02:00:00,0.43233127290193196,0.42857142857142855,0.005671297731744318,0.09654266759327351,3.2849962527568497
3,2000-01-01 03:00:00,0.43330754298047847,0.7142857142857143,0.012888910488486643,1.4186671084676297,4.90102886218078
4,2000-01-01 04:00:00,0.4342838130590249,0.2857142857142857,0.020845143993060405,1.1682731374280053,4.230995966152848
5,2000-01-01 05:00:00,0.4352600831375714,0.5714285714285714,0.029401262171447638,0.9471859464018728,4.305155449097935
6,2000-01-01 06:00:00,0.4362363532161179,0.8571428571428571,0.03824531129932298,1.0854870347559817,4.73899114237275
7,2000-01-01 07:00:00,0.4372126232946644,0.42857142857142855,0.04720245532648412,2.3822244479133983,5.617090541064447
8,2000-01-01 08:00:00,0.43818889337321093,0.14285714285714285,0.056254155597202565,-0.40602373632291733,2.5531560414631103
9,2000-01-01 09:00:00,0.43916516345175743,0.42857142857142855,0.0653377587814407,0.2664453411788736,3.5213992779419714
10,2000-01-01 10:00:00,0.4401414335303039,0.7142857142857143,0.07444204053685873,-1.3557137239186656,2.1950350503926823
11,2000-01-01 11:00:00,0.4411177036088504,0.2857142857142857,0.08355393700116984,-0.11410253188685747,3.0181629803959193
12,2000-01-01 12:00:00,0.4420939736873969,0.5714285714285714,0.0926731219233818,-0.844230864581227,2.5838443884165945
13,2000-01-01 13:00:00,0.4430702437659434,0.8571428571428571,0.10179332978634816,0.7056408100507655,4.429526826704386
14,2000-01-01 14:00:00,0.4440465138444899,0.42857142857142855,0.11091353764931447,-0.39878617335193706,2.9066248926717666
15,2000-01-01 15:00:00,0.4450227839230364,0.14285714285714285,0.12003374551228081,-0.8271965334869942,2.202596724763937
16,2000-01-01 16:00:00,0.44599905400158285,0.42857142857142855,0.12915395337524715,-0.41574470158503485,2.9098593203216945
17,2000-01-01 17:00:00,0.44697532408012935,0.7142857142857143,0.13827416123821354,-0.5245121937314283,3.0969025918310997
18,2000-01-01 18:00:00,0.44795159415867586,0.2857142857142857,0.1473943691011798,0.8131012718382519,4.016041106770865
19,2000-01-01 19:00:00,0.44892786423722236,0.5714285714285714,0.1565145769641462,-0.2292506291606075,3.2694999694278035
20,2000-01-01 20:00:00,0.44990413431576887,0.8571428571428571,0.16563478482711252,2.161717373494259,5.9562787357384686
21,2000-01-01 21:00:00,0.45088040439431537,0.42857142857142855,0.17475499269007883,-0.9569314292805337,2.4191549823337604
22,2000-01-01 22:00:00,0.4518566744728618,0.14285714285714285,0.1838752005530452,0.06731083219488099,3.167779436036402
23,2000-01-01 23:00:00,0.4528329445514083,0.42857142857142855,0.19299540841601157,0.20649883721106427,3.602778204708384
24,2000-01-02 00:00:00,0.4538092146299548,0.7142857142857143,0.2021156162789779,-0.45688132622556726,3.235208804927551
25,2000-01-02 01:00:00,0.45478548470850133,0.2857142857142857,0.21123582414194422,-1.0599757640207523,2.21363941650245
26,2000-01-02 02:00:00,0.45576175478704783,0.5714285714285714,0.2203560320049106,0.6149573156935568,4.184383259872558
27,2000-01-02 03:00:00,0.45673802486559434,0.8571428571428571,0.22947623986787694,1.4296607664750955,5.294897474309895
28,2000-01-02 04:00:00,0.45771429494414084,0.42857142857142855,0.23859644773084324,-0.21195225635208395,3.2348095008528
29,2000-01-02 05:00:00,0.4586905650226873,0.14285714285714285,0.2477166555938096,-0.08033725576207178,3.0908066936700394
30,2000-01-02 06:00:00,0.4596668351012338,0.42857142857142855,0.256836863456776,0.4053977840180792,3.8723524971059886
31,2000-01-02 07:00:00,0.4606431051797803,0.7142857142857143,0.26595707131974233,0.11860658523361353,3.8813720619773218
32,2000-01-02 08:00:00,0.4616193752583268,0.2857142857142857,0.2750772791827086,1.2544140683375582,4.59870459445135
33,2000-01-02 09:00:00,0.4625956453368733,0.5714285714285714,0.284197487045675,1.419102040788718,5.059203330558309
