"Index","x"
1979,21.12
1979.08333333333,22.92
1979.16666666667,25.9
1979.25,24.38
1979.33333333333,23.41
1979.41666666667,26.82
1979.5,26.9
1979.58333333333,28.72
1979.66666666667,22.87
1979.75,23.1
1979.83333333333,23.11
1979.91666666667,22.14
1980,21.35
1980.08333333333,22.23
1980.16666666667,24.4
1980.25,23.41
1980.33333333333,22.06
1980.41666666667,24.53
1980.5,24
1980.58333333333,24.97
1980.66666666667,20.57
1980.75,21.55
1980.83333333333,20.14
1980.91666666667,21.39
1981,20.24
1981.08333333333,20.63
1981.16666666667,22.03
1981.25,22.68
1981.33333333333,22.8
1981.41666666667,23.78
1981.5,24.16
1981.58333333333,22.64
1981.66666666667,20.5
1981.75,21.44
1981.83333333333,20.91
1981.91666666667,21.7
1982,20.52
1982.08333333333,21.66
1982.16666666667,23.82
1982.25,24.01
1982.33333333333,22.52
1982.41666666667,24.68
1982.5,24.19
1982.58333333333,24.73
1982.66666666667,20.85
1982.75,21.84
1982.83333333333,21.7
1982.91666666667,22.38
1983,21.83
1983.08333333333,23.44
1983.16666666667,26.98
1983.25,24.61
1983.33333333333,24.1
1983.41666666667,26.67
1983.5,25.63
1983.58333333333,26.4
1983.66666666667,23.17
1983.75,24.24
1983.83333333333,23.88
1983.91666666667,23.96
1984,22.6
1984.08333333333,23.67
1984.16666666667,27
1984.25,26.91
1984.33333333333,26.63
1984.41666666667,28.93
1984.5,27.72
1984.58333333333,29.79
1984.66666666667,25.61
1984.75,26.81
1984.83333333333,26.97
1984.91666666667,26.3
1985,25.35
1985.08333333333,26.91
1985.16666666667,31.6
1985.25,31.09
1985.33333333333,30.7
1985.41666666667,32.09
1985.5,32.02
1985.58333333333,33.16
1985.66666666667,26.82
1985.75,28.68
1985.83333333333,27.8
1985.91666666667,30.46
1986,28.07
1986.08333333333,30.01
1986.16666666667,34.12
1986.25,32.9
1986.33333333333,32.92
1986.41666666667,34.86
1986.5,35.67
1986.58333333333,37.81
1986.66666666667,30.65
1986.75,31.96
1986.83333333333,31.01
1986.91666666667,32.3
1987,28.72
1987.08333333333,33.39
1987.16666666667,37.76
1987.25,37.51
1987.33333333333,35.87
1987.41666666667,36.86
1987.5,37.71
1987.58333333333,38.41
1987.66666666667,31.65
1987.75,32.87
1987.83333333333,32.23
1987.91666666667,31.88
1988,29.64
1988.08333333333,32.87
1988.16666666667,37.12
1988.25,35.32
1988.33333333333,34.82
1988.41666666667,36.97
1988.5,36.89
1988.58333333333,38.76
1988.66666666667,32.99
1988.75,34.59
1988.83333333333,34.28
1988.91666666667,32.56
1989,30.52
1989.08333333333,32.37
1989.16666666667,35.62
1989.25,33.81
1989.33333333333,33.86
1989.41666666667,37.91
1989.5,37.03
1989.58333333333,39.38
1989.66666666667,32.68
1989.75,34.72
