"Index","x"
1977,330.371
1977.25,371.051
1977.5,270.67
1977.75,343.88
1978,358.491
1978.25,362.822
1978.5,261.281
1978.75,240.355
1979,325.382
1979.25,316.7
1979.5,171.153
1979.75,257.217
1980,298.127
1980.25,251.464
1980.5,181.555
1980.75,192.598
1981,245.652
1981.25,245.526
1981.5,225.261
1981.75,238.211
1982,257.385
1982.25,228.461
1982.5,175.371
1982.75,226.462
1983,266.15
1983.25,287.251
1983.5,225.883
1983.75,265.313
1984,272.759
1984.25,234.134
1984.5,196.462
1984.75,205.551
1985,291.283
1985.25,284.422
1985.5,221.571
1985.75,250.697
1986,253.757
1986.25,267.016
1986.5,220.388
1986.75,277.801
1987,283.233
1987.25,302.072
1987.5,259.72
1987.75,297.658
1988,306.129
1988.25,322.106
1988.5,256.723
1988.75,341.877
1989,356.004
1989.25,361.54
1989.5,270.433
1989.75,311.105
1990,326.688
1990.25,327.059
1990.5,274.257
1990.75,367.606
1991,346.163
1991.25,348.211
1991.5,250.008
1991.75,292.518
1992,343.318
1992.25,343.429
1992.5,275.386
1992.75,329.747
1993,364.521
1993.25,378.448
1993.5,300.798
1993.75,331.757
1994,362.536
1994.25,389.133
1994.5,323.322
1994.75,391.832
1995,421.646
1995.25,416.823
1995.5,311.713
1995.75,381.902
1996,422.982
1996.25,427.722
1996.5,376.85
1996.75,458.58
1997,436.225
1997.25,441.487
1997.5,369.566
1997.75,450.723
1998,462.442
1998.25,468.232
1998.5,403.636
1998.75,413.948
1999,460.496
1999.25,448.932
1999.5,407.787
1999.75,469.408
2000,494.311
2000.25,433.24
2000.5,335.106
2000.75,378.795
2001,387.1
2001.25,372.395
2001.5,335.79
2001.75,397.08
2002,449.755
2002.25,402.252
2002.5,391.847
2002.75,385.89
2003,424.325
2003.25,433.28
2003.5,391.213
2003.75,408.74
2004,445.458
2004.25,428.202
2004.5,379.048
2004.75,394.042
2005,432.796
