"Index","x"
1,0
1.08333333333333,0
1.16666666666667,0
1.25,0
1.33333333333333,1
1.41666666666667,0
1.5,0
1.58333333333333,1
1.66666666666667,0
1.75,0
1.83333333333333,0
1.91666666666667,0
2,0
2.08333333333333,0
2.16666666666667,0
2.25,0
2.33333333333333,0
2.41666666666667,0
2.5,0
2.58333333333333,0
2.66666666666667,2
2.75,1
2.83333333333333,0
2.91666666666667,0
3,0
3.08333333333333,2
3.16666666666667,0
3.25,3
3.33333333333333,1
3.41666666666667,0
3.5,1
3.58333333333333,0
3.66666666666667,0
3.75,0
3.83333333333333,5
3.91666666666667,3
4,0
4.08333333333333,4
4.16666666666667,1
4.25,1
4.33333333333333,0
4.41666666666667,2
4.5,0
4.58333333333333,1
4.66666666666667,0
4.75,0
4.83333333333333,1
4.91666666666667,2
5,0
5.08333333333333,0
5.16666666666667,0
