"Index","x"
1994,5.83
1994.08333333333,6.06
1994.16666666667,6.58
1994.25,7.09
1994.33333333333,7.31
1994.41666666667,7.23
1994.5,7.43
1994.58333333333,7.37
1994.66666666667,7.6
1994.75,7.89
1994.83333333333,8.12
1994.91666666667,7.96
1995,7.93
1995.08333333333,7.61
1995.16666666667,7.33
1995.25,7.18
1995.33333333333,6.74
1995.41666666667,6.27
1995.5,6.38
1995.58333333333,6.6
1995.66666666667,6.3
1995.75,6.13
1995.83333333333,6.02
1995.91666666667,5.79
1996,5.73
1996.08333333333,5.89
1996.16666666667,6.37
1996.25,6.62
1996.33333333333,6.85
1996.41666666667,7.03
1996.5,6.99
1996.58333333333,6.75
1996.66666666667,6.95
1996.75,6.64
1996.83333333333,6.3
1996.91666666667,6.4
1997,6.69
1997.08333333333,6.52
1997.16666666667,6.8
1997.25,7.01
1997.33333333333,6.82
1997.41666666667,6.6
1997.5,6.32
1997.58333333333,6.4
1997.66666666667,6.11
1997.75,5.82
1997.83333333333,5.87
1997.91666666667,5.89
1998,5.63
1998.08333333333,5.65
1998.16666666667,5.73
1998.25,5.72
1998.33333333333,5.73
1998.41666666667,5.58
1998.5,5.53
1998.58333333333,5.41
1998.66666666667,4.87
1998.75,4.58
1998.83333333333,4.89
1998.91666666667,4.69
1999,4.78
1999.08333333333,4.99
1999.16666666667,5.23
1999.25,5.18
1999.33333333333,5.54
1999.41666666667,5.9
1999.5,5.8
1999.58333333333,5.94
1999.66666666667,5.91
1999.75,6.1
1999.83333333333,6.03
1999.91666666667,6.26
2000,6.66
2000.08333333333,6.52
2000.16666666667,6.26
2000.25,6
2000.33333333333,6.42
2000.41666666667,6.1
2000.5,6.04
2000.58333333333,5.83
2000.66666666667,5.8
2000.75,5.74
2000.83333333333,5.72
2000.91666666667,5.23
2001,5.14
2001.08333333333,5.1
2001.16666666667,4.89
2001.25,5.13
2001.33333333333,5.37
2001.41666666667,5.26
2001.5,5.23
2001.58333333333,4.97
2001.66666666667,4.76
2001.75,4.55
2001.83333333333,4.61
2001.91666666667,5.07
2002,5
2002.08333333333,4.9
2002.16666666667,5.28
2002.25,5.21
2002.33333333333,5.15
2002.41666666667,4.9
2002.5,4.62
2002.58333333333,4.24
2002.66666666667,3.88
2002.75,3.91
2002.83333333333,4.04
2002.91666666667,4.03
2003,4.02
2003.08333333333,3.9
2003.16666666667,3.79
2003.25,3.94
2003.33333333333,3.56
2003.41666666667,3.32
2003.5,3.93
2003.58333333333,4.44
2003.66666666667,4.29
2003.75,4.27
2003.83333333333,4.29
2003.91666666667,4.26
2004,4.13
2004.08333333333,4.06
2004.16666666667,3.81
2004.25,4.32
2004.33333333333,4.7
