,exog_1,exog_2,exog_3,exog_4,exog_5,exog_6,exog_7,exog_8,exog_9,exog_10,Date
0,0,0,0,0,0,0,0,0,0,0,2000-01-01 00:00:00
1,0,AD,0,0,0,0,0,0,0,0,2000-01-01 01:00:00
2,AD,0,0,0,0,0,0,0,0,0,2000-01-01 02:00:00
3,0,AE,0,0,0,0,0,0,0,0,2000-01-01 03:00:00
4,AC,0,0,0,0,0,0,0,0,0,2000-01-01 04:00:00
5,0,0,0,0,0,0,0,0,0,0,2000-01-01 05:00:00
6,0,0,0,0,0,0,0,0,0,0,2000-01-01 06:00:00
7,AD,0,0,0,0,0,0,0,0,0,2000-01-01 07:00:00
8,AD,0,0,0,0,0,0,0,0,0,2000-01-01 08:00:00
9,AD,0,0,0,0,0,0,0,0,0,2000-01-01 09:00:00
10,0,0,0,0,0,0,0,0,0,0,2000-01-01 10:00:00
11,0,0,0,0,0,0,0,0,0,0,2000-01-01 11:00:00
12,0,0,0,0,0,0,0,0,0,0,2000-01-01 12:00:00
13,0,AE,0,0,0,0,0,0,0,0,2000-01-01 13:00:00
14,0,0,0,0,0,0,0,0,0,0,2000-01-01 14:00:00
15,AD,AD,0,0,0,0,0,0,0,0,2000-01-01 15:00:00
16,AE,0,0,0,0,0,0,0,0,0,2000-01-01 16:00:00
17,AE,AE,AE,0,0,0,0,0,0,0,2000-01-01 17:00:00
18,0,AD,0,0,0,0,0,0,0,0,2000-01-01 18:00:00
19,AD,AD,0,0,0,0,0,0,0,0,2000-01-01 19:00:00
20,AC,0,0,0,0,0,0,0,0,0,2000-01-01 20:00:00
21,AE,AE,AE,0,0,0,0,0,0,0,2000-01-01 21:00:00
22,0,0,0,0,0,0,0,0,0,0,2000-01-01 22:00:00
23,0,0,0,0,0,0,0,0,0,0,2000-01-01 23:00:00
24,AD,0,0,0,0,0,0,0,0,0,2000-01-02 00:00:00
25,AD,0,0,0,0,0,0,0,0,0,2000-01-02 01:00:00
26,AC,0,0,0,0,0,0,0,0,0,2000-01-02 02:00:00
27,0,AD,0,0,0,0,0,0,0,0,2000-01-02 03:00:00
28,0,0,0,0,0,0,0,0,0,0,2000-01-02 04:00:00
29,0,0,0,0,0,0,0,0,0,0,2000-01-02 05:00:00
30,0,0,0,0,0,0,0,0,0,0,2000-01-02 06:00:00
31,AC,0,0,0,0,0,0,0,0,0,2000-01-02 07:00:00
32,0,0,0,0,0,0,0,0,0,0,2000-01-02 08:00:00
33,0,0,0,0,0,0,0,0,0,0,2000-01-02 09:00:00
34,0,0,0,0,0,0,0,0,0,0,2000-01-02 10:00:00
35,0,AD,0,0,0,0,0,0,0,0,2000-01-02 11:00:00
36,AD,AD,0,0,0,0,0,0,0,0,2000-01-02 12:00:00
