,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_1000_D_0_poly_0_exp_1.0_10
0,2000-01-01,0,0,0.0,0.48431215412066475,0.0457090310038689,0.0457090310038689
1,2000-01-02,0,0,0.0,0.5791404787067285,0.04157369222390484,0.04157369222390484
2,2000-01-03,0,0,0.005448831829968969,-0.18158257273119596,0.08847692542554099,0.08847692542554099
3,2000-01-04,0,0,0.013206087415494878,1.4102046311312142,0.017871322424351008,0.017871322424351008
4,2000-01-05,0,0,0.022454340315198235,-0.3744716909802062,0.10549097435583359,0.10549097435583359
5,2000-01-06,0,0,0.03235503457161267,0.27519831557632024,0.054546562641954933,0.054546562641954933
6,2000-01-07,0,0,0.04283755841453567,-0.9607546117337881,0.1857729261565006,0.1857729261565006
7,2000-01-08,0,0,0.05388076976293468,0.37692697499528294,0.04822127446906111,0.04822127446906111
8,2000-01-09,0,0,0.06513897198002006,0.033438928508628576,0.06722398792302808,0.06722398792302808
9,2000-01-10,0,0,0.0765673878508036,0.6805672443551206,0.0347949901515943,0.0347949901515943
10,2000-01-11,0,0,0.0880858288583006,-1.563496690099942,0.3244134909288722,0.3244134909288722
11,2000-01-12,0,0,0.0996554081550695,-0.5666976204319573,0.11835046438012757,0.11835046438012757
12,2000-01-13,0,0,0.11127232088047642,-0.24214951424260323,0.08456202094574518,0.08456202094574518
13,2000-01-14,0,0,0.12289259598607487,1.5143912837240117,0.014430213492938698,0.014430213492938698
14,2000-01-15,0,0,0.13451287109167326,-0.3330574014413246,0.09048214856392038,0.09048214856392038
15,2000-01-16,0,0,0.14613314619727164,0.0473648172902994,0.06113656204232305,0.06113656204232305
16,2000-01-17,0,0,0.15775342130287007,1.4627404474484047,0.014674542337859234,0.014674542337859234
17,2000-01-18,0,0,0.16937369640846844,1.5350291291191829,0.01349346132661495,0.01349346132661495
18,2000-01-19,0,0,0.18099397151406685,0.5664400380293182,0.035134165668699625,0.035134165668699625
19,2000-01-20,0,0,0.1926142466196652,0.1492650917123343,0.05270596880178815,0.05270596880178815
20,2000-01-21,0,0,0.20423452172526363,-1.0782780025830905,0.17779861409705378,0.17779861409705378
21,2000-01-22,0,0,0.21585479683086203,1.3954722703060645,0.014809679397260118,0.014809679397260118
22,2000-01-23,0,0,0.22747507193646044,1.7874840455630026,0.009891234194004214,0.009891234194004214
23,2000-01-24,0,0,0.2390953470420588,-0.5695172638907428,0.10323727341187011,0.10323727341187011
24,2000-01-25,0,0,0.2507156221476572,0.17538653266921242,0.04844871872317558,0.04844871872317558
25,2000-01-26,0,0,0.2623358972532556,-0.4625055394360726,0.09062931172014714,0.09062931172014714
26,2000-01-27,0,0,0.27395617235885406,-1.085800595475628,0.16707661348139116,0.16707661348139116
