,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_1000_D_0_ConstantTrend_7__1.0_0
0,2000-01-01,0.0976270078546495,0.42857142857142855,0.0,-0.07770456650883938,4.016538766687959
1,2000-01-02,0.0976270078546495,0.14285714285714285,0.0,1.0896301649283022,4.898159212410815
2,2000-01-03,0.0976270078546495,0.42857142857142855,0.0005671297731744318,0.09654266759327351,4.191353130563247
3,2000-01-04,0.0976270078546495,0.7142857142857143,0.0012888910488486642,1.4186671084676297,5.799913618427563
4,2000-01-05,0.0976270078546495,0.2857142857142857,0.0020845143993060405,1.1682731374280053,5.121743842166967
5,2000-01-06,0.0976270078546495,0.5714285714285714,0.0029401262171447635,0.9471859464018728,5.1872265486729585
6,2000-01-07,0.0976270078546495,0.8571428571428571,0.0038245311299322984,1.0854870347559817,5.612126327654141
7,2000-01-08,0.0976270078546495,0.42857142857142855,0.004720245532648414,2.3822244479133983,6.481188026642846
8,2000-01-09,0.0976270078546495,0.14285714285714285,0.005625415559720255,-0.40602373632291733,3.4081307267193157
9,2000-01-10,0.0976270078546495,0.42857142857142855,0.006533775878144068,0.2664453411788736,4.367222450253816
10,2000-01-11,0.0976270078546495,0.7142857142857143,0.007444204053685876,-1.3557137239186656,3.0316880990461046
11,2000-01-12,0.0976270078546495,0.2857142857142857,0.008355393700116981,-0.11410253188685747,3.845639052152915
12,2000-01-13,0.0976270078546495,0.5714285714285714,0.00926731219233818,-0.844230864581227,3.4021369236650525
13,2000-01-14,0.0976270078546495,0.8571428571428571,0.010179332978634811,0.7056408100507655,5.238634904797627
14,2000-01-15,0.0976270078546495,0.42857142857142855,0.011091353764931448,-0.39878617335193706,3.7065485136097926
15,2000-01-16,0.0976270078546495,0.14285714285714285,0.012003374551228081,-0.8271965334869942,2.9933358885467465
16,2000-01-17,0.0976270078546495,0.42857142857142855,0.012915395337524714,-0.41574470158503485,3.691414026949288
17,2000-01-18,0.0976270078546495,0.7142857142857143,0.013827416123821348,-0.5245121937314283,3.869272841303477
18,2000-01-19,0.0976270078546495,0.2857142857142857,0.014739436910117984,0.8131012718382519,4.779226899088025
19,2000-01-20,0.0976270078546495,0.5714285714285714,0.01565145769641462,-0.2292506291606075,4.0235013045897485
20,2000-01-21,0.0976270078546495,0.8571428571428571,0.01656347848271125,2.161717373494259,6.701095613745197
21,2000-01-22,0.0976270078546495,0.42857142857142855,0.017475499269007884,-0.9569314292805337,3.1547874031852725
22,2000-01-23,0.0976270078546495,0.14285714285714285,0.018387520055304522,0.06731083219488099,3.8942273997326984
23,2000-01-24,0.0976270078546495,0.42857142857142855,0.019299540841601157,0.20649883721106427,4.320041711249464
24,2000-01-25,0.0976270078546495,0.7142857142857143,0.020211561627897785,-0.45688132622556726,3.943287854313415
25,2000-01-26,0.0976270078546495,0.2857142857142857,0.021123582414194417,-1.0599757640207523,2.9125340087330978
26,2000-01-27,0.0976270078546495,0.5714285714285714,0.022035603200491062,0.6149573156935568,4.874093394947989
27,2000-01-28,0.0976270078546495,0.8571428571428571,0.022947623986787697,1.4296607664750955,5.9754231522301104
28,2000-01-29,0.0976270078546495,0.42857142857142855,0.02385964477308432,-0.21195225635208395,3.9061507216177986
29,2000-01-30,0.0976270078546495,0.14285714285714285,0.024771665559380963,-0.08033725576207178,3.752963457279822
30,2000-01-31,0.0976270078546495,0.42857142857142855,0.0256836863456776,0.4053977840180792,4.525324803560555
31,2000-02-01,0.0976270078546495,0.7142857142857143,0.026595707131974226,0.11860658523361353,4.525159911276672
32,2000-02-02,0.0976270078546495,0.2857142857142857,0.027507727918270858,1.2544140683375582,5.233307986595484
33,2000-02-03,0.0976270078546495,0.5714285714285714,0.028419748704567496,1.419102040788718,5.684622265547227
34,2000-02-04,0.0976270078546495,0.8571428571428571,0.02933176949086413,-0.7438560828698322,3.808290448389259
35,2000-02-05,0.0976270078546495,0.42857142857142855,0.03024379027716077,-2.5174371027954736,1.6070500206784857
36,2000-02-06,0.0976270078546495,0.14285714285714285,0.031155811063457398,-1.5070960235350006,2.3325888350109696
37,2000-02-07,0.0976270078546495,0.42857142857142855,0.03206783184975404,1.149076125381565,5.275387290428117
38,2000-02-08,0.0976270078546495,0.7142857142857143,0.03297985263605066,-1.193578251944493,3.2193592196026417
39,2000-02-09,0.0976270078546495,0.2857142857142857,0.0338918734223473,1.1410424458433976,5.1263205096054
40,2000-02-10,0.0976270078546495,0.5714285714285714,0.03480389420864393,1.5094450822654228,5.7813494525280085
41,2000-02-11,0.0976270078546495,0.8571428571428571,0.03571591499494057,1.0677751294644207,5.626305806227588
42,2000-02-12,0.0976270078546495,0.42857142857142855,0.03662793578123721,-0.6865894771933623,3.4442817917846735
43,2000-02-13,0.0976270078546495,0.14285714285714285,0.03753995656753384,0.01487331605783535,3.860942320107882
44,2000-02-14,0.0976270078546495,0.42857142857142855,0.038451977353830484,-0.37566589616476365,3.7570294143858654
45,2000-02-15,0.0976270078546495,0.7142857142857143,0.03936399814012711,-0.03822363744467267,4.381097979606539
46,2000-02-16,0.0976270078546495,0.2857142857142857,0.04027601892642374,0.36797447414967926,4.359636683415759
47,2000-02-17,0.0976270078546495,0.5714285714285714,0.04118803971272037,-0.04472370024755386,4.233564815519108
48,2000-02-18,0.0976270078546495,0.8571428571428571,0.042100060499017,-0.3023751325193162,4.2625396897479275
49,2000-02-19,0.0976270078546495,0.42857142857142855,0.04301208128531364,-2.2244036022124187,1.9128518122696934
50,2000-02-20,0.0976270078546495,0.14285714285714285,0.043924102071610266,0.7240063590423036,4.576459508596427
51,2000-02-21,0.0976270078546495,0.42857142857142855,0.04483612285790691,0.35900276446988677,4.4980822205245925
52,2000-02-22,0.0976270078546495,0.7142857142857143,0.04574814364420355,1.076121037518773,5.501826800074061
53,2000-02-23,0.0976270078546495,0.2857142857142857,0.046660164430500195,0.1921408343855315,4.190187189155687
54,2000-02-24,0.0976270078546495,0.5714285714285714,0.047572185216796806,0.8529259575013671,5.137598618772105
55,2000-02-25,0.0976270078546495,0.8571428571428571,0.048484206003093444,0.018357182609979702,4.5896561503813
56,2000-02-26,0.0976270078546495,0.42857142857142855,0.04939622678939008,0.42830356650802287,4.571943126494212
57,2000-02-27,0.0976270078546495,0.14285714285714285,0.05030824757568672,0.9962778345476014,4.855115129605801
58,2000-02-28,0.0976270078546495,0.42857142857142855,0.05122026836198335,-0.49114965590076143,3.6543139456580205
59,2000-02-29,0.0976270078546495,0.7142857142857143,0.052132289148279984,0.7126781657427828,5.144768073802147
60,2000-03-01,0.0976270078546495,0.2857142857142857,0.053044309934576615,1.1133403496205336,5.117770849894766
61,2000-03-02,0.0976270078546495,0.5714285714285714,0.05395633072087325,-2.1536745863577726,2.1373822204170416
62,2000-03-03,0.0976270078546495,0.8571428571428571,0.054868351507169885,-0.41611148243284046,4.161571630842556
63,2000-03-04,0.0976270078546495,0.42857142857142855,0.05578037229346652,-1.070896991488979,3.079126714001286
64,2000-03-05,0.0976270078546495,0.14285714285714285,0.056692393079763155,0.22113880512865922,4.086360245690935
65,2000-03-06,0.0976270078546495,0.42857142857142855,0.05760441386605979,-1.1230571153785116,3.0287906316843465
66,2000-03-07,0.0976270078546495,0.7142857142857143,0.058516434652356425,-1.0507579569860566,3.387716096577384
67,2000-03-08,0.0976270078546495,0.2857142857142857,0.05942845543865307,1.012079053328375,5.0228936991066835
68,2000-03-09,0.0976270078546495,0.5714285714285714,0.060340476224949695,1.5437164304718984,5.841157382750789
69,2000-03-10,0.0976270078546495,0.8571428571428571,0.061252497011246326,-0.4021148892000868,4.1819523695793865
70,2000-03-11,0.0976270078546495,0.42857142857142855,0.062164517797542965,0.8647491011362722,5.021156952130614
71,2000-03-12,0.0976270078546495,0.14285714285714285,0.06307653858383959,-0.22686922724655495,3.6447363588197974
72,2000-03-13,0.0976270078546495,0.42857142857142855,0.06398855937013623,0.8111602704819924,4.969392163048927
73,2000-03-14,0.0976270078546495,0.7142857142857143,0.06490058015643285,0.2877946131063574,4.732652812173875
74,2000-03-15,0.0976270078546495,0.2857142857142857,0.0658126009427295,-0.5384681601851071,3.478730631097278
75,2000-03-16,0.0976270078546495,0.5714285714285714,0.06672462172902613,1.9084621003056945,6.212287198088662
76,2000-03-17,0.0976270078546495,0.8571428571428571,0.06763664251532275,-0.47577600081625504,4.114675403467294
77,2000-03-18,0.0976270078546495,0.42857142857142855,0.0685486633016194,1.4407311183181257,5.603523114816544
78,2000-03-19,0.0976270078546495,0.14285714285714285,0.06946068408791604,-1.1490756810169487,2.72891405055348
79,2000-03-20,0.0976270078546495,0.42857142857142855,0.07037270487421267,0.8057145521509493,4.970330590221961
