,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_1000_H_0_LinearTrend_0__1.0_10
0,2000-01-01 00:00:00,0.43037873274483895,0,0.0,0.48431215412066475,3.0824329483974404
1,2000-01-01 01:00:00,0.4304763597526936,0,0.0,0.5791404787067285,3.1773588999913587
2,2000-01-01 02:00:00,0.43057398676054826,0,0.005448831829968969,-0.18158257273119596,2.422182307391258
3,2000-01-01 03:00:00,0.4306716137684029,0,0.013206087415494878,1.4102046311312142,4.021824393847049
4,2000-01-01 04:00:00,0.43076924077625756,0,0.022454340315198235,-0.3744716909802062,2.2464939516431865
5,2000-01-01 05:00:00,0.4308668677841122,0,0.03235503457161267,0.27519831557632024,2.906162279463982
6,2000-01-01 06:00:00,0.43096449479196686,0,0.04283755841453567,-0.9607546117337881,1.6807895030046511
7,2000-01-01 07:00:00,0.4310621217998215,0,0.05388076976293468,0.37692697499528294,3.0296119280899756
8,2000-01-01 08:00:00,0.43115974880767616,0,0.06513897198002006,0.033438928508628576,2.6974797108282615
9,2000-01-01 09:00:00,0.4312573758155308,0,0.0765673878508036,0.6805672443551206,3.3561340695533914
10,2000-01-01 10:00:00,0.43135500282338546,0,0.0880858288583006,-1.563496690099942,1.1236862031136807
11,2000-01-01 11:00:00,0.4314526298312401,0,0.0996554081550695,-0.5666976204319573,2.132152479086289
12,2000-01-01 12:00:00,0.43155025683909476,0,0.11127232088047642,-0.24214951424260323,2.468415125008905
13,2000-01-01 13:00:00,0.4316478838469494,0,0.12289259598607487,1.5143912837240117,4.236673825088973
14,2000-01-01 14:00:00,0.43174551085480406,0,0.13451287109167326,-0.3330574014413246,2.400943042037089
15,2000-01-01 15:00:00,0.4318431378626587,0,0.14613314619727164,0.0473648172902994,2.7930831628821666
16,2000-01-01 16:00:00,0.43194076487051336,0,0.15775342130287007,1.4627404474484047,4.220176695153725
17,2000-01-01 17:00:00,0.432038391878368,0,0.16937369640846844,1.5350291291191829,4.304183278937956
