,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_1000_D_0_poly_24__1.0_10
0,2000-01-01,0,0.125,0.0,-1.3557137239186656,1.6771182123166168,1.6771182123166168
1,2000-01-02,0,0.2916666666666667,0.0,-0.11410253188685747,3.085396071015092,3.085396071015092
2,2000-01-03,0,0.375,0.009571551589530464,-0.844230864581227,2.448172623243586,2.448172623243586
3,2000-01-04,0,0.7916666666666666,0.02048647791441142,0.7056408100507655,4.425625890867126,4.425625890867126
4,2000-01-05,0,0.875,0.03257025747972148,-0.39878617335193706,3.416616020363067,3.416616020363067
5,2000-01-06,0,0.75,0.04520761534344301,-0.8271965334869942,2.8758430180917314,2.8758430180917314
6,2000-01-07,0,0.16666666666666666,0.05828834001842489,-0.41574470158503485,2.7170422413353394,2.7170422413353394
7,2000-01-08,0,0.9583333333333334,0.0715998271338482,-0.5245121937314283,3.4132529029710357,3.4132529029710357
8,2000-01-09,0,0.25,0.08506797414640749,0.8131012718382519,4.0560011822199415,4.0560011822199415
9,2000-01-10,0,0.5,0.09864901539652898,-0.2292506291606075,3.277230322471204,3.277230322471204
10,2000-01-11,0,0.041666666666666664,0.11229576332732291,2.161717373494259,5.223511739723531,5.223511739723531
11,2000-01-12,0,0.25,0.12597782026930612,-0.9569314292805337,2.3268783272240547,2.3268783272240547
12,2000-01-13,0,0.2916666666666667,0.1396866631788569,0.06731083219488099,3.406496098275687,3.406496098275687
13,2000-01-14,0,0.9583333333333334,0.15339834292613905,0.20649883721106427,4.226062449705819,4.226062449705819
14,2000-01-15,0,0.5833333333333334,0.16711002267342118,-0.45688132622556726,3.20139396601647,3.20139396601647
15,2000-01-16,0,0.7083333333333334,0.1808217024207033,-1.0599757640207523,2.7370112079685667,2.7370112079685667
16,2000-01-17,0,0.20833333333333334,0.19453338216798538,0.6149573156935568,3.925655967430158,3.925655967430158
17,2000-01-18,0,0.5416666666666666,0.20824506191526754,1.4296607664750955,5.0874044312923115,5.0874044312923115
18,2000-01-19,0,0.3333333333333333,0.22195674166254967,-0.21195225635208395,3.2511697548790814,3.2511697548790814
19,2000-01-20,0,0.375,0.23566842140983177,-0.08033725576207178,3.4381631018830427,3.4381631018830427
20,2000-01-21,0,0.8333333333333334,0.2493801011571139,0.4053977840180792,4.395943154743809,4.395943154743809
21,2000-01-22,0,0.7916666666666666,0.26309178090439606,0.11860658523361353,4.081196969039959,4.081196969039959
