,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_1000_H_0_linear_24_exp_1.0_10
0,2000-01-01 00:00:00,0,0.125,0.0,-1.3557137239186656,0.18691184090199783,0.18691184090199783
1,2000-01-01 01:00:00,0,0.2916666666666667,0.0,-0.11410253188685747,0.045711925145684326,0.045711925145684326
2,2000-01-01 02:00:00,0,0.375,0.009571551589530464,-0.844230864581227,0.08645142156170756,0.08645142156170756
3,2000-01-01 03:00:00,0,0.7916666666666666,0.02048647791441142,0.7056408100507655,0.01196671909620521,0.01196671909620521
4,2000-01-01 04:00:00,0,0.875,0.03257025747972148,-0.39878617335193706,0.032823320664430736,0.032823320664430736
5,2000-01-01 05:00:00,0,0.75,0.04520761534344301,-0.8271965334869942,0.0563685997187749,0.0563685997187749
6,2000-01-01 06:00:00,0,0.16666666666666666,0.05828834001842489,-0.41574470158503485,0.06606988448364355,0.06606988448364355
7,2000-01-01 07:00:00,0,0.9583333333333334,0.0715998271338482,-0.5245121937314283,0.03293389517833531,0.03293389517833531
8,2000-01-01 08:00:00,0,0.25,0.08506797414640749,0.8131012718382519,0.017318132894280094,0.017318132894280094
9,2000-01-01 09:00:00,0,0.5,0.09864901539652898,-0.2292506291606075,0.03773261940315652,0.03773261940315652
10,2000-01-01 10:00:00,0,0.041666666666666664,0.11229576332732291,2.161717373494259,0.005388373297399119,0.005388373297399119
11,2000-01-01 11:00:00,0,0.25,0.12597782026930612,-0.9569314292805337,0.09759994713390419,0.09759994713390419
12,2000-01-01 12:00:00,0,0.2916666666666667,0.1396866631788569,0.06731083219488099,0.03315717656077805,0.03315717656077805
13,2000-01-01 13:00:00,0,0.9583333333333334,0.15339834292613905,0.20649883721106427,0.014609804278646294,0.014609804278646294
14,2000-01-01 14:00:00,0,0.5833333333333334,0.16711002267342118,-0.45688132622556726,0.04070542243622856,0.04070542243622856
15,2000-01-01 15:00:00,0,0.7083333333333334,0.1808217024207033,-1.0599757640207523,0.06476362291847593,0.06476362291847593
16,2000-01-01 16:00:00,0,0.20833333333333334,0.19453338216798538,0.6149573156935568,0.019729190919229086,0.019729190919229086
17,2000-01-01 17:00:00,0,0.5416666666666666,0.20824506191526754,1.4296607664750955,0.0061740242120667385,0.0061740242120667385
18,2000-01-01 18:00:00,0,0.3333333333333333,0.22195674166254967,-0.21195225635208395,0.038728878030475256,0.038728878030475256
19,2000-01-01 19:00:00,0,0.375,0.23566842140983177,-0.08033725576207178,0.03212363901734418,0.03212363901734418
20,2000-01-01 20:00:00,0,0.8333333333333334,0.2493801011571139,0.4053977840180792,0.012327248338162556,0.012327248338162556
21,2000-01-01 21:00:00,0,0.7916666666666666,0.26309178090439606,0.11860658523361353,0.016887240046901633,0.016887240046901633
22,2000-01-01 22:00:00,0,0.6666666666666666,0.2768034606516781,1.2544140683375582,0.006061996171577482,0.006061996171577482
23,2000-01-01 23:00:00,0,0.7916666666666666,0.29051514039896015,1.419102040788718,0.004475595855332621,0.004475595855332621
24,2000-01-02 00:00:00,0,0.125,0.3042268201462424,-0.7438560828698322,0.07478015972437863,0.07478015972437863
25,2000-01-02 01:00:00,0,0.2916666666666667,0.3179384998935244,-2.5174371027954736,0.36787944117144233,0.36787944117144233
26,2000-01-02 02:00:00,0,0.375,0.33165017964080656,-1.5070960235350006,0.12155528582351077,0.12155528582351077
27,2000-01-02 03:00:00,0,0.7916666666666666,0.34536185938808883,1.149076125381565,0.005550115238911041,0.005550115238911041
28,2000-01-02 04:00:00,0,0.875,0.35907353913537077,-1.193578251944493,0.052427331851270596,0.052427331851270596
29,2000-01-02 05:00:00,0,0.75,0.372785218882653,1.1410424458433976,0.005675142527447447,0.005675142527447447
30,2000-01-02 06:00:00,0,0.16666666666666666,0.3864968986299351,1.5094450822654228,0.006940089670002146,0.006940089670002146
31,2000-01-02 07:00:00,0,0.9583333333333334,0.40020857837721713,1.0677751294644207,0.00482401371053661,0.00482401371053661
32,2000-01-02 08:00:00,0,0.25,0.41392025812449934,-0.6865894771933623,0.055845701742790355,0.055845701742790355
33,2000-01-02 09:00:00,0,0.5,0.42763193787178144,0.01487331605783535,0.02127256233012584,0.02127256233012584
34,2000-01-02 10:00:00,0,0.041666666666666664,0.44134361761906354,-0.37566589616476365,0.04903718827402734,0.04903718827402734
35,2000-01-02 11:00:00,0,0.25,0.4550552973663456,-0.03822363744467267,0.028024851856513062,0.028024851856513062
36,2000-01-02 12:00:00,0,0.2916666666666667,0.46876697711362786,0.36797447414967926,0.017663762504209465,0.017663762504209465
37,2000-01-02 13:00:00,0,0.9583333333333334,0.48247865686090996,-0.04472370024755386,0.013515471317782853,0.013515471317782853
38,2000-01-02 14:00:00,0,0.5833333333333334,0.49619033660819195,-0.3023751325193162,0.02509766478422825,0.02509766478422825
39,2000-01-02 15:00:00,0,0.7083333333333334,0.5099020163554742,-2.2244036022124187,0.14931999122358028,0.14931999122358028
40,2000-01-02 16:00:00,0,0.20833333333333334,0.5236136961027562,0.7240063590423036,0.01273010873629453,0.01273010873629453
41,2000-01-02 17:00:00,0,0.5416666666666666,0.5373253758500383,0.35900276446988677,0.012960788573066357,0.012960788573066357
42,2000-01-02 18:00:00,0,0.3333333333333333,0.5510370555973204,1.076121037518773,0.007686241529848523,0.007686241529848523
43,2000-01-02 19:00:00,0,0.375,0.5647487353446027,0.1921408343855315,0.017602373889198792,0.017602373889198792
