,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_500_H_0_PolyTrend_24__1.0_10
0,2000-01-01 00:00:00,0.20552675214328775,0.125,0.0,-1.3557137239186656,1.337416708266214
1,2000-01-01 01:00:00,0.20638790011680885,0.2916666666666667,0.0,-0.11410253188685747,2.74655571493821
2,2000-01-01 02:00:00,0.20724982910639278,0.375,0.019143103179060927,-0.844230864581227,2.1197657477458187
3,2000-01-01 03:00:00,0.20811253911203956,0.7916666666666666,0.04097295582882284,0.7056408100507655,4.108996651699886
4,2000-01-01 04:00:00,0.20897603013374916,0.875,0.06514051495944297,-0.39878617335193706,3.112934051782847
5,2000-01-01 05:00:00,0.2098403021715216,0.75,0.09041523068688602,-0.8271965334869942,2.585662679413005
6,2000-01-01 06:00:00,0.21070535522535688,0.16666666666666666,0.11657668003684978,-0.41574470158503485,2.44080768038543
7,2000-01-01 07:00:00,0.211571189295255,0.9583333333333334,0.1431996542676964,-0.5245121937314283,3.1511956632064484
8,2000-01-01 08:00:00,0.21243780438121596,0.25,0.17013594829281498,0.8131012718382519,3.808278704553875
9,2000-01-01 09:00:00,0.21330520048323975,0.5,0.19729803079305797,-0.2292506291606075,3.043956282157282
10,2000-01-01 10:00:00,0.21417337760132638,0.041666666666666664,0.22459152665464582,2.161717373494259,5.00475262445849
11,2000-01-01 11:00:00,0.21504233573547585,0.25,0.25195564053861225,-0.9569314292805337,2.1226702270351465
12,2000-01-01 12:00:00,0.21591207488568817,0.2916666666666667,0.2793733263577138,0.06731083219488099,3.2168665801465415
13,2000-01-01 13:00:00,0.21678259505196332,0.9583333333333334,0.3067966858522781,0.20649883721106427,4.051015131490232
14,2000-01-01 14:00:00,0.2176538962343013,0.5833333333333334,0.33422004534684235,-0.45688132622556726,3.0409296287305017
15,2000-01-01 15:00:00,0.2185259784327021,0.7083333333333334,0.3616434048414066,-1.0599757640207523,2.591130632628282
16,2000-01-01 16:00:00,0.21939884164716575,0.20833333333333334,0.38906676433597076,0.6149573156935568,3.7943599350516184
17,2000-01-01 17:00:00,0.22027248587769224,0.5416666666666666,0.4164901238305351,1.4296607664750955,4.970693722891582
18,2000-01-01 18:00:00,0.2211469111242816,0.3333333333333333,0.44391348332509933,-0.21195225635208395,3.1490451514722224
19,2000-01-01 19:00:00,0.22202211738693375,0.375,0.47133684281966354,-0.08033725576207178,3.3506253844861176
20,2000-01-01 20:00:00,0.22289810466564874,0.8333333333333334,0.4987602023142278,0.4053977840180792,4.32299310437288
21,2000-01-01 21:00:00,0.22377487296042659,0.7916666666666666,0.5261835618087921,0.11860658523361353,4.0228353667110905
22,2000-01-01 22:00:00,0.22465242227126728,0.6666666666666666,0.5536069213033562,1.2544140683375582,5.0619437586204405
23,2000-01-01 23:00:00,0.2255307525981708,0.7916666666666666,0.5810302807979203,1.419102040788718,5.379933420893067
24,2000-01-02 00:00:00,0.22640986394113713,0.125,0.6084536402924848,-0.7438560828698322,2.578611101405382
25,2000-01-02 01:00:00,0.22728975630016632,0.2916666666666667,0.6358769997870488,-2.5174371027954736,1.0
26,2000-01-02 02:00:00,0.22817042967525836,0.375,0.6633003592816131,-1.5070960235350006,2.121978445463463
27,2000-01-02 03:00:00,0.22905188406641322,0.7916666666666666,0.6907237187761777,1.149076125381565,5.223122074932414
28,2000-01-02 04:00:00,0.2299341194736309,0.875,0.7181470782707415,-1.193578251944493,2.9921066258414712
29,2000-01-02 05:00:00,0.23081713589691144,0.75,0.745570437765306,1.1410424458433976,5.2300336995472065
30,2000-01-02 06:00:00,0.23170093333625483,0.16666666666666666,0.7729937972598702,1.5094450822654228,5.043410159569806
31,2000-01-02 07:00:00,0.23258551179166104,0.9583333333333334,0.8004171567544343,1.0677751294644207,5.421714811385441
32,2000-01-02 08:00:00,0.2334708712631301,0.25,0.8278405162489987,-0.6865894771933623,2.987325590360358
33,2000-01-02 09:00:00,0.23435701175066198,0.5,0.8552638757435629,0.01487331605783535,3.9670978835936523
34,2000-01-02 10:00:00,0.2352439332542567,0.041666666666666664,0.8826872352381271,-0.37566589616476365,3.1465356190358786
35,2000-01-02 11:00:00,0.23613163577391427,0.25,0.9101105947326912,-0.03822363744467267,3.7206222731035243
36,2000-01-02 12:00:00,0.23702011930963465,0.2916666666666667,0.9375339542272557,0.36797447414967926,4.196798894394828
37,2000-01-02 13:00:00,0.23790938386141788,0.9583333333333334,0.9649573137218199,-0.04472370024755386,4.479080010710609
38,2000-01-02 14:00:00,0.23879942942926397,0.5833333333333334,0.9923806732163839,-0.3023751325193162,3.8747419835012566
39,2000-01-02 15:00:00,0.23969025601317287,0.7083333333333334,1.0198040327109483,-2.2244036022124187,2.106027699886628
40,2000-01-02 16:00:00,0.24058186361314463,0.20833333333333334,1.0472273922055124,0.7240063590423036,4.582752628235886
41,2000-01-02 17:00:00,0.2414742522291792,0.5416666666666666,1.0746507517000765,0.35900276446988677,4.579398115107401
42,2000-01-02 18:00:00,0.24236742186127663,0.3333333333333333,1.1020741111946408,1.076121037518773,5.116499583949616
43,2000-01-02 19:00:00,0.24326137250943689,0.375,1.1294974706892054,0.1921408343855315,4.302503357625765
44,2000-01-02 20:00:00,0.24415610417366,0.8333333333333334,1.1569208301837695,0.8529259575013671,5.449939905233721
45,2000-01-02 21:00:00,0.2450516168539459,0.7916666666666666,1.1843441896783338,0.018357182609979702,4.602023335850518
46,2000-01-02 22:00:00,0.2459479105502947,0.6666666666666666,1.211767549172898,0.42830356650802287,4.915289372939474
47,2000-01-02 23:00:00,0.2468449852627063,0.7916666666666666,1.239190908667462,0.9962778345476014,5.636584075186028
48,2000-01-03 00:00:00,0.24774284099118074,0.125,1.266614268162026,-0.49114965590076143,3.5108111332940375
49,2000-01-03 01:00:00,0.24864147773571801,0.2916666666666667,1.2940376276565908,0.7126781657427828,4.90962761784335
50,2000-01-03 02:00:00,0.24954089549631814,0.375,1.3214609871511547,1.1133403496205336,5.4219459123095985
51,2000-01-03 03:00:00,0.2504410942729811,0.7916666666666666,1.3488843466457192,-2.1536745863577726,2.5999212012691864
52,2000-01-03 04:00:00,0.25134207406570686,0.875,1.376307706140283,-0.41611148243284046,4.449141977814741
53,2000-01-03 05:00:00,0.25224383487449553,0.75,1.4037310656348472,-1.070896991488979,3.697681589061956
54,2000-01-03 06:00:00,0.253146376699347,0.16666666666666666,1.431154425129412,0.22113880512865922,4.434709953665677
55,2000-01-03 07:00:00,0.2540496995402613,0.9583333333333334,1.458577784623976,-1.1230571153785116,3.9105073821606515
56,2000-01-03 08:00:00,0.25495380339723844,0.25,1.4860011441185406,-1.0507579569860566,3.3028006705713144
57,2000-01-03 09:00:00,0.2558586882702784,0.5,1.5134245036131044,1.012079053328375,5.643965925253349
58,2000-01-03 10:00:00,0.25676435415938126,0.041666666666666664,1.5408478631076687,1.5437164304718984,5.745598994447207
59,2000-01-03 11:00:00,0.2576708010645469,0.25,1.568271222602233,-0.4021148892000868,4.036430814508285
60,2000-01-03 12:00:00,0.25857802898577537,0.2916666666666667,1.5956945820967974,0.8647491011362722,5.373292058927103
61,2000-01-03 13:00:00,0.2594860379230667,0.9583333333333334,1.6231179415913615,-0.22686922724655495,4.976671765642799
62,2000-01-03 14:00:00,0.2603948278764209,0.5833333333333334,1.6505413010859253,0.8111602704819924,5.668033412819264
63,2000-01-03 15:00:00,0.2613043988458379,0.7083333333333334,1.6779646605804899,0.2877946131063574,5.298000685907611
64,2000-01-03 16:00:00,0.26221475083131773,0.20833333333333334,1.705388020075054,-0.5384681601851071,4.00007162409619
65,2000-01-03 17:00:00,0.2631258838328604,0.5416666666666666,1.7328113795696183,1.9084621003056945,6.8086697104164315
66,2000-01-03 18:00:00,0.2640377978504659,0.3333333333333333,1.7602347390641828,-0.47577600081625504,4.244433549473319
67,2000-01-03 19:00:00,0.26495049288413425,0.375,1.787658098558747,1.4407311183181257,6.230943389802599
68,2000-01-03 20:00:00,0.26586396893386544,0.8333333333333334,1.8150814580533112,-1.1490756810169487,4.1278067593451535
69,2000-01-03 21:00:00,0.2667782259996595,0.7916666666666666,1.8425048175478755,0.8057145521509493,6.069267942406743
70,2000-01-03 22:00:00,0.26769326408151634,0.6666666666666666,1.8699281770424394,1.7561070301576873,6.922998817989901
71,2000-01-03 23:00:00,0.26860908317943605,0.7916666666666666,1.8973515365370037,0.972979913805314,6.293210880230012
72,2000-01-04 00:00:00,0.2695256832934186,0.125,1.9247748960315683,-1.5511191116398637,3.130785147726715
73,2000-01-04 01:00:00,0.27044306442346394,0.2916666666666667,1.9521982555261326,0.19114347793667044,5.068055144594526
74,2000-01-04 02:00:00,0.2713612265695722,0.375,1.9796216150206967,1.604776070725722,6.593362592357583
75,2000-01-04 03:00:00,0.2722801697317432,0.7916666666666666,2.0070449745152605,-1.4200259278431961,4.013569563112066
76,2000-01-04 04:00:00,0.2731998939099771,0.875,2.034468334009825,-2.4437826838452152,3.101489224116179
77,2000-01-04 05:00:00,0.2741203991042738,0.75,2.061891693504389,-2.0563385502732014,3.3922772223770536
78,2000-01-04 06:00:00,0.27504168531463336,0.16666666666666666,2.0893150529989533,-0.9922575499342428,3.9013695350876025
79,2000-01-04 07:00:00,0.27596375254105576,0.9583333333333334,2.116738412493518,1.0112853198338043,6.724924498243303
80,2000-01-04 08:00:00,0.276886600783541,0.25,2.144161771988082,1.4004400837388948,6.43409213655211
81,2000-01-04 09:00:00,0.2778102300420891,0.5,2.171585131482647,-0.6549916843697606,4.6570073571965676
82,2000-01-04 10:00:00,0.2787346403167,0.041666666666666664,2.19900849097721,-0.255790690582699,4.6262227874194695
83,2000-01-04 11:00:00,0.27965983160737373,0.25,2.2264318504717755,-0.7143856098324332,4.404309752288308
84,2000-01-04 12:00:00,0.2805858039141103,0.2916666666666667,2.2538552099663387,-0.5008387652689229,4.687872595319785
