,exog_1,exog_2,exog_3,exog_4,exog_5,exog_6,exog_7,exog_8,exog_9,exog_10,Date
0,AC,0,0,0,0,0,0,0,0,0,2000-01-01 00:00:00
1,AD,0,0,0,0,0,0,0,0,0,2000-01-01 01:00:00
2,0,0,0,0,0,0,0,0,0,0,2000-01-01 02:00:00
3,AE,0,0,0,0,0,0,0,0,0,2000-01-01 03:00:00
4,AD,AD,0,0,0,0,0,0,0,0,2000-01-01 04:00:00
5,AD,0,0,0,0,0,0,0,0,0,2000-01-01 05:00:00
6,AC,0,0,0,0,0,0,0,0,0,2000-01-01 06:00:00
7,0,AD,0,0,0,0,0,0,0,0,2000-01-01 07:00:00
8,0,0,0,0,0,0,0,0,0,0,2000-01-01 08:00:00
9,0,0,0,0,0,0,0,0,0,0,2000-01-01 09:00:00
10,0,AE,0,0,0,0,0,0,0,0,2000-01-01 10:00:00
11,AC,0,0,0,0,0,0,0,0,0,2000-01-01 11:00:00
12,AD,AD,0,0,0,0,0,0,0,0,2000-01-01 12:00:00
13,0,AE,0,0,0,0,0,0,0,0,2000-01-01 13:00:00
14,0,0,0,0,0,0,0,0,0,0,2000-01-01 14:00:00
15,AD,0,0,0,0,0,0,0,0,0,2000-01-01 15:00:00
16,0,0,0,0,0,0,0,0,0,0,2000-01-01 16:00:00
17,0,0,0,0,0,0,0,0,0,0,2000-01-01 17:00:00
18,AD,AD,0,0,0,0,0,0,0,0,2000-01-01 18:00:00
19,0,0,0,0,0,0,0,0,0,0,2000-01-01 19:00:00
20,AE,0,0,0,0,0,0,0,0,0,2000-01-01 20:00:00
21,0,0,0,0,0,0,0,0,0,0,2000-01-01 21:00:00
22,AE,0,AE,0,0,0,0,0,0,0,2000-01-01 22:00:00
23,0,AE,AE,0,0,0,0,0,0,0,2000-01-01 23:00:00
24,0,0,0,0,0,0,0,0,0,0,2000-01-02 00:00:00
25,0,0,0,0,0,0,0,0,0,0,2000-01-02 01:00:00
26,AC,0,0,0,0,0,0,0,0,0,2000-01-02 02:00:00
27,0,0,AE,0,0,0,0,0,0,0,2000-01-02 03:00:00
28,0,AD,0,0,0,0,0,0,0,0,2000-01-02 04:00:00
29,0,0,AE,0,0,0,0,0,0,0,2000-01-02 05:00:00
30,0,AE,AE,0,0,0,0,0,0,0,2000-01-02 06:00:00
31,0,0,AF,0,0,0,0,0,0,0,2000-01-02 07:00:00
32,AD,0,0,0,0,0,0,0,0,0,2000-01-02 08:00:00
33,0,0,0,0,0,0,0,0,0,0,2000-01-02 09:00:00
34,0,0,0,0,0,0,0,0,0,0,2000-01-02 10:00:00
35,0,AD,0,0,0,0,0,0,0,0,2000-01-02 11:00:00
36,0,AE,0,0,0,0,0,0,0,0,2000-01-02 12:00:00
37,AE,AE,0,0,0,0,0,0,0,0,2000-01-02 13:00:00
38,0,0,0,0,0,0,0,0,0,0,2000-01-02 14:00:00
39,AC,0,0,0,0,0,0,0,0,0,2000-01-02 15:00:00
40,AE,AE,AE,0,0,0,0,0,0,0,2000-01-02 16:00:00
41,AE,0,0,0,0,0,0,0,0,0,2000-01-02 17:00:00
42,AE,AE,0,0,0,0,0,0,0,0,2000-01-02 18:00:00
43,0,AE,0,0,0,0,0,0,0,0,2000-01-02 19:00:00
44,0,0,AF,0,0,0,0,0,0,0,2000-01-02 20:00:00
45,AE,0,0,0,0,0,0,0,0,0,2000-01-02 21:00:00
46,AE,0,0,0,0,0,0,0,0,0,2000-01-02 22:00:00
47,0,AF,AF,0,0,0,0,0,0,0,2000-01-02 23:00:00
48,AD,AD,0,0,0,0,0,0,0,0,2000-01-03 00:00:00
49,0,AE,AE,0,0,0,0,0,0,0,2000-01-03 01:00:00
50,0,0,0,0,0,0,0,0,0,0,2000-01-03 02:00:00
51,0,0,0,0,0,0,0,0,0,0,2000-01-03 03:00:00
52,0,AE,0,0,0,0,0,0,0,0,2000-01-03 04:00:00
53,AD,AD,0,0,0,0,0,0,0,0,2000-01-03 05:00:00
54,0,0,0,0,0,0,0,0,0,0,2000-01-03 06:00:00
55,AD,0,0,0,0,0,0,0,0,0,2000-01-03 07:00:00
56,AD,0,0,0,0,0,0,0,0,0,2000-01-03 08:00:00
57,0,AF,AF,0,0,0,0,0,0,0,2000-01-03 09:00:00
58,0,0,0,0,0,0,0,0,0,0,2000-01-03 10:00:00
59,AE,0,0,0,0,0,0,0,0,0,2000-01-03 11:00:00
60,AE,AE,0,0,0,0,0,0,0,0,2000-01-03 12:00:00
61,AE,AE,0,0,0,0,0,0,0,0,2000-01-03 13:00:00
62,0,AF,0,0,0,0,0,0,0,0,2000-01-03 14:00:00
63,AE,0,AE,0,0,0,0,0,0,0,2000-01-03 15:00:00
64,AE,0,0,0,0,0,0,0,0,0,2000-01-03 16:00:00
65,0,0,0,AF,0,0,0,0,0,0,2000-01-03 17:00:00
66,AE,0,0,0,0,0,0,0,0,0,2000-01-03 18:00:00
67,0,0,AF,0,0,0,0,0,0,0,2000-01-03 19:00:00
68,0,AE,0,0,0,0,0,0,0,0,2000-01-03 20:00:00
69,0,0,AF,0,0,0,0,0,0,0,2000-01-03 21:00:00
70,0,0,AG,AG,0,0,0,0,0,0,2000-01-03 22:00:00
71,0,AF,0,AF,0,0,0,0,0,0,2000-01-03 23:00:00
72,0,0,0,0,0,0,0,0,0,0,2000-01-04 00:00:00
73,AE,AE,0,0,0,0,0,0,0,0,2000-01-04 01:00:00
74,0,AF,AF,AF,0,0,0,0,0,0,2000-01-04 02:00:00
75,0,AE,0,0,0,0,0,0,0,0,2000-01-04 03:00:00
76,0,AD,0,0,0,0,0,0,0,0,2000-01-04 04:00:00
77,AD,AD,0,0,0,0,0,0,0,0,2000-01-04 05:00:00
78,0,0,0,0,0,0,0,0,0,0,2000-01-04 06:00:00
79,0,AF,0,AF,0,0,0,0,0,0,2000-01-04 07:00:00
80,0,0,0,AF,0,0,0,0,0,0,2000-01-04 08:00:00
81,AE,0,0,0,0,0,0,0,0,0,2000-01-04 09:00:00
82,0,AE,0,0,0,0,0,0,0,0,2000-01-04 10:00:00
83,AE,AE,0,0,0,0,0,0,0,0,2000-01-04 11:00:00
84,AE,AE,0,0,0,0,0,0,0,0,2000-01-04 12:00:00
85,0,AF,AF,0,0,0,0,0,0,0,2000-01-04 13:00:00
86,0,AE,AE,0,0,0,0,0,0,0,2000-01-04 14:00:00
87,AE,AE,0,0,0,0,0,0,0,0,2000-01-04 15:00:00
88,0,0,0,0,0,0,0,0,0,0,2000-01-04 16:00:00
89,0,0,0,0,0,0,0,0,0,0,2000-01-04 17:00:00
90,AE,AE,0,0,0,0,0,0,0,0,2000-01-04 18:00:00
91,AE,AE,AE,0,0,0,0,0,0,0,2000-01-04 19:00:00
92,0,0,0,0,0,0,0,0,0,0,2000-01-04 20:00:00
93,0,0,0,0,0,0,0,0,0,0,2000-01-04 21:00:00
94,0,0,0,0,0,0,0,0,0,0,2000-01-04 22:00:00
95,0,0,AF,0,0,0,0,0,0,0,2000-01-04 23:00:00
96,0,AF,0,0,0,0,0,0,0,0,2000-01-05 00:00:00
97,0,AE,AE,0,0,0,0,0,0,0,2000-01-05 01:00:00
98,0,AF,0,0,0,0,0,0,0,0,2000-01-05 02:00:00
99,0,0,0,AG,0,0,0,0,0,0,2000-01-05 03:00:00
100,0,0,0,0,0,0,0,0,0,0,2000-01-05 04:00:00
101,0,0,AF,0,0,0,0,0,0,0,2000-01-05 05:00:00
102,0,AE,0,0,0,0,0,0,0,0,2000-01-05 06:00:00
103,0,AF,0,AF,0,0,0,0,0,0,2000-01-05 07:00:00
104,0,0,AF,0,0,0,0,0,0,0,2000-01-05 08:00:00
105,0,0,0,0,0,0,0,0,0,0,2000-01-05 09:00:00
106,0,0,0,0,0,0,0,0,0,0,2000-01-05 10:00:00
107,AD,0,0,0,0,0,0,0,0,0,2000-01-05 11:00:00
108,0,0,AE,0,0,0,0,0,0,0,2000-01-05 12:00:00
109,0,0,AF,0,0,0,0,0,0,0,2000-01-05 13:00:00
110,0,AF,0,0,0,0,0,0,0,0,2000-01-05 14:00:00
111,0,0,0,0,0,0,0,0,0,0,2000-01-05 15:00:00
112,0,0,0,AG,0,0,0,0,0,0,2000-01-05 16:00:00
113,0,0,AG,0,0,0,0,0,0,0,2000-01-05 17:00:00
114,0,AF,AF,0,0,0,0,0,0,0,2000-01-05 18:00:00
115,0,0,0,AG,0,0,0,0,0,0,2000-01-05 19:00:00
116,0,0,0,AF,0,0,0,0,0,0,2000-01-05 20:00:00
117,0,0,AF,0,0,0,0,0,0,0,2000-01-05 21:00:00
118,0,0,0,AG,0,0,0,0,0,0,2000-01-05 22:00:00
119,0,AG,0,AG,0,0,0,0,0,0,2000-01-05 23:00:00
120,0,0,0,0,0,0,0,0,0,0,2000-01-06 00:00:00
121,0,AF,AF,AF,0,0,0,0,0,0,2000-01-06 01:00:00
122,0,0,AF,0,0,0,0,0,0,0,2000-01-06 02:00:00
123,0,0,0,0,0,0,0,0,0,0,2000-01-06 03:00:00
124,0,0,0,0,0,0,0,0,0,0,2000-01-06 04:00:00
125,0,0,0,AH,AH,0,0,0,0,0,2000-01-06 05:00:00
126,0,0,0,0,0,0,0,0,0,0,2000-01-06 06:00:00
127,0,AG,AG,0,0,0,0,0,0,0,2000-01-06 07:00:00
128,0,0,AF,0,0,0,0,0,0,0,2000-01-06 08:00:00
129,0,AG,0,0,0,0,0,0,0,0,2000-01-06 09:00:00
130,0,0,AG,AG,0,0,0,0,0,0,2000-01-06 10:00:00
131,0,0,0,0,0,0,0,0,0,0,2000-01-06 11:00:00
132,0,0,AF,0,0,0,0,0,0,0,2000-01-06 12:00:00
133,0,0,0,0,AH,0,0,0,0,0,2000-01-06 13:00:00
134,0,0,0,AG,0,0,0,0,0,0,2000-01-06 14:00:00
135,0,0,AH,0,0,0,0,0,0,0,2000-01-06 15:00:00
136,0,AF,AF,AF,0,0,0,0,0,0,2000-01-06 16:00:00
137,0,0,AH,AH,AH,0,0,0,0,0,2000-01-06 17:00:00
138,0,0,0,0,0,0,0,0,0,0,2000-01-06 18:00:00
139,0,AF,AF,AF,0,0,0,0,0,0,2000-01-06 19:00:00
140,0,0,0,AG,0,0,0,0,0,0,2000-01-06 20:00:00
141,0,AF,AF,0,0,0,0,0,0,0,2000-01-06 21:00:00
142,0,AF,AF,0,0,0,0,0,0,0,2000-01-06 22:00:00
143,0,0,0,0,0,0,0,0,0,0,2000-01-06 23:00:00
144,0,0,AF,0,0,0,0,0,0,0,2000-01-07 00:00:00
145,AE,0,AE,0,0,0,0,0,0,0,2000-01-07 01:00:00
146,0,0,0,0,0,0,0,0,0,0,2000-01-07 02:00:00
147,0,0,0,AG,0,0,0,0,0,0,2000-01-07 03:00:00
148,0,AF,0,AF,0,0,0,0,0,0,2000-01-07 04:00:00
149,0,0,AE,0,0,0,0,0,0,0,2000-01-07 05:00:00
150,0,0,AF,AF,0,0,0,0,0,0,2000-01-07 06:00:00
151,0,0,0,AH,AH,0,0,0,0,0,2000-01-07 07:00:00
152,0,0,0,0,0,0,0,0,0,0,2000-01-07 08:00:00
153,0,0,0,0,AG,0,0,0,0,0,2000-01-07 09:00:00
154,0,AG,AG,0,0,0,0,0,0,0,2000-01-07 10:00:00
155,0,0,0,AG,0,0,0,0,0,0,2000-01-07 11:00:00
156,0,0,AF,0,0,0,0,0,0,0,2000-01-07 12:00:00
157,0,0,AH,AH,0,0,0,0,0,0,2000-01-07 13:00:00
158,0,0,AH,AH,0,0,0,0,0,0,2000-01-07 14:00:00
159,0,0,0,0,0,0,0,0,0,0,2000-01-07 15:00:00
160,0,AF,AF,0,0,0,0,0,0,0,2000-01-07 16:00:00
161,0,AG,AG,AG,0,0,0,0,0,0,2000-01-07 17:00:00
162,0,0,0,AG,AG,0,0,0,0,0,2000-01-07 18:00:00
163,0,0,0,AG,AG,0,0,0,0,0,2000-01-07 19:00:00
164,0,0,AF,0,0,0,0,0,0,0,2000-01-07 20:00:00
165,0,0,0,0,0,0,0,0,0,0,2000-01-07 21:00:00
166,0,0,AH,0,AH,0,0,0,0,0,2000-01-07 22:00:00
167,0,0,AG,AG,0,0,0,0,0,0,2000-01-07 23:00:00
168,0,0,AH,AH,AH,0,0,0,0,0,2000-01-08 00:00:00
169,0,0,0,AG,0,0,0,0,0,0,2000-01-08 01:00:00
170,0,0,0,0,0,0,0,0,0,0,2000-01-08 02:00:00
171,0,0,0,AG,0,0,0,0,0,0,2000-01-08 03:00:00
172,0,0,AH,0,0,0,0,0,0,0,2000-01-08 04:00:00
173,0,0,0,0,0,0,0,0,0,0,2000-01-08 05:00:00
174,0,0,0,0,0,0,0,0,0,0,2000-01-08 06:00:00
175,0,0,0,0,AG,0,0,0,0,0,2000-01-08 07:00:00
176,0,0,AH,0,0,0,0,0,0,0,2000-01-08 08:00:00
177,0,0,0,AH,0,0,0,0,0,0,2000-01-08 09:00:00
178,0,0,AH,AH,AH,0,0,0,0,0,2000-01-08 10:00:00
179,0,AF,AF,0,0,0,0,0,0,0,2000-01-08 11:00:00
180,0,0,AG,AG,0,0,0,0,0,0,2000-01-08 12:00:00
181,0,0,AG,AG,0,0,0,0,0,0,2000-01-08 13:00:00
182,0,0,0,0,0,0,0,0,0,0,2000-01-08 14:00:00
183,0,AG,0,0,0,0,0,0,0,0,2000-01-08 15:00:00
184,0,0,0,AH,0,0,0,0,0,0,2000-01-08 16:00:00
185,0,0,0,0,AH,0,0,0,0,0,2000-01-08 17:00:00
186,0,0,AF,AF,0,0,0,0,0,0,2000-01-08 18:00:00
187,0,0,0,AH,0,0,0,0,0,0,2000-01-08 19:00:00
188,0,0,0,AH,AH,0,0,0,0,0,2000-01-08 20:00:00
189,0,0,AH,0,0,0,0,0,0,0,2000-01-08 21:00:00
190,0,0,0,0,AI,0,0,0,0,0,2000-01-08 22:00:00
191,0,0,0,AH,AH,0,0,0,0,0,2000-01-08 23:00:00
192,0,0,0,AI,AI,AI,0,0,0,0,2000-01-09 00:00:00
193,0,0,0,AG,0,0,0,0,0,0,2000-01-09 01:00:00
194,0,0,0,AH,AH,0,0,0,0,0,2000-01-09 02:00:00
195,0,0,AH,0,0,0,0,0,0,0,2000-01-09 03:00:00
196,0,0,0,AH,AH,0,0,0,0,0,2000-01-09 04:00:00
197,0,0,AG,AG,AG,0,0,0,0,0,2000-01-09 05:00:00
198,0,0,0,0,0,0,0,0,0,0,2000-01-09 06:00:00
199,0,0,0,0,0,0,0,0,0,0,2000-01-09 07:00:00
200,0,AF,AF,AF,0,0,0,0,0,0,2000-01-09 08:00:00
201,0,0,AG,AG,0,0,0,0,0,0,2000-01-09 09:00:00
202,0,0,0,0,0,0,0,0,0,0,2000-01-09 10:00:00
203,0,0,0,0,0,0,0,0,0,0,2000-01-09 11:00:00
204,0,0,0,AH,AH,0,0,0,0,0,2000-01-09 12:00:00
205,0,0,0,AH,AH,0,0,0,0,0,2000-01-09 13:00:00
206,0,AG,AG,AG,0,0,0,0,0,0,2000-01-09 14:00:00
207,0,0,0,AI,0,0,0,0,0,0,2000-01-09 15:00:00
208,0,0,AG,AG,AG,0,0,0,0,0,2000-01-09 16:00:00
209,0,0,0,0,0,AI,0,0,0,0,2000-01-09 17:00:00
210,0,0,AG,0,0,0,0,0,0,0,2000-01-09 18:00:00
211,0,0,AG,AG,0,0,0,0,0,0,2000-01-09 19:00:00
212,0,0,0,AI,AI,AI,0,0,0,0,2000-01-09 20:00:00
213,0,0,AH,AH,0,0,0,0,0,0,2000-01-09 21:00:00
214,0,0,0,AH,0,0,0,0,0,0,2000-01-09 22:00:00
215,0,0,0,AI,AI,0,0,0,0,0,2000-01-09 23:00:00
216,0,0,0,AG,0,0,0,0,0,0,2000-01-10 00:00:00
217,0,0,0,0,AH,0,0,0,0,0,2000-01-10 01:00:00
218,0,0,AH,0,AH,0,0,0,0,0,2000-01-10 02:00:00
219,0,0,0,AI,0,AI,0,0,0,0,2000-01-10 03:00:00
220,0,0,0,0,AI,0,0,0,0,0,2000-01-10 04:00:00
221,0,0,0,AI,AI,0,0,0,0,0,2000-01-10 05:00:00
222,0,0,0,0,AI,0,0,0,0,0,2000-01-10 06:00:00
223,0,0,0,AH,0,0,0,0,0,0,2000-01-10 07:00:00
224,0,0,AH,0,AH,0,0,0,0,0,2000-01-10 08:00:00
225,0,0,0,0,0,0,0,0,0,0,2000-01-10 09:00:00
226,0,0,AH,0,0,0,0,0,0,0,2000-01-10 10:00:00
227,0,0,0,0,AH,0,0,0,0,0,2000-01-10 11:00:00
228,0,0,AH,AH,0,0,0,0,0,0,2000-01-10 12:00:00
229,0,0,0,0,0,0,AJ,0,0,0,2000-01-10 13:00:00
230,0,0,0,AF,0,0,0,0,0,0,2000-01-10 14:00:00
231,0,0,0,0,0,0,0,0,0,0,2000-01-10 15:00:00
232,0,0,AF,AF,0,0,0,0,0,0,2000-01-10 16:00:00
233,0,0,0,0,0,0,0,0,0,0,2000-01-10 17:00:00
234,0,0,0,0,AH,0,0,0,0,0,2000-01-10 18:00:00
235,0,0,0,0,AI,0,0,0,0,0,2000-01-10 19:00:00
236,0,0,0,AI,AI,0,0,0,0,0,2000-01-10 20:00:00
237,0,0,0,0,0,0,0,0,0,0,2000-01-10 21:00:00
238,0,0,0,AI,0,0,0,0,0,0,2000-01-10 22:00:00
239,0,0,0,AH,0,0,0,0,0,0,2000-01-10 23:00:00
240,0,0,0,0,0,AI,0,0,0,0,2000-01-11 00:00:00
241,0,0,0,0,0,0,0,0,0,0,2000-01-11 01:00:00
242,0,0,0,AH,0,0,0,0,0,0,2000-01-11 02:00:00
243,0,0,0,0,AI,0,0,0,0,0,2000-01-11 03:00:00
244,0,0,0,AI,AI,0,0,0,0,0,2000-01-11 04:00:00
245,0,0,0,0,0,0,0,0,0,0,2000-01-11 05:00:00
246,0,0,0,0,0,0,0,0,0,0,2000-01-11 06:00:00
247,0,0,0,AI,0,AI,0,0,0,0,2000-01-11 07:00:00
248,0,0,AG,AG,0,0,0,0,0,0,2000-01-11 08:00:00
249,0,0,0,0,AH,0,0,0,0,0,2000-01-11 09:00:00
250,0,0,0,0,AH,0,0,0,0,0,2000-01-11 10:00:00
251,0,0,AH,0,AH,0,0,0,0,0,2000-01-11 11:00:00
252,0,0,0,0,0,AI,0,0,0,0,2000-01-11 12:00:00
253,0,0,0,0,AJ,0,0,0,0,0,2000-01-11 13:00:00
254,0,0,0,0,AI,AI,0,0,0,0,2000-01-11 14:00:00
255,0,0,0,0,0,AI,0,0,0,0,2000-01-11 15:00:00
256,0,0,0,0,AI,AI,0,0,0,0,2000-01-11 16:00:00
257,0,0,0,0,0,AJ,0,0,0,0,2000-01-11 17:00:00
258,0,0,0,0,AH,0,0,0,0,0,2000-01-11 18:00:00
259,0,0,0,AI,AI,0,0,0,0,0,2000-01-11 19:00:00
260,0,0,0,0,0,AI,0,0,0,0,2000-01-11 20:00:00
261,0,0,0,0,0,0,0,0,0,0,2000-01-11 21:00:00
262,0,0,0,0,AI,0,0,0,0,0,2000-01-11 22:00:00
263,0,0,0,0,AI,0,0,0,0,0,2000-01-11 23:00:00
264,0,0,0,0,0,0,0,0,0,0,2000-01-12 00:00:00
265,0,0,0,0,AH,0,0,0,0,0,2000-01-12 01:00:00
266,0,0,0,0,0,0,0,0,0,0,2000-01-12 02:00:00
267,0,0,0,0,AI,AI,0,0,0,0,2000-01-12 03:00:00
268,0,0,0,0,AJ,0,AJ,0,0,0,2000-01-12 04:00:00
269,0,0,0,0,AJ,AJ,AJ,0,0,0,2000-01-12 05:00:00
270,0,0,0,0,AI,0,0,0,0,0,2000-01-12 06:00:00
271,0,0,0,AH,AH,0,0,0,0,0,2000-01-12 07:00:00
272,0,0,0,0,0,0,0,0,0,0,2000-01-12 08:00:00
273,0,0,0,0,0,0,0,0,0,0,2000-01-12 09:00:00
274,0,0,0,0,AI,AI,0,0,0,0,2000-01-12 10:00:00
275,0,0,0,AI,0,AI,0,0,0,0,2000-01-12 11:00:00
276,0,0,0,0,0,0,0,0,0,0,2000-01-12 12:00:00
277,0,0,0,0,0,AJ,0,0,0,0,2000-01-12 13:00:00
278,0,0,0,0,AJ,AJ,0,0,0,0,2000-01-12 14:00:00
279,0,0,0,0,0,0,0,0,0,0,2000-01-12 15:00:00
280,0,0,0,0,0,AJ,AJ,0,0,0,2000-01-12 16:00:00
281,0,0,0,0,AI,0,0,0,0,0,2000-01-12 17:00:00
282,0,0,0,0,0,0,0,0,0,0,2000-01-12 18:00:00
283,0,0,0,0,AJ,0,AJ,0,0,0,2000-01-12 19:00:00
284,0,0,0,0,0,AJ,0,0,0,0,2000-01-12 20:00:00
285,0,0,0,AI,AI,AI,0,0,0,0,2000-01-12 21:00:00
286,0,0,0,0,0,AJ,AJ,0,0,0,2000-01-12 22:00:00
287,0,0,0,0,0,0,0,0,0,0,2000-01-12 23:00:00
288,0,0,0,0,AI,AI,0,0,0,0,2000-01-13 00:00:00
289,0,0,0,0,0,0,0,0,0,0,2000-01-13 01:00:00
290,0,0,0,0,0,AJ,0,0,0,0,2000-01-13 02:00:00
291,0,0,0,0,0,AK,0,0,0,0,2000-01-13 03:00:00
292,0,0,0,0,0,0,AJ,0,0,0,2000-01-13 04:00:00
293,0,0,0,0,AI,0,0,0,0,0,2000-01-13 05:00:00
294,0,0,0,0,0,0,0,0,0,0,2000-01-13 06:00:00
295,0,0,0,0,0,0,AL,0,0,0,2000-01-13 07:00:00
296,0,0,0,0,AJ,0,AJ,0,0,0,2000-01-13 08:00:00
297,0,0,0,0,0,AK,0,0,0,0,2000-01-13 09:00:00
298,0,0,0,0,AI,AI,0,0,0,0,2000-01-13 10:00:00
299,0,0,0,0,0,0,0,0,0,0,2000-01-13 11:00:00
300,0,0,0,0,0,AI,0,0,0,0,2000-01-13 12:00:00
301,0,0,0,0,0,AK,0,AK,0,0,2000-01-13 13:00:00
