,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_500_D_0_poly_24__1.0_0
0,2000-01-01,0,0.125,0.0,-1.3557137239186656,1.3591797124230924,1.3591797124230924
1,2000-01-02,0,0.2916666666666667,0.0,-0.11410253188685747,2.767457571121567,2.767457571121567
2,2000-01-03,0,0.375,0.019143103179060927,-0.844230864581227,2.139805674939592,2.139805674939592
3,2000-01-04,0,0.7916666666666666,0.04097295582882284,0.7056408100507655,4.128173868888013,4.128173868888013
4,2000-01-05,0,0.875,0.06514051495944297,-0.39878617335193706,3.1312477779492642,3.1312477779492642
5,2000-01-06,0,0.75,0.09041523068688602,-0.8271965334869942,2.60311213354165,2.60311213354165
6,2000-01-07,0,0.16666666666666666,0.11657668003684978,-0.41574470158503485,2.45739208146024,2.45739208146024
7,2000-01-08,0,0.9583333333333334,0.1431996542676964,-0.5245121937314283,3.1669142302113595,3.1669142302113595
8,2000-01-09,0,0.25,0.17013594829281498,0.8131012718382519,3.823130656472825,3.823130656472825
9,2000-01-10,0,0.5,0.19729803079305797,-0.2292506291606075,3.0579408379742086,3.0579408379742086
10,2000-01-11,0,0.041666666666666664,0.22459152665464582,2.161717373494259,5.01786900315733,5.01786900315733
11,2000-01-12,0,0.25,0.25195564053861225,-0.9569314292805337,2.1349176475998366,2.1349176475998366
12,2000-01-13,0,0.2916666666666667,0.2793733263577138,0.06731083219488099,3.2282442615610196,3.2282442615610196
13,2000-01-14,0,0.9583333333333334,0.3067966858522781,0.20649883721106427,4.061522292738434,4.061522292738434
14,2000-01-15,0,0.5833333333333334,0.33422004534684235,-0.45688132622556726,3.0505654887963667,3.0505654887963667
15,2000-01-16,0,0.7083333333333334,0.3616434048414066,-1.0599757640207523,2.5998944104957458,2.5998944104957458
16,2000-01-17,0,0.20833333333333334,0.38906676433597076,0.6149573156935568,3.802250849704619,3.802250849704619
17,2000-01-18,0,0.5416666666666666,0.4164901238305351,1.4296607664750955,4.977710993314055,4.977710993314055
18,2000-01-19,0,0.3333333333333333,0.44391348332509933,-0.21195225635208395,3.155187996648107,3.155187996648107
19,2000-01-20,0,0.375,0.47133684281966354,-0.08033725576207178,3.35589302339935,3.35589302339935
20,2000-01-21,0,0.8333333333333334,0.4987602023142278,0.4053977840180792,4.327384756007398,4.327384756007398
21,2000-01-22,0,0.7916666666666666,0.5261835618087921,0.11860658523361353,4.026350250050831,4.026350250050831
22,2000-01-23,0,0.6666666666666666,0.5536069213033562,1.2544140683375582,5.064581092649339,5.064581092649339
23,2000-01-24,0,0.7916666666666666,0.5810302807979203,1.419102040788718,5.381692424595063,5.381692424595063
24,2000-01-25,0,0.125,0.6084536402924848,-0.7438560828698322,2.5794909937644106,2.5794909937644106
25,2000-01-26,0,0.2916666666666667,0.6358769997870488,-2.5174371027954736,1.0,1.0
26,2000-01-27,0,0.375,0.6633003592816131,-1.5070960235350006,2.121097772088371,2.121097772088371
27,2000-01-28,0,0.7916666666666666,0.6907237187761777,1.149076125381565,5.221359947166167,5.221359947166167
28,2000-01-29,0,0.875,0.7181470782707415,-1.193578251944493,2.9894622626680065,2.9894622626680065
29,2000-01-30,0,0.75,0.745570437765306,1.1410424458433976,5.226506319950462,5.226506319950462
30,2000-01-31,0,0.16666666666666666,0.7729937972598702,1.5094450822654228,5.038998982533718,5.038998982533718
31,2000-02-01,0,0.9583333333333334,0.8004171567544343,1.0677751294644207,5.416419055893947,5.416419055893947
32,2000-02-02,0,0.25,0.8278405162489987,-0.6865894771933623,2.981144475397395,2.981144475397395
33,2000-02-03,0,0.5,0.8552638757435629,0.01487331605783535,3.9600306281431563,3.9600306281431563
34,2000-02-04,0,0.041666666666666664,0.8826872352381271,-0.37566589616476365,3.1385814420817884,3.1385814420817884
35,2000-02-05,0,0.25,0.9101105947326912,-0.03822363744467267,3.7117803936297764,3.7117803936297764
36,2000-02-06,0,0.2916666666666667,0.9375339542272557,0.36797447414967926,4.18706853138536,4.18706853138536
37,2000-02-07,0,0.9583333333333334,0.9649573137218199,-0.04472370024755386,4.468460383149358,4.468460383149358
38,2000-02-08,0,0.5833333333333334,0.9923806732163839,-0.3023751325193162,3.863232310372159,3.863232310372159
39,2000-02-09,0,0.7083333333333334,1.0198040327109483,-2.2244036022124187,2.0936272001736214,2.0936272001736214
40,2000-02-10,0,0.20833333333333334,1.0472273922055124,0.7240063590423036,4.569460520922908,4.569460520922908
41,2000-02-11,0,0.5416666666666666,1.0746507517000765,0.35900276446988677,4.565213619178388,4.565213619178388
42,2000-02-12,0,0.3333333333333333,1.1020741111946408,1.076121037518773,5.101421918388505,5.101421918388505
43,2000-02-13,0,0.375,1.1294974706892054,0.1921408343855315,4.2865317414164945,4.2865317414164945
44,2000-02-14,0,0.8333333333333334,1.1569208301837695,0.8529259575013671,5.433073557360228,5.433073557360228
45,2000-02-15,0,0.7916666666666666,1.1843441896783338,0.018357182609979702,4.5842614752967386,4.5842614752967386
46,2000-02-16,0,0.6666666666666666,1.211767549172898,0.42830356650802287,4.896631218689346,4.896631218689346
47,2000-02-17,0,0.7916666666666666,1.239190908667462,0.9962778345476014,5.617028846223488,5.617028846223488
48,2000-02-18,0,0.125,1.266614268162026,-0.49114965590076143,3.4903580486030226,3.4903580486030226
49,2000-02-19,0,0.2916666666666667,1.2940376276565908,0.7126781657427828,4.888275896407799,4.888275896407799
50,2000-02-20,0,0.375,1.3214609871511547,1.1133403496205336,5.399694773113446,5.399694773113446
51,2000-02-21,0,0.7916666666666666,1.3488843466457192,-2.1536745863577726,2.576769863296371,2.576769863296371
52,2000-02-22,0,0.875,1.376307706140283,-0.41611148243284046,4.425089660049201,4.425089660049201
53,2000-02-23,0,0.75,1.4037310656348472,-1.070896991488979,3.6727275104876265,3.6727275104876265
54,2000-02-24,0,0.16666666666666666,1.431154425129412,0.22113880512865922,4.408853333266496,4.408853333266496
55,2000-02-25,0,0.9583333333333334,1.458577784623976,-1.1230571153785116,3.883747438920556,3.883747438920556
56,2000-02-26,0,0.25,1.4860011441185406,-1.0507579569860566,3.275136623474242,3.275136623474242
57,2000-02-27,0,0.5,1.5134245036131044,1.012079053328375,5.6153969932832375,5.6153969932832375
58,2000-02-28,0,0.041666666666666664,1.5408478631076687,1.5437164304718984,5.716124396587992,5.716124396587992
59,2000-02-29,0,0.25,1.568271222602233,-0.4021148892000868,4.006049769743904,4.006049769743904
60,2000-03-01,0,0.2916666666666667,1.5956945820967974,0.8647491011362722,5.342003786241494,5.342003786241494
61,2000-03-02,0,0.9583333333333334,1.6231179415913615,-0.22686922724655495,4.944475484019898,4.944475484019898
62,2000-03-03,0,0.5833333333333334,1.6505413010859253,0.8111602704819924,5.634928341243009,5.634928341243009
63,2000-03-04,0,0.7083333333333334,1.6779646605804899,0.2877946131063574,5.263986043361939,5.263986043361939
64,2000-03-05,0,0.20833333333333334,1.705388020075054,-0.5384681601851071,3.965146629565038,3.965146629565038
65,2000-03-06,0,0.5416666666666666,1.7328113795696183,1.9084621003056945,6.772833582883737,6.772833582883737
66,2000-03-07,0,0.3333333333333333,1.7602347390641828,-0.47577600081625504,4.207685507923019,4.207685507923019
67,2000-03-08,0,0.375,1.787658098558747,1.4407311183181257,6.193282653218631,6.193282653218631
68,2000-03-09,0,0.8333333333333334,1.8150814580533112,-1.1490756810169487,4.089232546711454,4.089232546711454
69,2000-03-10,0,0.7916666666666666,1.8425048175478755,0.8057145521509493,6.02977947270725,6.02977947270725
70,2000-03-11,0,0.6666666666666666,1.8699281770424394,1.7561070301576873,6.8825953102085515,6.8825953102085515
71,2000-03-12,0,0.7916666666666666,1.8973515365370037,0.972979913805314,6.251891553350743,6.251891553350743
72,2000-03-13,0,0.125,1.9247748960315683,-1.5511191116398637,3.0885492207334626,3.0885492207334626
73,2000-03-14,0,0.2916666666666667,1.9521982555261326,0.19114347793667044,5.024901836471228,5.024901836471228
74,2000-03-15,0,0.375,1.9796216150206967,1.604776070725722,6.549291122088176,6.549291122088176
75,2000-03-16,0,0.7916666666666666,2.0070449745152605,-1.4200259278431961,3.968579149680489,3.968579149680489
76,2000-03-17,0,0.875,2.034468334009825,-2.4437826838452152,3.055579086506368,3.055579086506368
77,2000-03-18,0,0.75,2.061891693504389,-2.0563385502732014,3.345446579572946,3.345446579572946
78,2000-03-19,0,0.16666666666666666,2.0893150529989533,-0.9922575499342428,3.853617606073135,3.853617606073135
79,2000-03-20,0,0.9583333333333334,2.116738412493518,1.0112853198338043,6.676250502002413,6.676250502002413
80,2000-03-21,0,0.25,2.144161771988082,1.4004400837388948,6.384495292068735,6.384495292068735
81,2000-03-22,0,0.5,2.171585131482647,-0.6549916843697606,4.606486883454644,4.606486883454644
82,2000-03-23,0,0.041666666666666664,2.19900849097721,-0.255790690582699,4.574777903402936,4.574777903402936
83,2000-03-24,0,0.25,2.2264318504717755,-0.7143856098324332,4.3519396769811,4.3519396769811
84,2000-03-25,0,0.2916666666666667,2.2538552099663387,-0.5008387652689229,4.634576547705841,4.634576547705841
85,2000-03-26,0,0.9583333333333334,2.2812785694609032,0.05564534215584111,5.885150681291836,5.885150681291836
86,2000-03-27,0,0.5833333333333334,2.3087019289554673,-0.4889617831782094,4.9929669154523495,4.9929669154523495
87,2000-03-28,0,0.7083333333333334,2.336125288450031,-0.3799224453917579,5.2544296127333645,5.2544296127333645
88,2000-03-29,0,0.20833333333333334,2.363548647944595,0.25973465324251216,5.421510070862198,5.421510070862198
89,2000-03-30,0,0.5416666666666666,2.39097200743916,-1.6813486428352875,3.8411834676122973,3.8411834676122973
90,2000-03-31,0,0.3333333333333333,2.418395366933724,-0.9167948052305425,4.424827331378273,4.424827331378273
91,2000-04-01,0,0.375,2.4458187264282887,-0.11922410038568242,5.2914880623843645,5.2914880623843645
92,2000-04-02,0,0.8333333333333334,2.4732420859228523,-0.4462772800016101,5.4501915755963335,5.4501915755963335
93,2000-04-03,0,0.7916666666666666,2.5006654454174164,-2.1433554372317607,3.73887011119408,3.73887011119408
94,2000-04-04,0,0.6666666666666666,2.5280888049119805,0.010037767130251568,5.794686675050657,5.794686675050657
95,2000-04-05,0,0.7916666666666666,2.555512164406546,-0.5582225868712316,5.378849680543739,5.378849680543739
96,2000-04-06,0,0.125,2.5829355239011096,0.48090565129040147,5.778734611533269,5.778734611533269
97,2000-04-07,0,0.2916666666666667,2.610358883395674,-0.5741420115249796,4.91777697487912,4.91777697487912
98,2000-04-08,0,0.375,2.637782242890238,-0.25246759687128895,5.350208082360707,5.350208082360707
99,2000-04-09,0,0.7916666666666666,2.6652056023848023,1.0398467874347133,7.08661249282794,7.08661249282794
100,2000-04-10,0,0.875,2.692628961879366,-0.023479525734559987,6.134042872486564,6.134042872486564
101,2000-04-11,0,0.75,2.7200523213739314,0.08942228967585494,6.149368047391544,6.149368047391544
102,2000-04-12,0,0.16666666666666666,2.747475680868496,-0.5943273707524944,4.909708413124426,4.909708413124426
103,2000-04-13,0,0.9583333333333334,2.7748990403630596,-0.10569679379183408,6.217429016246317,6.217429016246317
104,2000-04-14,0,0.25,2.802322399857624,0.7427957128875633,6.385011549086945,6.385011549086945
105,2000-04-15,0,0.5,2.8297457593521878,-0.7549815265966129,5.164657669097333,5.164657669097333
106,2000-04-16,0,0.041666666666666664,2.857169118846752,-0.1382827148055754,5.350446507049601,5.350446507049601
107,2000-04-17,0,0.25,2.8845924783413164,-2.1249202691161355,3.5995656455669387,3.5995656455669387
108,2000-04-18,0,0.2916666666666667,2.9120158378358814,-1.0300188330423548,4.763557107801951,4.763557107801951
109,2000-04-19,0,0.9583333333333334,2.9394391973304455,-0.5174518646200579,5.970214102385479,5.970214102385479
110,2000-04-20,0,0.5833333333333334,2.9668625568250095,-0.14180001176942483,5.998289314730676,5.998289314730676
111,2000-04-21,0,0.7083333333333334,2.9942859163195736,-1.2764802131596051,5.01603247283506,5.01603247283506
112,2000-04-22,0,0.20833333333333334,3.021709275814138,1.4815132753811517,7.301449320870382,7.301449320870382
113,2000-04-23,0,0.5416666666666666,3.049132635308702,1.6592766406795751,7.8399693789967015,7.8399693789967015
114,2000-04-24,0,0.3333333333333333,3.076555994803266,0.00013961196213959013,5.999922376440497,5.999922376440497
115,2000-04-25,0,0.375,3.103979354297831,1.505838362785315,7.5747111534249045,7.5747111534249045
116,2000-04-26,0,0.8333333333333334,3.1314027137923945,0.10452092334336739,6.659150406810854,6.659150406810854
117,2000-04-27,0,0.7916666666666666,3.1588260732869586,-0.2360431505777789,6.304343025717604,6.304343025717604
118,2000-04-28,0,0.6666666666666666,3.186249432781523,0.8194350338694797,7.262244569659428,7.262244569659428
119,2000-04-29,0,0.7916666666666666,3.213672792276087,0.40285643869252563,6.998089333977037,6.998089333977037
120,2000-04-30,0,0.125,3.241096151770651,-1.4382418824007335,4.517747705711676,4.517747705711676
121,2000-05-01,0,0.2916666666666667,3.268519511265216,0.27124883441208464,6.421328448685725,6.421328448685725
122,2000-05-02,0,0.375,3.29594287075978,-0.6906031242348649,5.570233182866673,5.570233182866673
123,2000-05-03,0,0.7916666666666666,3.323366230254344,-0.6815329762559166,6.023393357006852,6.023393357006852
124,2000-05-04,0,0.875,3.3507895897489077,-1.5122306463527497,5.303452379737917,5.303452379737917
125,2000-05-05,0,0.75,3.3782129492434723,2.1968910259468375,8.914997411532068,8.914997411532068
126,2000-05-06,0,0.16666666666666666,3.405636308738037,1.0411750172161427,7.203371428962604,7.203371428962604
127,2000-05-07,0,0.9583333333333334,3.4330596682326004,-0.033236028199421834,6.94805040970827,6.94805040970827
128,2000-05-08,0,0.25,3.460483027727166,0.06564128100180744,6.366017745070732,6.366017745070732
129,2000-05-09,0,0.5,3.487906387221729,0.2657857222744284,6.843585545837915,6.843585545837915
130,2000-05-10,0,0.041666666666666664,3.5153297467162936,1.1518421489116304,7.298731998636349,7.298731998636349
131,2000-05-11,0,0.25,3.5427531062108573,0.13804288118688568,6.520689423739501,6.520689423739501
132,2000-05-12,0,0.2916666666666667,3.5701764657054222,-0.14780553141032246,6.303931037303524,6.303931037303524
133,2000-05-13,0,0.9583333333333334,3.5975998251999872,1.6838274542841791,8.829654049159258,8.829654049159258
134,2000-05-14,0,0.5833333333333334,3.6250231846945513,0.9718321256097974,7.77008207997944,7.77008207997944
135,2000-05-15,0,0.7083333333333334,3.652446544189116,1.6076740084799876,8.558347322344195,8.558347322344195
136,2000-05-16,0,0.20833333333333334,3.67986990368368,-0.25712773804233574,6.220968935316436,6.220968935316436
137,2000-05-17,0,0.5416666666666666,3.707293263178243,1.8098176881280834,8.64867105431475,8.64867105431475
138,2000-05-18,0,0.3333333333333333,3.734716622672808,0.8923484994761706,7.55029189182407,7.55029189182407
139,2000-05-19,0,0.375,3.7621399821673718,-0.09657612744144202,6.630457291067688,6.630457291067688
140,2000-05-20,0,0.8333333333333334,3.789563341661936,-0.37715701772328586,6.835633093613742,6.835633093613742
141,2000-05-21,0,0.7916666666666666,3.816986701156501,-0.5052977413554401,6.693249062809486,6.693249062809486
142,2000-05-22,0,0.6666666666666666,3.844410060651065,-1.3626711263370739,5.738299037322416,5.738299037322416
143,2000-05-23,0,0.7916666666666666,3.871833420145629,1.1331270292723348,8.38652055242639,8.38652055242639
144,2000-05-24,0,0.125,3.899256779640193,-0.700689757621397,5.913460458360555,5.913460458360555
145,2000-05-25,0,0.2916666666666667,3.9266801391347577,-1.7683479007866112,5.0398923413565715,5.0398923413565715
146,2000-05-26,0,0.375,3.9541034986293213,0.3404172824763401,7.25941421744742,7.25941421744742
147,2000-05-27,0,0.7916666666666666,3.9815268581238863,0.7292416907434655,8.092328651875777,8.092328651875777
148,2000-05-28,0,0.875,4.008950217618449,-1.0883538247988578,6.385489829161349,6.385489829161349
149,2000-05-29,0,0.75,4.036373577113014,-2.8777787331037805,4.498488280350991,4.498488280350991
150,2000-05-30,0,0.16666666666666666,4.063796936607578,-0.6614776913411199,6.158879348274883,6.158879348274883
151,2000-05-31,0,0.9583333333333334,4.091220296102144,0.7059283890014705,8.345375454778706,8.345375454778706
152,2000-06-01,0,0.25,4.118643655596706,-0.3585978419853573,6.599939249953107,6.599939249953107
153,2000-06-02,0,0.5,4.146067015091272,0.7319824543134781,7.967942905746508,7.967942905746508
154,2000-06-03,0,0.041666666666666664,4.173490374585836,-0.03636653281868651,6.768683944775575,6.768683944775575
155,2000-06-04,0,0.25,4.200913734080402,0.5889142186323584,7.629721389054518,7.629721389054518
156,2000-06-05,0,0.2916666666666667,4.228337093574963,-0.7796348081534819,6.330262388429906,6.330262388429906
157,2000-06-06,0,0.9583333333333334,4.255760453069529,0.47633669040961846,8.280323913154238,8.280323913154238
158,2000-06-07,0,0.5833333333333334,4.283183812564093,0.8338801150919901,8.290290697331173,8.290290697331173
159,2000-06-08,0,0.7083333333333334,4.310607172058657,1.3137926911388345,8.922626632872582,8.922626632872582
160,2000-06-09,0,0.20833333333333334,4.33803053155322,-0.6017085982240662,6.534548703004245,6.534548703004245
161,2000-06-10,0,0.5416666666666666,4.3654538910477845,-0.547163800425808,6.949850193630402,6.949850193630402
162,2000-06-11,0,0.3333333333333333,4.392877250542349,0.6096507928714833,7.925754813088924,7.925754813088924
163,2000-06-12,0,0.375,4.4203006100369135,0.7589321552119019,8.144126201590574,8.144126201590574
164,2000-06-13,0,0.8333333333333334,4.447723969531477,-1.1859191823371928,6.685031556869376,6.685031556869376
