,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_500_D_0_constant_0__1.0_0
0,2000-01-01,0,0,0.0,0.48431215412066475,2.871637186504006,2.871637186504006
1,2000-01-02,0,0,0.0,0.5791404787067285,2.9664655110900693,2.9664655110900693
2,2000-01-03,0,0,0.010897663659937938,-0.18158257273119596,2.2166401233120827,2.2166401233120827
3,2000-01-04,0,0,0.026412174830989756,1.4102046311312142,3.8239418383455446,3.8239418383455446
4,2000-01-05,0,0,0.04490868063039647,-0.3744716909802062,2.057762022033531,2.057762022033531
5,2000-01-06,0,0,0.06471006914322534,0.27519831557632024,2.7272334171028865,2.7272334171028865
6,2000-01-07,0,0,0.08567511682907133,-0.9607546117337881,1.5122455374786241,1.5122455374786241
7,2000-01-08,0,0,0.10776153952586937,0.37692697499528294,2.872013546904493,2.872013546904493
8,2000-01-09,0,0,0.1302779439600401,0.033438928508628576,2.5510419048520094,2.5510419048520094
9,2000-01-10,0,0,0.1531347757016072,0.6805672443551206,3.2210270524400686,3.2210270524400686
10,2000-01-11,0,0,0.1761716577166012,-1.563496690099942,1.0,1.0
11,2000-01-12,0,0,0.199310816310139,-0.5666976204319573,2.0199382282615224,2.0199382282615224
12,2000-01-13,0,0,0.22254464176095284,-0.24214951424260323,2.3677201599016904,2.3677201599016904
13,2000-01-14,0,0,0.24578519197214974,1.5143912837240117,4.147501508079502,4.147501508079502
14,2000-01-15,0,0,0.2690257421833465,-0.3330574014413246,2.3232933731253627,2.3232933731253627
15,2000-01-16,0,0,0.29226629239454327,0.0473648172902994,2.7269561420681834,2.7269561420681834
16,2000-01-17,0,0,0.31550684260574013,1.4627404474484047,4.165572322437486,4.165572322437486
17,2000-01-18,0,0,0.3387473928169369,1.5350291291191829,4.261101554319461,4.261101554319461
18,2000-01-19,0,0,0.3619879430281337,0.5664400380293182,3.3157530134407924,3.3157530134407924
19,2000-01-20,0,0,0.3852284932393304,0.1492650917123343,2.9218186173350054,2.9218186173350054
20,2000-01-21,0,0,0.40846904345052726,-1.0782780025830905,1.7175160732507777,1.7175160732507777
21,2000-01-22,0,0,0.43170959366172407,1.3954722703060645,4.214506896351129,4.214506896351129
22,2000-01-23,0,0,0.4549501438729209,1.7874840455630026,4.629759221819264,4.629759221819264
23,2000-01-24,0,0,0.4781906940841176,-0.5695172638907428,2.2959984625767156,2.2959984625767156
24,2000-01-25,0,0,0.5014312442953144,0.17538653266921242,3.0641428093478678,3.0641428093478678
25,2000-01-26,0,0,0.5246717945065112,-0.4625055394360726,2.4494912874537795,2.4494912874537795
26,2000-01-27,0,0,0.5479123447177081,-1.085800595475628,1.849436781625421,1.849436781625421
27,2000-01-28,0,0,0.5711528949289048,0.6397359949354733,3.5982139222477185,3.5982139222477185
28,2000-01-29,0,0,0.5943934451401014,-0.38586333644309273,2.5958551410803494,2.5958551410803494
29,2000-01-30,0,0,0.6176339953512985,-0.7757623533740768,2.2291966743605625,2.2291966743605625
30,2000-01-31,0,0,0.6408745455624952,0.9957113486470573,4.023910926592894,4.023910926592894
31,2000-02-01,0,0,0.664115095773692,-1.9332047794071159,1.118235348749917,1.118235348749917
32,2000-02-02,0,0,0.6873556459848887,0.24853062742969095,3.3232113057979205,3.3232113057979205
33,2000-02-03,0,0,0.7105961961960854,-0.03124533542395122,3.066675893155475,3.066675893155475
34,2000-02-04,0,0,0.7338367464072824,-0.13947396248967217,2.9816878163009513,2.9816878163009513
35,2000-02-05,0,0,0.757077296618479,-0.19065597921264138,2.9537463497891787,2.9537463497891787
36,2000-02-06,0,0,0.7803178468296758,0.44863752749053837,3.616280406703555,3.616280406703555
37,2000-02-07,0,0,0.8035583970408726,-0.992429771658585,2.1984536577656284,2.1984536577656284
38,2000-02-08,0,0,0.8267989472520693,-0.22593965569142896,2.9881843239439814,2.9881843239439814
39,2000-02-09,0,0,0.8500394974632662,-1.6545707665122271,1.5827937633343798,1.5827937633343798
40,2000-02-10,0,0,0.8732800476744631,-0.6397226377122045,2.620882442345599,2.620882442345599
41,2000-02-11,0,0,0.89652059788566,-0.47941980121364003,2.8044258290553605,2.8044258290553605
42,2000-02-12,0,0,0.9197611480968565,0.3113635032767906,3.618449683756988,3.618449683756988
43,2000-02-13,0,0,0.9430016983080536,-0.7760204669235409,2.5543062637678533,2.5543062637678533
44,2000-02-14,0,0,0.96624224851925,-0.30736481038200775,3.046202470520583,3.046202470520583
45,2000-02-15,0,0,0.9894827987304468,-0.36652394095310614,3.0102838901606814,3.0102838901606814
46,2000-02-16,0,0,1.0127233489416436,1.1197119621889602,4.519760343513945,4.519760343513945
47,2000-02-17,0,0,1.0359638991528406,-0.4579224204039029,2.9653665111322782,2.9653665111322782
48,2000-02-18,0,0,1.0592044493640376,0.42539339846964996,3.8719228802170287,3.8719228802170287
49,2000-02-19,0,0,1.082444999575234,-0.027971183469780222,3.4417988484887947,3.4417988484887947
50,2000-02-20,0,0,1.1056855497864309,1.4759898324822718,4.969000414652044,4.969000414652044
51,2000-02-21,0,0,1.1289260999976278,0.6467800971387857,4.1630312295197545,4.1630312295197545
52,2000-02-22,0,0,1.1521666502088244,-0.3643343119343121,3.1751573706578533,3.1751573706578533
53,2000-02-23,0,0,1.1754072004200211,-0.6787773894547808,2.8839548433485813,2.8839548433485813
54,2000-02-24,0,0,1.1986477506312179,-0.3536278564808815,3.232344926533677,3.232344926533677
55,2000-02-25,0,0,1.221888300842415,-0.7407474706616464,2.8684658625641095,2.8684658625641095
56,2000-02-26,0,0,1.2451288510536116,-0.6750218315624023,2.9574320518745503,2.9574320518745503
57,2000-02-27,0,0,1.2683694012648083,-0.13278425612003888,3.52291017752811,3.52291017752811
58,2000-02-28,0,0,1.2916099514760055,0.6198010633228139,4.29873604718216,4.29873604718216
59,2000-02-29,0,0,1.3148505016872023,1.7911684612099155,5.493343995280458,5.493343995280458
60,2000-03-01,0,0,1.3380910518983988,0.17100043816579447,3.8964165224475344,3.8964165224475344
61,2000-03-02,0,0,1.3613316021095954,-1.7256713515873643,2.022985282905572,2.022985282905572
62,2000-03-03,0,0,1.3845721523207923,0.16065854034812202,3.9325557250522554,3.9325557250522554
63,2000-03-04,0,0,1.4078127025319893,-0.858985320630042,2.936152414285288,2.936152414285288
64,2000-03-05,0,0,1.431053252743186,-0.20642094232547897,3.611957342801048,3.611957342801048
65,2000-03-06,0,0,1.454293802954383,0.4884264674526133,4.330045302790337,4.330045302790337
66,2000-03-07,0,0,1.4775343531655791,-0.8383309655321101,3.0265284200168097,3.0265284200168097
67,2000-03-08,0,0,1.5007749033767763,0.38116374443537404,4.2692636801954915,4.2692636801954915
68,2000-03-09,0,0,1.5240154535879729,-0.9909032821575836,2.92043720381373,2.92043720381373
69,2000-03-10,0,0,1.5472560037991698,1.0178800497172846,4.952461085899795,4.952461085899795
70,2000-03-11,0,0,1.5704965540103666,0.34158739594413723,4.2994089823378445,4.2994089823378445
71,2000-03-12,0,0,1.5937371042215636,-1.250886216057312,2.7301759205475924,2.7301759205475924
72,2000-03-13,0,0,1.6169776544327603,0.9252507517503312,4.929553438566432,4.929553438566432
73,2000-03-14,0,0,1.6402182046439568,-0.9047861581686361,3.122757078858662,3.122757078858662
74,2000-03-15,0,0,1.663458754855154,1.8436915300279588,5.894475317266454,5.894475317266454
75,2000-03-16,0,0,1.6866993050663508,1.5255072386625639,5.5995315761122555,5.5995315761122555
76,2000-03-17,0,0,1.7099398552775475,-1.445535581617193,2.6517293060436953,2.6517293060436953
77,2000-03-18,0,0,1.7331804054887443,0.377160611108241,4.497666048980326,4.497666048980326
78,2000-03-19,0,0,1.7564209556999408,-0.07055722918362475,4.073188758899657,4.073188758899657
79,2000-03-20,0,0,1.7796615059111378,0.6041597071163749,4.771146245410853,4.771146245410853
80,2000-03-21,0,0,1.8029020561223346,0.4721489975165859,4.662376086022261,4.662376086022261
81,2000-03-22,0,0,1.8261426063335318,0.8199172930519578,5.033384931768831,5.033384931768831
82,2000-03-23,0,0,1.849383156544728,0.9075196171068387,5.144227806034908,5.144227806034908
83,2000-03-24,0,0,1.8726237067559253,-0.5858228746593539,3.674125864479912,3.674125864479912
84,2000-03-25,0,0,1.8958642569671216,0.9375588422367473,5.22074813158721,5.22074813158721
85,2000-03-26,0,0,1.9191048071783186,-0.2546080917850404,4.051821747776619,4.051821747776619
86,2000-03-27,0,0,1.9423453573895157,0.9735987122811475,5.303269102054004,5.303269102054004
87,2000-03-28,0,0,1.9655859076007123,0.20728277243476398,4.560193712418817,4.560193712418817
88,2000-03-29,0,0,1.9888264578119086,1.0996419726694937,5.475793462864743,5.475793462864743
89,2000-03-30,0,0,2.012067008023106,0.9398969807980037,5.339289021204451,5.339289021204451
90,2000-03-31,0,0,2.0353075582343023,0.6063890007417859,5.029021591359429,5.029021591359429
91,2000-04-01,0,0,2.058548108445499,0.0017608407142712342,4.4476339815431105,4.4476339815431105
92,2000-04-02,0,0,2.081788658656696,-0.9901601425103287,3.4789535485297076,3.4789535485297076
93,2000-04-03,0,0,2.1050292088678924,1.872394078525924,6.364748319777157,6.364748319777157
94,2000-04-04,0,0,2.1282697590790893,-0.24107359045991097,4.2745212010025195,4.2745212010025195
95,2000-04-05,0,0,2.1515103092902867,0.05334490701920273,4.592180248692831,4.592180248692831
96,2000-04-06,0,0,2.1747508595014833,1.030815947669532,5.5928918395543565,5.5928918395543565
97,2000-04-07,0,0,2.1979914097126803,-1.2769889870258138,3.3083274550702075,3.3083274550702075
98,2000-04-08,0,0,2.221231959923877,0.8377197651449277,5.446276757452146,5.446276757452146
99,2000-04-09,0,0,2.2444725101350738,-1.4901114123650248,3.14168613015339,3.14168613015339
100,2000-04-10,0,0,2.2677130603462703,-1.0702150031640365,3.5848230895655746,3.5848230895655746
101,2000-04-11,0,0,2.2909536105574677,-0.2091286173646257,4.469150025576183,4.469150025576183
102,2000-04-12,0,0,2.314194160768664,0.6045722768300837,5.306091469982088,5.306091469982088
103,2000-04-13,0,0,2.3374347109798608,-1.743058230922982,2.9817015124402193,2.9817015124402193
104,2000-04-14,0,0,2.360675261191057,1.5242268127657568,6.2722271063401545,6.2722271063401545
105,2000-04-15,0,0,2.383915811402254,1.8635753177880086,6.634816161573603,6.634816161573603
106,2000-04-16,0,0,2.4071563616134513,1.2913779205556575,6.08585931455245,6.08585931455245
107,2000-04-17,0,0,2.430396911824648,1.3006962715024495,6.118418215710438,6.118418215710438
108,2000-04-18,0,0,2.453637462035845,0.9182028263859223,5.759165320805108,5.759165320805108
109,2000-04-19,0,0,2.4768780122470417,-0.15880047157470745,4.705402573055675,4.705402573055675
110,2000-04-20,0,0,2.5001185624582383,-0.9640633588415822,3.923380235999997,3.923380235999997
111,2000-04-21,0,0,2.5233591126694352,-1.9907788200002425,2.9199053250525333,2.9199053250525333
112,2000-04-22,0,0,2.5465996628806318,0.08973072690130822,5.023655422165281,5.023655422165281
113,2000-04-23,0,0,2.5698402130918288,0.11485387954452174,5.0720191250196915,5.0720191250196915
114,2000-04-24,0,0,2.5930807633030253,-0.585815182419695,4.394590613266671,4.394590613266671
115,2000-04-25,0,0,2.6163213135142223,0.29877203836191896,5.302418384259482,5.302418384259482
116,2000-04-26,0,0,2.639561863725419,0.22225990173870838,5.249146797847468,5.249146797847468
117,2000-04-27,0,0,2.6628024139366167,0.43518296756137465,5.485310413881332,5.485310413881332
118,2000-04-28,0,0,2.686042964147813,-0.04574809909962204,5.027619897431532,5.027619897431532
119,2000-04-29,0,0,2.70928351435901,0.049898414237597756,5.1465069609799485,5.1465069609799485
120,2000-04-30,0,0,2.7325240645702062,-0.9355304554703544,4.184318641483193,4.184318641483193
121,2000-05-01,0,0,2.755764614781403,0.2873876518676211,5.430477299032365,5.430477299032365
122,2000-05-02,0,0,2.7790051649926,0.3604272671140195,5.52675746448996,5.52675746448996
123,2000-05-03,0,0,2.8022457152037967,0.408148119296598,5.597718866883736,5.597718866883736
124,2000-05-04,0,0,2.8254862654149937,-1.9407156760215802,3.2720956217767543,3.2720956217767543
125,2000-05-05,0,0,2.8487268156261902,1.444835710018092,6.6808875580276235,6.6808875580276235
126,2000-05-06,0,0,2.8719673658373868,0.19286086320953463,5.452153261430262,5.452153261430262
127,2000-05-07,0,0,2.895207916048583,-0.4208648204222881,4.861668128009636,4.861668128009636
128,2000-05-08,0,0,2.9184484662597794,1.7402534609379348,7.046026959581055,7.046026959581055
129,2000-05-09,0,0,2.941689016470977,-0.3640867757814793,4.964927273072838,4.964927273072838
130,2000-05-10,0,0,2.9649295666821742,1.343954419584932,6.696209018650447,6.696209018650447
131,2000-05-11,0,0,2.9881701168933708,-0.8182209613286916,4.55727418794802,4.55727418794802
132,2000-05-12,0,0,3.0114106671045673,0.08270993579791167,5.481445635285819,5.481445635285819
133,2000-05-13,0,0,3.0346512173157643,-1.291058455346977,4.130917794352128,4.130917794352128
134,2000-05-14,0,0,3.0578917675269612,-0.6611042318158495,4.784112568094453,4.784112568094453
135,2000-05-15,0,0,3.0811323177381578,-1.1801910156259166,4.288266334495582,4.288266334495582
136,2000-05-16,0,0,3.1043728679493547,0.197642638146143,5.689340538478839,5.689340538478839
137,2000-05-17,0,0,3.1276134181605513,0.4138999766425578,5.92883842718645,5.92883842718645
138,2000-05-18,0,0,3.1508539683717487,1.1973219806427609,6.73550098139785,6.73550098139785
139,2000-05-19,0,0,3.1740945185829452,1.8833538579153102,7.444773408881597,7.444773408881597
140,2000-05-20,0,0,3.197335068794142,0.7142238203796749,6.298883921557158,6.298883921557158
141,2000-05-21,0,0,3.2205756190053387,2.2843333544703444,7.892234005859024,7.892234005859024
142,2000-05-22,0,0,3.2438161692165357,1.5641025797286243,7.195243781328501,7.195243781328501
143,2000-05-23,0,0,3.2670567194277322,0.6111037098657089,6.265485461676782,6.265485461676782
144,2000-05-24,0,0,3.290297269638929,-0.8773633217919377,4.800258980230333,4.800258980230333
145,2000-05-25,0,0,3.3135378198501253,-1.6210874964712072,4.0797753557622585,4.0797753557622585
146,2000-05-26,0,0,3.336778370061323,-0.5816729970873883,5.142430405357276,5.142430405357276
147,2000-05-27,0,0,3.3600189202725197,-0.5378339530983239,5.209509999557537,5.209509999557537
148,2000-05-28,0,0,3.383259470483716,-1.5560236776953074,4.214560825171749,4.214560825171749
149,2000-05-29,0,0,3.4065000206949123,-0.05446484378125436,5.739360209296999,5.739360209296999
150,2000-05-30,0,0,3.4297405709061097,-1.8112787909180463,4.005786812371404,4.005786812371404
151,2000-05-31,0,0,3.4529811211173067,-0.6311752177478401,5.209130935752808,5.209130935752808
152,2000-06-01,0,0,3.476221671328503,-0.928159184570213,4.9353875191416305,4.9353875191416305
153,2000-06-02,0,0,3.4994622215397,1.4907219169590233,7.377509170882065,7.377509170882065
154,2000-06-03,0,0,3.522702771750897,0.1954993352753277,6.105527139409566,6.105527139409566
155,2000-06-04,0,0,3.545943321962094,-0.47160433354782627,5.461664020797609,5.461664020797609
156,2000-06-05,0,0,3.569183872173291,1.8123546515314615,7.768863556088093,7.768863556088093
157,2000-06-06,0,0,3.5924244223844877,-2.2941374787994175,3.6856119759684107,3.6856119759684107
158,2000-06-07,0,0,3.6156649725956846,0.6512093458423532,6.654199350821379,6.654199350821379
159,2000-06-08,0,0,3.638905522806881,-1.1304964495022287,4.8957341056879935,4.8957341056879935
160,2000-06-09,0,0,3.662146073018078,-0.7773466557621179,5.272124449639301,5.272124449639301
161,2000-06-10,0,0,3.6853866232292742,1.1159384541230788,7.188650109735694,7.188650109735694
162,2000-06-11,0,0,3.7086271734404717,1.3394530165479248,7.435405222371737,7.435405222371737
163,2000-06-12,0,0,3.7318677236516686,-1.767433651389149,4.35175910464586,4.35175910464586
164,2000-06-13,0,0,3.7551082738628647,0.4244124588283147,6.56684576507452,6.56684576507452
165,2000-06-14,0,0,3.778348824074062,1.0893090451046137,7.254982901562017,7.254982901562017
166,2000-06-15,0,0,3.8015893742852596,-0.38418568099812267,5.804728725670477,5.804728725670477
167,2000-06-16,0,0,3.824829924496456,0.6322014141604557,6.844356371040253,6.844356371040253
168,2000-06-17,0,0,3.848070474707652,-0.5496559008798231,5.68573960621117,5.68573960621117
169,2000-06-18,0,0,3.8713110249188487,0.5211257395089367,6.779761796811126,6.779761796811126
170,2000-06-19,0,0,3.8945515751300457,0.10834954876317913,6.390226156276566,6.390226156276566
171,2000-06-20,0,0,3.917792125341242,0.26166847688739403,6.5667856346119775,6.5667856346119775
172,2000-06-21,0,0,3.9410326755524387,-0.9147553300988593,5.41360237783692,5.41360237783692
173,2000-06-22,0,0,3.9642732257636353,0.8582377853547566,7.209836043501733,7.209836043501733
174,2000-06-23,0,0,3.987513775974833,0.09433428997619214,6.469173098334366,6.469173098334366
175,2000-06-24,0,0,4.01075432618603,-1.4859038586477893,4.912175499921581,4.912175499921581
176,2000-06-25,0,0,4.033994876397226,-1.9005842612433008,4.520735647537266,4.520735647537266
177,2000-06-26,0,0,4.0572354266084245,-1.1375791970311377,5.306981261960628,5.306981261960628
178,2000-06-27,0,0,4.08047597681962,-1.7620388850389275,4.705762124164033,4.705762124164033
179,2000-06-28,0,0,4.103716527030817,-0.28862321917014844,6.202418340244009,6.202418340244009
180,2000-06-29,0,0,4.1269570772420145,1.0479822246933699,7.5622643343187255,7.5622643343187255
181,2000-06-30,0,0,4.15019762745321,0.24995754081903795,6.7874802006555885,6.7874802006555885
182,2000-07-01,0,0,4.173438177664408,0.04690446151942483,6.607667671567174,6.607667671567174
183,2000-07-02,0,0,4.196678727875602,-1.0322430367309077,5.5517607235280355,5.5517607235280355
184,2000-07-03,0,0,4.219919278086802,0.40318568155495604,7.010429992025099,7.010429992025099
185,2000-07-04,0,0,4.243159828297998,-0.684059252016005,5.946425608665334,5.946425608665334
186,2000-07-05,0,0,4.2664003785091955,1.2623221862070568,7.916047597099594,7.916047597099594
187,2000-07-06,0,0,4.289640928720392,-2.005556590963453,4.671409370140279,4.671409370140279
188,2000-07-07,0,0,4.312881478931589,-0.3320303964657047,6.368176114849224,6.368176114849224
189,2000-07-08,0,0,4.336122029142785,-0.29610040290354395,6.427346658622581,6.427346658622581
190,2000-07-09,0,0,4.359362579353982,-2.2183607565639134,4.528326855173409,4.528326855173409
191,2000-07-10,0,0,4.382603129565179,-0.18350287900215623,6.586425282946363,6.586425282946363
192,2000-07-11,0,0,4.405843679776376,0.3923080556558746,7.185476767815591,7.185476767815591
193,2000-07-12,0,0,4.429084229987573,0.24163480655494102,7.058044068925855,7.058044068925855
194,2000-07-13,0,0,4.4523247801987695,0.10393591227835489,6.9435857248604655,6.9435857248604655
195,2000-07-14,0,0,4.4755653304099665,-0.8295711866366616,6.033319176156645,6.033319176156645
196,2000-07-15,0,0,4.498805880621163,0.4927593914157971,7.378890304420301,7.378890304420301
197,2000-07-16,0,0,4.52204643083236,0.09011279098380783,6.999484254199508,6.999484254199508
198,2000-07-17,0,0,4.545286981043557,-0.9975675388380426,5.935044474588856,5.935044474588856
199,2000-07-18,0,0,4.568527531254753,-0.8000382143947599,6.155814349243333,6.155814349243333
200,2000-07-19,0,0,4.59176808146595,0.2070755740546079,7.186168687903899,7.186168687903899
201,2000-07-20,0,0,4.615008631677146,0.5234630271892817,7.525796691249768,7.525796691249768
202,2000-07-21,0,0,4.638249181888344,-0.6993948213325896,6.326179392939095,6.326179392939095
203,2000-07-22,0,0,4.66148973209954,0.9137058074169033,7.962520571899784,7.962520571899784
204,2000-07-23,0,0,4.684730282310736,-0.6727847844386332,6.399270530255444,6.399270530255444
205,2000-07-24,0,0,4.707970832521933,0.13332449749778202,7.228620362403055,7.228620362403055
206,2000-07-25,0,0,4.731211382733131,0.4268960203372312,7.545432435453703,7.545432435453703
207,2000-07-26,0,0,4.754451932944326,-0.012849391726734284,7.128927573600932,7.128927573600932
208,2000-07-27,0,0,4.7776924831555245,-0.35224830592268974,6.812769209616176,6.812769209616176
209,2000-07-28,0,0,4.800933033366719,0.8194666083729034,8.007724674122963,8.007724674122963
210,2000-07-29,0,0,4.824173583577918,0.5219877296053974,7.733486345566656,7.733486345566656
211,2000-07-30,0,0,4.847414133789113,1.1972598648579713,8.431999031030426,8.431999031030426
212,2000-07-31,0,0,4.8706546840003115,-0.3824862134144711,6.8754935029691815,6.8754935029691815
213,2000-08-01,0,0,4.893895234211507,0.691661918369825,7.972882184964673,7.972882184964673
214,2000-08-02,0,0,4.9171357844227055,0.3538850114752165,7.658345828281263,7.658345828281263
215,2000-08-03,0,0,4.940376334633902,1.0475853374178141,8.375286704435057,8.375286704435057
216,2000-08-04,0,0,4.9636168848450986,-0.4238962336007505,6.927045683627689,6.927045683627689
217,2000-08-05,0,0,4.986857435056295,-3.514768119101935,3.8594143483377,3.8594143483377
218,2000-08-06,0,0,5.010097985267491,-1.3431567303045508,6.054266287346281,6.054266287346281
219,2000-08-07,0,0,5.03333853547869,1.425506126612747,8.846169694474778,8.846169694474778
220,2000-08-08,0,0,5.056579085689885,0.22858201102290415,7.6724861290961295,7.6724861290961295
221,2000-08-09,0,0,5.0798196359010825,-0.25766375938677644,7.209480908897647,7.209480908897647
222,2000-08-10,0,0,5.1030601861122795,0.0503707161894736,7.5407559346850945,7.5407559346850945
223,2000-08-11,0,0,5.1263007363234765,-1.3802108750499156,6.1334148936569015,6.1334148936569015
224,2000-08-12,0,0,5.1495412865346735,-0.2616720669923489,7.275194251925665,7.275194251925665
225,2000-08-13,0,0,5.172781836745869,-0.1793796928832663,7.380727176245943,7.380727176245943
226,2000-08-14,0,0,5.196022386957067,-0.692770576575069,6.8905768427653395,6.8905768427653395
227,2000-08-15,0,0,5.219262937168263,1.1378268656304509,8.744414835182054,8.744414835182054
228,2000-08-16,0,0,5.242503487379461,-0.1691572511419156,7.460671268620887,7.460671268620887
229,2000-08-17,0,0,5.265744037590656,-0.7639136722275016,6.889155397746495,6.889155397746495
230,2000-08-18,0,0,5.288984587801855,-0.4980731026078258,7.17823651757737,7.17823651757737
231,2000-08-19,0,0,5.312225138013049,-0.3628911138637164,7.336659056532674,7.336659056532674
232,2000-08-20,0,0,5.3354656882242475,0.26396030895579214,7.986751029563381,7.986751029563381
233,2000-08-21,0,0,5.3587062384354445,-0.6296419090890126,7.116389361729773,7.116389361729773
234,2000-08-22,0,0,5.3819467886466414,-0.4722584041747191,7.297013416855263,7.297013416855263
235,2000-08-23,0,0,5.405187338857839,-1.5133610372500914,6.279151333991089,6.279151333991089
236,2000-08-24,0,0,5.428427889069034,1.107624678074931,8.923377599527306,8.923377599527306
237,2000-08-25,0,0,5.451668439280232,0.1762387523161263,8.0152322239797,8.0152322239797
238,2000-08-26,0,0,5.474908989491428,-0.9403535422153736,6.921880479659395,6.921880479659395
239,2000-08-27,0,0,5.4981495397026245,0.9295943283931953,8.815068900479162,8.815068900479162
