,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_500_D_0_linear_7__1.0_10
0,2000-01-01,0,0.42857142857142855,0.0,-0.07770456650883938,3.4930074923709826,3.4930074923709826
1,2000-01-02,0,0.14285714285714285,0.0,1.0896301649283022,4.374627938093838,4.374627938093838
2,2000-01-03,0,0.42857142857142855,0.0011342595463488636,0.09654266759327351,3.668388986019444,3.668388986019444
3,2000-01-04,0,0.7142857142857143,0.0025777820976973283,1.4186671084676297,5.277671235159435,5.277671235159435
4,2000-01-05,0,0.2857142857142857,0.004169028798612081,1.1682731374280053,4.600297082249297,4.600297082249297
5,2000-01-06,0,0.5714285714285714,0.005880252434289527,0.9471859464018728,4.666635400573127,4.666635400573127
6,2000-01-07,0,0.8571428571428571,0.007649062259864597,1.0854870347559817,5.0924195844670965,5.0924195844670965
7,2000-01-08,0,0.42857142857142855,0.009440491065296827,2.3822244479133983,5.962376997858517,5.962376997858517
8,2000-01-09,0,0.14285714285714285,0.01125083111944051,-0.40602373632291733,2.8902248679620595,2.8902248679620595
9,2000-01-10,0,0.42857142857142855,0.013067551756288136,0.2664453411788736,3.8502249518149836,3.8502249518149836
10,2000-01-11,0,0.7142857142857143,0.014888408107371753,-1.3557137239186656,2.5156010287828137,2.5156010287828137
11,2000-01-12,0,0.2857142857142857,0.016710787400233962,-0.11410253188685747,3.3304631715360555,3.3304631715360555
12,2000-01-13,0,0.5714285714285714,0.01853462438467636,-0.844230864581227,2.887872961540414,2.887872961540414
13,2000-01-14,0,0.8571428571428571,0.020358665957269623,0.7056408100507655,4.725282963459286,4.725282963459286
14,2000-01-15,0,0.42857142857142855,0.022182707529862896,-0.39878617335193706,3.1941085930577477,3.1941085930577477
15,2000-01-16,0,0.14285714285714285,0.024006749102456162,-0.8271965334869942,2.4818079887809983,2.4818079887809983
16,2000-01-17,0,0.42857142857142855,0.02583079067504943,-0.41574470158503485,3.1807981479698366,3.1807981479698366
17,2000-01-18,0,0.7142857142857143,0.027654832247642695,-0.5245121937314283,3.359568983110322,3.359568983110322
18,2000-01-19,0,0.2857142857142857,0.02947887382023597,0.8131012718382519,4.270435061681167,4.270435061681167
19,2000-01-20,0,0.5714285714285714,0.03130291539282924,-0.2292506291606075,3.5156214879691867,3.5156214879691867
20,2000-01-21,0,0.8571428571428571,0.0331269569654225,2.161717373494259,6.194127817910932,6.194127817910932
21,2000-01-22,0,0.42857142857142855,0.03495099853801577,-0.9569314292805337,2.648731628137304,2.648731628137304
22,2000-01-23,0,0.14285714285714285,0.036775040110609045,0.06731083219488099,3.3890836454710263,3.3890836454710263
23,2000-01-24,0,0.42857142857142855,0.038599081683202315,0.20649883721106427,3.8158099777740886,3.8158099777740886
24,2000-01-25,0,0.7142857142857143,0.04042312325579557,-0.45688132622556726,3.439968141624336,3.439968141624336
25,2000-01-26,0,0.2857142857142857,0.04224716482838883,-1.0599757640207523,2.4101263168303158,2.4101263168303158
26,2000-01-27,0,0.5714285714285714,0.044071206400982124,0.6149573156935568,4.372597723831504,4.372597723831504
27,2000-01-28,0,0.8571428571428571,0.045895247973575394,1.4296607664750955,5.474839501899922,5.474839501899922
28,2000-01-29,0,0.42857142857142855,0.04771928954616864,-0.21195225635208395,3.4064790920739068,3.4064790920739068
29,2000-01-30,0,0.14285714285714285,0.04954333111876193,-0.08033725576207178,3.254203848522226,3.254203848522226
30,2000-01-31,0,0.42857142857142855,0.0513673726913552,0.4053977840180792,4.027477215589256,4.027477215589256
31,2000-02-01,0,0.7142857142857143,0.05319141426394845,0.11860658523361353,4.02822434409167,4.02822434409167
32,2000-02-02,0,0.2857142857142857,0.055015455836541716,1.2544140683375582,4.737284440196779,4.737284440196779
33,2000-02-03,0,0.5714285714285714,0.05683949740913499,1.419102040788718,5.189510739934818,5.189510739934818
34,2000-02-04,0,0.8571428571428571,0.05866353898172826,-0.7438560828698322,3.3140909435631465,3.3140909435631465
35,2000-02-05,0,0.42857142857142855,0.06048758055432154,-2.5174371027954736,1.1137625366386699,1.1137625366386699
36,2000-02-06,0,0.14285714285714285,0.062311622126914795,-1.5070960235350006,1.8402133717574505,1.8402133717574505
37,2000-02-07,0,0.42857142857142855,0.06413566369950809,1.149076125381565,4.783923847960895,4.783923847960895
38,2000-02-08,0,0.7142857142857143,0.06595970527210132,-1.193578251944493,2.728807797921716,2.728807797921716
39,2000-02-09,0,0.2857142857142857,0.0677837468446946,1.1410424458433976,4.636681108710771,4.636681108710771
40,2000-02-10,0,0.5714285714285714,0.06960778841728786,1.5094450822654228,5.292622072419675,5.292622072419675
41,2000-02-11,0,0.8571428571428571,0.07143182998988114,1.0677751294644207,5.138490446905553,5.138490446905553
42,2000-02-12,0,0.42857142857142855,0.07325587156247441,-0.6865894771933623,2.9573784532489342,2.9573784532489342
43,2000-02-13,0,0.14285714285714285,0.07507991313506768,0.01487331605783535,3.3749510023584395,3.3749510023584395
44,2000-02-14,0,0.42857142857142855,0.07690395470766097,-0.37566589616476365,3.271950117422719,3.271950117422719
45,2000-02-15,0,0.7142857142857143,0.07872799628025422,-0.03822363744467267,3.896930703429689,3.896930703429689
46,2000-02-16,0,0.2857142857142857,0.08055203785284748,0.36797447414967926,3.876381428025206,3.876381428025206
47,2000-02-17,0,0.5714285714285714,0.08237607942544074,-0.04472370024755386,3.7512215809148515,3.7512215809148515
48,2000-02-18,0,0.8571428571428571,0.084200120998034,-0.3023751325193162,3.781108475929968,3.781108475929968
49,2000-02-19,0,0.42857142857142855,0.08602416257062728,-2.2244036022124187,1.4323326192380306,1.4323326192380306
50,2000-02-20,0,0.14285714285714285,0.08784820414322053,0.7240063590423036,4.096852336351061,4.096852336351061
51,2000-02-21,0,0.42857142857142855,0.08967224571581382,0.35900276446988677,4.019387069065523,4.019387069065523
52,2000-02-22,0,0.7142857142857143,0.0914962872884071,1.076121037518773,5.024043669401288,5.024043669401288
53,2000-02-23,0,0.2857142857142857,0.09332032886100039,0.1921408343855315,3.713316079269211,3.713316079269211
54,2000-02-24,0,0.5714285714285714,0.09514437043359361,0.8529259575013671,4.661639529671925,4.661639529671925
55,2000-02-25,0,0.8571428571428571,0.09696841200618689,0.018357182609979702,4.1146090820674175,4.1146090820674175
56,2000-02-26,0,0.42857142857142855,0.09879245357878016,0.42830356650802287,4.097808078966625,4.097808078966625
57,2000-02-27,0,0.14285714285714285,0.10061649515137344,0.9962778345476014,4.381892102864511,4.381892102864511
58,2000-02-28,0,0.42857142857142855,0.1024405367239667,-0.49114965590076143,3.182002939703027,3.182002939703027
59,2000-02-29,0,0.7142857142857143,0.10426457829655997,0.7126781657427828,4.67336908863345,4.67336908863345
60,2000-03-01,0,0.2857142857142857,0.10608861986915323,1.1133403496205336,4.6472838855123655,4.6472838855123655
61,2000-03-02,0,0.5714285714285714,0.1079126614417465,-2.1536745863577726,1.6678072768209387,1.6678072768209387
62,2000-03-03,0,0.8571428571428571,0.10973670301433977,-0.41611148243284046,3.69290870803275,3.69290870803275
63,2000-03-04,0,0.42857142857142855,0.11156074458693303,-1.070896991488979,2.611375811977776,2.611375811977776
64,2000-03-05,0,0.14285714285714285,0.11338478615952631,0.22113880512865922,3.6195213644537216,3.6195213644537216
65,2000-03-06,0,0.42857142857142855,0.11520882773211957,-1.1230571153785116,2.56286377123343,2.56286377123343
66,2000-03-07,0,0.7142857142857143,0.11703286930471285,-1.0507579569860566,2.922701256912764,2.922701256912764
67,2000-03-08,0,0.2857142857142857,0.11885691087730614,1.012079053328375,4.5587908802283605,4.5587908802283605
68,2000-03-09,0,0.5714285714285714,0.12068095244989939,1.5437164304718984,5.377966584658763,5.377966584658763
69,2000-03-10,0,0.8571428571428571,0.12250499402249265,-0.4021148892000868,3.719673592273656,3.719673592273656
70,2000-03-11,0,0.42857142857142855,0.12432903559508593,0.8647491011362722,4.55979019561118,4.55979019561118
71,2000-03-12,0,0.14285714285714285,0.12615307716767918,-0.22686922724655495,3.1842816230866604,3.1842816230866604
72,2000-03-13,0,0.42857142857142855,0.12797711874027246,0.8111602704819924,4.509849448102087,4.509849448102087
73,2000-03-14,0,0.7142857142857143,0.1298011603128657,0.2877946131063574,4.274022118013331,4.274022118013331
74,2000-03-15,0,0.2857142857142857,0.131625201885459,-0.5384681601851071,3.021011957723031,3.021011957723031
75,2000-03-16,0,0.5714285714285714,0.13344924345805226,1.9084621003056945,5.755480545500712,5.755480545500712
76,2000-03-17,0,0.8571428571428571,0.1352732850306455,-0.47577600081625504,3.658780771665641,3.658780771665641
77,2000-03-18,0,0.42857142857142855,0.1370973266032388,1.4407311183181257,5.148540503801186,5.148540503801186
78,2000-03-19,0,0.14285714285714285,0.1389213681758321,-1.1490756810169487,2.2748434603244196,2.2748434603244196
79,2000-03-20,0,0.42857142857142855,0.14074540974842534,0.8057145521509493,4.5171720207791966,4.5171720207791966
80,2000-03-21,0,0.7142857142857143,0.14256945132101864,1.7561070301576873,5.755102826072814,5.755102826072814
81,2000-03-22,0,0.2857142857142857,0.1443934928936119,0.972979913805314,4.545228322721605,4.545228322721605
82,2000-03-23,0,0.5714285714285714,0.14621753446620514,-1.5511191116398637,2.308667624563306,2.308667624563306
83,2000-03-24,0,0.8571428571428571,0.14804157603879842,0.19114347793667044,4.338468541426719,4.338468541426719
84,2000-03-25,0,0.42857142857142855,0.14986561761139167,1.604776070725722,5.325353747216935,5.325353747216935
85,2000-03-26,0,0.14285714285714285,0.15168965918398494,-1.4200259278431961,2.016661504506325,2.016661504506325
86,2000-03-27,0,0.42857142857142855,0.15351370075657825,-2.4437826838452152,1.2804430757911849,1.2804430757911849
87,2000-03-28,0,0.7142857142857143,0.15533774232917147,-2.0563385502732014,1.9554255366500777,1.9554255366500777
88,2000-03-29,0,0.2857142857142857,0.15716178390176472,-0.9922575499342428,2.592759149990201,2.592759149990201
89,2000-03-30,0,0.5714285714285714,0.15898582547435802,1.0112853198338043,4.883840347045127,4.883840347045127
90,2000-03-31,0,0.8571428571428571,0.16080986704695124,1.4004400837388948,5.560533438237097,5.560533438237097
91,2000-04-01,0,0.42857142857142855,0.16263390861954452,-0.6549916843697606,3.078354283129606,3.078354283129606
92,2000-04-02,0,0.14285714285714285,0.1644579501921378,-0.255790690582699,3.193665032774975,3.193665032774975
93,2000-04-03,0,0.42857142857142855,0.16628199176473113,-0.7143856098324332,3.02260844081212,3.02260844081212
94,2000-04-04,0,0.7142857142857143,0.16810603333732435,-0.5008387652689229,3.523693612662509,3.523693612662509
95,2000-04-05,0,0.2857142857142857,0.16993007490991768,0.05564534215584111,3.653430333088438,3.653430333088438
96,2000-04-06,0,0.5714285714285714,0.17175411648251096,-0.4889617831782094,3.396361535041266,3.396361535041266
97,2000-04-07,0,0.8571428571428571,0.17357815805510418,-0.3799224453917579,3.792939200114597,3.792939200114597
98,2000-04-08,0,0.42857142857142855,0.17540219962769743,0.25973465324251216,4.005848911750031,4.005848911750031
99,2000-04-09,0,0.14285714285714285,0.17722624120029068,-1.6813486428352875,1.7808753715305394,1.7808753715305394
100,2000-04-10,0,0.42857142857142855,0.17905028277288396,-0.9167948052305425,2.8329675364221636,2.8329675364221636
101,2000-04-11,0,0.7142857142857143,0.1808743243454772,-0.11922410038568242,3.9180765685539027,3.9180765685539027
102,2000-04-12,0,0.2857142857142857,0.18269836591807048,-0.4462772800016101,3.1642760019391396,3.1642760019391396
103,2000-04-13,0,0.5714285714285714,0.18452240749066376,-2.1433554372317607,1.7547361719958678,1.7547361719958678
104,2000-04-14,0,0.8571428571428571,0.186346449063257,0.010037767130251568,4.195667703644759,4.195667703644759
105,2000-04-15,0,0.42857142857142855,0.1881704906358503,-0.5582225868712316,3.2006599626444405,3.2006599626444405
106,2000-04-16,0,0.14285714285714285,0.18999453220844353,0.48090565129040147,3.9558979566643813,3.9558979566643813
107,2000-04-17,0,0.42857142857142855,0.19181857378103692,-0.5741420115249796,3.1883886211358794,3.1883886211358794
108,2000-04-18,0,0.7142857142857143,0.19364261535363014,-0.25246759687128895,3.797601363076449,3.797601363076449
109,2000-04-19,0,0.2857142857142857,0.19546665692622342,1.0398467874347133,4.663168360383616,4.663168360383616
110,2000-04-20,0,0.5714285714285714,0.1972906984988167,-0.023479525734559987,3.8873803745012214,3.8873803745012214
111,2000-04-21,0,0.8571428571428571,0.19911474007141,0.08942228967585494,4.287820517198515,4.287820517198515
112,2000-04-22,0,0.42857142857142855,0.20093878164400314,-0.5943273707524944,3.1773234697713306,3.1773234697713306
113,2000-04-23,0,0.14285714285714285,0.20276282321659647,-0.10569679379183408,3.3820638025902987,3.3820638025902987
114,2000-04-24,0,0.42857142857142855,0.2045868647891897,0.7427957128875633,4.518094636556575,4.518094636556575
115,2000-04-25,0,0.7142857142857143,0.206410906361783,-0.7549815265966129,3.307855724359278,3.307855724359278
116,2000-04-26,0,0.2857142857142857,0.20823494793437622,-0.1382827148055754,3.49780714915148,3.49780714915148
117,2000-04-27,0,0.5714285714285714,0.21005898950696952,-2.1249202691161355,1.7987079221277988,1.7987079221277988
118,2000-04-28,0,0.8571428571428571,0.21188303107956283,-1.0300188330423548,3.1811476854884586,3.1811476854884586
119,2000-04-29,0,0.42857142857142855,0.213707072652156,-0.5174518646200579,3.2669672669119203,3.2669672669119203
120,2000-04-30,0,0.14285714285714285,0.21553111422474935,-0.14180001176942483,3.358728875620861,3.358728875620861
121,2000-05-01,0,0.42857142857142855,0.21735515579734258,-1.2764802131596051,2.5115870015175594,2.5115870015175594
122,2000-05-02,0,0.7142857142857143,0.21917919736993588,1.4815132753811517,5.557118817345195,5.557118817345195
123,2000-05-03,0,0.2857142857142857,0.22100323894252913,1.6592766406795751,5.308134795644783,5.308134795644783
124,2000-05-04,0,0.5714285714285714,0.22282728051512243,0.00013961196213959013,3.936536094214227,3.936536094214227
125,2000-05-05,0,0.8571428571428571,0.22465132208771565,1.505838362785315,5.729773172324281,5.729773172324281
126,2000-05-06,0,0.42857142857142855,0.22647536366030896,0.10452092334336739,3.9017083458834985,3.9017083458834985
127,2000-05-07,0,0.14285714285714285,0.2282994052329022,-0.2360431505777789,3.2772540278206597,3.2772540278206597
128,2000-05-08,0,0.42857142857142855,0.23012344680549549,0.8194350338694797,4.620270539554797,4.620270539554797
129,2000-05-09,0,0.7142857142857143,0.23194748837808873,0.40285643869252563,4.4912302716647226,4.4912302716647226
130,2000-05-10,0,0.2857142857142857,0.233771529950682,-1.4382418824007335,2.223384563572628,2.223384563572628
131,2000-05-11,0,0.5714285714285714,0.23559557152327526,0.27124883441208464,4.220413607672325,4.220413607672325
132,2000-05-12,0,0.8571428571428571,0.23741961309586854,-0.6906031242348649,3.546099976312254,3.546099976312254
133,2000-05-13,0,0.42857142857142855,0.23924365466846184,-0.6815329762559166,3.128422737292367,3.128422737292367
134,2000-05-14,0,0.14285714285714285,0.2410676962410551,-1.5122306463527497,2.0138348230538416,2.0138348230538416
135,2000-05-15,0,0.42857142857142855,0.2428917378136484,2.1968910259468375,6.010494822640307,6.010494822640307
136,2000-05-16,0,0.7142857142857143,0.24471577938624164,1.0411750172161427,5.142317141196492,5.142317141196492
137,2000-05-17,0,0.2857142857142857,0.2465398209588349,-0.033236028199421834,3.641158708782092,3.641158708782092
138,2000-05-18,0,0.5714285714285714,0.24836386253142817,0.06564128100180744,4.0275743452702,4.0275743452702
139,2000-05-19,0,0.8571428571428571,0.2501879041040214,0.2657857222744284,4.5152571138297,4.5152571138297
140,2000-05-20,0,0.42857142857142855,0.2520119456766147,1.1518421489116304,4.974566153468067,4.974566153468067
141,2000-05-21,0,0.14285714285714285,0.253835987249208,0.13804288118688568,3.6768766416016296,3.6768766416016296
142,2000-05-22,0,0.42857142857142855,0.2556600288218012,-0.14780553141032246,3.6785665562913006,3.6785665562913006
143,2000-05-23,0,0.7142857142857143,0.25748407039439447,1.6838274542841791,5.797737869272681,5.797737869272681
144,2000-05-24,0,0.2857142857142857,0.2593081119669878,0.9718321256097974,4.658995153599465,4.658995153599465
145,2000-05-25,0,0.5714285714285714,0.2611321535395811,1.6076740084799876,5.582375363756533,5.582375363756533
146,2000-05-26,0,0.8571428571428571,0.2629561951121742,-0.25712773804233574,4.005111944521089,4.005111944521089
147,2000-05-27,0,0.42857142857142855,0.2647802366847675,1.8098176881280834,5.645309983692673,5.645309983692673
148,2000-05-28,0,0.14285714285714285,0.2666042782573608,0.8923484994761706,4.443950550899068,4.443950550899068
149,2000-05-29,0,0.42857142857142855,0.2684283198299542,-0.09657612744144202,3.742564251268334,3.742564251268334
150,2000-05-30,0,0.7142857142857143,0.2702523614025474,-0.37715701772328586,3.7495216882733695,3.7495216882733695
151,2000-05-31,0,0.2857142857142857,0.2720764029751407,-0.5052977413554401,3.1946335776423798,3.1946335776423798
152,2000-06-01,0,0.5714285714285714,0.2739004445477339,-1.3626711263370739,2.6247985199476247,2.6247985199476247
153,2000-06-02,0,0.8571428571428571,0.27572448612032724,1.1331270292723348,5.408135002843912,5.408135002843912
154,2000-06-03,0,0.42857142857142855,0.2775485276929204,-0.700689757621397,3.1475708289513453,3.1475708289513453
155,2000-06-04,0,0.14285714285714285,0.2793725692655138,-1.7683479007866112,1.7960224416444388,1.7960224416444388
156,2000-06-05,0,0.42857142857142855,0.281196610838107,0.3404172824763401,4.192325952194269,4.192325952194269
157,2000-06-06,0,0.7142857142857143,0.2830206524107003,0.7292416907434655,4.868688687748273,4.868688687748273
158,2000-06-07,0,0.2857142857142857,0.28484469398329354,-1.0883538247988578,2.624345785207115,2.624345785207115
159,2000-06-08,0,0.5714285714285714,0.2866687355558868,-2.8777787331037805,1.122459204189071,1.122459204189071
160,2000-06-09,0,0.8571428571428571,0.28849277712848004,-0.6614776913411199,3.6262985732386106,3.6262985732386106
161,2000-06-10,0,0.42857142857142855,0.29031681870107334,0.7059283890014705,4.5669572665823654,4.5669572665823654
162,2000-06-11,0,0.14285714285714285,0.29214086027366665,-0.3585978419853573,3.2185407914538455,3.2185407914538455
163,2000-06-12,0,0.42857142857142855,0.2939649018462599,0.7319824543134781,4.59665941503956,4.59665941503956
164,2000-06-13,0,0.7142857142857143,0.2957889434188531,-0.03636653281868651,4.115848755194275,4.115848755194275
165,2000-06-14,0,0.2857142857142857,0.2976129849914464,0.5889142186323584,4.314382119646484,4.314382119646484
166,2000-06-15,0,0.5714285714285714,0.2994370265640397,-0.7796348081534819,3.2333714201475225,3.2333714201475225
167,2000-06-16,0,0.8571428571428571,0.30126106813663295,0.47633669040961846,4.776881245997502,4.776881245997502
168,2000-06-17,0,0.42857142857142855,0.3030851097092262,0.8338801150919901,4.707677283681038,4.707677283681038
169,2000-06-18,0,0.14285714285714285,0.30490915128181945,1.3137926911388345,4.90369961558619,4.90369961558619
170,2000-06-19,0,0.42857142857142855,0.30673319285441275,-0.6017085982240662,3.2757366535101684,3.2757366535101684
171,2000-06-20,0,0.7142857142857143,0.308557234427006,-0.547163800425808,3.6178197785953055,3.6178197785953055
172,2000-06-21,0,0.2857142857142857,0.3103812759995992,0.6096507928714833,4.347886984893762,4.347886984893762
173,2000-06-22,0,0.5714285714285714,0.3122053175721926,0.7589321552119019,4.784706674521059,4.784706674521059
174,2000-06-23,0,0.8571428571428571,0.3140293591447858,-1.1859191823371928,3.127393664258843,3.127393664258843
175,2000-06-24,0,0.42857142857142855,0.31585340071737905,0.929399433126534,4.815964892723735,4.815964892723735
176,2000-06-25,0,0.14285714285714285,0.31767744228997224,0.5469520226895784,4.1496272381450865,4.1496272381450865
177,2000-06-26,0,0.42857142857142855,0.31950148386256555,-0.8695923396512214,3.0206212030911663,3.0206212030911663
178,2000-06-27,0,0.7142857142857143,0.32132552543515885,1.2234279134609773,5.401179783490244,5.401179783490244
179,2000-06-28,0,0.2857142857142857,0.32314956700775216,-0.1324303624075145,3.6185741206229167,3.6185741206229167
