,exog_1,exog_2,exog_3,exog_4,exog_5,exog_6,exog_7,exog_8,exog_9,exog_10,Date
0,0,0,0,AH,AH,0,0,0,0,0,2000-01-01
1,0,0,0,0,AI,AI,0,0,0,0,2000-01-02
2,0,0,0,0,AH,0,0,0,0,0,2000-01-03
3,0,0,0,0,0,AK,AK,0,0,0,2000-01-04
4,0,0,0,0,AJ,0,AJ,0,0,0,2000-01-05
5,0,0,0,0,AJ,AJ,0,0,0,0,2000-01-06
6,0,0,0,0,0,AK,AK,0,0,0,2000-01-07
7,0,0,0,0,0,0,0,AM,AM,0,2000-01-08
8,0,AF,AF,0,0,0,0,0,0,0,2000-01-09
9,0,0,0,0,0,0,0,0,0,0,2000-01-10
10,0,0,0,0,0,0,0,0,0,0,2000-01-11
11,0,0,AG,0,0,0,0,0,0,0,2000-01-12
12,0,AF,0,0,0,0,0,0,0,0,2000-01-13
13,0,0,0,0,0,0,0,0,0,0,2000-01-14
14,0,0,AG,AG,0,0,0,0,0,0,2000-01-15
15,AE,0,0,0,0,0,0,0,0,0,2000-01-16
16,0,0,0,AG,0,0,0,0,0,0,2000-01-17
17,0,0,0,0,0,0,0,0,0,0,2000-01-18
18,0,0,0,0,AI,AI,0,0,0,0,2000-01-19
19,0,0,0,AH,AH,0,0,0,0,0,2000-01-20
20,0,0,0,0,0,0,0,0,0,0,2000-01-21
21,0,0,AF,0,0,0,0,0,0,0,2000-01-22
22,0,0,AG,0,0,0,0,0,0,0,2000-01-23
23,0,0,0,0,AH,0,0,0,0,0,2000-01-24
24,0,0,AG,AG,0,0,0,0,0,0,2000-01-25
25,AE,0,0,0,0,0,0,0,0,0,2000-01-26
26,0,0,0,0,0,0,0,0,0,0,2000-01-27
27,0,0,0,0,0,0,0,0,0,0,2000-01-28
28,0,0,AG,0,0,0,0,0,0,0,2000-01-29
29,0,0,0,AG,0,0,0,0,0,0,2000-01-30
30,0,0,0,0,0,0,0,0,0,0,2000-01-31
31,0,0,0,0,AI,0,0,0,0,0,2000-02-01
32,0,0,0,0,AJ,AJ,AJ,0,0,0,2000-02-02
33,0,0,0,0,0,AK,0,AK,0,0,2000-02-03
34,0,0,AG,0,0,0,0,0,0,0,2000-02-04
35,0,0,0,0,0,0,0,0,0,0,2000-02-05
36,0,AD,0,0,0,0,0,0,0,0,2000-02-06
37,0,0,0,0,0,AJ,0,0,0,0,2000-02-07
38,0,0,AF,0,0,0,0,0,0,0,2000-02-08
39,0,0,0,0,AJ,AJ,0,0,0,0,2000-02-09
40,0,0,0,0,0,0,AK,0,0,0,2000-02-10
41,0,0,0,0,0,AK,AK,0,0,0,2000-02-11
42,0,0,0,AF,0,0,0,0,0,0,2000-02-12
43,0,0,0,0,0,0,0,0,0,0,2000-02-13
44,0,0,0,0,0,0,0,0,0,0,2000-02-14
45,0,0,0,AH,0,0,0,0,0,0,2000-02-15
