,Close,Symbol,Open,High,Date,Low,Volume,Adj_Close
0,7.00,ILU.AX,6.93,7.07,2016-07-28,6.92,3023900,7.00
1,6.84,ILU.AX,6.75,6.96,2016-07-27,6.73,2896200,6.84
2,6.69,ILU.AX,6.90,6.92,2016-07-26,6.65,2985800,6.69
3,6.89,ILU.AX,7.05,7.10,2016-07-25,6.80,2636400,6.89
4,7.02,ILU.AX,6.85,7.08,2016-07-22,6.84,2380000,7.02
5,6.80,ILU.AX,6.95,6.97,2016-07-21,6.77,1731900,6.80
6,6.87,ILU.AX,6.90,6.94,2016-07-20,6.74,2366100,6.87
7,6.90,ILU.AX,7.06,7.145,2016-07-19,6.85,2647600,6.90
8,7.08,ILU.AX,7.16,7.19,2016-07-18,7.01,2271200,7.08
9,7.21,ILU.AX,7.36,7.38,2016-07-15,7.07,2387200,7.21
10,7.28,ILU.AX,7.33,7.48,2016-07-14,7.06,3107000,7.28
11,7.20,ILU.AX,7.16,7.31,2016-07-13,7.14,3262200,7.20
12,7.10,ILU.AX,7.25,7.30,2016-07-12,6.99,4211400,7.10
13,7.16,ILU.AX,6.61,7.30,2016-07-11,6.61,7850500,7.16
14,6.46,ILU.AX,6.35,6.56,2016-07-08,6.25,3692500,6.46
15,6.40,ILU.AX,6.89,6.94,2016-07-07,6.365,5120300,6.40
16,6.84,ILU.AX,6.76,6.88,2016-07-06,6.635,2015100,6.84
17,6.91,ILU.AX,6.90,7.06,2016-07-05,6.90,1881700,6.91
18,6.85,ILU.AX,6.65,6.89,2016-07-04,6.57,1998200,6.85
19,6.64,ILU.AX,6.50,6.77,2016-07-01,6.50,2005900,6.64
20,6.49,ILU.AX,6.41,6.55,2016-06-30,6.33,2856200,6.49
21,6.27,ILU.AX,6.24,6.41,2016-06-29,6.19,2971700,6.27
22,6.18,ILU.AX,6.23,6.255,2016-06-28,6.08,3518500,6.18
23,6.36,ILU.AX,6.27,6.41,2016-06-27,6.24,2866800,6.36
24,6.30,ILU.AX,6.61,6.695,2016-06-24,6.23,2945600,6.30
25,6.59,ILU.AX,6.39,6.61,2016-06-23,6.38,1896900,6.59
26,6.46,ILU.AX,6.76,6.79,2016-06-22,6.41,3859700,6.46
27,6.70,ILU.AX,6.70,6.81,2016-06-21,6.67,2763300,6.70
28,6.74,ILU.AX,6.77,6.86,2016-06-20,6.62,3309200,6.74
29,6.77,ILU.AX,6.67,6.77,2016-06-17,6.65,4296000,6.77
30,6.68,ILU.AX,6.73,6.84,2016-06-16,6.63,3494700,6.68
31,6.60,ILU.AX,6.63,6.67,2016-06-15,6.40,4045900,6.60
32,6.72,ILU.AX,6.59,6.74,2016-06-14,6.57,3105200,6.72
33,6.71,ILU.AX,6.71,6.71,2016-06-13,6.71,000,6.71
34,6.71,ILU.AX,6.71,6.76,2016-06-10,6.565,2564300,6.71
35,6.79,ILU.AX,6.69,6.84,2016-06-09,6.66,3762500,6.79
36,6.69,ILU.AX,6.58,6.70,2016-06-08,6.43,4516200,6.69
37,6.55,ILU.AX,6.45,6.60,2016-06-07,6.37,3222000,6.55
38,6.40,ILU.AX,6.16,6.48,2016-06-06,6.16,2738100,6.40
39,6.17,ILU.AX,6.28,6.35,2016-06-03,6.12,2897500,6.17
40,6.35,ILU.AX,6.32,6.405,2016-06-02,6.31,3855600,6.35
41,6.39,ILU.AX,6.37,6.48,2016-06-01,6.35,4009000,6.39
42,6.45,ILU.AX,6.42,6.53,2016-05-31,6.37,51765800,6.45
43,6.50,ILU.AX,6.39,6.52,2016-05-30,6.21,3190500,6.50
44,6.45,ILU.AX,6.48,6.50,2016-05-27,6.36,3130300,6.45
45,6.44,ILU.AX,6.12,6.46,2016-05-26,6.11,5006200,6.44
46,5.97,ILU.AX,5.86,6.00,2016-05-25,5.86,3904900,5.97
47,5.85,ILU.AX,6.00,6.02,2016-05-24,5.735,5996300,5.85
48,6.00,ILU.AX,6.11,6.19,2016-05-23,5.94,2423800,6.00
49,6.10,ILU.AX,5.79,6.14,2016-05-20,5.79,3951700,6.10
50,5.80,ILU.AX,5.81,5.94,2016-05-19,5.69,3716700,5.80
51,5.93,ILU.AX,5.90,6.01,2016-05-18,5.83,4886400,5.93
52,5.98,ILU.AX,5.81,6.03,2016-05-17,5.79,2715000,5.98
53,5.79,ILU.AX,5.81,5.88,2016-05-16,5.75,3120200,5.79
54,5.84,ILU.AX,6.15,6.15,2016-05-13,5.80,6332200,5.84
55,6.19,ILU.AX,6.10,6.33,2016-05-12,6.075,3405000,6.19
56,6.12,ILU.AX,6.01,6.15,2016-05-11,5.89,2768700,6.12
57,5.88,ILU.AX,5.99,5.995,2016-05-10,5.79,4101800,5.88
58,6.17,ILU.AX,6.29,6.32,2016-05-09,6.10,2319600,6.17
59,6.13,ILU.AX,6.14,6.22,2016-05-06,6.03,2892300,6.13
60,6.04,ILU.AX,6.15,6.21,2016-05-05,5.93,2365600,6.04
61,6.15,ILU.AX,6.40,6.41,2016-05-04,6.06,4541500,6.15
62,6.50,ILU.AX,6.66,6.74,2016-05-03,6.37,3347800,6.50
63,6.64,ILU.AX,6.40,6.73,2016-05-02,6.32,3729100,6.64
64,6.43,ILU.AX,6.45,6.46,2016-04-29,6.34,2187700,6.43
65,6.39,ILU.AX,6.40,6.54,2016-04-28,6.36,2475200,6.39
66,6.25,ILU.AX,6.30,6.345,2016-04-27,6.21,3478400,6.25
67,6.26,ILU.AX,6.22,6.32,2016-04-26,6.12,2960100,6.26
68,6.27,ILU.AX,6.27,6.27,2016-04-25,6.27,000,6.27
69,6.27,ILU.AX,6.10,6.32,2016-04-22,6.08,3455400,6.27
70,6.34,ILU.AX,6.48,6.48,2016-04-21,6.15,4750100,6.34
71,6.29,ILU.AX,6.20,6.35,2016-04-20,6.19,6650700,6.29
72,6.05,ILU.AX,5.89,6.13,2016-04-19,5.87,6386900,6.05
73,5.73,ILU.AX,5.75,5.78,2016-04-18,5.645,5323700,5.73
74,5.85,ILU.AX,5.74,5.96,2016-04-15,5.69,6008300,5.85
75,5.70,ILU.AX,5.61,5.72,2016-04-14,5.49,19594400,5.70
76,5.53,ILU.AX,5.62,5.70,2016-04-13,5.48,5585100,5.53
77,5.60,ILU.AX,5.68,5.77,2016-04-12,5.59,4552700,5.60
78,5.66,ILU.AX,5.73,5.76,2016-04-11,5.59,3638400,5.66
79,5.82,ILU.AX,5.90,5.90,2016-04-08,5.70,8431400,5.82
80,6.17,ILU.AX,6.45,6.45,2016-04-07,6.12,3706700,6.17
81,6.45,ILU.AX,6.42,6.51,2016-04-06,6.35,1717800,6.45
82,6.41,ILU.AX,6.54,6.58,2016-04-05,6.37,1730900,6.41
83,6.56,ILU.AX,6.62,6.62,2016-04-04,6.45,1494800,6.56
84,6.62,ILU.AX,6.54,6.655,2016-04-01,6.52,2066900,6.62
85,6.56,ILU.AX,6.64,6.72,2016-03-31,6.55,1609800,6.56
86,6.56,ILU.AX,6.56,6.62,2016-03-30,6.50,2151400,6.56
87,6.49,ILU.AX,6.60,6.68,2016-03-29,6.49,1942400,6.49
88,6.65,ILU.AX,6.65,6.65,2016-03-28,6.65,000,6.65
89,6.65,ILU.AX,6.65,6.65,2016-03-25,6.65,000,6.65
90,6.65,ILU.AX,6.57,6.65,2016-03-24,6.53,1625300,6.65
91,6.66,ILU.AX,7.11,7.12,2016-03-23,6.58,4306600,6.66
92,7.25,ILU.AX,7.45,7.45,2016-03-22,7.17,1354200,7.25
93,7.38,ILU.AX,7.38,7.47,2016-03-21,7.31,1711900,7.38
94,7.35,ILU.AX,7.40,7.53,2016-03-18,7.35,2991700,7.35
95,7.30,ILU.AX,7.38,7.52,2016-03-17,7.30,3672700,7.30
96,7.34,ILU.AX,7.46,7.52,2016-03-16,7.29,2377700,7.34
97,7.46,ILU.AX,7.64,7.64,2016-03-15,7.45,1863300,7.46
98,7.65,ILU.AX,7.60,7.70,2016-03-14,7.55,1610900,7.65
99,7.56,ILU.AX,7.65,7.65,2016-03-11,7.41,1486800,7.56
100,7.57,ILU.AX,7.58,7.63,2016-03-10,7.42,2043700,7.57
101,7.36,ILU.AX,7.52,7.52,2016-03-09,7.13,4605600,7.36
102,7.83,ILU.AX,7.99,8.20,2016-03-08,7.72,3480100,7.5586
103,7.92,ILU.AX,7.80,7.96,2016-03-07,7.75,2675900,7.64548
104,7.74,ILU.AX,7.69,7.79,2016-03-04,7.46,1939000,7.47172
105,7.54,ILU.AX,7.30,7.57,2016-03-03,7.27,2259500,7.27865
106,7.28,ILU.AX,7.25,7.365,2016-03-02,6.99,3118500,7.02766
107,7.15,ILU.AX,6.85,7.15,2016-03-01,6.79,3660400,6.90217
108,6.73,ILU.AX,6.55,6.86,2016-02-29,6.47,3497200,6.49673
109,6.51,ILU.AX,6.73,6.76,2016-02-26,6.41,2204700,6.28435
110,6.63,ILU.AX,6.60,6.69,2016-02-25,6.42,3518300,6.40019
111,6.51,ILU.AX,6.68,6.78,2016-02-24,6.46,2676400,6.28435
112,6.81,ILU.AX,6.64,6.83,2016-02-23,6.625,1762100,6.57395
113,6.65,ILU.AX,6.51,6.76,2016-02-22,6.38,3276400,6.4195
114,6.74,ILU.AX,6.89,7.02,2016-02-19,6.65,1623700,6.50638
115,6.87,ILU.AX,6.60,6.89,2016-02-18,6.55,1208100,6.63188
116,6.54,ILU.AX,6.65,6.65,2016-02-17,6.41,2444400,6.31331
117,6.73,ILU.AX,6.74,6.99,2016-02-16,6.70,2970500,6.49673
118,6.69,ILU.AX,6.48,6.72,2016-02-15,6.48,1790700,6.45811
119,6.40,ILU.AX,6.32,6.50,2016-02-12,6.32,1587200,6.17817
120,6.36,ILU.AX,6.39,6.50,2016-02-11,6.30,6514500,6.13955
121,6.41,ILU.AX,6.44,6.46,2016-02-10,6.28,2113000,6.18782
122,6.46,ILU.AX,6.22,6.49,2016-02-09,6.22,1940000,6.23609
123,6.40,ILU.AX,6.19,6.45,2016-02-08,6.10,1584700,6.17817
124,6.28,ILU.AX,5.91,6.35,2016-02-05,5.72,3315000,6.06233
125,5.91,ILU.AX,5.33,5.95,2016-02-04,5.33,2506300,5.70515
126,5.26,ILU.AX,5.42,5.43,2016-02-03,5.21,2069200,5.07768
127,5.50,ILU.AX,5.58,5.61,2016-02-02,5.48,1993900,5.30936
128,5.54,ILU.AX,5.57,5.64,2016-02-01,5.53,2683200,5.34798
129,5.43,ILU.AX,5.52,5.61,2016-01-29,5.38,3158600,5.24179
130,5.57,ILU.AX,5.58,5.63,2016-01-28,5.54,1634000,5.37694
131,5.60,ILU.AX,5.63,5.71,2016-01-27,5.57,2827700,5.4059
132,5.68,ILU.AX,5.68,5.68,2016-01-26,5.68,000,5.48312
133,5.68,ILU.AX,5.76,5.81,2016-01-25,5.52,1601200,5.48312
134,5.61,ILU.AX,5.53,5.72,2016-01-22,5.505,2089200,5.41555
135,5.42,ILU.AX,5.67,5.67,2016-01-21,5.39,2556000,5.23213
136,5.43,ILU.AX,5.51,5.60,2016-01-20,5.40,1956700,5.24179
137,5.60,ILU.AX,5.36,5.65,2016-01-19,5.32,1793100,5.4059
138,5.35,ILU.AX,5.39,5.39,2016-01-18,5.31,1856400,5.16456
139,5.53,ILU.AX,5.54,5.67,2016-01-15,5.49,2025100,5.33832
140,5.38,ILU.AX,5.28,5.41,2016-01-14,5.23,1324100,5.19352
141,5.41,ILU.AX,5.35,5.48,2016-01-13,5.21,3083400,5.22248
142,5.38,ILU.AX,5.64,5.66,2016-01-12,5.335,2307500,5.19352
143,5.66,ILU.AX,5.44,5.68,2016-01-11,5.39,1996100,5.46382
144,5.62,ILU.AX,5.48,5.65,2016-01-08,5.445,2113200,5.4252
145,5.62,ILU.AX,5.80,5.86,2016-01-07,5.58,1878100,5.4252
146,5.80,ILU.AX,6.06,6.10,2016-01-06,5.735,2808700,5.59896
147,6.11,ILU.AX,6.10,6.20,2016-01-05,6.06,1878800,5.89822
148,6.21,ILU.AX,6.15,6.29,2016-01-04,6.08,2363300,5.99475
149,6.13,ILU.AX,6.13,6.13,2016-01-01,6.13,000,5.91752
150,6.13,ILU.AX,6.15,6.18,2015-12-31,6.10,1651400,5.91752
151,6.19,ILU.AX,6.22,6.24,2015-12-30,6.08,2045900,5.97545
152,6.17,ILU.AX,5.98,6.20,2015-12-29,5.94,1610400,5.95614
153,5.96,ILU.AX,5.96,5.96,2015-12-28,5.96,000,5.75342
154,5.96,ILU.AX,5.96,5.96,2015-12-25,5.96,000,5.75342
155,5.96,ILU.AX,5.90,5.98,2015-12-24,5.83,541100,5.75342
156,5.76,ILU.AX,5.68,5.87,2015-12-23,5.61,1573500,5.56035
157,5.56,ILU.AX,5.53,5.65,2015-12-22,5.39,2066300,5.36728
158,5.41,ILU.AX,5.35,5.41,2015-12-21,5.29,2004100,5.22248
159,5.35,ILU.AX,5.40,5.40,2015-12-18,5.26,4458000,5.16456
160,5.45,ILU.AX,5.50,5.53,2015-12-17,5.35,2565300,5.26109
161,5.35,ILU.AX,5.17,5.39,2015-12-16,5.16,2332800,5.16456
162,5.15,ILU.AX,5.11,5.28,2015-12-15,5.11,1664400,4.97149
163,5.09,ILU.AX,5.07,5.15,2015-12-14,5.03,1235000,4.91357
164,5.17,ILU.AX,5.16,5.27,2015-12-11,5.14,1208600,4.9908
165,5.12,ILU.AX,5.13,5.21,2015-12-10,5.03,1712400,4.94253
166,5.09,ILU.AX,5.08,5.19,2015-12-09,5.01,1605800,4.91357
167,5.14,ILU.AX,5.24,5.32,2015-12-08,5.06,1845500,4.96184
168,5.47,ILU.AX,5.46,5.52,2015-12-07,5.41,1833000,5.2804
169,5.37,ILU.AX,5.43,5.43,2015-12-04,5.26,2613000,5.18387
170,5.55,ILU.AX,5.68,5.71,2015-12-03,5.53,2061300,5.35763
171,5.80,ILU.AX,5.78,5.86,2015-12-02,5.77,1267200,5.59896
172,5.80,ILU.AX,5.75,5.86,2015-12-01,5.74,3121900,5.59896
173,5.75,ILU.AX,5.95,5.95,2015-11-30,5.69,4390400,5.5507
174,6.02,ILU.AX,6.09,6.14,2015-11-27,6.00,1545700,5.81134
175,6.05,ILU.AX,6.01,6.08,2015-11-26,6.00,1721900,5.8403
176,5.99,ILU.AX,6.00,6.06,2015-11-25,5.97,2407500,5.78238
177,5.96,ILU.AX,6.31,6.34,2015-11-24,5.93,2274800,5.75342
178,6.40,ILU.AX,6.27,6.46,2015-11-23,6.21,1289800,6.17817
179,6.32,ILU.AX,6.20,6.35,2015-11-20,6.19,1920700,6.10094
180,6.19,ILU.AX,6.06,6.23,2015-11-19,6.06,2429400,5.97545
181,5.98,ILU.AX,6.02,6.045,2015-11-18,5.93,1454800,5.77272
182,6.09,ILU.AX,6.04,6.09,2015-11-17,5.96,1631200,5.87891
183,5.95,ILU.AX,5.80,6.04,2015-11-16,5.75,1435200,5.74376
184,5.99,ILU.AX,5.98,5.99,2015-11-13,5.81,2044100,5.78238
185,6.10,ILU.AX,6.08,6.11,2015-11-12,5.92,1504000,5.88856
186,6.18,ILU.AX,6.33,6.34,2015-11-11,6.08,2575900,5.96579
187,6.29,ILU.AX,6.30,6.35,2015-11-10,6.14,1627900,6.07198
