"Index","x"
"2000",59.9
"2000.08333333333",62.95
"2000.16666666667",69.08
"2000.25",62.34
"2000.33333333333",73.86
"2000.41666666667",71.48
"2000.5",65.34
"2000.58333333333",73.73
"2000.66666666667",72.64
"2000.75",78.02
"2000.83333333333",77.46
"2000.91666666667",73.87
"2001",69.97
"2001.08333333333",69.24
"2001.16666666667",78.71
"2001.25",73.72
"2001.33333333333",83.12
"2001.41666666667",81.11
"2001.5",77.56
"2001.58333333333",82.01
"2001.66666666667",79.6
"2001.75",87.51
"2001.83333333333",82.22
"2001.91666666667",72.87
"2002",74.64
"2002.08333333333",71.32
"2002.16666666667",77.6
"2002.25",83.46
"2002.33333333333",87.65
"2002.41666666667",81.66
"2002.5",84.85
"2002.58333333333",87.69
"2002.66666666667",88.13
"2002.75",94.7
"2002.83333333333",90.43
"2002.91666666667",82.15
"2003",79.74
"2003.08333333333",78.23
"2003.16666666667",86.84
"2003.25",89.41
"2003.33333333333",94.61
"2003.41666666667",89.55
"2003.5",93.42
"2003.58333333333",90.6
"2003.66666666667",99.96
"2003.75",103.35
"2003.83333333333",91.92
"2003.91666666667",94.4
"2004",84.1
"2004.08333333333",88.15
"2004.16666666667",102
"2004.25",99.06
"2004.33333333333",98.68
"2004.41666666667",97.5
"2004.5",96.1
"2004.58333333333",95.41
"2004.66666666667",103.34
"2004.75",101.18
"2004.83333333333",98.96
"2004.91666666667",100.1
"2005",87.21
"2005.08333333333",89.47
"2005.16666666667",98.59
"2005.25",105.32
"2005.33333333333",107.15
"2005.41666666667",108.54
"2005.5",102.96
"2005.58333333333",108.65
"2005.66666666667",113.2
"2005.75",113.24
"2005.83333333333",110.79
"2005.91666666667",108.45
"2006",96.45
"2006.08333333333",97.56
"2006.16666666667",113.8
"2006.25",105.29
"2006.33333333333",114.54
"2006.41666666667",116.72
"2006.5",107.15
"2006.58333333333",118.5
"2006.66666666667",116.68
"2006.75",121
"2006.83333333333",116.83
"2006.91666666667",108.75
"2007",103.24
"2007.08333333333",100.64
"2007.16666666667",119.13
"2007.25",107.14
"2007.33333333333",117.53
"2007.41666666667",116.85
"2007.5",109.64
"2007.58333333333",118.23
"2007.66666666667",109.99
"2007.75",118.84
"2007.83333333333",114.17
"2007.91666666667",101.66
"2008",104.54
"2008.08333333333",111.05
"2008.16666666667",107.96
"2008.25",120.05
"2008.33333333333",113.96
"2008.41666666667",111.05
"2008.5",109.16
"2008.58333333333",105.03
"2008.66666666667",108.92
"2008.75",113.1
"2008.83333333333",95.69
"2008.91666666667",90.5
"2009",76.02
"2009.08333333333",75.81
"2009.16666666667",82.22
"2009.25",88.17
"2009.33333333333",85.09
"2009.41666666667",89.34
"2009.5",86.78
"2009.58333333333",88.98
"2009.66666666667",89.62
"2009.75",92.21
"2009.83333333333",91.3
"2009.91666666667",84.3
"2010",74.47
"2010.08333333333",76.85
"2010.16666666667",92.17
"2010.25",99.88
"2010.33333333333",100.06
"2010.41666666667",103.09
"2010.5",105.38
"2010.58333333333",111.68
"2010.66666666667",110.46
"2010.75",114.64
"2010.83333333333",108.78
"2010.91666666667",102.54
"2011",85.61
"2011.08333333333",87.52
"2011.16666666667",106.3
"2011.25",111.57
"2011.33333333333",117.33
"2011.41666666667",118.33
"2011.5",112.89
"2011.58333333333",122.55
"2011.66666666667",122.58
"2011.75",121.48
"2011.83333333333",121.98
"2011.91666666667",112.34
"2012",103.3
"2012.08333333333",102.55
"2012.16666666667",119.54
"2012.25",121.07
"2012.33333333333",126.04
"2012.41666666667",131.24
"2012.5",124.2
"2012.58333333333",137.96
"2012.66666666667",121.56
"2012.75",134.81
"2012.83333333333",131
"2012.91666666667",111.85
"2013",103.12
"2013.08333333333",99.38
"2013.16666666667",107.22
"2013.25",123.98
"2013.33333333333",126.1
"2013.41666666667",125.83
"2013.5",133.38
"2013.58333333333",132.73
"2013.66666666667",127.08
"2013.75",137.84
"2013.83333333333",131.1
"2013.91666666667",118.47
