"Index","x"
"1990",60.25
"1990.08333333333",59.55
"1990.16666666667",59.46
"1990.25",59.39
"1990.33333333333",59.25
"1990.41666666667",59.04
"1990.5",59.2
"1990.58333333333",61.93
"1990.66666666667",64.33
"1990.75",66.37
"1990.83333333333",64.69
"1990.91666666667",63.51
"1991",64.64
"1991.08333333333",64.54
"1991.16666666667",62.94
"1991.25",63.06
"1991.33333333333",63.27
"1991.41666666667",63.29
"1991.5",65.58
"1991.58333333333",65.61
"1991.66666666667",66.07
"1991.75",66.23
"1991.83333333333",66.42
"1991.91666666667",65.53
"1992",64.75
"1992.08333333333",65.24
"1992.16666666667",64.97
"1992.25",65.2
"1992.33333333333",65.58
"1992.41666666667",65.68
"1992.5",65.36
"1992.58333333333",65.11
"1992.66666666667",65.07
"1992.75",65.31
"1992.83333333333",65.67
"1992.91666666667",65.45
"1993",65.89
"1993.08333333333",66.03
"1993.16666666667",66.33
"1993.25",66.55
"1993.33333333333",66.48
"1993.41666666667",66.6
"1993.5",66.95
"1993.58333333333",67.23
"1993.66666666667",67.02
"1993.75",67.26
"1993.83333333333",67.33
"1993.91666666667",66.88
"1994",68.47
"1994.08333333333",68.6
"1994.16666666667",68.42
"1994.25",68.64
"1994.33333333333",68.88
"1994.41666666667",68.9
"1994.5",68.65
"1994.58333333333",69.29
"1994.66666666667",68.74
"1994.75",68.62
"1994.83333333333",68.77
"1994.91666666667",68.67
"1995",69.07
"1995.08333333333",69.21
"1995.16666666667",69.45
"1995.25",69.7
"1995.33333333333",69.95
"1995.41666666667",70.04
"1995.5",69.28
"1995.58333333333",69.51
"1995.66666666667",69.89
"1995.75",69.65
"1995.83333333333",69.78
"1995.91666666667",70.11
"1996",70.4
"1996.08333333333",70.69
"1996.16666666667",70.96
"1996.25",71.7
"1996.33333333333",71.63
"1996.41666666667",71.22
"1996.5",71.05
"1996.58333333333",71.19
"1996.66666666667",72.11
"1996.75",72.97
"1996.83333333333",73.1
"1996.91666666667",73.34
"1997",74.05
"1997.08333333333",73.88
"1997.16666666667",73.54
"1997.25",73.21
"1997.33333333333",73.15
"1997.41666666667",72.98
"1997.5",73.04
"1997.58333333333",74.17
"1997.66666666667",73.97
"1997.75",74.11
"1997.83333333333",74.04
"1997.91666666667",73.81
"1998",73.13
"1998.08333333333",72.85
"1998.16666666667",72.35
"1998.25",72.5
"1998.33333333333",72.09
"1998.41666666667",71.72
"1998.5",71.62
"1998.58333333333",71.31
"1998.66666666667",71.09
"1998.75",71.08
"1998.83333333333",70.78
"1998.91666666667",70.25
"1999",69.94
"1999.08333333333",69.74
"1999.16666666667",70.33
"1999.25",72.73
"1999.33333333333",72.48
"1999.41666666667",72.76
"1999.5",73.94
"1999.58333333333",74.89
"1999.66666666667",75.66
"1999.75",75.68
"1999.83333333333",75.91
"1999.91666666667",77.36
"2000",78.38
"2000.08333333333",79.16
"2000.16666666667",81.04
"2000.25",80.11
"2000.33333333333",81.1
"2000.41666666667",83.21
"2000.5",83.68
"2000.58333333333",83.59
"2000.66666666667",87.08
"2000.75",86.33
"2000.83333333333",87.08
"2000.91666666667",85.66
"2001",84
"2001.08333333333",85.11
"2001.16666666667",84.98
"2001.25",85.85
"2001.33333333333",87.53
"2001.41666666667",87.3
"2001.5",85.69
"2001.58333333333",84.86
"2001.66666666667",85.59
"2001.75",83.72
"2001.83333333333",82.5
"2001.91666666667",81.63
"2002",82.42
"2002.08333333333",82.63
"2002.16666666667",83.69
