"Index","x"
"1999",71.9
"1999.08333333333",76.4
"1999.16666666667",91
"1999.25",82
"1999.33333333333",79.3
"1999.41666666667",88.4
"1999.5",83.1
"1999.58333333333",77.3
"1999.66666666667",90.9
"1999.75",88.5
"1999.83333333333",92.5
"1999.91666666667",85.3
"2000",76
"2000.08333333333",85.3
"2000.16666666667",95.1
"2000.25",81.8
"2000.33333333333",94.9
"2000.41666666667",87.3
"2000.5",86.3
"2000.58333333333",85
"2000.66666666667",94.2
"2000.75",93.5
"2000.83333333333",98.3
"2000.91666666667",86.5
"2001",85.9
"2001.08333333333",86.6
"2001.16666666667",97.6
"2001.25",85.9
"2001.33333333333",92
"2001.41666666667",89.8
"2001.5",88
"2001.58333333333",85
"2001.66666666667",89.6
"2001.75",93.7
"2001.83333333333",93.6
"2001.91666666667",78.1
"2002",82.5
"2002.08333333333",82.4
"2002.16666666667",88.3
"2002.25",90.7
"2002.33333333333",83.9
"2002.41666666667",90.8
"2002.5",91.1
"2002.58333333333",82
"2002.66666666667",92.5
"2002.75",94.1
"2002.83333333333",93.6
"2002.91666666667",80.7
"2003",82.9
"2003.08333333333",84.8
"2003.16666666667",90.9
"2003.25",87.9
"2003.33333333333",86.5
"2003.41666666667",86.2
"2003.5",92.5
"2003.58333333333",76.9
"2003.66666666667",93.6
"2003.75",95.6
"2003.83333333333",93.4
"2003.91666666667",85
"2004",81.5
"2004.08333333333",85.5
"2004.16666666667",99.9
"2004.25",91
"2004.33333333333",87.9
"2004.41666666667",97.2
"2004.5",93
"2004.58333333333",84.7
"2004.66666666667",98.7
"2004.75",96.3
"2004.83333333333",98.2
"2004.91666666667",89.7
"2005",84.6
"2005.08333333333",86.9
"2005.16666666667",96.8
"2005.25",96.8
"2005.33333333333",89.7
"2005.41666666667",103.2
"2005.5",93.2
"2005.58333333333",88.7
"2005.66666666667",103.7
"2005.75",97.9
"2005.83333333333",104.6
"2005.91666666667",95
"2006",91.1
"2006.08333333333",92.3
"2006.16666666667",107.9
"2006.25",92
"2006.33333333333",103.2
"2006.41666666667",102.5
"2006.5",98.5
"2006.58333333333",97.1
"2006.66666666667",106.7
"2006.75",105.8
"2006.83333333333",112.4
"2006.91666666667",97.9
"2007",99.8
"2007.08333333333",99.8
"2007.16666666667",114
"2007.25",101.1
"2007.33333333333",105.8
"2007.41666666667",109.3
"2007.5",108.1
"2007.58333333333",102.4
"2007.66666666667",109.6
"2007.75",117
"2007.83333333333",117.5
"2007.91666666667",97.6
"2008",105.8
"2008.08333333333",109
"2008.16666666667",107.3
"2008.25",118.5
"2008.33333333333",105.1
"2008.41666666667",115.1
"2008.5",112.4
"2008.58333333333",97.7
"2008.66666666667",116.2
"2008.75",113
"2008.83333333333",104.2
"2008.91666666667",90.4
"2009",80.6
"2009.08333333333",81.5
"2009.16666666667",93.4
"2009.25",83.9
"2009.33333333333",84.4
"2009.41666666667",90.9
"2009.5",91.5
"2009.58333333333",80.2
"2009.66666666667",100.5
"2009.75",98.3
"2009.83333333333",98.5
"2009.91666666667",87.6
"2010",81.3
"2010.08333333333",87.5
"2010.16666666667",106.9
"2010.25",96.4
"2010.33333333333",95.6
"2010.41666666667",105.6
"2010.5",99.6
"2010.58333333333",93.8
"2010.66666666667",110
"2010.75",108
"2010.83333333333",112.2
"2010.91666666667",103
"2011",95
"2011.08333333333",102.5
"2011.16666666667",118.9
"2011.25",103.6
"2011.33333333333",115.9
"2011.41666666667",106.1
"2011.5",107.4
"2011.58333333333",105.2
"2011.66666666667",116.3
"2011.75",108.8
"2011.83333333333",117.3
"2011.91666666667",104.4
"2012",100.3
"2012.08333333333",105.9
"2012.16666666667",118.4
"2012.25",102.5
"2012.33333333333",108
"2012.41666666667",110
"2012.5",109.5
"2012.58333333333",104.1
"2012.66666666667",107.6
"2012.75",112.9
"2012.83333333333",113.7
"2012.91666666667",94.6
"2013",99.7
"2013.08333333333",100.7
"2013.16666666667",108.1
"2013.25",110.8
"2013.33333333333",103.2
"2013.41666666667",109.7
"2013.5",111
"2013.58333333333",101.2
"2013.66666666667",112.4
"2013.75",114.6
"2013.83333333333",114.9
"2013.91666666667",100.3
