"Index","x"
"1999",55.95
"1999.08333333333",62.42
"1999.16666666667",76.66
"1999.25",71.02
"1999.33333333333",68.9
"1999.41666666667",75.92
"1999.5",69.82
"1999.58333333333",63.81
"1999.66666666667",82.03
"1999.75",76.85
"1999.83333333333",85.26
"1999.91666666667",76.39
"2000",61.22
"2000.08333333333",73.33
"2000.16666666667",84.43
"2000.25",73.7
"2000.33333333333",85.45
"2000.41666666667",78.33
"2000.5",76.76
"2000.58333333333",70.56
"2000.66666666667",86.1
"2000.75",85.63
"2000.83333333333",89.89
"2000.91666666667",80.73
"2001",73.33
"2001.08333333333",76.29
"2001.16666666667",87.48
"2001.25",78.88
"2001.33333333333",83.6
"2001.41666666667",80.36
"2001.5",81.38
"2001.58333333333",72.41
"2001.66666666667",83.14
"2001.75",90.35
"2001.83333333333",84.71
"2001.91666666667",73.43
"2002",71.58
"2002.08333333333",74.17
"2002.16666666667",81.1
"2002.25",83.23
"2002.33333333333",78.98
"2002.41666666667",85.26
"2002.5",84.52
"2002.58333333333",67.51
"2002.66666666667",86.84
"2002.75",92.11
"2002.83333333333",84.15
"2002.91666666667",77.22
"2003",72.6
"2003.08333333333",75.18
"2003.16666666667",84.99
"2003.25",83.97
"2003.33333333333",80.18
"2003.41666666667",81.47
"2003.5",85.91
"2003.58333333333",69.45
"2003.66666666667",91.37
"2003.75",93.96
"2003.83333333333",87.02
"2003.91666666667",81.01
"2004",72.13
"2004.08333333333",79.16
"2004.16666666667",94.97
"2004.25",88.59
"2004.33333333333",84.06
"2004.41666666667",94.05
"2004.5",89.89
"2004.58333333333",80.73
"2004.66666666667",99.69
"2004.75",93.22
"2004.83333333333",98.58
"2004.91666666667",92.2
"2005",75.28
"2005.08333333333",82.31
"2005.16666666667",96.74
"2005.25",92.21
"2005.33333333333",88.14
"2005.41666666667",101.73
"2005.5",91.1
"2005.58333333333",83.24
"2005.66666666667",102.47
"2005.75",97.11
"2005.83333333333",104.23
"2005.91666666667",95.35
"2006",82.68
"2006.08333333333",88.23
"2006.16666666667",105.8
"2006.25",90.82
"2006.33333333333",101.55
"2006.41666666667",102.38
"2006.5",98.31
"2006.58333333333",91.1
"2006.66666666667",107.65
"2006.75",108.58
"2006.83333333333",111.72
"2006.91666666667",99.24
"2007",92.95
"2007.08333333333",96.18
"2007.16666666667",113.76
"2007.25",101.18
"2007.33333333333",106.27
"2007.41666666667",107.75
"2007.5",107.01
"2007.58333333333",97.11
"2007.66666666667",109.23
"2007.75",117.46
"2007.83333333333",112.92
"2007.91666666667",101.09
"2008",98.22
"2008.08333333333",104.79
"2008.16666666667",110.61
"2008.25",113.39
"2008.33333333333",105.34
"2008.41666666667",114.59
"2008.5",110.24
"2008.58333333333",92.58
"2008.66666666667",119.31
"2008.75",117.27
"2008.83333333333",104.14
"2008.91666666667",97.66
"2009",81.11
"2009.08333333333",85.18
"2009.16666666667",102.1
"2009.25",90.73
"2009.33333333333",86.66
"2009.41666666667",93.32
"2009.5",95.82
"2009.58333333333",80.65
"2009.66666666667",103.03
"2009.75",99.88
"2009.83333333333",103.03
"2009.91666666667",96.28
"2010",75.6
"2010.08333333333",86.5
"2010.16666666667",106.6
"2010.25",94.8
"2010.33333333333",95.5
"2010.41666666667",106.4
"2010.5",100.8
"2010.58333333333",93.7
"2010.66666666667",113.7
"2010.75",103.4
"2010.83333333333",114.1
"2010.91666666667",108.9
"2011",88
"2011.08333333333",96
"2011.16666666667",117.6
"2011.25",101.6
"2011.33333333333",114
"2011.41666666667",105.8
"2011.5",103.3
"2011.58333333333",98.7
"2011.66666666667",117.8
"2011.75",107.6
"2011.83333333333",116.2
"2011.91666666667",108
"2012",92.2
"2012.08333333333",98.9
"2012.16666666667",113.3
"2012.25",101.6
"2012.33333333333",107.8
"2012.41666666667",109.8
"2012.5",107.7
"2012.58333333333",99.9
"2012.66666666667",109.8
"2012.75",116.4
"2012.83333333333",114.2
"2012.91666666667",100.7
"2013",95
"2013.08333333333",95.7
"2013.16666666667",108.4
"2013.25",107.7
"2013.33333333333",103.3
"2013.41666666667",109.5
"2013.5",112.1
"2013.58333333333",96
"2013.66666666667",114.9
"2013.75",119.4
"2013.83333333333",113
"2013.91666666667",105.1
