"Index","x"
"1990",80
"1990.08333333333",80.39
"1990.16666666667",80.66
"1990.25",80.81
"1990.33333333333",81.02
"1990.41666666667",81.11
"1990.5",81.06
"1990.58333333333",81.22
"1990.66666666667",81.43
"1990.75",81.73
"1990.83333333333",82.13
"1990.91666666667",82.31
"1991",82.37
"1991.08333333333",82.7
"1991.16666666667",82.98
"1991.25",83.27
"1991.33333333333",83.55
"1991.41666666667",83.7
"1991.5",83.68
"1991.58333333333",83.8
"1991.66666666667",84.05
"1991.75",84.52
"1991.83333333333",84.83
"1991.91666666667",84.95
"1992",85
"1992.08333333333",85.38
"1992.16666666667",85.79
"1992.25",85.96
"1992.33333333333",86.12
"1992.41666666667",86.1
"1992.5",86.09
"1992.58333333333",86.32
"1992.66666666667",86.64
"1992.75",86.86
"1992.83333333333",87.22
"1992.91666666667",87.26
"1993",87.47
"1993.08333333333",88.02
"1993.16666666667",88.41
"1993.25",88.55
"1993.33333333333",88.74
"1993.41666666667",88.82
"1993.5",88.75
"1993.58333333333",88.93
"1993.66666666667",89.18
"1993.75",89.48
"1993.83333333333",89.62
"1993.91666666667",89.61
"1994",89.65
"1994.08333333333",89.88
"1994.16666666667",90.19
"1994.25",90.25
"1994.33333333333",90.37
"1994.41666666667",90.3
"1994.5",90.16
"1994.58333333333",90.28
"1994.66666666667",90.58
"1994.75",90.8
"1994.83333333333",90.92
"1994.91666666667",90.96
"1995",90.91
"1995.08333333333",91.28
"1995.16666666667",91.58
"1995.25",91.75
"1995.33333333333",91.87
"1995.41666666667",91.94
"1995.5",91.72
"1995.58333333333",91.99
"1995.66666666667",92.41
"1995.75",92.64
"1995.83333333333",92.83
"1995.91666666667",92.81
"1996",92.57
"1996.08333333333",92.93
"1996.16666666667",93.38
"1996.25",93.45
"1996.33333333333",93.52
"1996.41666666667",93.49
"1996.5",93.21
"1996.58333333333",93.28
"1996.66666666667",93.59
"1996.75",93.79
"1996.83333333333",93.73
"1996.91666666667",93.77
"1997",93.4
"1997.08333333333",93.68
"1997.16666666667",93.99
"1997.25",94.03
"1997.33333333333",94.06
"1997.41666666667",93.89
"1997.5",93.53
"1997.58333333333",93.7
"1997.66666666667",94.09
"1997.75",94.24
"1997.83333333333",94.36
"1997.91666666667",94.37
"1998",93.95
"1998.08333333333",94.35
"1998.16666666667",94.68
"1998.25",94.89
"1998.33333333333",94.96
"1998.41666666667",94.9
"1998.5",94.5
"1998.58333333333",94.72
"1998.66666666667",95.1
"1998.75",95.21
"1998.83333333333",95.28
"1998.91666666667",95.25
"1999",94.8
"1999.08333333333",95.12
"1999.16666666667",95.46
"1999.25",95.54
"1999.33333333333",95.57
"1999.41666666667",95.52
"1999.5",95.07
"1999.58333333333",95.31
"1999.66666666667",95.57
"1999.75",95.73
"1999.83333333333",95.85
"1999.91666666667",95.81
"2000",95.29
"2000.08333333333",95.48
"2000.16666666667",95.86
"2000.25",95.92
"2000.33333333333",95.95
"2000.41666666667",95.93
"2000.5",95.25
"2000.58333333333",95.63
"2000.66666666667",96.07
"2000.75",96.32
"2000.83333333333",96.47
"2000.91666666667",96.48
"2001",95.49
"2001.08333333333",95.27
"2001.16666666667",96.44
"2001.25",96.95
"2001.33333333333",97.16
"2001.41666666667",97.12
"2001.5",96.04
"2001.58333333333",96.15
"2001.66666666667",97.05
"2001.75",97.66
"2001.83333333333",97.91
"2001.91666666667",97.97
"2002",97.04
"2002.08333333333",96.97
"2002.16666666667",98.07
"2002.25",98.59
"2002.33333333333",98.69
"2002.41666666667",98.61
"2002.5",97.34
"2002.58333333333",97.36
"2002.66666666667",98.3
"2002.75",98.87
"2002.83333333333",99.16
"2002.91666666667",99.13
"2003",97.65
"2003.08333333333",97.67
"2003.16666666667",98.84
"2003.25",99.38
"2003.33333333333",99.62
"2003.41666666667",99.42
"2003.5",98.02
"2003.58333333333",97.94
"2003.66666666667",99.06
"2003.75",99.68
"2003.83333333333",99.89
"2003.91666666667",99.83
"2004",98.27
"2004.08333333333",98.49
"2004.16666666667",99.58
"2004.25",100.35
"2004.33333333333",100.48
"2004.41666666667",100.34
"2004.5",98.72
"2004.58333333333",98.83
"2004.66666666667",99.9
"2004.75",100.52
"2004.83333333333",100.73
"2004.91666666667",100.59
"2005",98.74
"2005.08333333333",98.68
"2005.16666666667",99.94
"2005.25",100.68
"2005.33333333333",100.82
"2005.41666666667",100.59
"2005.5",98.74
"2005.58333333333",98.82
"2005.66666666667",100.08
"2005.75",100.82
"2005.83333333333",101.11
"2005.91666666667",100.98
"2006",98.96
"2006.08333333333",98.95
"2006.16666666667",100.49
"2006.25",101.34
"2006.33333333333",101.52
"2006.41666666667",101.33
"2006.5",99.34
"2006.58333333333",99.42
"2006.66666666667",100.9
"2006.75",101.63
"2006.83333333333",101.91
"2006.91666666667",101.87
"2007",99.84
"2007.08333333333",100.06
"2007.16666666667",101.71
"2007.25",102.44
"2007.33333333333",102.57
"2007.41666666667",102.34
"2007.5",100.22
"2007.58333333333",100.39
"2007.66666666667",101.9
"2007.75",102.7
"2007.83333333333",103.01
"2007.91666666667",102.9
"2008",100.56
"2008.08333333333",100.88
"2008.16666666667",102.61
"2008.25",103.25
"2008.33333333333",103.32
"2008.41666666667",103.15
"2008.5",100.71
"2008.58333333333",101.14
"2008.66666666667",102.81
"2008.75",103.71
"2008.83333333333",103.94
"2008.91666666667",103.77
"2009",101.05
"2009.08333333333",101.57
"2009.16666666667",103.42
"2009.25",104.09
"2009.33333333333",104.12
"2009.41666666667",103.82
"2009.5",101.22
"2009.58333333333",101.75
"2009.66666666667",103.29
"2009.75",104.06
"2009.83333333333",104.21
"2009.91666666667",104.21
"2010",100.94
"2010.08333333333",101.45
"2010.16666666667",103.97
"2010.25",104.55
"2010.33333333333",104.63
"2010.41666666667",104.42
"2010.5",101.62
"2010.58333333333",102.05
"2010.66666666667",104.23
"2010.75",104.94
"2010.83333333333",105.1
"2010.91666666667",104.95
"2011",101.44
"2011.08333333333",101.52
"2011.16666666667",104.86
"2011.25",105.63
"2011.33333333333",105.72
"2011.41666666667",105.4
"2011.5",101.6
"2011.58333333333",102.07
"2011.66666666667",105.48
"2011.75",106.27
"2011.83333333333",106.42
"2011.91666666667",106.19
"2012",102.4
"2012.08333333333",102.58
"2012.16666666667",106.3
"2012.25",107.02
"2012.33333333333",107.07
"2012.41666666667",106.76
"2012.5",103.12
"2012.58333333333",103.17
"2012.66666666667",106.75
"2012.75",107.44
"2012.83333333333",107.59
"2012.91666666667",107.3
"2013",103.19
"2013.08333333333",103.38
"2013.16666666667",107.32
"2013.25",107.9
"2013.33333333333",107.91
"2013.41666666667",107.54
"2013.5",103.56
"2013.58333333333",103.6
"2013.66666666667",107.16
"2013.75",107.79
"2013.83333333333",107.85
"2013.91666666667",107.57
