,High,Close,Date,Open,Adj_Close,Symbol,Volume,Low
0,5.75,5.645,2016-07-27,5.285,5.645,FDA.MI,15000,5.285
1,5.455,5.30,2016-07-26,5.295,5.30,FDA.MI,14200,5.255
2,5.445,5.275,2016-07-25,5.445,5.275,FDA.MI,6200,5.275
3,5.445,5.445,2016-07-22,5.39,5.445,FDA.MI,1300,5.36
4,5.49,5.39,2016-07-21,5.405,5.39,FDA.MI,4600,5.39
5,5.585,5.405,2016-07-20,5.585,5.405,FDA.MI,9600,5.26
6,5.58,5.555,2016-07-19,5.55,5.555,FDA.MI,3000,5.45
7,5.595,5.535,2016-07-18,5.53,5.535,FDA.MI,2400,5.52
8,5.54,5.53,2016-07-15,5.515,5.53,FDA.MI,1200,5.43
9,5.59,5.515,2016-07-14,5.375,5.515,FDA.MI,7000,5.375
10,5.51,5.36,2016-07-13,5.51,5.36,FDA.MI,8000,5.345
11,5.705,5.435,2016-07-12,5.69,5.435,FDA.MI,13300,5.35
12,5.695,5.545,2016-07-11,5.695,5.545,FDA.MI,4100,5.48
13,5.56,5.47,2016-07-08,5.38,5.47,FDA.MI,1400,5.38
14,5.53,5.47,2016-07-07,5.385,5.47,FDA.MI,300,5.385
15,5.60,5.38,2016-07-06,5.60,5.38,FDA.MI,4600,5.38
16,5.78,5.60,2016-07-05,5.73,5.60,FDA.MI,9400,5.45
17,5.785,5.645,2016-07-04,5.785,5.645,FDA.MI,2500,5.635
18,5.79,5.72,2016-07-01,5.705,5.72,FDA.MI,1900,5.705
19,5.72,5.61,2016-06-30,5.44,5.61,FDA.MI,3900,5.435
20,5.74,5.525,2016-06-29,5.625,5.525,FDA.MI,5600,5.515
21,5.76,5.50,2016-06-28,5.35,5.50,FDA.MI,11500,5.35
22,5.51,5.34,2016-06-27,5.47,5.34,FDA.MI,9700,5.34
23,5.45,5.385,2016-06-24,5.14,5.385,FDA.MI,15800,5.00
24,5.78,5.695,2016-06-23,5.655,5.695,FDA.MI,8000,5.56
25,5.71,5.66,2016-06-22,5.635,5.66,FDA.MI,1800,5.635
26,5.805,5.615,2016-06-21,5.79,5.615,FDA.MI,14600,5.545
