,Close,Symbol,Open,High,Date,Low,Volume,Adj_Close
0,0.22,MPS,0.22,0.22,2016-07-28,0.22,000,0.22
1,0.22,MPS,0.22,0.22,2016-07-27,0.22,000,0.22
2,0.22,MPS,0.22,0.22,2016-07-26,0.22,000,0.22
3,0.219,MPS,0.22,0.22,2016-07-25,0.219,000,0.219
4,0.22,MPS,0.22,0.22,2016-07-22,0.22,000,0.22
5,0.215,MPS,0.215,0.215,2016-07-21,0.215,000,0.215
6,0.213,MPS,0.213,0.213,2016-07-20,0.213,000,0.213
7,0.205,MPS,0.205,0.205,2016-07-19,0.205,000,0.205
8,0.225,MPS,0.225,0.225,2016-07-18,0.225,000,0.225
9,0.225,MPS,0.225,0.225,2016-07-15,0.225,000,0.225
10,0.225,MPS,0.225,0.225,2016-07-14,0.225,000,0.225
11,0.22,MPS,0.22,0.22,2016-07-13,0.22,000,0.22
12,0.22,MPS,0.22,0.22,2016-07-12,0.22,000,0.22
13,0.222,MPS,0.222,0.222,2016-07-11,0.222,000,0.222
14,0.215,MPS,0.215,0.215,2016-07-08,0.215,000,0.215
15,0.212,MPS,0.212,0.212,2016-07-07,0.212,000,0.212
16,0.21,MPS,0.21,0.21,2016-07-06,0.21,000,0.21
17,0.202,MPS,0.202,0.202,2016-07-05,0.202,000,0.202
18,0.201,MPS,0.201,0.201,2016-07-04,0.201,000,0.201
19,0.201,MPS,0.201,0.201,2016-07-01,0.201,000,0.201
20,0.201,MPS,0.201,0.201,2016-06-30,0.201,000,0.201
21,0.201,MPS,0.201,0.201,2016-06-29,0.201,000,0.201
22,0.201,MPS,0.201,0.201,2016-06-28,0.201,000,0.201
23,0.201,MPS,0.201,0.201,2016-06-27,0.201,000,0.201
24,0.201,MPS,0.201,0.201,2016-06-24,0.201,000,0.201
25,0.20,MPS,0.20,0.20,2016-06-23,0.20,000,0.20
26,0.20,MPS,0.20,0.20,2016-06-22,0.20,000,0.20
27,0.20,MPS,0.20,0.20,2016-06-21,0.20,000,0.20
28,0.199,MPS,0.20,0.20,2016-06-20,0.199,000,0.199
29,0.235,MPS,0.20,0.235,2016-06-17,0.20,3900,0.235
30,0.226,MPS,0.226,0.226,2016-06-16,0.226,000,0.226
31,0.227,MPS,0.227,0.227,2016-06-15,0.227,000,0.227
32,0.226,MPS,0.226,0.226,2016-06-14,0.226,000,0.226
33,0.219,MPS,0.219,0.219,2016-06-13,0.219,4900,0.219
34,0.215,MPS,0.202,0.302,2016-06-10,0.202,3200,0.215
35,0.111,MPS,0.111,0.111,2016-06-09,0.111,000,0.111
36,0.111,MPS,0.111,0.111,2016-06-08,0.111,000,0.111
37,0.111,MPS,0.111,0.111,2016-06-07,0.111,000,0.111
38,0.111,MPS,0.111,0.111,2016-06-06,0.111,000,0.111
39,0.111,MPS,0.111,0.111,2016-06-03,0.111,000,0.111
40,0.11,MPS,0.15,0.15,2016-06-02,0.099,200,0.11
41,0.15,MPS,0.15,0.15,2016-06-01,0.15,000,0.15
42,0.15,MPS,0.15,0.15,2016-05-31,0.15,000,0.15
43,0.15,MPS,0.15,0.15,2016-05-30,0.15,000,0.15
44,0.149,MPS,0.15,0.15,2016-05-27,0.149,100,0.149
45,0.15,MPS,0.15,0.15,2016-05-26,0.15,000,0.15
46,0.149,MPS,0.149,0.149,2016-05-25,0.149,1000,0.149
47,0.15,MPS,0.15,0.15,2016-05-24,0.15,000,0.15
48,0.15,MPS,0.15,0.15,2016-05-23,0.15,000,0.15
49,0.15,MPS,0.15,0.15,2016-05-20,0.15,000,0.15
50,0.15,MPS,0.15,0.15,2016-05-19,0.15,000,0.15
