Time,hicp_011700
1995-01-01,84.9
1995-01-31,89.08
1995-03-02,89.16
1995-04-02,89.91
1995-05-02,90.41
1995-06-02,87.41
1995-07-02,83.98
1995-08-01,81.4
1995-09-01,80.73
1995-10-01,79.06
1995-11-01,79.23
1995-12-01,79.73
1996-01-01,83.65
1996-01-31,86.07
1996-03-01,90.41
1996-04-01,91.16
1996-05-01,89.08
1996-06-01,84.99
1996-07-01,82.9
1996-07-31,78.98
1996-08-31,78.06
1996-09-30,78.22
1996-10-31,78.22
1996-11-30,80.14
1997-01-01,88.91
1997-01-31,85.4
1997-03-02,83.15
1997-04-02,84.57
1997-05-02,85.99
1997-06-02,83.82
1997-07-02,81.98
1997-08-01,78.48
1997-09-01,79.48
1997-10-01,79.31
1997-11-01,82.15
1997-12-01,82.57
1998-01-01,85.32
1998-01-31,85.24
1998-03-02,85.15
1998-04-02,87.74
1998-05-02,89.41
1998-06-02,87.99
1998-07-02,83.82
1998-08-01,81.4
1998-09-01,82.23
1998-10-01,83.32
1998-11-01,86.16
1998-12-01,88.99
1999-01-01,92.33
1999-01-31,92.5
1999-03-02,92.83
1999-04-02,94.25
1999-05-02,93.25
1999-06-02,88.99
1999-07-02,83.9
1999-08-01,80.9
1999-09-01,81.4
1999-10-01,82.48
1999-11-01,84.57
1999-12-01,85.91
2000-01-01,87.16
2000-01-31,89.24
2000-03-01,88.08
2000-04-01,90.75
2000-05-01,90.75
2000-06-01,89.08
2000-07-01,87.07
2000-07-31,85.99
2000-08-31,85.82
2000-09-30,86.66
2000-10-31,88.66
2000-11-30,89.49
2001-01-01,91.16
2001-01-31,90.5
2001-03-02,92.92
2001-04-02,95.67
2001-05-02,100.68
2001-06-02,98.68
2001-07-02,94.25
2001-08-01,90.33
2001-09-01,90.66
2001-10-01,93.08
2001-11-01,91.67
2001-12-01,95.67
2002-01-01,108.36
2002-01-31,105.69
2002-03-02,105.86
2002-04-02,105.02
2002-05-02,103.44
2002-06-02,97.51
2002-07-02,95.51
2002-08-01,92.67
2002-09-01,94.5
2002-10-01,94.92
2002-11-01,94.25
2002-12-01,95.26
2003-01-01,99.1
2003-01-31,101.68
2003-03-02,104.19
2003-04-02,104.36
2003-05-02,102.35
2003-06-02,101.35
2003-07-02,98.18
2003-08-01,97.34
2003-09-01,104.02
2003-10-01,102.94
2003-11-01,102.35
2003-12-01,101.85
2004-01-01,105.27
2004-01-31,103.52
2004-03-01,104.52
2004-04-01,105.44
2004-05-01,104.86
2004-06-01,102.02
2004-07-01,97.34
2004-07-31,94.17
2004-08-31,94.59
2004-09-30,94.5
2004-10-31,94.67
2004-11-30,98.34
2005-01-01,98.51
2005-01-31,103.1
2005-03-02,106.86
2005-04-02,104.19
2005-05-02,104.27
2005-06-02,100.85
2005-07-02,97.26
2005-08-01,96.42
2005-09-01,96.42
2005-10-01,96.34
2005-11-01,96.67
2005-12-01,99.1
2006-01-01,102.74
2006-01-31,105.31
2006-03-02,104.28
2006-04-02,104.79
2006-05-02,106.26
2006-06-02,104.89
2006-07-02,102.52
2006-08-01,102.53
2006-09-01,105.11
2006-10-01,102.84
2006-11-01,105.05
2006-12-01,105.43
2007-01-01,109.41
2007-01-31,108.5
2007-03-02,107.5
2007-04-02,112.74
2007-05-02,110.56
2007-06-02,107.21
2007-07-02,106.5
2007-08-01,104.34
2007-09-01,104.8
2007-10-01,106.24
2007-11-01,107.65
2007-12-01,108.18
2008-01-01,110.87
2008-01-31,107.89
2008-03-01,108.86
2008-04-01,110.52
2008-05-01,112.72
2008-06-01,109.93
2008-07-01,108.7
2008-07-31,104.91
2008-08-31,105.97
2008-09-30,108.63
2008-10-31,107.93
2008-11-30,110.06
2009-01-01,114.21
2009-01-31,115.38
2009-03-02,114.56
2009-04-02,114.05
2009-05-02,112.72
2009-06-02,108.99
2009-07-02,105.55
2009-08-01,102.04
2009-09-01,102.58
2009-10-01,103.55
2009-11-01,104.75
2009-12-01,104.79
2010-01-01,112.16
2010-01-31,115.15
2010-03-02,119.37
2010-04-02,120.66
2010-05-02,115.19
2010-06-02,111.27
2010-07-02,111.13
2010-08-01,108.95
2010-09-01,110.24
2010-10-01,109.83
2010-11-01,112.31
2010-12-01,115.05
2011-01-01,116.96
2011-01-31,118.53
2011-03-02,117.85
2011-04-02,116.66
2011-05-02,115.25
2011-06-02,111.33
2011-07-02,108.66
2011-08-01,105.47
2011-09-01,105.38
2011-10-01,105.79
2011-11-01,109.03
2011-12-01,109.72
2012-01-01,112.37
2012-01-31,118.84
2012-03-01,119.97
2012-04-01,117.4
2012-05-01,115.36
2012-06-01,114.12
2012-07-01,111.33
2012-07-31,110.11
2012-08-31,111.12
2012-09-30,113.52
2012-10-31,114.64
2012-11-30,118.29
2013-01-01,121.26
2013-01-31,120.92
2013-03-02,122.93
2013-04-02,124.04
2013-05-02,125.12
2013-06-02,124.37
2013-07-02,120.22
2013-08-01,115.28
2013-09-01,114.33
2013-10-01,112.64
2013-11-01,113.8
2013-12-01,121.65
