Time,hicp_010000
1990-01-01,74.49
1990-01-31,74.92
1990-03-02,75.01
1990-04-02,75.61
1990-05-02,75.95
1990-06-02,75.78
1990-07-02,75.44
1990-08-01,75.61
1990-09-01,75.87
1990-10-01,75.95
1990-11-01,75.95
1990-12-01,76.12
1991-01-01,76.81
1991-01-31,77.24
1991-03-02,77.59
1991-04-02,77.93
1991-05-02,78.28
1991-06-02,78.79
1991-07-02,78.97
1991-08-01,78.79
1991-09-01,78.54
1991-10-01,78.88
1991-11-01,79.48
1991-12-01,79.14
1992-01-01,79.83
1992-01-31,80.17
1992-03-01,80.26
1992-04-01,80.6
1992-05-01,80.78
1992-06-01,80.52
1992-07-01,80.17
1992-07-31,79.74
1992-08-31,79.91
1992-09-30,80.0
1992-10-31,80.09
1992-11-30,79.91
1993-01-01,80.52
1993-01-31,80.43
1993-03-02,80.69
1993-04-02,80.78
1993-05-02,81.03
1993-06-02,80.78
1993-07-02,80.78
1993-08-01,80.52
1993-09-01,80.78
1993-10-01,80.95
1993-11-01,81.21
1993-12-01,81.46
1994-01-01,81.64
1994-01-31,81.89
1994-03-02,81.98
1994-04-02,82.41
1994-05-02,82.76
1994-06-02,82.84
1994-07-02,82.93
1994-08-01,82.84
1994-09-01,83.27
1994-10-01,83.44
1994-11-01,83.27
1994-12-01,83.44
1995-01-01,84.22
1995-01-31,84.56
1995-03-02,84.74
1995-04-02,84.99
1995-05-02,85.17
1995-06-02,85.17
1995-07-02,84.82
1995-08-01,84.48
1995-09-01,84.56
1995-10-01,84.48
1995-11-01,84.65
1995-12-01,84.82
1996-01-01,85.43
1996-01-31,85.77
1996-03-01,86.29
1996-04-01,86.63
1996-05-01,86.98
1996-06-01,86.8
1996-07-01,86.63
1996-07-31,85.94
1996-08-31,85.77
1996-09-30,85.6
1996-10-31,85.77
1996-11-30,85.94
1997-01-01,86.89
1997-01-31,86.54
1997-03-02,86.2
1997-04-02,86.46
1997-05-02,87.06
1997-06-02,87.15
1997-07-02,87.06
1997-08-01,86.72
1997-09-01,86.98
1997-10-01,86.98
1997-11-01,87.41
1997-12-01,87.58
1998-01-01,88.01
1998-01-31,87.84
1998-03-02,87.84
1998-04-02,88.27
1998-05-02,88.7
1998-06-02,88.78
1998-07-02,88.53
1998-08-01,88.09
1998-09-01,87.92
1998-10-01,87.66
1998-11-01,87.84
1998-12-01,88.09
1999-01-01,88.61
1999-01-31,88.61
1999-03-02,88.78
1999-04-02,88.96
1999-05-02,88.96
1999-06-02,88.53
1999-07-02,87.92
1999-08-01,87.49
1999-09-01,87.41
1999-10-01,87.58
1999-11-01,87.84
1999-12-01,88.09
2000-01-01,88.53
2000-01-31,88.78
2000-03-01,88.61
2000-04-01,89.13
2000-05-01,89.39
2000-06-01,89.47
2000-07-01,89.3
2000-07-31,89.21
2000-08-31,89.21
2000-09-30,89.39
2000-10-31,89.82
2000-11-30,90.33
2001-01-01,91.28
2001-01-31,91.63
2001-03-02,92.49
2001-04-02,93.35
2001-05-02,94.55
2001-06-02,94.64
2001-07-02,94.55
2001-08-01,94.04
2001-09-01,94.12
2001-10-01,94.38
2001-11-01,94.29
2001-12-01,94.9
2002-01-01,96.62
2002-01-31,96.28
2002-03-02,96.36
2002-04-02,96.62
2002-05-02,96.79
2002-06-02,96.45
2002-07-02,96.19
2002-08-01,95.84
2002-09-01,96.02
2002-10-01,96.02
2002-11-01,96.02
2002-12-01,96.36
2003-01-01,97.14
2003-01-31,97.4
2003-03-02,97.83
2003-04-02,98.08
2003-05-02,98.34
2003-06-02,98.69
2003-07-02,98.43
2003-08-01,98.34
2003-09-01,98.95
2003-10-01,98.86
2003-11-01,98.86
2003-12-01,98.86
2004-01-01,99.55
