,Date,Symbol,High,Adj_Close,Volume,Open,Close,Low
0,2016-07-28,049800.KS,5200.00,5200.00,31300,4975.00,5200.00,4975.00
1,2016-07-27,049800.KS,5180.00,4975.00,65700,5090.00,4975.00,4975.00
2,2016-07-26,049800.KS,5260.00,5090.00,76200,5260.00,5090.00,5060.00
3,2016-07-25,049800.KS,5450.00,5260.00,66700,5310.00,5260.00,5200.00
4,2016-07-22,049800.KS,5560.00,5400.00,87500,5500.00,5400.00,5320.00
5,2016-07-21,049800.KS,5500.00,5500.00,208900,5030.00,5500.00,5030.00
6,2016-07-20,049800.KS,5080.00,5060.00,71000,4950.00,5060.00,4875.00
7,2016-07-19,049800.KS,4965.00,4930.00,51200,4965.00,4930.00,4860.00
8,2016-07-18,049800.KS,5020.00,4930.00,64900,5020.00,4930.00,4850.00
9,2016-07-15,049800.KS,5000.00,4970.00,27100,5000.00,4970.00,4920.00
10,2016-07-14,049800.KS,5000.00,4970.00,53800,4940.00,4970.00,4900.00
11,2016-07-13,049800.KS,5000.00,4940.00,84600,4975.00,4940.00,4815.00
12,2016-07-12,049800.KS,5050.00,4910.00,77200,5030.00,4910.00,4870.00
13,2016-07-11,049800.KS,4930.00,4920.00,98300,4800.00,4920.00,4765.00
14,2016-07-08,049800.KS,4840.00,4770.00,111800,4710.00,4770.00,4710.00
15,2016-07-07,049800.KS,4805.00,4710.00,128100,4580.00,4710.00,4580.00
16,2016-07-06,049800.KS,4495.00,4490.00,19800,4455.00,4490.00,4435.00
17,2016-07-05,049800.KS,4515.00,4455.00,32900,4485.00,4455.00,4450.00
18,2016-07-04,049800.KS,4485.00,4485.00,20300,4400.00,4485.00,4400.00
19,2016-07-01,049800.KS,4480.00,4460.00,23700,4350.00,4460.00,4300.00
20,2016-06-30,049800.KS,4360.00,4320.00,52500,4300.00,4320.00,4290.00
21,2016-06-29,049800.KS,4340.00,4300.00,36100,4195.00,4300.00,4195.00
