1577,0
1356,0
1652,0
1382,0
1519,0
1421,0
1442,0
1543,0
1656,0
1561,0
1905,0
2199,0
1473,0
1655,0
1407,0
1395,0
1530,0
1309,0
1526,0
1327,0
1627,0
1748,0
1958,0
2274,0
1648,0
1401,0
1411,0
1403,0
1394,0
1520,0
1528,0
1643,0
1515,0
1685,0
2000,0
2215,0
1956,0
1462,0
1563,0
1459,0
1446,0
1622,0
1657,0
1638,0
1643,0
1683,0
2050,0
2262,0
1813,0
1445,0
1762,0
1461,0
1556,0
1431,0
1427,0
1554,0
1645,0
1653,0
2016,0
2207,0
1665,0
1361,0
1506,0
1360,0
1453,0
1522,0
1460,0
1552,0
1548,0
1827,0
1737,0
1941,0
1474,0
1458,0
1542,0
1404,0
1522,0
1385,0
1641,0
1510,0
1681,0
1938,0
1868,0
1726,0
1456,0
1445,0
1456,0
1365,0
1487,0
1558,0
1488,0
1684,0
1594,0
1850,0
1998,0
2079,0
1494,0
1057,1
1218,1
1168,1
1236,1
1076,1
1174,1
1139,1
1427,1
1487,1
1483,1
1513,1
1357,1
1165,1
1282,1
1110,1
1297,1
1185,1
1222,1
1284,1
1444,1
1575,1
1737,1
1763,1
