,High,Close,Date,Open,Adj_Close,Symbol,Volume,Low
0,2125.00,2065.00,2016-07-28,2075.00,2065.00,002880.KS,804700,2060.00
1,2130.00,2080.00,2016-07-27,2130.00,2080.00,002880.KS,1286400,2080.00
2,2135.00,2125.00,2016-07-26,2120.00,2125.00,002880.KS,962400,2105.00
3,2145.00,2120.00,2016-07-25,2115.00,2120.00,002880.KS,1354200,2085.00
4,2165.00,2110.00,2016-07-22,2150.00,2110.00,002880.KS,1437900,2100.00
5,2200.00,2140.00,2016-07-21,2195.00,2140.00,002880.KS,1714900,2135.00
6,2230.00,2180.00,2016-07-20,2225.00,2180.00,002880.KS,1698100,2165.00
7,2285.00,2215.00,2016-07-19,2255.00,2215.00,002880.KS,1628000,2210.00
8,2260.00,2220.00,2016-07-18,2235.00,2220.00,002880.KS,1748400,2205.00
9,2320.00,2205.00,2016-07-15,2310.00,2205.00,002880.KS,4442500,2195.00
10,2700.00,2310.00,2016-07-14,2660.00,2310.00,002880.KS,13724500,2310.00
11,2740.00,2735.00,2016-07-13,2690.00,2735.00,002880.KS,3334000,2650.00
12,2705.00,2685.00,2016-07-12,2690.00,2685.00,002880.KS,3142900,2625.00
13,2670.00,2670.00,2016-07-11,2565.00,2670.00,002880.KS,3948500,2560.00
14,2575.00,2550.00,2016-07-08,2525.00,2550.00,002880.KS,1468200,2495.00
15,2570.00,2525.00,2016-07-07,2560.00,2525.00,002880.KS,1393700,2510.00
16,2630.00,2510.00,2016-07-06,2625.00,2510.00,002880.KS,2407800,2490.00
17,2625.00,2595.00,2016-07-05,2580.00,2595.00,002880.KS,2382400,2520.00
18,2615.00,2560.00,2016-07-04,2590.00,2560.00,002880.KS,1933100,2520.00
19,2695.00,2590.00,2016-07-01,2645.00,2590.00,002880.KS,4082800,2570.00
20,2620.00,2595.00,2016-06-30,2585.00,2595.00,002880.KS,3185900,2505.00
21,2645.00,2565.00,2016-06-29,2505.00,2565.00,002880.KS,6884200,2460.00
22,2465.00,2440.00,2016-06-28,2360.00,2440.00,002880.KS,1998800,2350.00
23,2385.00,2375.00,2016-06-27,2200.00,2375.00,002880.KS,2504400,2200.00
24,2505.00,2260.00,2016-06-24,2480.00,2260.00,002880.KS,5783000,2155.00
25,2495.00,2395.00,2016-06-23,2490.00,2395.00,002880.KS,1900600,2385.00
26,2515.00,2495.00,2016-06-22,2445.00,2495.00,002880.KS,2818900,2410.00
27,2435.00,2435.00,2016-06-21,2380.00,2435.00,002880.KS,1870500,2335.00
28,2390.00,2375.00,2016-06-20,2280.00,2375.00,002880.KS,1404300,2280.00
29,2315.00,2270.00,2016-06-17,2295.00,2270.00,002880.KS,983400,2250.00
30,2365.00,2280.00,2016-06-16,2365.00,2280.00,002880.KS,944900,2255.00
31,2370.00,2340.00,2016-06-15,2350.00,2340.00,002880.KS,762700,2310.00
32,2370.00,2365.00,2016-06-14,2325.00,2365.00,002880.KS,928700,2305.00
33,2385.00,2310.00,2016-06-13,2380.00,2310.00,002880.KS,1310500,2310.00
34,2465.00,2420.00,2016-06-10,2460.00,2420.00,002880.KS,1514400,2380.00
35,2565.00,2445.00,2016-06-09,2410.00,2445.00,002880.KS,6821000,2390.00
36,2395.00,2380.00,2016-06-08,2350.00,2380.00,002880.KS,1418000,2320.00
37,2390.00,2335.00,2016-06-07,2360.00,2335.00,002880.KS,1050300,2320.00
38,2360.00,2360.00,2016-06-06,2360.00,2360.00,002880.KS,000,2360.00
39,2420.00,2360.00,2016-06-03,2395.00,2360.00,002880.KS,1080200,2360.00
40,2410.00,2395.00,2016-06-02,2325.00,2395.00,002880.KS,2288600,2320.00
41,2375.00,2340.00,2016-06-01,2375.00,2340.00,002880.KS,1380200,2305.00
42,2415.00,2360.00,2016-05-31,2320.00,2360.00,002880.KS,2866400,2310.00
43,2360.00,2320.00,2016-05-30,2290.00,2320.00,002880.KS,2668100,2290.00
44,2460.00,2280.00,2016-05-27,2180.00,2280.00,002880.KS,8392700,2150.00
45,2195.00,2140.00,2016-05-26,2140.00,2140.00,002880.KS,1002800,2120.00
46,2160.00,2110.00,2016-05-25,2130.00,2110.00,002880.KS,801200,2110.00
47,2130.00,2105.00,2016-05-24,2100.00,2105.00,002880.KS,859200,2085.00
48,2160.00,2110.00,2016-05-23,2080.00,2110.00,002880.KS,761100,2075.00
49,2140.00,2095.00,2016-05-20,2035.00,2095.00,002880.KS,892500,2030.00
50,2180.00,2050.00,2016-05-19,2155.00,2050.00,002880.KS,1426600,2050.00
51,2250.00,2155.00,2016-05-18,2240.00,2155.00,002880.KS,1192000,2155.00
52,2310.00,2245.00,2016-05-17,2300.00,2245.00,002880.KS,962900,2220.00
53,2330.00,2290.00,2016-05-16,2240.00,2290.00,002880.KS,1422400,2215.00
54,2295.00,2260.00,2016-05-13,2240.00,2260.00,002880.KS,625500,2240.00
55,2260.00,2245.00,2016-05-12,2230.00,2245.00,002880.KS,1022300,2200.00
56,2320.00,2250.00,2016-05-11,2270.00,2250.00,002880.KS,830000,2225.00
57,2275.00,2260.00,2016-05-10,2220.00,2260.00,002880.KS,725300,2210.00
58,2280.00,2200.00,2016-05-09,2275.00,2200.00,002880.KS,1069500,2190.00
59,2270.00,2270.00,2016-05-06,2270.00,2270.00,002880.KS,000,2270.00
60,2270.00,2270.00,2016-05-05,2270.00,2270.00,002880.KS,000,2270.00
61,2320.00,2270.00,2016-05-04,2270.00,2270.00,002880.KS,588400,2245.00
62,2305.00,2295.00,2016-05-03,2255.00,2295.00,002880.KS,592800,2255.00
63,2350.00,2270.00,2016-05-02,2340.00,2270.00,002880.KS,932700,2250.00
64,2385.00,2340.00,2016-04-29,2335.00,2340.00,002880.KS,582900,2305.00
65,2375.00,2355.00,2016-04-28,2320.00,2355.00,002880.KS,772200,2300.00
66,2410.00,2315.00,2016-04-27,2405.00,2315.00,002880.KS,1075600,2300.00
67,2400.00,2395.00,2016-04-26,2370.00,2395.00,002880.KS,928300,2330.00
68,2465.00,2355.00,2016-04-25,2420.00,2355.00,002880.KS,1263800,2355.00
69,2460.00,2440.00,2016-04-22,2430.00,2440.00,002880.KS,1309200,2380.00
70,2500.00,2460.00,2016-04-21,2495.00,2460.00,002880.KS,1052600,2420.00
71,2490.00,2460.00,2016-04-20,2455.00,2460.00,002880.KS,1231600,2425.00
72,2460.00,2450.00,2016-04-19,2390.00,2450.00,002880.KS,1435000,2365.00
73,2495.00,2385.00,2016-04-18,2360.00,2385.00,002880.KS,4187500,2340.00
