,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_250_H_0_LinearTrend_24_exp_1.0_0
0,2000-01-01 00:00:00,0.43037873274483895,0.125,0.0,-1.3557137239186656,0.36787944117144233
1,2000-01-01 01:00:00,0.43076924077625756,0.2916666666666667,0.0,-0.11410253188685747,0.08993497527438155
2,2000-01-01 02:00:00,0.43115974880767616,0.375,0.038286206358121855,-0.844230864581227,0.16520798532279782
3,2000-01-01 03:00:00,0.43155025683909476,0.7916666666666666,0.08194591165764568,0.7056408100507655,0.022122974586578678
4,2000-01-01 04:00:00,0.43194076487051336,0.875,0.13028102991888593,-0.39878617335193706,0.058497537911595066
5,2000-01-01 05:00:00,0.43233127290193196,0.75,0.18083046137377204,-0.8271965334869942,0.09668469210875576
6,2000-01-01 06:00:00,0.43272178093335056,0.16666666666666666,0.23315336007369955,-0.41574470158503485,0.1089210362604499
7,2000-01-01 07:00:00,0.43311228896476917,0.9583333333333334,0.2863993085353928,-0.5245121937314283,0.05214808974186824
8,2000-01-01 08:00:00,0.4335027969961877,0.25,0.34027189658562995,0.8131012718382519,0.02632566509289445
9,2000-01-01 09:00:00,0.4338933050276063,0.5,0.39459606158611593,-0.2292506291606075,0.05504667987974111
10,2000-01-01 10:00:00,0.4342838130590249,0.041666666666666664,0.44918305330929165,2.161717373494259,0.0075426183369304125
11,2000-01-01 11:00:00,0.4346743210904435,0.25,0.5039112810772245,-0.9569314292805337,0.13107453291016485
12,2000-01-01 12:00:00,0.4350648291218621,0.2916666666666667,0.5587466527154276,0.06731083219488099,0.04271846691169539
13,2000-01-01 13:00:00,0.4354553371532807,0.9583333333333334,0.6135933717045562,0.20649883721106427,0.018057108110694445
14,2000-01-01 14:00:00,0.4358458451846993,0.5833333333333334,0.6684400906936847,-0.45688132622556726,0.04826382642770218
15,2000-01-01 15:00:00,0.4362363532161179,0.7083333333333334,0.7232868096828132,-1.0599757640207523,0.07366586685338233
16,2000-01-01 16:00:00,0.4366268612475365,0.20833333333333334,0.7781335286719415,0.6149573156935568,0.02152831937966406
17,2000-01-01 17:00:00,0.4370173692789551,0.5416666666666666,0.8329802476610702,1.4296607664750955,0.006463010544042576
18,2000-01-01 18:00:00,0.4374078773103737,0.3333333333333333,0.8878269666501987,-0.21195225635208395,0.03889261422305896
19,2000-01-01 19:00:00,0.43779838534179233,0.375,0.9426736856393271,-0.08033725576207178,0.030947291172094358
20,2000-01-01 20:00:00,0.43818889337321093,0.8333333333333334,0.9975204046284556,0.4053977840180792,0.011392780581355233
21,2000-01-01 21:00:00,0.43857940140462953,0.7916666666666666,1.0523671236175842,0.11860658523361353,0.014972280291094523
22,2000-01-01 22:00:00,0.43896990943604813,0.6666666666666666,1.1072138426067124,1.2544140683375582,0.005155972754140673
23,2000-01-01 23:00:00,0.43936041746746674,0.7916666666666666,1.1620605615958406,1.419102040788718,0.0036518379956031865
24,2000-01-02 00:00:00,0.4397509254988853,0.125,1.2169072805849697,-0.7438560828698322,0.05853460773853266
25,2000-01-02 01:00:00,0.4401414335303039,0.2916666666666667,1.2717539995740976,-2.5174371027954736,0.27624697176430585
26,2000-01-02 02:00:00,0.4405319415617225,0.375,1.3266007185632263,-1.5070960235350006,0.08756519934140077
27,2000-01-02 03:00:00,0.4409224495931411,0.7916666666666666,1.3814474375523553,1.149076125381565,0.0038355299331158097
28,2000-01-02 04:00:00,0.4413129576245597,0.875,1.436294156541483,-1.193578251944493,0.03475736269164334
29,2000-01-02 05:00:00,0.4417034656559783,0.75,1.491140875530612,1.1410424458433976,0.003609370934460764
30,2000-01-02 06:00:00,0.4420939736873969,0.16666666666666666,1.5459875945197403,1.5094450822654228,0.004234337878028252
31,2000-01-02 07:00:00,0.4424844817188155,0.9583333333333334,1.6008343135088685,1.0677751294644207,0.0028235445541992775
32,2000-01-02 08:00:00,0.4428749897502341,0.25,1.6556810324979974,-0.6865894771933623,0.031357508461406974
33,2000-01-02 09:00:00,0.4432654977816527,0.5,1.7105277514871258,0.01487331605783535,0.01145875105635756
34,2000-01-02 10:00:00,0.4436560058130713,0.041666666666666664,1.7653744704762542,-0.37566589616476365,0.02534012330788443
35,2000-01-02 11:00:00,0.4440465138444899,0.25,1.8202211894653824,-0.03822363744467267,0.013892876433100849
36,2000-01-02 12:00:00,0.4444370218759085,0.2916666666666667,1.8750679084545114,0.36797447414967926,0.008400357098413339
37,2000-01-02 13:00:00,0.4448275299073271,0.9583333333333334,1.9299146274436398,-0.04472370024755386,0.0061661120243359175
38,2000-01-02 14:00:00,0.4452180379387457,0.5833333333333334,1.9847613464327678,-0.3023751325193162,0.010984472697352685
39,2000-01-02 15:00:00,0.4456085459701643,0.7083333333333334,2.0396080654218967,-2.2244036022124187,0.06269451384308931
40,2000-01-02 16:00:00,0.44599905400158285,0.20833333333333334,2.094454784411025,0.7240063590423036,0.005127543820087676
41,2000-01-02 17:00:00,0.44638956203300145,0.5416666666666666,2.149301503400153,0.35900276446988677,0.005008115973806373
42,2000-01-02 18:00:00,0.44678007006442005,0.3333333333333333,2.2041482223892817,1.076121037518773,0.0028491982089377133
43,2000-01-02 19:00:00,0.44717057809583866,0.375,2.2589949413784107,0.1921408343855315,0.0062595852814545765
44,2000-01-02 20:00:00,0.44756108612725726,0.8333333333333334,2.313841660367539,0.8529259575013671,0.0019343246558144087
45,2000-01-02 21:00:00,0.44795159415867586,0.7916666666666666,2.3686883793566675,0.018357182609979702,0.00439627004787009
46,2000-01-02 22:00:00,0.44834210219009446,0.6666666666666666,2.423535098345796,0.42830356650802287,0.003128560060397781
47,2000-01-02 23:00:00,0.44873261022151306,0.7916666666666666,2.478381817334924,0.9962778345476014,0.0014804725969064304
48,2000-01-03 00:00:00,0.44912311825293166,0.125,2.533228536324052,-0.49114965590076143,0.01207597919654172
49,2000-01-03 01:00:00,0.44951362628435027,0.2916666666666667,2.5880752553131816,0.7126781657427828,0.0029022507997595636
50,2000-01-03 02:00:00,0.44990413431576887,0.375,2.6429219743023094,1.1133403496205336,0.0016925797250006073
51,2000-01-03 03:00:00,0.45029464234718747,0.7916666666666666,2.6977686932914384,-2.1536745863577726,0.02769812916826962
52,2000-01-03 04:00:00,0.45068515037860607,0.875,2.752615412280566,-0.41611148243284046,0.004242833004584454
53,2000-01-03 05:00:00,0.45107565841002467,0.75,2.8074621312696943,-1.070896991488979,0.00875635296109696
54,2000-01-03 06:00:00,0.4514661664414433,0.16666666666666666,2.862308850258824,0.22113880512865922,0.004078950803385073
55,2000-01-03 07:00:00,0.4518566744728618,0.9583333333333334,2.917155569247952,-1.1230571153785116,0.006706866324216248
56,2000-01-03 08:00:00,0.4522471825042804,0.25,2.972002288237081,-1.0507579569860566,0.01198827122675607
57,2000-01-03 09:00:00,0.452637690535699,0.5,3.026849007226209,1.012079053328375,0.0011228325293485292
58,2000-01-03 10:00:00,0.4530281985671176,0.041666666666666664,3.0816957262153375,1.5437164304718984,0.0009873934032467377
59,2000-01-03 11:00:00,0.4534187065985362,0.25,3.136542445204466,-0.4021148892000868,0.005309905429484874
60,2000-01-03 12:00:00,0.4538092146299548,0.2916666666666667,3.1913891641935948,0.8647491011362722,0.0013577190752185196
61,2000-01-03 13:00:00,0.45419972266137343,0.9583333333333334,3.246235883182723,-0.22686922724655495,0.001965055670331536
62,2000-01-03 14:00:00,0.45459023069279203,0.5833333333333334,3.3010826021718507,0.8111602704819924,0.000958154587820957
63,2000-01-03 15:00:00,0.45498073872421063,0.7083333333333334,3.3559293211609798,0.2877946131063574,0.00135037493224955
64,2000-01-03 16:00:00,0.45537124675562923,0.20833333333333334,3.410776040150108,-0.5384681601851071,0.0048134198920817195
65,2000-01-03 17:00:00,0.45576175478704783,0.5416666666666666,3.4656227591392366,1.9084621003056945,0.0002824954052611147
66,2000-01-03 18:00:00,0.45615226281846644,0.3333333333333333,3.5204694781283656,-0.47577600081625504,0.003572412773199073
67,2000-01-03 19:00:00,0.45654277084988504,0.375,3.575316197117494,1.4407311183181257,0.0004770329091823019
