,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_250_D_0_constant_0_exp_1.0_0
0,2000-01-01,0,0,0.0,0.48431215412066475,0.06751094616879609,0.06751094616879609
1,2000-01-02,0,0,0.0,0.5791404787067285,0.0614031677356839,0.0614031677356839
2,2000-01-03,0,0,0.021795327319875876,-0.18158257273119596,0.12855915514469757,0.12855915514469757
3,2000-01-04,0,0,0.05282434966197951,1.4102046311312142,0.025370140801633117,0.025370140801633117
4,2000-01-05,0,0,0.08981736126079294,-0.3744716909802062,0.14565724635942126,0.14565724635942126
5,2000-01-06,0,0,0.1294201382864507,0.27519831557632024,0.07311133749735069,0.07311133749735069
6,2000-01-07,0,0,0.17135023365814267,-0.9607546117337881,0.24129162939029175,0.24129162939029175
7,2000-01-08,0,0,0.21552307905173873,0.37692697499528294,0.06059133222584844,0.06059133222584844
8,2000-01-09,0,0,0.2605558879200802,0.033438928508628576,0.08166349528573491,0.08166349528573491
9,2000-01-10,0,0,0.3062695514032144,0.6805672443551206,0.040844211444371156,0.040844211444371156
10,2000-01-11,0,0,0.3523433154332024,-1.563496690099942,0.36787944117144233,0.36787944117144233
11,2000-01-12,0,0,0.398621632620278,-0.5666976204319573,0.1296291773077763,0.1296291773077763
12,2000-01-13,0,0,0.4450892835219057,-0.24214951424260323,0.0894484189925004,0.0894484189925004
13,2000-01-14,0,0,0.49157038394429947,1.5143912837240117,0.014741110699163106,0.014741110699163106
14,2000-01-15,0,0,0.538051484366693,-0.3330574014413246,0.08926485250087675,0.08926485250087675
15,2000-01-16,0,0,0.5845325847890865,0.0473648172902994,0.0582476939159287,0.0582476939159287
16,2000-01-17,0,0,0.6310136852114803,1.4627404474484047,0.013502134332550058,0.013502134332550058
17,2000-01-18,0,0,0.6774947856338738,1.5350291291191829,0.011990060196220894,0.011990060196220894
18,2000-01-19,0,0,0.7239758860562674,0.5664400380293182,0.03015003187027385,0.03015003187027385
19,2000-01-20,0,0,0.7704569864786608,0.1492650917123343,0.04367954113037132,0.04367954113037132
20,2000-01-21,0,0,0.8169380869010545,-1.0782780025830905,0.14230061401182617,0.14230061401182617
