,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_250_D_0_constant_24_exp_1.0_10
0,2000-01-01,0,0.125,0.0,-1.3557137239186656,0.36787944117144233,0.36787944117144233
1,2000-01-02,0,0.2916666666666667,0.0,-0.11410253188685747,0.08997010246280983,0.08997010246280983
2,2000-01-03,0,0.375,0.038286206358121855,-0.844230864581227,0.16533706581345076,0.16533706581345076
3,2000-01-04,0,0.7916666666666666,0.08194591165764568,0.7056408100507655,0.022148907371818852,0.022148907371818852
4,2000-01-05,0,0.875,0.13028102991888593,-0.39878617335193706,0.058588984347627576,0.058588984347627576
5,2000-01-06,0,0.75,0.18083046137377204,-0.8271965334869942,0.09687365727367625,0.09687365727367625
6,2000-01-07,0,0.16666666666666666,0.23315336007369955,-0.41574470158503485,0.10917654271222373,0.10917654271222373
7,2000-01-08,0,0.9583333333333334,0.2863993085353928,-0.5245121937314283,0.052290834488448235,0.052290834488448235
8,2000-01-09,0,0.25,0.34027189658562995,0.8131012718382519,0.02640803676230392,0.02640803676230392
9,2000-01-10,0,0.5,0.39459606158611593,-0.2292506291606075,0.05524048578804721,0.05524048578804721
10,2000-01-11,0,0.041666666666666664,0.44918305330929165,2.161717373494259,0.007572130453403796,0.007572130453403796
11,2000-01-12,0,0.25,0.5039112810772245,-0.9569314292805337,0.1316387861783839,0.1316387861783839
12,2000-01-13,0,0.2916666666666667,0.5587466527154276,0.06731083219488099,0.04291911953630508,0.04291911953630508
13,2000-01-14,0,0.9583333333333334,0.6135933717045562,0.20649883721106427,0.01814900998268331,0.01814900998268331
14,2000-01-15,0,0.5833333333333334,0.6684400906936847,-0.45688132622556726,0.048528412796248595,0.048528412796248595
15,2000-01-16,0,0.7083333333333334,0.7232868096828132,-1.0599757640207523,0.07409863981554722,0.07409863981554722
16,2000-01-17,0,0.20833333333333334,0.7781335286719415,0.6149573156935568,0.021663252185378887,0.021663252185378887
17,2000-01-18,0,0.5416666666666666,0.8329802476610702,1.4296607664750955,0.006506058854905082,0.006506058854905082
18,2000-01-19,0,0.3333333333333333,0.8878269666501987,-0.21195225635208395,0.03916695910629858,0.03916695910629858
19,2000-01-20,0,0.375,0.9426736856393271,-0.08033725576207178,0.03117776327556487,0.03117776327556487
20,2000-01-21,0,0.8333333333333334,0.9975204046284556,0.4053977840180792,0.011482108405956482,0.011482108405956482
21,2000-01-22,0,0.7916666666666666,1.0523671236175842,0.11860658523361353,0.015095567830038605,0.015095567830038605
22,2000-01-23,0,0.6666666666666666,1.1072138426067124,1.2544140683375582,0.005200459449995127,0.005200459449995127
23,2000-01-24,0,0.7916666666666666,1.1620605615958406,1.419102040788718,0.0036847853932163092,0.0036847853932163092
24,2000-01-25,0,0.125,1.2169072805849697,-0.7438560828698322,0.05908578419652984,0.05908578419652984
25,2000-01-26,0,0.2916666666666667,1.2717539995740976,-2.5174371027954736,0.27895709583251627,0.27895709583251627
26,2000-01-27,0,0.375,1.3266007185632263,-1.5070960235350006,0.08845879585485511,0.08845879585485511
27,2000-01-28,0,0.7916666666666666,1.3814474375523553,1.149076125381565,0.003876184623836515,0.003876184623836515
28,2000-01-29,0,0.875,1.436294156541483,-1.193578251944493,0.035139492852902264,0.035139492852902264
29,2000-01-30,0,0.75,1.491140875530612,1.1410424458433976,0.0036504784225987828,0.0036504784225987828
30,2000-01-31,0,0.16666666666666666,1.5459875945197403,1.5094450822654228,0.0042842358793615636,0.0042842358793615636
31,2000-02-01,0,0.9583333333333334,1.6008343135088685,1.0677751294644207,0.0028579334072299707,0.0028579334072299707
32,2000-02-02,0,0.25,1.6556810324979974,-0.6865894771933623,0.031751818514916,0.031751818514916
33,2000-02-03,0,0.5,1.7105277514871258,0.01487331605783535,0.011607372859182083,0.011607372859182083
34,2000-02-04,0,0.041666666666666664,1.7653744704762542,-0.37566589616476365,0.025678814516932033,0.025678814516932033
35,2000-02-05,0,0.25,1.8202211894653824,-0.03822363744467267,0.014084064811195493,0.014084064811195493
36,2000-02-06,0,0.2916666666666667,1.8750679084545114,0.36797447414967926,0.008519285755325626,0.008519285755325626
37,2000-02-07,0,0.9583333333333334,1.9299146274436398,-0.04472370024755386,0.006255851680075004,0.006255851680075004
38,2000-02-08,0,0.5833333333333334,1.9847613464327678,-0.3023751325193162,0.011148690062456576,0.011148690062456576
39,2000-02-09,0,0.7083333333333334,2.0396080654218967,-2.2244036022124187,0.06365664754047959,0.06365664754047959
40,2000-02-10,0,0.20833333333333334,2.094454784411025,0.7240063590423036,0.005208266517733027,0.005208266517733027
41,2000-02-11,0,0.5416666666666666,2.149301503400153,0.35900276446988677,0.005088945410183029,0.005088945410183029
42,2000-02-12,0,0.3333333333333333,2.2041482223892817,1.076121037518773,0.0028963141962596276,0.0028963141962596276
43,2000-02-13,0,0.375,2.2589949413784107,0.1921408343855315,0.006365582725174912,0.006365582725174912
44,2000-02-14,0,0.8333333333333334,2.313841660367539,0.8529259575013671,0.0019678480865584795,0.0019678480865584795
45,2000-02-15,0,0.7916666666666666,2.3686883793566675,0.018357182609979702,0.004474207881911981,0.004474207881911981
46,2000-02-16,0,0.6666666666666666,2.423535098345796,0.42830356650802287,0.0031852673426620488,0.0031852673426620488
47,2000-02-17,0,0.7916666666666666,2.478381817334924,0.9962778345476014,0.0015078959017213551,0.0015078959017213551
48,2000-02-18,0,0.125,2.533228536324052,-0.49114965590076143,0.012304470783139745,0.012304470783139745
49,2000-02-19,0,0.2916666666666667,2.5880752553131816,0.7126781657427828,0.002958319786113119,0.002958319786113119
50,2000-02-20,0,0.375,2.6429219743023094,1.1133403496205336,0.001725952774661512,0.001725952774661512
51,2000-02-21,0,0.7916666666666666,2.6977686932914384,-2.1536745863577726,0.028255292395027453,0.028255292395027453
52,2000-02-22,0,0.875,2.752615412280566,-0.41611148243284046,0.00432987046219952,0.00432987046219952
53,2000-02-23,0,0.75,2.8074621312696943,-1.070896991488979,0.008939471000961785,0.008939471000961785
54,2000-02-24,0,0.16666666666666666,2.862308850258824,0.22113880512865922,0.004165878730215554,0.004165878730215554
55,2000-02-25,0,0.9583333333333334,2.917155569247952,-1.1230571153785116,0.0068524740884570315,0.0068524740884570315
56,2000-02-26,0,0.25,2.972002288237081,-1.0507579569860566,0.012253323714385535,0.012253323714385535
57,2000-02-27,0,0.5,3.026849007226209,1.012079053328375,0.0011481058465892908,0.0011481058465892908
58,2000-02-28,0,0.041666666666666664,3.0816957262153375,1.5437164304718984,0.0010100125249426252,0.0010100125249426252
59,2000-02-29,0,0.25,3.136542445204466,-0.4021148892000868,0.005433665754370679,0.005433665754370679
60,2000-03-01,0,0.2916666666666667,3.1913891641935948,0.8647491011362722,0.0013899067006661809,0.0013899067006661809
61,2000-03-02,0,0.9583333333333334,3.246235883182723,-0.22686922724655495,0.0020124272202263513,0.0020124272202263513
62,2000-03-03,0,0.5833333333333334,3.3010826021718507,0.8111602704819924,0.0009816360594062659,0.0009816360594062659
63,2000-03-04,0,0.7083333333333334,3.3559293211609798,0.2877946131063574,0.0013840088995185885,0.0013840088995185885
64,2000-03-05,0,0.20833333333333334,3.410776040150108,-0.5384681601851071,0.004935235251528322,0.004935235251528322
65,2000-03-06,0,0.5416666666666666,3.4656227591392366,1.9084621003056945,0.00028975777285493036,0.00028975777285493036
66,2000-03-07,0,0.3333333333333333,3.5204694781283656,-0.47577600081625504,0.0036656832529563467,0.0036656832529563467
67,2000-03-08,0,0.375,3.575316197117494,1.4407311183181257,0.0004896787278459068,0.0004896787278459068
68,2000-03-09,0,0.8333333333333334,3.6301629161066225,-1.1490756810169487,0.003906418566675608,0.003906418566675608
69,2000-03-10,0,0.7916666666666666,3.685009635095751,0.8057145521509493,0.0005458837167798329,0.0005458837167798329
70,2000-03-11,0,0.6666666666666666,3.739856354084879,1.7561070301576873,0.00022636908420421166,0.00022636908420421166
71,2000-03-12,0,0.7916666666666666,3.7947030730740074,0.972979913805314,0.00041382665586338016,0.00041382665586338016
72,2000-03-13,0,0.125,3.8495497920631365,-1.5511191116398637,0.009522056788119213,0.009522056788119213
73,2000-03-14,0,0.2916666666666667,3.904396511052265,0.19114347793667044,0.0013362068612691657,0.0013362068612691657
74,2000-03-15,0,0.375,3.9592432300413933,1.604776070725722,0.00028309358535525184,0.00028309358535525184
75,2000-03-16,0,0.7916666666666666,4.014089949030521,-1.4200259278431961,0.0036375517791329493,0.0036375517791329493
76,2000-03-17,0,0.875,4.06893666801965,-2.4437826838452152,0.008818815561212699,0.008818815561212699
77,2000-03-18,0,0.75,4.123783387008778,-2.0563385502732014,0.006421146718418347,0.006421146718418347
78,2000-03-19,0,0.16666666666666666,4.1786301059979065,-0.9922575499342428,0.0037584338160202386,0.0037584338160202386
79,2000-03-20,0,0.9583333333333334,4.233476824987036,1.0112853198338043,0.00021739182182764803,0.00021739182182764803
80,2000-03-21,0,0.25,4.288323543976164,1.4004400837388948,0.0002831659740097569,0.0002831659740097569
81,2000-03-22,0,0.5,4.343170262965294,-0.6549916843697606,0.0016304612927493074,0.0016304612927493074
82,2000-03-23,0,0.041666666666666664,4.39801698195442,-0.255790690582699,0.001637463825564745,0.001637463825564745
83,2000-03-24,0,0.25,4.452863700943551,-0.7143856098324332,0.001990853545177513,0.001990853545177513
84,2000-03-25,0,0.2916666666666667,4.507710419932677,-0.5008387652689229,0.0014600975283560083,0.0014600975283560083
85,2000-03-26,0,0.9583333333333334,4.5625571389218065,0.05564534215584111,0.00040677533054926,0.00040677533054926
86,2000-03-27,0,0.5833333333333334,4.617403857910935,-0.4889617831782094,0.0009658624434417789,0.0009658624434417789
87,2000-03-28,0,0.7083333333333334,4.672250576900062,-0.3799224453917579,0.0007235251949749961,0.0007235251949749961
88,2000-03-29,0,0.20833333333333334,4.72709729588919,0.25973465324251216,0.0005956370777130866,0.0005956370777130866
89,2000-03-30,0,0.5416666666666666,4.78194401487832,-1.6813486428352875,0.002814485619157119,0.002814485619157119
90,2000-03-31,0,0.3333333333333333,4.836790733867448,-0.9167948052305425,0.0015276220231463446,0.0015276220231463446
91,2000-04-01,0,0.375,4.891637452856577,-0.11922410038568242,0.0006247699372524332,0.0006247699372524332
92,2000-04-02,0,0.8333333333333334,4.946484171845705,-0.4462772800016101,0.0005186641733371983,0.0005186641733371983
93,2000-04-03,0,0.7916666666666666,5.001330890834833,-2.1433554372317607,0.0027937909438628607,0.0027937909438628607
94,2000-04-04,0,0.6666666666666666,5.056177609823961,0.010037767130251568,0.0003478998985060461,0.0003478998985060461
95,2000-04-05,0,0.7916666666666666,5.111024328813092,-0.5582225868712316,0.000513026974385772,0.000513026974385772
