,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_2000_D_0_PolyTrend_7__1.0_0
0,2000-01-01,0.20552675214328775,0.42857142857142855,0.0,-0.07770456650883938,4.131090584668644
1,2000-01-02,0.20574196591641214,0.14285714285714285,0.0,1.0896301649283022,5.012926244164624
2,2000-01-03,0.20595722850304043,0.42857142857142855,0.0002835648865872159,0.09654266759327351,4.306051860017096
3,2000-01-04,0.2061725399031727,0.7142857142857143,0.0006444455244243321,1.4186671084676297,5.914466778643708
4,2000-01-05,0.20638790011680885,0.2857142857142857,0.0010422571996530202,1.1682731374280053,5.236114550921519
5,2000-01-06,0.20660330914394895,0.5714285714285714,0.0014700631085723817,0.9471859464018728,5.301384860545732
6,2000-01-07,0.20681876698459295,0.8571428571428571,0.0019122655649661492,1.0854870347559817,5.726057894911165
7,2000-01-08,0.2070342736387409,0.42857142857142855,0.002360122766324207,2.3822244479133983,6.594887243352659
8,2000-01-09,0.20724982910639278,0.14285714285714285,0.0028127077798601277,-0.40602373632291733,3.5215929138832447
9,2000-01-10,0.20746543338754858,0.42857142857142855,0.003266887939072034,0.2664453411788736,4.4804460615396895
10,2000-01-11,0.20768108648220832,0.7142857142857143,0.003722102026842938,-1.3557137239186656,3.1446721493388665
11,2000-01-12,0.20789678839037196,0.2857142857142857,0.0041776968500584905,-0.11410253188685747,3.9583832095306253
12,2000-01-13,0.20811253911203956,0.5714285714285714,0.00463365609616909,-0.844230864581227,3.5146408725183194
13,2000-01-14,0.20832833864721106,0.8571428571428571,0.005089666489317406,0.7056408100507655,5.3508986427929175
14,2000-01-15,0.2085441869958865,0.42857142857142855,0.005545676882465724,-0.39878617335193706,3.81857208956061
15,2000-01-16,0.20876008415806588,0.14285714285714285,0.006001687275614041,-0.8271965334869942,3.105119351266595
16,2000-01-17,0.20897603013374916,0.42857142857142855,0.006457697668762357,-0.41574470158503485,3.802957425251672
17,2000-01-18,0.20919202492293637,0.7142857142857143,0.006913708061910674,-0.5245121937314283,3.9805762240018994
18,2000-01-19,0.20940806852562752,0.2857142857142857,0.007369718455058992,0.8131012718382519,4.89029031499599
19,2000-01-20,0.2096241609418226,0.5714285714285714,0.00782572884820731,-0.2292506291606075,4.13432480252076
20,2000-01-21,0.2098403021715216,0.8571428571428571,0.008281739241355624,2.161717373494259,6.81167924251276
21,2000-01-22,0.21005649221472453,0.42857142857142855,0.008737749634503942,-0.9569314292805337,3.2651312116028897
22,2000-01-23,0.21027273107143138,0.14285714285714285,0.009193760027652261,0.06731083219488099,4.0043314366138745
23,2000-01-24,0.21048901874164216,0.42857142857142855,0.009649770420800579,0.20649883721106427,4.429906025407702
24,2000-01-25,0.21070535522535688,0.7142857142857143,0.010105780813948893,-0.45688132622556726,4.05291249456222
25,2000-01-26,0.21092174052257553,0.2857142857142857,0.010561791207097208,-1.0599757640207523,3.0219190238859728
26,2000-01-27,0.2111381746332981,0.5714285714285714,0.011017801600245531,0.6149573156935568,4.983238833818438
27,2000-01-28,0.21135465755752458,0.8571428571428571,0.011473811993393849,1.4296607664750955,6.084329063631637
28,2000-01-29,0.211571189295255,0.42857142857142855,0.01192982238654216,-0.21195225635208395,4.014817154363908
29,2000-01-30,0.21178776984648937,0.14285714285714285,0.012385832779690482,-0.08033725576207178,3.861390460184017
30,2000-01-31,0.21200439921122763,0.42857142857142855,0.0128418431728388,0.4053977840180792,4.633512425436341
31,2000-02-01,0.21222107738946983,0.7142857142857143,0.013297853565987113,0.11860658523361353,4.633108200937551
32,2000-02-02,0.21243780438121596,0.2857142857142857,0.013753863959135429,1.2544140683375582,5.341016992854962
33,2000-02-03,0.21265458018646602,0.5714285714285714,0.014209874352283748,1.419102040788718,5.792092037218806
34,2000-02-04,0.21287140480522002,0.8571428571428571,0.014665884745432066,-0.7438560828698322,3.915521034286443
35,2000-02-05,0.21308827823747792,0.42857142857142855,0.015121895138580385,-2.5174371027954736,1.7140414696147799
36,2000-02-06,0.21330520048323975,0.14285714285714285,0.015577905531728699,-1.5070960235350006,2.4393411957998774
37,2000-02-07,0.21352217154250552,0.42857142857142855,0.01603391592487702,1.149076125381565,5.381900611883142
38,2000-02-08,0.21373919141527523,0.7142857142857143,0.01648992631802533,-1.193578251944493,3.3256335505372885
39,2000-02-09,0.21395626010154883,0.2857142857142857,0.01694593671117365,1.1410424458433976,5.232355898833172
40,2000-02-10,0.21417337760132638,0.5714285714285714,0.017401947104321965,1.5094450822654228,5.887145948862409
41,2000-02-11,0.21439054391460788,0.8571428571428571,0.017857957497470284,1.0677751294644207,5.731863458482122
42,2000-02-12,0.21460775904139326,0.42857142857142855,0.018313967890618604,-0.6865894771933623,3.5496006487728446
43,2000-02-13,0.2148250229816826,0.14285714285714285,0.01876997828376692,0.01487331605783535,3.966022430643194
44,2000-02-14,0.21504233573547585,0.42857142857142855,0.019225988676915242,-0.37566589616476365,3.8618708272818223
45,2000-02-15,0.21525969730277306,0.7142857142857143,0.019681999070063554,-0.03822363744467267,4.485700743676645
46,2000-02-16,0.21547710768357414,0.2857142857142857,0.02013800946321187,0.36797447414967926,4.4640008474735176
47,2000-02-17,0.2156945668778792,0.5714285714285714,0.020594019856360186,-0.04472370024755386,4.337690428378023
48,2000-02-18,0.21591207488568817,0.8571428571428571,0.0210500302495085,-0.3023751325193162,4.366426800221504
49,2000-02-19,0.21612963170700106,0.42857142857142855,0.02150604064265682,-2.2244036022124187,2.016500469171434
50,2000-02-20,0.21634723734181788,0.14285714285714285,0.021962051035805133,0.7240063590423036,4.679869760739836
51,2000-02-21,0.21656489179013863,0.42857142857142855,0.022418061428953456,0.35900276446988677,4.601254116723174
