,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_2000_D_0_poly_0_exp_1.0_0
0,2000-01-01,0,0,0.0,0.48431215412066475,0.02346217065007182,0.02346217065007182
1,2000-01-02,0,0,0.0,0.5791404787067285,0.021339526130585863,0.021339526130585863
2,2000-01-03,0,0,0.0027244159149844844,-0.18158257273119596,0.04553857074155455,0.04553857074155455
3,2000-01-04,0,0,0.006603043707747439,1.4102046311312142,0.009234014033109923,0.009234014033109923
4,2000-01-05,0,0,0.011227170157599118,-0.3744716909802062,0.05475923550353029,0.05475923550353029
5,2000-01-06,0,0,0.016177517285806336,0.27519831557632024,0.028455051040549323,0.028455051040549323
6,2000-01-07,0,0,0.021418779207267834,-0.9607546117337881,0.09742056725808709,0.09742056725808709
7,2000-01-08,0,0,0.02694038488146734,0.37692697499528294,0.02542757356821855,0.02542757356821855
8,2000-01-09,0,0,0.03256948599001003,0.033438928508628576,0.035648002133205556,0.035648002133205556
9,2000-01-10,0,0,0.0382836939254018,0.6805672443551206,0.018557065023870715,0.018557065023870715
10,2000-01-11,0,0,0.0440429144291503,-1.563496690099942,0.17401740001743746,0.17401740001743746
11,2000-01-12,0,0,0.04982770407753475,-0.5666976204319573,0.06385222537219126,0.06385222537219126
12,2000-01-13,0,0,0.05563616044023821,-0.24214951424260323,0.04588851520901199,0.04588851520901199
13,2000-01-14,0,0,0.061446297993037434,1.5143912837240117,0.007876344788506844,0.007876344788506844
14,2000-01-15,0,0,0.06725643554583663,-0.3330574014413246,0.04967503457887309,0.04967503457887309
15,2000-01-16,0,0,0.07306657309863582,0.0473648172902994,0.03375977916061355,0.03375977916061355
16,2000-01-17,0,0,0.07887671065143503,1.4627404474484047,0.008150541449312002,0.008150541449312002
17,2000-01-18,0,0,0.08468684820423422,1.5350291291191829,0.007538215940228396,0.007538215940228396
18,2000-01-19,0,0,0.09049698575703342,0.5664400380293182,0.019742318813412336,0.019742318813412336
19,2000-01-20,0,0,0.0963071233098326,0.1492650917123343,0.02978870526229605,0.02978870526229605
20,2000-01-21,0,0,0.10211726086263181,-1.0782780025830905,0.1010749438870063,0.1010749438870063
21,2000-01-22,0,0,0.10792739841543102,1.3954722703060645,0.008468063481871523,0.008468063481871523
22,2000-01-23,0,0,0.11373753596823022,1.7874840455630026,0.0056886896811628625,0.0056886896811628625
23,2000-01-24,0,0,0.1195476735210294,-0.5695172638907428,0.05972024702291482,0.05972024702291482
24,2000-01-25,0,0,0.1253578110738286,0.17538653266921242,0.028189714430409716,0.028189714430409716
25,2000-01-26,0,0,0.1311679486266278,-0.4625055394360726,0.053039616181465805,0.053039616181465805
26,2000-01-27,0,0,0.13697808617942703,-1.085800595475628,0.09834916236698397,0.09834916236698397
27,2000-01-28,0,0,0.1427882237322262,0.6397359949354733,0.017412307782221192,0.017412307782221192
28,2000-01-29,0,0,0.14859836128502535,-0.38586333644309273,0.04827754249337209,0.04827754249337209
29,2000-01-30,0,0,0.15440849883782462,-0.7757623533740768,0.07088475386012837,0.07088475386012837
30,2000-01-31,0,0,0.1602186363906238,0.9957113486470573,0.011986386333831265,0.011986386333831265
31,2000-02-01,0,0,0.166028773943423,-1.9332047794071159,0.22293439249336147,0.22293439249336147
32,2000-02-02,0,0,0.17183891149622219,0.24853062742969095,0.025011406472615166,0.025011406472615166
33,2000-02-03,0,0,0.17764904904902135,-0.03124533542395122,0.03289424784735975,0.03289424784735975
34,2000-02-04,0,0,0.1834591866018206,-0.13947396248967217,0.03644179369893956,0.03644179369893956
35,2000-02-05,0,0,0.18926932415461975,-0.19065597921264138,0.038133309821269515,0.038133309821269515
36,2000-02-06,0,0,0.19507946170741894,0.44863752749053837,0.020005045754230413,0.020005045754230413
37,2000-02-07,0,0,0.20088959926021815,-0.992429771658585,0.08403569852821968,0.08403569852821968
38,2000-02-08,0,0,0.20669973681301732,-0.22593965569142896,0.03882022747739687,0.03882022747739687
39,2000-02-09,0,0,0.21250987436581656,-1.6545707665122271,0.1610576556958761,0.1610576556958761
40,2000-02-10,0,0,0.21832001191861578,-0.6397226377122045,0.05803835844434043,0.05803835844434043
41,2000-02-11,0,0,0.224130149471415,-0.47941980121364003,0.0491556193356477,0.0491556193356477
42,2000-02-12,0,0,0.22994028702421412,0.3113635032767906,0.022162412612170303,0.022162412612170303
43,2000-02-13,0,0,0.2357504245770134,-0.7760204669235409,0.06536399430034219,0.06536399430034219
44,2000-02-14,0,0,0.2415605621298125,-0.30736481038200775,0.04067061196517243,0.04067061196517243
45,2000-02-15,0,0,0.2473706996826117,-0.36652394095310614,0.04289926787402354,0.04289926787402354
46,2000-02-16,0,0,0.2531808372354109,1.1197119621889602,0.009648560364732621,0.009648560364732621
47,2000-02-17,0,0,0.25899097478821015,-0.4579224204039029,0.04646191590669937,0.04646191590669937
48,2000-02-18,0,0,0.2648011123410094,0.42539339846964996,0.019096536964098538,0.019096536964098538
49,2000-02-19,0,0,0.2706112498938085,-0.027971183469780222,0.029876178352049223,0.029876178352049223
50,2000-02-20,0,0,0.2764213874466077,1.4759898324822718,0.006601456448584456,0.006601456448584456
51,2000-02-21,0,0,0.28223152499940696,0.6467800971387857,0.01503964773701059,0.01503964773701059
52,2000-02-22,0,0,0.2880416625522061,-0.3643343119343121,0.04109942651614538,0.04109942651614538
53,2000-02-23,0,0,0.2938518001050053,-0.6787773894547808,0.05595943806351274,0.05595943806351274
54,2000-02-24,0,0,0.29966193765780447,-0.3536278564808815,0.040191978562461844,0.040191978562461844
55,2000-02-25,0,0,0.30547207521060377,-0.7407474706616464,0.05884912198744439,0.05884912198744439
56,2000-02-26,0,0,0.3112822127634029,-0.6750218315624023,0.054786353402671434,0.054786353402671434
57,2000-02-27,0,0,0.3170923503162021,-0.13278425612003888,0.031670746277428434,0.031670746277428434
58,2000-02-28,0,0,0.3229024878690014,0.6198010633228139,0.014835129268446233,0.014835129268446233
59,2000-02-29,0,0,0.3287126254218006,1.7911684612099155,0.004571404243576263,0.004571404243576263
60,2000-03-01,0,0,0.3345227629745997,0.17100043816579447,0.022969754240756746,0.022969754240756746
61,2000-03-02,0,0,0.34033290052739884,-1.7256713515873643,0.15217633843435419,0.15217633843435419
62,2000-03-03,0,0,0.3461430380801981,0.16065854034812202,0.02294040898977376,0.02294040898977376
63,2000-03-04,0,0,0.35195317563299733,-0.858985320630042,0.06322714153563544,0.06322714153563544
64,2000-03-05,0,0,0.3577633131857965,-0.20642094232547897,0.03273219492352971,0.03273219492352971
65,2000-03-06,0,0,0.36357345073859576,0.4884264674526133,0.016243642483712104,0.016243642483712104
66,2000-03-07,0,0,0.3693835882913948,-0.8383309655321101,0.06086442781225071,0.06086442781225071
67,2000-03-08,0,0,0.3751937258441941,0.38116374443537404,0.01787394468730362,0.01787394468730362
68,2000-03-09,0,0,0.3810038633969932,-0.9909032821575836,0.0700774414803383,0.0700774414803383
69,2000-03-10,0,0,0.38681400094979246,1.0178800497172846,0.009346551651770627,0.009346551651770627
70,2000-03-11,0,0,0.39262413850259165,0.34158739594413723,0.018274195525922337,0.018274195525922337
71,2000-03-12,0,0,0.3984342760553909,-1.250886216057312,0.08931357202045133,0.08931357202045133
72,2000-03-13,0,0,0.4042444136081901,0.9252507517503312,0.010076503760150946,0.010076503760150946
73,2000-03-14,0,0,0.4100545511609892,-0.9047861581686361,0.062454177362775386,0.062454177362775386
74,2000-03-15,0,0,0.4158646887137885,1.8436915300279588,0.003975479222275,0.003975479222275
75,2000-03-16,0,0,0.4216748262665877,1.5255072386625639,0.005433152050857444,0.005433152050857444
76,2000-03-17,0,0,0.4274849638193869,-1.445535581617193,0.10539889334109984,0.10539889334109984
77,2000-03-18,0,0,0.4332951013721861,0.377160611108241,0.016932685480584804,0.016932685480584804
78,2000-03-19,0,0,0.4391052389249852,-0.07055722918362475,0.02634170721888618,0.02634170721888618
79,2000-03-20,0,0,0.44491537647778445,0.6041597071163749,0.013338124455324582,0.013338124455324582
80,2000-03-21,0,0,0.45072551403058364,0.4721489975165859,0.01513223152630914,0.01513223152630914
81,2000-03-22,0,0,0.45653565158338294,0.8199172930519578,0.01062541288700576,0.01062541288700576
82,2000-03-23,0,0,0.462345789136182,0.9075196171068387,0.00967781461029925,0.00967781461029925
83,2000-03-24,0,0,0.4681559266889813,-0.5858228746593539,0.0428355543398307,0.0428355543398307
84,2000-03-25,0,0,0.4739660642417804,0.9375588422367473,0.009282924267255167,0.009282924267255167
85,2000-03-26,0,0,0.47977620179457964,-0.2546080917850404,0.030402760452088777,0.030402760452088777
86,2000-03-27,0,0,0.48558633934737894,0.9735987122811475,0.00885087626414168,0.00885087626414168
87,2000-03-28,0,0,0.49139647690017807,0.20728277243476398,0.01893519328862536,0.01893519328862536
88,2000-03-29,0,0,0.49720661445297715,1.0996419726694937,0.0077125813078425115,0.0077125813078425115
89,2000-03-30,0,0,0.5030167520057764,0.9398969807980037,0.008996069734954147,0.008996069734954147
90,2000-03-31,0,0,0.5088268895585756,0.6063890007417859,0.012484471953250089,0.012484471953250089
91,2000-04-01,0,0,0.5146370271113747,0.0017608407142712342,0.022721319092551116,0.022721319092551116
92,2000-04-02,0,0,0.520447164664174,-0.9901601425103287,0.060911043497254874,0.060911043497254874
93,2000-04-03,0,0,0.5262573022169731,1.872394078525924,0.0034592442415090096,0.0034592442415090096
94,2000-04-04,0,0,0.5320674397697723,-0.24107359045991097,0.02846592247824869,0.02846592247824869
95,2000-04-05,0,0,0.5378775773225717,0.05334490701920273,0.021083253119055453,0.021083253119055453
96,2000-04-06,0,0,0.5436877148753708,1.030815947669532,0.007886858206292521,0.007886858206292521
97,2000-04-07,0,0,0.5494978524281701,-1.2769889870258138,0.07882204000426343,0.07882204000426343
98,2000-04-08,0,0,0.5553079899809692,0.8377197651449277,0.009456229810585958,0.009456229810585958
99,2000-04-09,0,0,0.5611181275337684,-1.4901114123650248,0.09641818293382438,0.09641818293382438
100,2000-04-10,0,0,0.5669282650865676,-1.0702150031640365,0.06299077308655135,0.06299077308655135
101,2000-04-11,0,0,0.5727384026393669,-0.2091286173646257,0.026472110196553284,0.026472110196553284
102,2000-04-12,0,0,0.578548540192166,0.6045722768300837,0.011664857642942457,0.011664857642942457
103,2000-04-13,0,0,0.5843586777449652,-1.743058230922982,0.12131628633055183,0.12131628633055183
104,2000-04-14,0,0,0.5901688152977642,1.5242268127657568,0.00459654939544528,0.00459654939544528
105,2000-04-15,0,0,0.5959789528505635,1.8635753177880086,0.0032548534382832233,0.0032548534382832233
106,2000-04-16,0,0,0.6017890904033628,1.2913779205556575,0.005734694660119651,0.005734694660119651
107,2000-04-17,0,0,0.607599227956162,1.3006962715024495,0.005648590354133272,0.005648590354133272
108,2000-04-18,0,0,0.6134093655089613,0.9182028263859223,0.008232496636868099,0.008232496636868099
109,2000-04-19,0,0,0.6192195030617604,-0.15880047157470745,0.024029505886014706,0.024029505886014706
110,2000-04-20,0,0,0.6250296406145596,-0.9640633588415822,0.05344939064141658,0.05344939064141658
111,2000-04-21,0,0,0.6308397781673588,-1.9907788200002425,0.14835982313358737,0.14835982313358737
112,2000-04-22,0,0,0.6366499157201579,0.08973072690130822,0.018417860552759797,0.018417860552759797
113,2000-04-23,0,0,0.6424600532729572,0.11485387954452174,0.017856857101925836,0.017856857101925836
114,2000-04-24,0,0,0.6482701908257563,-0.585815182419695,0.035774899286207924,0.035774899286207924
115,2000-04-25,0,0,0.6540803283785556,0.29877203836191896,0.01468533169755956,0.01468533169755956
116,2000-04-26,0,0,0.6598904659313547,0.22225990173870838,0.01576119885433677,0.01576119885433677
117,2000-04-27,0,0,0.6657006034841542,0.43518296756137465,0.012664691790148092,0.012664691790148092
118,2000-04-28,0,0,0.6715107410369533,-0.04574809909962204,0.02036746707605013,0.02036746707605013
119,2000-04-29,0,0,0.6773208785897525,0.049898414237597756,0.01840242088536034,0.01840242088536034
120,2000-04-30,0,0,0.6831310161425516,-0.9355304554703544,0.04901375426325569,0.04901375426325569
121,2000-05-01,0,0,0.6889411536953508,0.2873876518676211,0.014344587782953042,0.014344587782953042
122,2000-05-02,0,0,0.69475129124815,0.3604272671140195,0.013256963483185018,0.013256963483185018
123,2000-05-03,0,0,0.7005614288009492,0.408148119296598,0.012565965023416701,0.012565965023416701
124,2000-05-04,0,0,0.7063715663537484,-1.9407156760215802,0.13084921481546524,0.13084921481546524
125,2000-05-05,0,0,0.7121817039065476,1.444835710018092,0.0044047526456303466,0.0044047526456303466
126,2000-05-06,0,0,0.7179918414593467,0.19286086320953463,0.015315246170550833,0.015315246170550833
127,2000-05-07,0,0,0.7238019790121457,-0.4208648204222881,0.02812796733079983,0.02812796733079983
128,2000-05-08,0,0,0.7296121165649448,1.7402534609379348,0.0032214640854518854,0.0032214640854518854
129,2000-05-09,0,0,0.7354222541177442,-0.3640867757814793,0.02626838277954077,0.02626838277954077
130,2000-05-10,0,0,0.7412323916705436,1.343954419584932,0.004732789180142741,0.004732789180142741
131,2000-05-11,0,0,0.7470425292233427,-0.8182209613286916,0.040889771686132406,0.040889771686132406
132,2000-05-12,0,0,0.7528526667761418,0.08270993579791167,0.01651285083196404,0.01651285083196404
133,2000-05-13,0,0,0.7586628043289411,-1.291058455346977,0.06485131380296391,0.06485131380296391
134,2000-05-14,0,0,0.7644729418817403,-0.6611042318158495,0.03434075387803993,0.03434075387803993
135,2000-05-15,0,0,0.7702830794345394,-1.1801910156259166,0.05737504512287015,0.05737504512287015
136,2000-05-16,0,0,0.7760932169873387,0.197642638146143,0.014381830851854824,0.014381830851854824
137,2000-05-17,0,0,0.7819033545401378,0.4138999766425578,0.011517852091137124,0.011517852091137124
138,2000-05-18,0,0,0.7877134920929372,1.1973219806427609,0.005231332605505331,0.005231332605505331
139,2000-05-19,0,0,0.7935236296457363,1.8833538579153102,0.0026190824095920235,0.0026190824095920235
140,2000-05-20,0,0,0.7993337671985355,0.7142238203796749,0.008382480986062354,0.008382480986062354
141,2000-05-21,0,0,0.8051439047513347,2.2843333544703444,0.0017336417597762848,0.0017336417597762848
142,2000-05-22,0,0,0.8109540423041339,1.5641025797286243,0.0035418347952354333,0.0035418347952354333
143,2000-05-23,0,0,0.8167641798569331,0.6111037098657089,0.009132446568038856,0.009132446568038856
