,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_2000_H_0_poly_24_exp_1.0_10
0,2000-01-01 00:00:00,0,0.125,0.0,-1.3557137239186656,0.1594400224514206,0.1594400224514206
1,2000-01-01 01:00:00,0,0.2916666666666667,0.0,-0.11410253188685747,0.038993304738499664,0.038993304738499664
2,2000-01-01 02:00:00,0,0.375,0.004785775794765232,-0.844230864581227,0.07409878842188751,0.07409878842188751
3,2000-01-01 03:00:00,0,0.7916666666666666,0.01024323895720571,0.7056408100507655,0.010312980836313775,0.010312980836313775
4,2000-01-01 04:00:00,0,0.875,0.01628512873986074,-0.39878617335193706,0.02845873483172005,0.02845873483172005
5,2000-01-01 05:00:00,0,0.75,0.022603807671721505,-0.8271965334869942,0.04918294015815066,0.04918294015815066
6,2000-01-01 06:00:00,0,0.16666666666666666,0.029144170009212444,-0.41574470158503485,0.05802581267765706,0.05802581267765706
7,2000-01-01 07:00:00,0,0.9583333333333334,0.0357999135669241,-0.5245121937314283,0.02911731573446155,0.02911731573446155
8,2000-01-01 08:00:00,0,0.25,0.042533987073203744,0.8131012718382519,0.015414657367674238,0.015414657367674238
9,2000-01-01 09:00:00,0,0.5,0.04932450769826449,-0.2292506291606075,0.033814179091174054,0.033814179091174054
10,2000-01-01 10:00:00,0,0.041666666666666664,0.056147881663661456,2.161717373494259,0.004861865300552537,0.004861865300552537
11,2000-01-01 11:00:00,0,0.25,0.06298891013465306,-0.9569314292805337,0.08866778314950059,0.08866778314950059
12,2000-01-01 12:00:00,0,0.2916666666666667,0.06984333158942845,0.06731083219488099,0.030329876880122737,0.030329876880122737
13,2000-01-01 13:00:00,0,0.9583333333333334,0.07669917146306952,0.20649883721106427,0.013455968345631949,0.013455968345631949
14,2000-01-01 14:00:00,0,0.5833333333333334,0.08355501133671059,-0.45688132622556726,0.03774855037727087,0.03774855037727087
15,2000-01-01 15:00:00,0,0.7083333333333334,0.09041085121035165,-1.0599757640207523,0.06047231592392587,0.06047231592392587
16,2000-01-01 16:00:00,0,0.20833333333333334,0.09726669108399269,0.6149573156935568,0.01854864522491797,0.01854864522491797
17,2000-01-01 17:00:00,0,0.5416666666666666,0.10412253095763377,1.4296607664750955,0.0058445180047990404,0.0058445180047990404
18,2000-01-01 18:00:00,0,0.3333333333333333,0.11097837083127483,-0.21195225635208395,0.036914138874511754,0.036914138874511754
