,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_2000_D_0_poly_7_exp_1.0_0
0,2000-01-01,0,0.42857142857142855,0.0,-0.07770456650883938,0.014321612105213651,0.014321612105213651
1,2000-01-02,0,0.14285714285714285,0.0,1.0896301649283022,0.005930741733090018,0.005930741733090018
2,2000-01-03,0,0.42857142857142855,0.0002835648865872159,0.09654266759327351,0.012028020065858916,0.012028020065858916
3,2000-01-04,0,0.7142857142857143,0.0006444455244243321,1.4186671084676297,0.0024085847302866463,0.0024085847302866463
4,2000-01-05,0,0.2857142857142857,0.0010422571996530202,1.1682731374280053,0.004747446592787517,0.004747446592787517
5,2000-01-06,0,0.5714285714285714,0.0014700631085723817,0.9471859464018728,0.004448433507863396,0.004448433507863396
6,2000-01-07,0,0.8571428571428571,0.0019122655649661492,1.0854870347559817,0.0029098293503564566,0.0029098293503564566
7,2000-01-08,0,0.42857142857142855,0.002360122766324207,2.3822244479133983,0.001220768520416696,0.001220768520416696
8,2000-01-09,0,0.14285714285714285,0.0028127077798601277,-0.40602373632291733,0.026390140648760517,0.026390140648760517
9,2000-01-10,0,0.42857142857142855,0.003266887939072034,0.2664453411788736,0.010118373572353626,0.010118373572353626
10,2000-01-11,0,0.7142857142857143,0.003722102026842938,-1.3557137239186656,0.038487845957762695,0.038487845957762695
11,2000-01-12,0,0.2857142857142857,0.0041776968500584905,-0.11410253188685747,0.017061886969307723,0.017061886969307723
12,2000-01-13,0,0.5714285714285714,0.00463365609616909,-0.844230864581227,0.026597180967203708,0.026597180967203708
13,2000-01-14,0,0.8571428571428571,0.005089666489317406,0.7056408100507655,0.004240848048807944,0.004240848048807944
14,2000-01-15,0,0.42857142857142855,0.005545676882465724,-0.39878617335193706,0.01963484241614143,0.01963484241614143
15,2000-01-16,0,0.14285714285714285,0.006001687275614041,-0.8271965334869942,0.04008388157587035,0.04008388157587035
16,2000-01-17,0,0.42857142857142855,0.006457697668762357,-0.41574470158503485,0.019952454528609484,0.019952454528609484
17,2000-01-18,0,0.7142857142857143,0.006913708061910674,-0.5245121937314283,0.016709031236005475,0.016709031236005475
18,2000-01-19,0,0.2857142857142857,0.007369718455058992,0.8131012718382519,0.00672916670782303,0.00672916670782303
19,2000-01-20,0,0.5714285714285714,0.00782572884820731,-0.2292506291606075,0.01433397972816313,0.01433397972816313
20,2000-01-21,0,0.8571428571428571,0.008281739241355624,2.161717373494259,0.0009855993206881368,0.0009855993206881368
21,2000-01-22,0,0.42857142857142855,0.008737749634503942,-0.9569314292805337,0.03420113550825272,0.03420113550825272
22,2000-01-23,0,0.14285714285714285,0.009193760027652261,0.06731083219488099,0.016334425251796236,0.016334425251796236
23,2000-01-24,0,0.42857142857142855,0.009649770420800579,0.20649883721106427,0.01067512809137979,0.01067512809137979
24,2000-01-25,0,0.7142857142857143,0.010105780813948893,-0.45688132622556726,0.015566581821678487,0.015566581821678487
25,2000-01-26,0,0.2857142857142857,0.010561791207097208,-1.0599757640207523,0.0436558058034353,0.0436558058034353
26,2000-01-27,0,0.5714285714285714,0.011017801600245531,0.6149573156935568,0.00614250663576419,0.00614250663576419
27,2000-01-28,0,0.8571428571428571,0.011473811993393849,1.4296607664750955,0.0020428771029285305,0.0020428771029285305
28,2000-01-29,0,0.42857142857142855,0.01192982238654216,-0.21195225635208395,0.016185043901133726,0.016185043901133726
29,2000-01-30,0,0.14285714285714285,0.012385832779690482,-0.08033725576207178,0.01887297254561246,0.01887297254561246
30,2000-01-31,0,0.42857142857142855,0.0128418431728388,0.4053977840180792,0.008721799128160089,0.008721799128160089
31,2000-02-01,0,0.7142857142857143,0.013297853565987113,0.11860658523361353,0.00872721619814989,0.00872721619814989
32,2000-02-02,0,0.2857142857142857,0.013753863959135429,1.2544140683375582,0.004300599262784102,0.004300599262784102
33,2000-02-03,0,0.5714285714285714,0.014209874352283748,1.419102040788718,0.0027398306388992304,0.0027398306388992304
34,2000-02-04,0,0.8571428571428571,0.014665884745432066,-0.7438560828698322,0.01789790980610838,0.01789790980610838
35,2000-02-05,0,0.42857142857142855,0.015121895138580385,-2.5174371027954736,0.16180313391829762,0.16180313391829762
36,2000-02-06,0,0.14285714285714285,0.015577905531728699,-1.5070960235350006,0.07835874440924728,0.07835874440924728
37,2000-02-07,0,0.42857142857142855,0.01603391592487702,1.149076125381565,0.004132799922308191,0.004132799922308191
38,2000-02-08,0,0.7142857142857143,0.01648992631802533,-1.193578251944493,0.03231201704516998,0.03231201704516998
39,2000-02-09,0,0.2857142857142857,0.01694593671117365,1.1410424458433976,0.004801526682363654,0.004801526682363654
40,2000-02-10,0,0.5714285714285714,0.017401947104321965,1.5094450822654228,0.0024951803062843035,0.0024951803062843035
41,2000-02-11,0,0.8571428571428571,0.017857957497470284,1.0677751294644207,0.0029149732711212083,0.0029149732711212083
42,2000-02-12,0,0.42857142857142855,0.018313967890618604,-0.6865894771933623,0.025850777430157165,0.025850777430157165
43,2000-02-13,0,0.14285714285714285,0.01876997828376692,0.01487331605783535,0.01704976050903103,0.01704976050903103
44,2000-02-14,0,0.42857142857142855,0.019225988676915242,-0.37566589616476365,0.01892540261532658,0.01892540261532658
45,2000-02-15,0,0.7142857142857143,0.019681999070063554,-0.03822363744467267,0.010144102666244438,0.010144102666244438
46,2000-02-16,0,0.2857142857142857,0.02013800946321187,0.36797447414967926,0.010368888425340369,0.010368888425340369
47,2000-02-17,0,0.5714285714285714,0.020594019856360186,-0.04472370024755386,0.011767455390762236,0.011767455390762236
48,2000-02-18,0,0.8571428571428571,0.0210500302495085,-0.3023751325193162,0.011436601150344563,0.011436601150344563
49,2000-02-19,0,0.42857142857142855,0.02150604064265682,-2.2244036022124187,0.1199365349470454,0.1199365349470454
