,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_2000_H_0_linear_7__1.0_0
0,2000-01-01 00:00:00,0,0.42857142857142855,0.0,-0.07770456650883938,4.245985546606248,4.245985546606248
1,2000-01-01 01:00:00,0,0.14285714285714285,0.0,1.0896301649283022,5.127605992329104,5.127605992329104
2,2000-01-01 02:00:00,0,0.42857142857142855,0.0002835648865872159,0.09654266759327351,4.420516345594948,4.420516345594948
3,2000-01-01 03:00:00,0,0.7142857142857143,0.0006444455244243321,1.4186671084676297,6.028715952821427,6.028715952821427
4,2000-01-01 04:00:00,0,0.2857142857142857,0.0010422571996530202,1.1682731374280053,5.350148364885603,5.350148364885603
5,2000-01-01 05:00:00,0,0.5714285714285714,0.0014700631085723817,0.9471859464018728,5.415203265482676,5.415203265482676
6,2000-01-01 06:00:00,0,0.8571428571428571,0.0019122655649661492,1.0854870347559817,5.839660842007464,5.839660842007464
7,2000-01-01 07:00:00,0,0.42857142857142855,0.002360122766324207,2.3822244479133983,6.70827468379481,6.70827468379481
8,2000-01-01 08:00:00,0,0.14285714285714285,0.0028127077798601277,-0.40602373632291733,3.634764798857745,3.634764798857745
9,2000-01-01 09:00:00,0,0.42857142857142855,0.003266887939072034,0.2664453411788736,4.593402342233033,4.593402342233033
10,2000-01-01 10:00:00,0,0.7142857142857143,0.003722102026842938,-1.3557137239186656,3.2574127769375507,3.2574127769375507
11,2000-01-01 11:00:00,0,0.2857142857142857,0.0041776968500584905,-0.11410253188685747,4.070908135221146,4.070908135221146
12,2000-01-01 12:00:00,0,0.5714285714285714,0.00463365609616909,-0.844230864581227,3.6269500474871728,3.6269500474871728
13,2000-01-01 13:00:00,0,0.8571428571428571,0.005089666489317406,0.7056408100507655,5.462992018226599,5.462992018226599
14,2000-01-01 14:00:00,0,0.42857142857142855,0.005545676882465724,-0.39878617335193706,3.930449616645616,3.930449616645616
15,2000-01-01 15:00:00,0,0.14285714285714285,0.006001687275614041,-0.8271965334869942,3.216780981189422,3.216780981189422
16,2000-01-01 16:00:00,0,0.42857142857142855,0.006457697668762357,-0.41574470158503485,3.9144031091988154,3.9144031091988154
17,2000-01-01 17:00:00,0,0.7142857142857143,0.006913708061910674,-0.5245121937314283,4.091805913159856,4.091805913159856
18,2000-01-01 18:00:00,0,0.2857142857142857,0.007369718455058992,0.8131012718382519,5.0013039605512555,5.0013039605512555
19,2000-01-01 19:00:00,0,0.5714285714285714,0.00782572884820731,-0.2292506291606075,4.245122355659831,4.245122355659831
20,2000-01-01 20:00:00,0,0.8571428571428571,0.008281739241355624,2.161717373494259,6.92226065442213,6.92226065442213
21,2000-01-01 21:00:00,0,0.42857142857142855,0.008737749634503942,-0.9569314292805337,3.375496433469058,3.375496433469058
22,2000-01-01 22:00:00,0,0.14285714285714285,0.009193760027652261,0.06731083219488099,4.1144804196233355,4.1144804196233355
23,2000-01-01 23:00:00,0,0.42857142857142855,0.009649770420800579,0.20649883721106427,4.539838720746952,4.539838720746952
24,2000-01-02 00:00:00,0,0.7142857142857143,0.010105780813948893,-0.45688132622556726,4.162628853417755,4.162628853417755
25,2000-01-02 01:00:00,0,0.2857142857142857,0.010561791207097208,-1.0599757640207523,3.13141899744429,3.13141899744429
26,2000-01-02 02:00:00,0,0.5714285714285714,0.011017801600245531,0.6149573156935568,5.092522373266033,5.092522373266033
