,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_2000_D_0_ConstantTrend_24_exp_1.0_10
0,2000-01-01,0.0976270078546495,0.125,0.0,-1.3557137239186656,0.1594400224514206
1,2000-01-02,0.0976270078546495,0.2916666666666667,0.0,-0.11410253188685747,0.038993304738499664
2,2000-01-03,0.0976270078546495,0.375,0.004785775794765232,-0.844230864581227,0.07409878842188751
3,2000-01-04,0.0976270078546495,0.7916666666666666,0.01024323895720571,0.7056408100507655,0.010312980836313775
4,2000-01-05,0.0976270078546495,0.875,0.01628512873986074,-0.39878617335193706,0.02845873483172005
5,2000-01-06,0.0976270078546495,0.75,0.022603807671721505,-0.8271965334869942,0.04918294015815066
6,2000-01-07,0.0976270078546495,0.16666666666666666,0.029144170009212444,-0.41574470158503485,0.05802581267765706
7,2000-01-08,0.0976270078546495,0.9583333333333334,0.0357999135669241,-0.5245121937314283,0.02911731573446155
8,2000-01-09,0.0976270078546495,0.25,0.042533987073203744,0.8131012718382519,0.015414657367674238
9,2000-01-10,0.0976270078546495,0.5,0.04932450769826449,-0.2292506291606075,0.033814179091174054
10,2000-01-11,0.0976270078546495,0.041666666666666664,0.056147881663661456,2.161717373494259,0.004861865300552537
11,2000-01-12,0.0976270078546495,0.25,0.06298891013465306,-0.9569314292805337,0.08866778314950059
12,2000-01-13,0.0976270078546495,0.2916666666666667,0.06984333158942845,0.06731083219488099,0.030329876880122723
13,2000-01-14,0.0976270078546495,0.9583333333333334,0.07669917146306952,0.20649883721106427,0.013455968345631949
14,2000-01-15,0.0976270078546495,0.5833333333333334,0.08355501133671059,-0.45688132622556726,0.03774855037727087
15,2000-01-16,0.0976270078546495,0.7083333333333334,0.09041085121035165,-1.0599757640207523,0.06047231592392587
16,2000-01-17,0.0976270078546495,0.20833333333333334,0.09726669108399269,0.6149573156935568,0.01854864522491797
17,2000-01-18,0.0976270078546495,0.5416666666666666,0.10412253095763377,1.4296607664750955,0.0058445180047990404
18,2000-01-19,0.0976270078546495,0.3333333333333333,0.11097837083127483,-0.21195225635208395,0.036914138874511754
19,2000-01-20,0.0976270078546495,0.375,0.11783421070491588,-0.08033725576207178,0.03082904107733507
20,2000-01-21,0.0976270078546495,0.8333333333333334,0.12469005057855695,0.4053977840180792,0.011911840731530754
21,2000-01-22,0.0976270078546495,0.7916666666666666,0.13154589045219803,0.11860658523361353,0.016430427487847572
22,2000-01-23,0.0976270078546495,0.6666666666666666,0.13840173032583905,1.2544140683375582,0.005938589382448747
23,2000-01-24,0.0976270078546495,0.7916666666666666,0.14525757019948007,1.419102040788718,0.004414646730643579
24,2000-01-25,0.0976270078546495,0.125,0.1521134100731212,-0.7438560828698322,0.07426923234297875
25,2000-01-26,0.0976270078546495,0.2916666666666667,0.1589692499467622,-2.5174371027954736,0.36787944117144233
26,2000-01-27,0.0976270078546495,0.375,0.16582508982040328,-1.5070960235350006,0.12239151264209841
27,2000-01-28,0.0976270078546495,0.7916666666666666,0.17268092969404442,1.149076125381565,0.0056267407734950075
28,2000-01-29,0.0976270078546495,0.875,0.17953676956768538,-1.193578251944493,0.053516797424605765
29,2000-01-30,0.0976270078546495,0.75,0.1863926094413265,1.1410424458433976,0.005832927611425163
30,2000-01-31,0.0976270078546495,0.16666666666666666,0.19324844931496754,1.5094450822654228,0.007182114903935508
31,2000-02-01,0.0976270078546495,0.9583333333333334,0.20010428918860856,1.0677751294644207,0.005026587582249658
