,exog_1,exog_2,exog_3,exog_4,exog_5,exog_6,exog_7,exog_8,exog_9,exog_10,Date
0,AC,0,0,0,0,0,0,0,0,0,2000-01-01 00:00:00
1,0,0,0,0,0,0,0,0,0,0,2000-01-01 01:00:00
2,AC,0,0,0,0,0,0,0,0,0,2000-01-01 02:00:00
3,0,0,0,0,0,0,0,0,0,0,2000-01-01 03:00:00
4,AD,AD,0,0,0,0,0,0,0,0,2000-01-01 04:00:00
5,AD,AD,0,0,0,0,0,0,0,0,2000-01-01 05:00:00
6,0,0,0,0,0,0,0,0,0,0,2000-01-01 06:00:00
7,AD,0,0,0,0,0,0,0,0,0,2000-01-01 07:00:00
8,AD,AD,0,0,0,0,0,0,0,0,2000-01-01 08:00:00
9,AD,0,0,0,0,0,0,0,0,0,2000-01-01 09:00:00
10,AE,0,AE,0,0,0,0,0,0,0,2000-01-01 10:00:00
11,0,0,0,0,0,0,0,0,0,0,2000-01-01 11:00:00
12,AD,0,0,0,0,0,0,0,0,0,2000-01-01 12:00:00
13,0,0,0,0,0,0,0,0,0,0,2000-01-01 13:00:00
14,AD,AD,0,0,0,0,0,0,0,0,2000-01-01 14:00:00
15,AD,0,0,0,0,0,0,0,0,0,2000-01-01 15:00:00
16,0,0,0,0,0,0,0,0,0,0,2000-01-01 16:00:00
17,AE,0,0,0,0,0,0,0,0,0,2000-01-01 17:00:00
18,0,AD,0,0,0,0,0,0,0,0,2000-01-01 18:00:00
19,AD,0,0,0,0,0,0,0,0,0,2000-01-01 19:00:00
20,AE,AE,0,0,0,0,0,0,0,0,2000-01-01 20:00:00
21,0,AD,0,0,0,0,0,0,0,0,2000-01-01 21:00:00
22,AE,AE,0,0,0,0,0,0,0,0,2000-01-01 22:00:00
23,AE,AE,0,0,0,0,0,0,0,0,2000-01-01 23:00:00
24,AC,0,0,0,0,0,0,0,0,0,2000-01-02 00:00:00
25,AC,0,0,0,0,0,0,0,0,0,2000-01-02 01:00:00
26,0,0,0,0,0,0,0,0,0,0,2000-01-02 02:00:00
27,0,0,0,0,0,0,0,0,0,0,2000-01-02 03:00:00
28,AD,0,0,0,0,0,0,0,0,0,2000-01-02 04:00:00
29,0,AE,AE,0,0,0,0,0,0,0,2000-01-02 05:00:00
30,AE,0,0,0,0,0,0,0,0,0,2000-01-02 06:00:00
31,AE,AE,AE,0,0,0,0,0,0,0,2000-01-02 07:00:00
32,0,0,0,0,0,0,0,0,0,0,2000-01-02 08:00:00
33,0,0,0,0,0,0,0,0,0,0,2000-01-02 09:00:00
34,0,AD,0,0,0,0,0,0,0,0,2000-01-02 10:00:00
35,0,0,0,0,0,0,0,0,0,0,2000-01-02 11:00:00
36,0,0,0,0,0,0,0,0,0,0,2000-01-02 12:00:00
37,0,0,0,0,0,0,0,0,0,0,2000-01-02 13:00:00
38,0,AD,0,0,0,0,0,0,0,0,2000-01-02 14:00:00
39,0,0,0,0,0,0,0,0,0,0,2000-01-02 15:00:00
40,AE,0,0,0,0,0,0,0,0,0,2000-01-02 16:00:00
41,AD,AD,0,0,0,0,0,0,0,0,2000-01-02 17:00:00
42,AE,0,0,0,0,0,0,0,0,0,2000-01-02 18:00:00
43,AD,0,0,0,0,0,0,0,0,0,2000-01-02 19:00:00
44,AE,AE,0,0,0,0,0,0,0,0,2000-01-02 20:00:00
45,AD,AD,0,0,0,0,0,0,0,0,2000-01-02 21:00:00
46,AE,0,0,0,0,0,0,0,0,0,2000-01-02 22:00:00
47,0,AE,AE,0,0,0,0,0,0,0,2000-01-02 23:00:00
48,0,AD,0,0,0,0,0,0,0,0,2000-01-03 00:00:00
49,AE,0,0,0,0,0,0,0,0,0,2000-01-03 01:00:00
50,AE,0,0,0,0,0,0,0,0,0,2000-01-03 02:00:00
51,AC,0,0,0,0,0,0,0,0,0,2000-01-03 03:00:00
52,0,AD,0,0,0,0,0,0,0,0,2000-01-03 04:00:00
53,0,0,0,0,0,0,0,0,0,0,2000-01-03 05:00:00
54,AD,0,0,0,0,0,0,0,0,0,2000-01-03 06:00:00
55,0,0,0,0,0,0,0,0,0,0,2000-01-03 07:00:00
56,AD,0,0,0,0,0,0,0,0,0,2000-01-03 08:00:00
57,0,0,0,0,0,0,0,0,0,0,2000-01-03 09:00:00
58,AE,0,0,0,0,0,0,0,0,0,2000-01-03 10:00:00
59,AD,AD,0,0,0,0,0,0,0,0,2000-01-03 11:00:00
60,AE,0,0,0,0,0,0,0,0,0,2000-01-03 12:00:00
61,0,0,0,0,0,0,0,0,0,0,2000-01-03 13:00:00
62,0,AE,0,0,0,0,0,0,0,0,2000-01-03 14:00:00
63,AE,AE,0,0,0,0,0,0,0,0,2000-01-03 15:00:00
64,0,AD,0,0,0,0,0,0,0,0,2000-01-03 16:00:00
65,0,0,0,0,0,0,0,0,0,0,2000-01-03 17:00:00
66,AD,AD,0,0,0,0,0,0,0,0,2000-01-03 18:00:00
67,AE,AE,0,0,0,0,0,0,0,0,2000-01-03 19:00:00
68,0,AD,0,0,0,0,0,0,0,0,2000-01-03 20:00:00
69,AE,0,AE,0,0,0,0,0,0,0,2000-01-03 21:00:00
70,0,0,AF,0,0,0,0,0,0,0,2000-01-03 22:00:00
71,0,0,0,0,0,0,0,0,0,0,2000-01-03 23:00:00
72,0,0,0,0,0,0,0,0,0,0,2000-01-04 00:00:00
73,0,AD,0,0,0,0,0,0,0,0,2000-01-04 01:00:00
74,0,AE,AE,0,0,0,0,0,0,0,2000-01-04 02:00:00
75,0,0,0,0,0,0,0,0,0,0,2000-01-04 03:00:00
76,AC,0,0,0,0,0,0,0,0,0,2000-01-04 04:00:00
77,AC,0,0,0,0,0,0,0,0,0,2000-01-04 05:00:00
78,0,0,0,0,0,0,0,0,0,0,2000-01-04 06:00:00
79,AE,AE,0,0,0,0,0,0,0,0,2000-01-04 07:00:00
80,AE,0,AE,0,0,0,0,0,0,0,2000-01-04 08:00:00
81,AD,AD,0,0,0,0,0,0,0,0,2000-01-04 09:00:00
82,0,0,0,0,0,0,0,0,0,0,2000-01-04 10:00:00
83,0,AD,0,0,0,0,0,0,0,0,2000-01-04 11:00:00
84,0,0,0,0,0,0,0,0,0,0,2000-01-04 12:00:00
85,AE,0,0,0,0,0,0,0,0,0,2000-01-04 13:00:00
86,0,0,0,0,0,0,0,0,0,0,2000-01-04 14:00:00
87,AD,0,0,0,0,0,0,0,0,0,2000-01-04 15:00:00
88,0,AD,0,0,0,0,0,0,0,0,2000-01-04 16:00:00
89,0,0,0,0,0,0,0,0,0,0,2000-01-04 17:00:00
90,AD,0,0,0,0,0,0,0,0,0,2000-01-04 18:00:00
91,AD,AD,0,0,0,0,0,0,0,0,2000-01-04 19:00:00
92,0,0,0,0,0,0,0,0,0,0,2000-01-04 20:00:00
93,AC,0,0,0,0,0,0,0,0,0,2000-01-04 21:00:00
94,AE,AE,0,0,0,0,0,0,0,0,2000-01-04 22:00:00
95,AD,0,0,0,0,0,0,0,0,0,2000-01-04 23:00:00
96,AE,AE,0,0,0,0,0,0,0,0,2000-01-05 00:00:00
97,AD,AD,0,0,0,0,0,0,0,0,2000-01-05 01:00:00
98,AD,AD,0,0,0,0,0,0,0,0,2000-01-05 02:00:00
99,0,0,0,0,0,0,0,0,0,0,2000-01-05 03:00:00
100,0,0,0,0,0,0,0,0,0,0,2000-01-05 04:00:00
101,0,0,0,0,0,0,0,0,0,0,2000-01-05 05:00:00
102,AD,0,0,0,0,0,0,0,0,0,2000-01-05 06:00:00
103,AE,AE,0,0,0,0,0,0,0,0,2000-01-05 07:00:00
104,0,0,0,0,0,0,0,0,0,0,2000-01-05 08:00:00
105,AD,0,0,0,0,0,0,0,0,0,2000-01-05 09:00:00
106,0,0,0,0,0,0,0,0,0,0,2000-01-05 10:00:00
107,0,0,0,0,0,0,0,0,0,0,2000-01-05 11:00:00
108,AD,AD,0,0,0,0,0,0,0,0,2000-01-05 12:00:00
109,0,0,0,0,0,0,0,0,0,0,2000-01-05 13:00:00
110,0,AE,0,0,0,0,0,0,0,0,2000-01-05 14:00:00
111,AD,0,0,0,0,0,0,0,0,0,2000-01-05 15:00:00
112,0,0,0,0,0,0,0,0,0,0,2000-01-05 16:00:00
113,0,0,AF,0,0,0,0,0,0,0,2000-01-05 17:00:00
114,0,AD,0,0,0,0,0,0,0,0,2000-01-05 18:00:00
115,AE,0,AE,0,0,0,0,0,0,0,2000-01-05 19:00:00
116,0,AE,0,0,0,0,0,0,0,0,2000-01-05 20:00:00
117,AE,0,0,0,0,0,0,0,0,0,2000-01-05 21:00:00
118,AE,AE,0,0,0,0,0,0,0,0,2000-01-05 22:00:00
119,AE,0,AE,0,0,0,0,0,0,0,2000-01-05 23:00:00
120,AC,0,0,0,0,0,0,0,0,0,2000-01-06 00:00:00
121,0,0,0,0,0,0,0,0,0,0,2000-01-06 01:00:00
122,AD,0,0,0,0,0,0,0,0,0,2000-01-06 02:00:00
123,AD,AD,0,0,0,0,0,0,0,0,2000-01-06 03:00:00
124,0,AD,0,0,0,0,0,0,0,0,2000-01-06 04:00:00
125,0,AF,AF,0,0,0,0,0,0,0,2000-01-06 05:00:00
126,0,AE,AE,0,0,0,0,0,0,0,2000-01-06 06:00:00
127,AE,AE,0,0,0,0,0,0,0,0,2000-01-06 07:00:00
128,0,AD,0,0,0,0,0,0,0,0,2000-01-06 08:00:00
129,AE,AE,0,0,0,0,0,0,0,0,2000-01-06 09:00:00
130,0,0,0,0,0,0,0,0,0,0,2000-01-06 10:00:00
131,AE,0,0,0,0,0,0,0,0,0,2000-01-06 11:00:00
132,AD,AD,0,0,0,0,0,0,0,0,2000-01-06 12:00:00
133,0,AF,AF,0,0,0,0,0,0,0,2000-01-06 13:00:00
134,AE,AE,AE,0,0,0,0,0,0,0,2000-01-06 14:00:00
135,0,AF,AF,0,0,0,0,0,0,0,2000-01-06 15:00:00
136,0,AD,0,0,0,0,0,0,0,0,2000-01-06 16:00:00
137,0,0,AF,0,0,0,0,0,0,0,2000-01-06 17:00:00
138,AE,AE,AE,0,0,0,0,0,0,0,2000-01-06 18:00:00
139,0,0,0,0,0,0,0,0,0,0,2000-01-06 19:00:00
140,0,AE,0,0,0,0,0,0,0,0,2000-01-06 20:00:00
141,AE,0,0,0,0,0,0,0,0,0,2000-01-06 21:00:00
142,0,AD,0,0,0,0,0,0,0,0,2000-01-06 22:00:00
143,0,AF,0,0,0,0,0,0,0,0,2000-01-06 23:00:00
144,AD,0,0,0,0,0,0,0,0,0,2000-01-07 00:00:00
145,0,0,0,0,0,0,0,0,0,0,2000-01-07 01:00:00
146,0,AE,0,0,0,0,0,0,0,0,2000-01-07 02:00:00
147,0,AE,0,0,0,0,0,0,0,0,2000-01-07 03:00:00
148,0,0,0,0,0,0,0,0,0,0,2000-01-07 04:00:00
149,0,0,0,0,0,0,0,0,0,0,2000-01-07 05:00:00
150,0,AD,0,0,0,0,0,0,0,0,2000-01-07 06:00:00
151,AE,0,AE,0,0,0,0,0,0,0,2000-01-07 07:00:00
152,AD,AD,0,0,0,0,0,0,0,0,2000-01-07 08:00:00
153,AE,0,0,0,0,0,0,0,0,0,2000-01-07 09:00:00
