,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_2000_H_0_constant_0__1.0_0
0,2000-01-01 00:00:00,0,0,0.0,0.48431215412066475,3.752365914458526,3.752365914458526
1,2000-01-01 01:00:00,0,0,0.0,0.5791404787067285,3.8471942390445895,3.8471942390445895
2,2000-01-01 02:00:00,0,0,0.0027244159149844844,-0.18158257273119596,3.0891956035216497,3.0891956035216497
3,2000-01-01 03:00:00,0,0,0.006603043707747439,1.4102046311312142,4.684861435176822,4.684861435176822
4,2000-01-01 04:00:00,0,0,0.011227170157599118,-0.3744716909802062,2.904809239515254,2.904809239515254
5,2000-01-01 05:00:00,0,0,0.016177517285806336,0.27519831557632024,3.559429593199988,3.559429593199988
6,2000-01-01 06:00:00,0,0,0.021418779207267834,-0.9607546117337881,2.328717927811341,2.328717927811341
7,2000-01-01 07:00:00,0,0,0.02694038488146734,0.37692697499528294,3.6719211202146114,3.6719211202146114
8,2000-01-01 08:00:00,0,0,0.03256948599001003,0.033438928508628576,3.3340621748365,3.3340621748365
9,2000-01-01 09:00:00,0,0,0.0382836939254018,0.6805672443551206,3.9869046986183836,3.9869046986183836
10,2000-01-01 10:00:00,0,0,0.0440429144291503,-1.563496690099942,1.7485999846670695,1.7485999846670695
11,2000-01-01 11:00:00,0,0,0.04982770407753475,-0.5666976204319573,2.751183843983439,2.751183843983439
12,2000-01-01 12:00:00,0,0,0.05563616044023821,-0.24214951424260323,3.0815404065354963,3.0815404065354963
13,2000-01-01 13:00:00,0,0,0.061446297993037434,1.5143912837240117,4.84389134205491,4.84389134205491
14,2000-01-01 14:00:00,0,0,0.06725643554583663,-0.3330574014413246,3.002252794442373,3.002252794442373
15,2000-01-01 15:00:00,0,0,0.07306657309863582,0.0473648172902994,3.3884851507267966,3.3884851507267966
16,2000-01-01 16:00:00,0,0,0.07887671065143503,1.4627404474484047,4.809670918437701,4.809670918437701
17,2000-01-01 17:00:00,0,0,0.08468684820423422,1.5350291291191829,4.887769737661278,4.887769737661278
18,2000-01-01 18:00:00,0,0,0.09049698575703342,0.5664400380293182,3.924990784124213,3.924990784124213
19,2000-01-01 19:00:00,0,0,0.0963071233098326,0.1492650917123343,3.513625975360028,3.513625975360028
20,2000-01-01 20:00:00,0,0,0.10211726086263181,-1.0782780025830905,2.2918930186174027,2.2918930186174027
21,2000-01-01 21:00:00,0,0,0.10792739841543102,1.3954722703060645,4.771453429059356,4.771453429059356
22,2000-01-01 22:00:00,0,0,0.11373753596823022,1.7874840455630026,5.169275341869094,5.169275341869094
23,2000-01-01 23:00:00,0,0,0.1195476735210294,-0.5695172638907428,2.818084169968148,2.818084169968148
24,2000-01-02 00:00:00,0,0,0.1253578110738286,0.17538653266921242,3.5687981040809023,3.5687981040809023
25,2000-01-02 01:00:00,0,0,0.1311679486266278,-0.4625055394360726,2.9367161695284163,2.9367161695284163
26,2000-01-02 02:00:00,0,0,0.13697808617942703,-1.085800595475628,2.31923125104166,2.31923125104166
27,2000-01-02 03:00:00,0,0,0.1427882237322262,0.6397359949354733,4.050577979005561,4.050577979005561
28,2000-01-02 04:00:00,0,0,0.14859836128502535,-0.38586333644309273,3.030788785179794,3.030788785179794
29,2000-01-02 05:00:00,0,0,0.15440849883782462,-0.7757623533740768,2.6466999058016087,2.6466999058016087
30,2000-01-02 06:00:00,0,0,0.1602186363906238,0.9957113486470573,4.423983745375542,4.423983745375542
31,2000-01-02 07:00:00,0,0,0.166028773943423,-1.9332047794071159,1.5008777548741683,1.5008777548741683
32,2000-01-02 08:00:00,0,0,0.17183891149622219,0.24853062742969095,3.6884232992637744,3.6884232992637744
33,2000-01-02 09:00:00,0,0,0.17764904904902135,-0.03124533542395122,3.414457473962931,3.414457473962931
34,2000-01-02 10:00:00,0,0,0.1834591866018206,-0.13947396248967217,3.3120389844500098,3.3120389844500098
35,2000-01-02 11:00:00,0,0,0.18926932415461975,-0.19065597921264138,3.2666671052798395,3.2666671052798395
36,2000-01-02 12:00:00,0,0,0.19507946170741894,0.44863752749053837,3.9117707495358185,3.9117707495358185
37,2000-01-02 13:00:00,0,0,0.20088959926021815,-0.992429771658585,2.476513587939494,2.476513587939494
38,2000-01-02 14:00:00,0,0,0.20669973681301732,-0.22593965569142896,3.2488138414594494,3.2488138414594494
39,2000-01-02 15:00:00,0,0,0.21250987436581656,-1.6545707665122271,1.8259928681914506,1.8259928681914506
40,2000-01-02 16:00:00,0,0,0.21832001191861578,-0.6397226377122045,2.846651134544272,2.846651134544272
41,2000-01-02 17:00:00,0,0,0.224130149471415,-0.47941980121364003,3.0127641085956363,3.0127641085956363
42,2000-01-02 18:00:00,0,0,0.22994028702421412,0.3113635032767906,3.809357550638866,3.809357550638866
43,2000-01-02 19:00:00,0,0,0.2357504245770134,-0.7760204669235409,2.7277837179913336,2.7277837179913336
44,2000-01-02 20:00:00,0,0,0.2415605621298125,-0.30736481038200775,3.202249512085666,3.202249512085666
45,2000-01-02 21:00:00,0,0,0.2473706996826117,-0.36652394095310614,3.1489005190673667,3.1489005190673667
46,2000-01-02 22:00:00,0,0,0.2531808372354109,1.1197119621889602,4.640946559762233,4.640946559762233
47,2000-01-02 23:00:00,0,0,0.25899097478821015,-0.4579224204039029,3.0691223147221685,3.0691223147221685
48,2000-01-03 00:00:00,0,0,0.2648011123410094,0.42539339846964996,3.9582482711485207,3.9582482711485207
49,2000-01-03 01:00:00,0,0,0.2706112498938085,-0.027971183469780222,3.5106938267618895,3.5106938267618895
50,2000-01-03 02:00:00,0,0,0.2764213874466077,1.4759898324822718,5.020464980266741,5.020464980266741
51,2000-01-03 03:00:00,0,0,0.28223152499940696,0.6467800971387857,4.197065382476054,4.197065382476054
52,2000-01-03 04:00:00,0,0,0.2880416625522061,-0.3643343119343121,3.1917611109557553,3.1917611109557553
53,2000-01-03 05:00:00,0,0,0.2938518001050053,-0.6787773894547808,2.8831281709880856,2.8831281709880856
54,2000-01-03 06:00:00,0,0,0.29966193765780447,-0.3536278564808815,3.214087841514784,3.214087841514784
55,2000-01-03 07:00:00,0,0,0.30547207521060377,-0.7407474706616464,2.832778364886819,2.832778364886819
56,2000-01-03 08:00:00,0,0,0.3112822127634029,-0.6750218315624023,2.904314141538862,2.904314141538862
57,2000-01-03 09:00:00,0,0,0.3170923503162021,-0.13278425612003888,3.452361854534024,3.452361854534024
58,2000-01-03 10:00:00,0,0,0.3229024878690014,0.6198010633228139,4.210757311529677,4.210757311529677
59,2000-01-03 11:00:00,0,0,0.3287126254218006,1.7911684612099155,5.387934846969577,5.387934846969577
60,2000-01-03 12:00:00,0,0,0.3345227629745997,0.17100043816579447,3.7735769614782555,3.7735769614782555
