,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal_2000_D_0_LinearTrend_24_exp_1.0_0
0,2000-01-01,0.43037873274483895,0.125,0.0,-1.3557137239186656,0.1596347118747235
1,2000-01-02,0.4304275462487663,0.2916666666666667,0.0,-0.11410253188685747,0.03903901310351316
2,2000-01-03,0.4304763597526936,0.375,0.004785775794765232,-0.844230864581227,0.07418202663384697
3,2000-01-04,0.43052517325662093,0.7916666666666666,0.01024323895720571,0.7056408100507655,0.01032406186526342
4,2000-01-05,0.43057398676054826,0.875,0.01628512873986074,-0.39878617335193706,0.028487922370851772
5,2000-01-06,0.4306228002644756,0.75,0.022603807671721505,-0.8271965334869942,0.049230979436841654
6,2000-01-07,0.4306716137684029,0.16666666666666666,0.029144170009212444,-0.41574470158503485,0.058079654063036563
7,2000-01-08,0.43072042727233023,0.9583333333333334,0.0357999135669241,-0.5245121937314283,0.02914291070494387
8,2000-01-09,0.43076924077625756,0.25,0.042533987073203744,0.8131012718382519,0.015427454214986274
9,2000-01-10,0.4308180542801849,0.5,0.04932450769826449,-0.2292506291606075,0.03384059882397081
10,2000-01-11,0.4308668677841122,0.041666666666666664,0.056147881663661456,2.161717373494259,0.004865426474357864
11,2000-01-12,0.43091568128803953,0.25,0.06298891013465306,-0.9569314292805337,0.08872839845159251
12,2000-01-13,0.43096449479196686,0.2916666666666667,0.06984333158942845,0.06731083219488099,0.030349129586459675
13,2000-01-14,0.4310133082958942,0.9583333333333334,0.07669917146306952,0.20649883721106427,0.013463852650133909
14,2000-01-15,0.4310621217998215,0.5833333333333334,0.08355501133671059,-0.45688132622556726,0.037768824849090825
15,2000-01-16,0.43111093530374883,0.7083333333333334,0.09041085121035165,-1.0599757640207523,0.060501841785951985
16,2000-01-17,0.43115974880767616,0.20833333333333334,0.09726669108399269,0.6149573156935568,0.018556795834454822
17,2000-01-18,0.4312085623116035,0.5416666666666666,0.10412253095763377,1.4296607664750955,0.005846800781712037
18,2000-01-19,0.4312573758155308,0.3333333333333333,0.11097837083127483,-0.21195225635208395,0.03692675438895561
19,2000-01-20,0.43130618931945813,0.375,0.11783421070491588,-0.08033725576207178,0.030838071640817078
20,2000-01-21,0.43135500282338546,0.8333333333333334,0.12469005057855695,0.4053977840180792,0.011914748379769217
21,2000-01-22,0.4314038163273128,0.7916666666666666,0.13154589045219803,0.11860658523361353,0.016433635908012664
22,2000-01-23,0.4314526298312401,0.6666666666666666,0.13840173032583905,1.2544140683375582,0.005939459096196289
23,2000-01-24,0.43150144333516743,0.7916666666666666,0.14525757019948007,1.419102040788718,0.004415077740433387
