"Index","x"
"1.42857142857143",1157
"1.57142857142857",1118
"1.71428571428571",1310
"1.85714285714286",874
"2",890
"2.14285714285714",1437
"2.28571428571429",1263
"2.42857142857143",1187
"2.57142857142857",1506
"2.71428571428571",1448
"2.85714285714286",1054
"3",663
"3.14285714285714",988
"3.28571428571429",1241
"3.42857142857143",1207
"3.57142857142857",1288
"3.71428571428571",1045
"3.85714285714286",842
"4",687
"4.14285714285714",1136
"4.28571428571429",1348
"4.42857142857143",1241
"4.57142857142857",1164
"4.71428571428571",1029
"4.85714285714286",909
"5",650
"5.14285714285714",1275
"5.28571428571429",1203
"5.42857142857143",1233
"5.57142857142857",1014
"5.71428571428571",1040
"5.85714285714286",825
"6",593
"6.14285714285714",875
"6.28571428571429",1096
"6.42857142857143",1059
"6.57142857142857",1105
"6.71428571428571",949
"6.85714285714286",652
"7",546
"7.14285714285714",762
"7.28571428571429",1082
"7.42857142857143",1305
"7.57142857142857",1232
"7.71428571428571",1089
"7.85714285714286",735
"8",775
"8.14285714285714",1381
"8.28571428571428",1320
"8.42857142857143",1398
"8.57142857142857",991
"8.71428571428571",1052
"8.85714285714286",669
"9",422
"9.14285714285714",779
"9.28571428571428",1150
"9.42857142857143",1001
"9.57142857142857",1582
"9.71428571428571",847
"9.85714285714286",721
"10",541
"10.1428571428571",710
"10.2857142857143",1649
"10.4285714285714",919
"10.5714285714286",1008
"10.7142857142857",1000
"10.8571428571429",465
"11",448
"11.1428571428571",721
"11.2857142857143",1030
"11.4285714285714",915
"11.5714285714286",870
"11.7142857142857",795
"11.8571428571429",667
"12",487
"12.1428571428571",741
"12.2857142857143",1030
"12.4285714285714",1287
"12.5714285714286",1061
"12.7142857142857",971
"12.8571428571429",549
"13",509
"13.1428571428571",1046
"13.2857142857143",1514
"13.4285714285714",1655
"13.5714285714286",1489
"13.7142857142857",1352
"13.8571428571429",828
"14",591
"14.1428571428571",820
"14.2857142857143",1409
"14.4285714285714",1819
"14.5714285714286",1243
"14.7142857142857",1157
"14.8571428571429",626
"15",437
"15.1428571428571",842
"15.2857142857143",1118
"15.4285714285714",985
"15.5714285714286",983
"15.7142857142857",871
"15.8571428571429",591
"16",533
"16.1428571428571",937
"16.2857142857143",1312
"16.4285714285714",1412
"16.5714285714286",1183
"16.7142857142857",955
"16.8571428571429",629
"17",561
"17.1428571428571",833
"17.2857142857143",1067
"17.4285714285714",987
"17.5714285714286",976
"17.7142857142857",1218
"17.8571428571429",853
"18",432
"18.1428571428571",869
"18.2857142857143",1152
"18.4285714285714",944
"18.5714285714286",947
"18.7142857142857",847
"18.8571428571429",626
"19",558
"19.1428571428571",2300
"19.2857142857143",2469
"19.4285714285714",1411
"19.5714285714286",1178
"19.7142857142857",1111
"19.8571428571429",641
"20",867
"20.1428571428571",1359
"20.2857142857143",1730
"20.4285714285714",1529
"20.5714285714286",1168
"20.7142857142857",1222
"20.8571428571429",889
"21",648
"21.1428571428571",1023
"21.2857142857143",1453
"21.4285714285714",1260
"21.5714285714286",1190
"21.7142857142857",1207
"21.8571428571429",706
"22",929
"22.1428571428571",1879
"22.2857142857143",1579
"22.4285714285714",1389
"22.5714285714286",1352
"22.7142857142857",1118
"22.8571428571429",944
"23",734
"23.1428571428571",1048
"23.2857142857143",1431
"23.4285714285714",1296
"23.5714285714286",1126
"23.7142857142857",1158
"23.8571428571429",872
"24",756
"24.1428571428571",1221
"24.2857142857143",1620
"24.4285714285714",1528
"24.5714285714286",1486
"24.7142857142857",1639
"24.8571428571429",1114
"25",874
"25.1428571428571",1161
"25.2857142857143",1557
"25.4285714285714",1740
"25.5714285714286",1598
"25.7142857142857",1397
"25.8571428571429",1153
"26",797
"26.1428571428571",1320
"26.2857142857143",1747
"26.4285714285714",1944
"26.5714285714286",1664
"26.7142857142857",1516
"26.8571428571429",1077
"27",777
"27.1428571428571",1139
"27.2857142857143",1671
"27.4285714285714",1590
"27.5714285714286",1491
"27.7142857142857",1438
"27.8571428571429",1060
"28",789
"28.1428571428571",1270
"28.2857142857143",1384
"28.4285714285714",1490
"28.5714285714286",1554
"28.7142857142857",1569
"28.8571428571429",1422
"29",888
"29.1428571428571",1276
"29.2857142857143",1650
"29.4285714285714",1699
"29.5714285714286",1464
"29.7142857142857",1495
"29.8571428571429",1030
"30",812
"30.1428571428571",1231
"30.2857142857143",1465
"30.4285714285714",1707
"30.5714285714286",1678
"30.7142857142857",1632
"30.8571428571429",1678
"31",958
"31.1428571428571",1529
"31.2857142857143",2368
"31.4285714285714",1811
"31.5714285714286",1558
"31.7142857142857",1239
"31.8571428571429",995
"32",1009
"32.1428571428571",1313
"32.2857142857143",1544
"32.4285714285714",2422
"32.5714285714286",1621
"32.7142857142857",1512
"32.8571428571429",1278
"33",955
"33.1428571428571",1384
"33.2857142857143",2569
"33.4285714285714",2140
"33.5714285714286",2235
"33.7142857142857",1719
"33.8571428571429",1143
"34",955
"34.1428571428571",1412
"34.2857142857143",1965
"34.4285714285714",1789
"34.5714285714286",2198
"34.7142857142857",1636
"34.8571428571429",859
"35",743
"35.1428571428571",974
"35.2857142857143",1609
"35.4285714285714",1165
"35.5714285714286",848
"35.7142857142857",1030
"35.8571428571429",1410
"36",879
"36.1428571428571",1259
"36.2857142857143",1254
"36.4285714285714",1026
