"Index","x"
"1996",89.13
"1996.25",89.52
"1996.5",89.88
"1996.75",90.12
"1997",89.19
"1997.25",89.78
"1997.5",90.03
"1997.75",90.38
"1998",90.27
"1998.25",90.77
"1998.5",91.85
"1998.75",92.51
"1999",92.21
"1999.25",92.52
"1999.5",93.62
"1999.75",94.15
"2000",94.69
"2000.25",95.34
"2000.5",96.04
"2000.75",96.3
"2001",94.83
"2001.25",95.14
"2001.5",95.86
"2001.75",95.83
"2002",95.73
"2002.25",96.36
"2002.5",96.89
"2002.75",97.01
"2003",96.66
"2003.25",97.76
"2003.5",97.83
"2003.75",97.76
"2004",98.17
"2004.25",98.55
"2004.5",99.31
"2004.75",99.44
"2005",99.43
"2005.25",99.84
"2005.5",100.32
"2005.75",100.4
"2006",99.88
"2006.25",100.19
"2006.5",100.75
"2006.75",101.01
"2007",100.84
"2007.25",101.34
"2007.5",101.94
"2007.75",102.1
"2008",101.56
"2008.25",101.48
"2008.5",101.13
"2008.75",100.34
"2009",98.93
"2009.25",98.31
"2009.5",97.67
"2009.75",97.44
"2010",96.53
"2010.25",96.56
"2010.5",96.51
"2010.75",96.7
"2011",95.88
"2011.25",95.84
"2011.5",95.79
"2011.75",95.94
