"Index","x"
"1956",0.465
"1956.25",0.532
"1956.5",0.561
"1956.75",0.57
"1957",0.529
"1957.25",0.604
"1957.5",0.603
"1957.75",0.582
"1958",0.554
"1958.25",0.62
"1958.5",0.646
"1958.75",0.637
"1959",0.573
"1959.25",0.673
"1959.5",0.69
"1959.75",0.681
"1960",0.621
"1960.25",0.698
"1960.5",0.753
"1960.75",0.728
"1961",0.688
"1961.25",0.737
"1961.5",0.742
"1961.75",0.692
"1962",0.637
"1962.25",0.757
"1962.5",0.783
"1962.75",0.757
"1963",0.674
"1963.25",0.774
"1963.5",0.835
"1963.75",0.838
"1964",0.797
"1964.25",0.904
"1964.5",0.949
"1964.75",0.975
"1965",0.902
"1965.25",0.974
"1965.5",0.969
"1965.75",0.967
"1966",0.849
"1966.25",0.961
"1966.5",0.966
"1966.75",0.922
"1967",0.836
"1967.25",0.998
"1967.5",1.025
"1967.75",0.971
"1968",0.892
"1968.25",0.973
"1968.5",1.047
"1968.75",1.017
"1969",0.948
"1969.25",1.032
"1969.5",1.19
"1969.75",1.136
"1970",1.049
"1970.25",1.134
"1970.5",1.229
"1970.75",1.188
"1971",1.058
"1971.25",1.209
"1971.5",1.199
"1971.75",1.253
"1972",1.07
"1972.25",1.282
"1972.5",1.303
"1972.75",1.281
"1973",1.148
"1973.25",1.305
"1973.5",1.342
"1973.75",1.452
"1974",1.184
"1974.25",1.352
"1974.5",1.316
"1974.75",1.353
"1975",1.121
"1975.25",1.297
"1975.5",1.318
"1975.75",1.281
"1976",1.109
"1976.25",1.299
"1976.5",1.341
"1976.75",1.29
"1977",1.101
"1977.25",1.284
"1977.5",1.321
"1977.75",1.317
"1978",1.122
"1978.25",1.261
"1978.5",1.312
"1978.75",1.298
"1979",1.205
"1979.25",1.302
"1979.5",1.377
"1979.75",1.359
"1980",1.232
"1980.25",1.386
"1980.5",1.44
"1980.75",1.439
"1981",1.282
"1981.25",1.573
"1981.5",1.533
"1981.75",1.641
"1982",1.337
"1982.25",1.575
"1982.5",1.475
"1982.75",1.357
"1983",1.086
"1983.25",1.158
"1983.5",1.279
"1983.75",1.313
"1984",1.166
"1984.25",1.373
"1984.5",1.456
"1984.75",1.495
"1985",1.251
"1985.25",1.456
"1985.5",1.631
"1985.75",1.555
"1986",1.375
"1986.25",1.546
"1986.5",1.568
"1986.75",1.561
"1987",1.332
"1987.25",1.458
"1987.5",1.501
"1987.75",1.615
"1988",1.418
"1988.25",1.625
"1988.5",1.77
"1988.75",1.791
"1989",1.621
"1989.25",1.719
"1989.5",1.972
"1989.75",1.894
"1990",1.565
"1990.25",1.645
"1990.5",1.658
"1990.75",1.668
"1991",1.343
"1991.25",1.441
"1991.5",1.444
"1991.75",1.497
"1992",1.289
"1992.25",1.501
"1992.5",1.539
"1992.75",1.568
"1993",1.45
"1993.25",1.668
"1993.5",1.648
"1993.75",1.863
"1994",1.468
"1994.25",1.755
"1994.5",1.962
"1994.75",1.833
"1995",1.626
"1995.25",1.703
"1995.5",1.733
"1995.75",1.545
"1996",1.526
"1996.25",1.593
"1996.5",1.706
"1996.75",1.699
"1997",1.511
"1997.25",1.785
"1997.5",1.826
"1997.75",1.83
"1998",1.719
"1998.25",1.861
"1998.5",1.956
"1998.75",2.067
"1999",1.737
"1999.25",1.944
"1999.5",2.005
"1999.75",2.027
"2000",1.835
"2000.25",2.07
"2000.5",1.898
"2000.75",1.652
"2001",1.554
"2001.25",1.717
"2001.5",1.679
"2001.75",1.836
"2002",1.729
"2002.25",1.992
"2002.5",2.03
"2002.75",1.978
"2003",1.831
"2003.25",1.892
"2003.5",2.227
"2003.75",2.09
"2004",1.963
"2004.25",2.18
"2004.5",2.307
"2004.75",2.157
"2005",1.98
"2005.25",2.481
"2005.5",2.34
"2005.75",2.265
"2006",2.027
"2006.25",2.278
"2006.5",2.427
"2006.75",2.451
"2007",2.14
"2007.25",2.362
"2007.5",2.536
"2007.75",2.562
"2008",2.183
"2008.25",2.558
"2008.5",2.612
"2008.75",2.373
"2009",1.963
"2009.25",2.16
"2009.5",2.325
"2009.75",2.273
"2010",1.904
"2010.25",2.401
"2010.5",2.494
"2010.75",2.296
"2011",2.055
"2011.25",2.273
"2011.5",2.499
"2011.75",2.39
"2012",2.067
"2012.25",2.223
"2012.5",2.451
"2012.75",2.503
"2013",2.049
"2013.25",2.528
"2013.5",2.637
"2013.75",2.565
"2014",2.229
