,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_20_H_0_constant_24_exp_1.0_10
0,2000-01-01 00:00:00,0,0.125,0.0,-1.3557137239186656,0.36787944117144233,0.36787944117144233
1,2000-01-01 01:00:00,0,0.2916666666666667,0.0,-0.11410253188685747,0.08997010246280983,0.08997010246280983
2,2000-01-01 02:00:00,0,0.375,0.4785775794765232,-0.844230864581227,0.10645207034794657,0.10645207034794657
3,2000-01-01 03:00:00,0,0.7916666666666666,1.0243238957205711,0.7056408100507655,0.008631429915534205,0.008631429915534205
4,2000-01-01 04:00:00,0,0.875,1.6285128739860741,-0.39878617335193706,0.013096104956485692,0.013096104956485692
5,2000-01-01 05:00:00,0,0.75,2.2603807671721503,-0.8271965334869942,0.01210789018358775,0.01210789018358775
6,2000-01-01 06:00:00,0,0.16666666666666666,2.9144170009212442,-0.41574470158503485,0.007476035133299934,0.007476035133299934
7,2000-01-01 07:00:00,0,0.9583333333333334,3.579991356692409,-0.5245121937314283,0.0019410499902879517,0.0019410499902879517
8,2000-01-01 08:00:00,0,0.25,4.253398707320374,0.8131012718382519,0.0005275780702572895,0.0005275780702572895
9,2000-01-01 09:00:00,0,0.5,4.932450769826448,-0.2292506291606075,0.0005908703937138449,0.0005908703937138449
10,2000-01-01 10:00:00,0,0.041666666666666664,5.614788166366145,2.161717373494259,4.3233887798519824e-05,4.3233887798519824e-05
11,2000-01-01 11:00:00,0,0.25,6.298891013465306,-0.9569314292805337,0.00040054945813621054,0.00040054945813621054
12,2000-01-01 12:00:00,0,0.2916666666666667,6.984333158942848,0.06731083219488099,6.951108082834707e-05,6.951108082834707e-05
13,2000-01-01 13:00:00,0,0.9583333333333334,7.669917146306954,0.20649883721106427,1.5643375195825993e-05,1.5643375195825993e-05
14,2000-01-01 14:00:00,0,0.5833333333333334,8.355501133671062,-0.45688132622556726,2.2261165284054956e-05,2.2261165284054956e-05
15,2000-01-01 15:00:00,0,0.7083333333333334,9.041085121035165,-1.0599757640207523,1.808990673345844e-05,1.808990673345844e-05
16,2000-01-01 16:00:00,0,0.20833333333333334,9.726669108399271,0.6149573156935568,2.81464762635964e-06,2.81464762635964e-06
17,2000-01-01 17:00:00,0,0.5416666666666666,10.412253095763381,1.4296607664750955,4.4987581774906186e-07,4.4987581774906186e-07
18,2000-01-01 18:00:00,0,0.3333333333333333,11.09783708312748,-0.21195225635208395,1.441347837295772e-06,1.441347837295772e-06
19,2000-01-01 19:00:00,0,0.375,11.783421070491586,-0.08033725576207178,6.106160089191049e-07,6.106160089191049e-07
